Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
45.4,13000,3.27,121000000,0.0662
45.5,13000,3.28,121000000,0.0663
45.5,13100,3.28,121000000,0.0664
45.6,13100,3.29,121000000,0.0665
45.6,13100,3.29,122000000,0.0666
45.7,13100,3.30,122000000,0.0667
45.8,13100,3.30,122000000,0.0668
45.8,13100,3.31,122000000,0.0669
45.9,13200,3.31,122000000,0.0669
45.9,13200,3.31,122000000,0.0670
46.0,13200,3.32,122000000,0.0671
46.0,13200,3.32,123000000,0.0672
46.1,13200,3.33,123000000,0.0673
46.1,13200,3.33,123000000,0.0674
46.2,13300,3.34,123000000,0.0675
46.3,13300,3.34,123000000,0.0676
46.3,13300,3.35,123000000,0.0677
46.4,13300,3.35,123000000,0.0678
46.4,13300,3.36,123000000,0.0679
46.5,13300,3.36,124000000,0.0680
46.5,13300,3.37,124000000,0.0681
46.6,13300,3.37,124000000,0.0682
46.6,13300,3.37,124000000,0.0683
46.7,13300,3.38,124000000,0.0683
46.8,13400,3.38,124000000,0.0684
46.8,13400,3.39,124000000,0.0685
46.9,13400,3.39,124000000,0.0686
46.9,13400,3.40,124000000,0.0687
47.0,13400,3.40,124000000,0.0688
47.0,13400,3.41,124000000,0.0689
47.1,13400,3.41,125000000,0.0690
47.2,13400,3.42,125000000,0.0691
47.2,13400,3.42,125000000,0.0692
47.3,13500,3.43,125000000,0.0693
47.3,13500,3.43,125000000,0.0694
47.4,13500,3.43,125000000,0.0695
47.4,13500,3.44,125000000,0.0696
47.5,13500,3.44,125000000,0.0697
47.5,13500,3.45,126000000,0.0698
47.6,13500,3.45,126000000,0.0698
47.7,13600,3.46,126000000,0.0699
47.7,13600,3.46,126000000,0.0700
47.8,13600,3.47,126000000,0.0701
47.8,13600,3.47,126000000,0.0702
47.9,13600,3.48,126000000,0.0703
47.9,13600,3.48,126000000,0.0704
48.0,13600,3.49,126000000,0.0705
48.0,13600,3.49,126000000,0.0706
48.1,13600,3.49,127000000,0.0707
48.2,13600,3.50,127000000,0.0708
48.2,13700,3.50,127000000,0.0709
48.3,13700,3.51,127000000,0.0710
48.3,13700,3.51,127000000,0.0711
48.4,13700,3.52,127000000,0.0712
48.4,13700,3.52,128000000,0.0713
48.5,13700,3.53,128000000,0.0713
48.6,13800,3.53,128000000,0.0714
48.6,13800,3.54,128000000,0.0715
48.7,13800,3.54,128000000,0.0716
48.7,13800,3.55,128000000,0.0717
48.8,13800,3.55,128000000,0.0718
48.8,13800,3.55,129000000,0.0719
48.9,13900,3.56,129000000,0.0720
48.9,13900,3.56,129000000,0.0721
49.0,13900,3.57,129000000,0.0722
49.1,13900,3.57,129000000,0.0723
49.1,13900,3.58,129000000,0.0724
49.2,13900,3.58,129000000,0.0725
49.2,13900,3.59,129000000,0.0726
49.3,14000,3.59,130000000,0.0726
49.3,14000,3.60,130000000,0.0727
49.4,14000,3.60,130000000,0.0728
49.4,14000,3.61,130000000,0.0729
49.5,14000,3.61,130000000,0.0730
49.6,14000,3.61,130000000,0.0731
49.6,14000,3.62,130000000,0.0732
49.7,14000,3.62,130000000,0.0733
49.7,14000,3.63,130000000,0.0734
49.8,14000,3.63,130000000,0.0735
49.8,13800,3.64,128000000,0.0736
49.9,13600,3.64,126000000,0.0737
50.0,13400,3.65,125000000,0.0738
50.0,13300,3.65,124000000,0.0739
50.1,13200,3.66,123000000,0.0740
50.1,13200,3.66,122000000,0.0741
50.2,13100,3.67,122000000,0.0741
50.2,13100,3.67,122000000,0.0742
50.3,13100,3.67,121000000,0.0743
50.3,13100,3.68,121000000,0.0744
50.4,13000,3.68,121000000,0.0745
50.5,13000,3.69,121000000,0.0746
50.5,13000,3.69,121000000,0.0747
50.6,13000,3.70,121000000,0.0748
50.6,13000,3.70,121000000,0.0749
50.7,13000,3.71,121000000,0.0750
50.7,13100,3.71,121000000,0.0751
50.8,13100,3.72,121000000,0.0752
50.8,13100,3.72,121000000,0.0753
50.9,13100,3.73,121000000,0.0754
51.0,13100,3.73,122000000,0.0755
51.0,13100,3.73,122000000,0.0755
51.1,13100,3.74,122000000,0.0756
51.1,13100,3.74,122000000,0.0757
51.2,13200,3.75,122000000,0.0758
51.2,13200,3.75,122000000,0.0759
51.3,13200,3.76,123000000,0.0760
51.4,13200,3.76,123000000,0.0761
51.4,13200,3.77,123000000,0.0762
51.5,13300,3.77,123000000,0.0763
51.5,13300,3.78,124000000,0.0764
51.6,13300,3.78,124000000,0.0765
51.6,13400,3.79,124000000,0.0766
51.7,13400,3.79,124000000,0.0767
51.7,13400,3.79,125000000,0.0768
51.8,13500,3.80,125000000,0.0769
51.9,13500,3.80,125000000,0.0769
51.9,13500,3.81,126000000,0.0770
52.0,13600,3.81,126000000,0.0771
52.0,13600,3.82,126000000,0.0772
52.1,13600,3.82,127000000,0.0773
52.1,13700,3.83,127000000,0.0774
52.2,13700,3.83,127000000,0.0775
52.2,13700,3.84,127000000,0.0776
52.3,13800,3.84,128000000,0.0777
52.4,13800,3.85,128000000,0.0778
52.4,13800,3.85,128000000,0.0779
52.5,13900,3.85,129000000,0.0780
52.5,13900,3.86,129000000,0.0781
52.6,13900,3.86,129000000,0.0782
52.6,14000,3.87,130000000,0.0782
52.7,14000,3.87,130000000,0.0783
52.8,14000,3.88,130000000,0.0784
52.8,14000,3.88,130000000,0.0785
52.9,14100,3.89,131000000,0.0786
52.9,14100,3.89,131000000,0.0787
53.0,14100,3.90,131000000,0.0788
53.0,14200,3.90,132000000,0.0789
53.1,14200,3.91,132000000,0.0790
53.1,14200,3.91,132000000,0.0791
53.2,14200,3.91,132000000,0.0792
53.3,14300,3.92,132000000,0.0793
53.3,14300,3.92,133000000,0.0794
53.4,14300,3.93,133000000,0.0795
53.4,14300,3.93,133000000,0.0796
53.5,14400,3.94,133000000,0.0797
53.5,14400,3.94,133000000,0.0797
53.6,14400,3.95,133000000,0.0798
53.6,14400,3.95,134000000,0.0799
53.7,14400,3.96,134000000,0.0800
53.8,14400,3.96,134000000,0.0801
53.8,14400,3.97,134000000,0.0802
53.9,14400,3.97,134000000,0.0803
53.9,14400,3.98,134000000,0.0804
54.0,14400,3.98,133000000,0.0805
54.0,14400,3.98,133000000,0.0806
54.1,14300,3.99,133000000,0.0807
54.2,14300,3.99,132000000,0.0808
54.2,14200,4.00,132000000,0.0809
54.3,14100,4.00,131000000,0.0810
54.3,13900,4.01,129000000,0.0811
54.4,13800,4.01,128000000,0.0812
54.4,13600,4.02,126000000,0.0812
54.5,13400,4.02,125000000,0.0813
54.5,13300,4.03,124000000,0.0814
54.6,13200,4.03,123000000,0.0815
54.7,13200,4.04,122000000,0.0816
54.7,13100,4.04,122000000,0.0817
54.8,13100,4.04,122000000,0.0818
54.8,13100,4.05,121000000,0.0819
54.9,13100,4.05,121000000,0.0820
54.9,13100,4.06,121000000,0.0821
55.0,13100,4.06,121000000,0.0822
55.0,13100,4.07,121000000,0.0823
55.1,13100,4.07,121000000,0.0824
55.2,13100,4.08,121000000,0.0825
55.2,13100,4.08,121000000,0.0825
55.3,13100,4.09,122000000,0.0826
55.3,13100,4.09,122000000,0.0827
55.4,13100,4.09,122000000,0.0828
55.4,13200,4.10,122000000,0.0829
55.5,13200,4.10,122000000,0.0830
55.6,13200,4.11,123000000,0.0831
55.6,13200,4.11,123000000,0.0832
55.7,13300,4.12,123000000,0.0833
55.7,13300,4.12,123000000,0.0834
55.8,13300,4.13,124000000,0.0835
55.8,13300,4.13,124000000,0.0836
55.9,13400,4.14,124000000,0.0837
55.9,13400,4.14,124000000,0.0838
56.0,13400,4.15,125000000,0.0839
56.1,13500,4.15,125000000,0.0839
56.1,13500,4.16,125000000,0.0840
56.2,13500,4.16,126000000,0.0841
56.2,13600,4.16,126000000,0.0842
56.3,13600,4.17,126000000,0.0843
56.3,13600,4.17,126000000,0.0844
56.4,13600,4.18,127000000,0.0845
56.4,13700,4.18,127000000,0.0846
56.5,13700,4.19,127000000,0.0847
56.6,13700,4.19,128000000,0.0848
56.6,13800,4.20,128000000,0.0849
56.7,13800,4.20,128000000,0.0850
56.7,13800,4.21,129000000,0.0851
56.8,13900,4.21,129000000,0.0852
56.8,13900,4.22,129000000,0.0853
56.9,13900,4.22,129000000,0.0854
57.0,14000,4.22,130000000,0.0854
57.0,14000,4.23,130000000,0.0855
57.1,14100,4.23,130000000,0.0856
57.1,14100,4.24,131000000,0.0857
57.2,14100,4.24,131000000,0.0858
57.2,14200,4.25,131000000,0.0859
57.3,14200,4.25,132000000,0.0860
57.3,14200,4.26,132000000,0.0861
57.4,14300,4.26,132000000,0.0862
57.5,14300,4.27,133000000,0.0863
57.5,14300,4.27,133000000,0.0864
57.6,14400,4.28,133000000,0.0865
57.6,14400,4.28,134000000,0.0866
57.7,14400,4.28,134000000,0.0867
57.7,14500,4.29,134000000,0.0868
57.8,14500,4.29,135000000,0.0868
57.8,14500,4.30,135000000,0.0869
57.9,14600,4.30,135000000,0.0870
58.0,14600,4.31,136000000,0.0871
58.0,14700,4.31,136000000,0.0872
58.1,14700,4.32,136000000,0.0873
58.1,14700,4.32,137000000,0.0874
58.2,14800,4.33,137000000,0.0875
58.2,14800,4.33,137000000,0.0876
58.3,14800,4.34,138000000,0.0877
58.4,14900,4.34,138000000,0.0878
58.4,14900,4.34,138000000,0.0879
58.5,14900,4.35,139000000,0.0880
58.5,15000,4.35,139000000,0.0881
58.6,15000,4.36,139000000,0.0881
58.6,15000,4.36,139000000,0.0882
58.7,15100,4.37,140000000,0.0883
58.7,15100,4.37,140000000,0.0884
58.8,15100,4.38,140000000,0.0885
58.9,15100,4.38,141000000,0.0886
58.9,15200,4.39,141000000,0.0887
59.0,15200,4.39,141000000,0.0888
59.0,15200,4.40,141000000,0.0889
59.1,15200,4.40,142000000,0.0890
59.1,15300,4.40,142000000,0.0891
59.2,15300,4.41,142000000,0.0892
59.2,15300,4.41,142000000,0.0893
59.3,15400,4.42,143000000,0.0894
59.4,15400,4.42,143000000,0.0895
59.4,15400,4.43,143000000,0.0896
59.5,15400,4.43,143000000,0.0896
59.5,15500,4.44,144000000,0.0897
59.6,15500,4.44,144000000,0.0898
59.6,15500,4.45,144000000,0.0899
59.7,15500,4.45,144000000,0.0900
59.8,15500,4.46,144000000,0.0901
59.8,15600,4.46,145000000,0.0902
59.9,15600,4.46,145000000,0.0903
59.9,15600,4.47,145000000,0.0904
60.0,15600,4.47,145000000,0.0905
60.0,15700,4.48,145000000,0.0906
60.1,15700,4.48,145000000,0.0907
60.1,15700,4.49,146000000,0.0908
60.2,15700,4.49,146000000,0.0909
60.3,15700,4.50,146000000,0.0910
60.3,15700,4.50,146000000,0.0911
60.4,15700,4.51,146000000,0.0911
60.4,15800,4.51,146000000,0.0912
60.5,15800,4.52,146000000,0.0913
60.5,15800,4.52,147000000,0.0914
60.6,15800,4.52,147000000,0.0915
60.6,15800,4.53,147000000,0.0916
60.7,15800,4.53,147000000,0.0917
60.8,15800,4.54,147000000,0.0918
60.8,15800,4.54,147000000,0.0919
60.9,15800,4.55,147000000,0.0920
60.9,15800,4.55,147000000,0.0921
61.0,15800,4.56,147000000,0.0922
61.0,15800,4.56,147000000,0.0923
61.1,15800,4.57,147000000,0.0924
61.2,15800,4.57,147000000,0.0925
61.2,15800,4.58,147000000,0.0925
61.3,15800,4.58,146000000,0.0926
61.3,15700,4.58,146000000,0.0927
61.4,15700,4.59,146000000,0.0928
61.4,15700,4.59,146000000,0.0929
61.5,15600,4.60,145000000,0.0930
61.5,15600,4.60,145000000,0.0931
61.6,15500,4.61,144000000,0.0932
61.7,15400,4.61,143000000,0.0933
61.7,15300,4.62,142000000,0.0934
61.8,15100,4.62,141000000,0.0935
61.8,14900,4.63,139000000,0.0936
61.9,14700,4.63,137000000,0.0937
62.0,10100,4.64,93700000,0.0939
