Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
9.69,138,0.327,1280000,0.00661
9.74,139,0.332,1290000,0.00671
9.80,139,0.336,1290000,0.00680
9.85,140,0.341,1300000,0.00689
9.91,140,0.345,1300000,0.00699
9.97,140,0.350,1300000,0.00708
10.0,141,0.355,1300000,0.00717
10.1,141,0.359,1310000,0.00727
10.1,141,0.364,1310000,0.00736
10.2,141,0.368,1310000,0.00745
10.2,142,0.373,1320000,0.00754
10.3,142,0.378,1320000,0.00764
10.4,143,0.382,1330000,0.00773
10.4,143,0.387,1330000,0.00782
10.5,144,0.391,1340000,0.00792
10.5,146,0.396,1350000,0.00801
10.6,147,0.401,1360000,0.00810
10.6,148,0.405,1370000,0.00820
10.7,149,0.410,1390000,0.00829
10.7,150,0.415,1400000,0.00838
10.8,152,0.419,1410000,0.00848
10.9,153,0.424,1420000,0.00857
10.9,155,0.428,1440000,0.00866
11.0,157,0.433,1460000,0.00876
11.0,159,0.438,1480000,0.00885
11.1,161,0.442,1500000,0.00895
11.1,164,0.447,1520000,0.00904
11.2,167,0.451,1550000,0.00913
11.3,170,0.456,1580000,0.00923
11.3,173,0.461,1600000,0.00932
11.4,175,0.465,1620000,0.00941
11.4,178,0.470,1650000,0.00951
11.5,180,0.475,1670000,0.00960
11.5,183,0.479,1700000,0.00969
11.6,186,0.484,1720000,0.00979
11.6,188,0.488,1750000,0.00988
11.7,191,0.493,1770000,0.00997
11.8,194,0.498,1800000,0.0101
11.8,196,0.502,1820000,0.0102
11.9,199,0.507,1850000,0.0103
11.9,202,0.512,1880000,0.0103
12.0,205,0.516,1900000,0.0104
12.0,208,0.521,1930000,0.0105
12.1,211,0.525,1960000,0.0106
12.1,215,0.530,1990000,0.0107
12.2,218,0.535,2030000,0.0108
12.3,221,0.539,2050000,0.0109
12.3,225,0.544,2080000,0.0110
12.4,228,0.549,2120000,0.0111
12.4,231,0.553,2150000,0.0112
12.5,234,0.558,2180000,0.0113
12.5,237,0.562,2200000,0.0114
12.6,240,0.567,2220000,0.0115
12.7,243,0.572,2260000,0.0116
12.7,246,0.576,2280000,0.0117
12.8,249,0.581,2310000,0.0117
12.8,252,0.585,2340000,0.0118
12.9,255,0.590,2370000,0.0119
12.9,259,0.595,2400000,0.0120
13.0,262,0.599,2440000,0.0121
13.0,266,0.604,2470000,0.0122
13.1,270,0.609,2510000,0.0123
13.2,274,0.613,2540000,0.0124
13.2,276,0.618,2570000,0.0125
13.3,280,0.622,2600000,0.0126
13.3,283,0.627,2630000,0.0127
13.4,287,0.631,2660000,0.0128
13.4,291,0.636,2700000,0.0129
13.5,294,0.641,2730000,0.0130
13.5,298,0.645,2770000,0.0131
13.6,302,0.650,2810000,0.0131
13.7,306,0.654,2840000,0.0132
13.7,310,0.659,2880000,0.0133
13.8,314,0.664,2920000,0.0134
13.8,318,0.668,2950000,0.0135
13.9,323,0.673,2990000,0.0136
13.9,326,0.678,3030000,0.0137
14.0,331,0.682,3070000,0.0138
14.1,335,0.687,3110000,0.0139
14.1,339,0.691,3150000,0.0140
14.2,344,0.696,3190000,0.0141
14.2,348,0.701,3240000,0.0142
14.3,353,0.705,3280000,0.0143
14.3,358,0.710,3330000,0.0144
14.4,363,0.714,3370000,0.0145
14.4,367,0.719,3410000,0.0145
14.5,374,0.724,3470000,0.0146
14.6,379,0.728,3520000,0.0147
14.6,385,0.733,3580000,0.0148
14.7,393,0.738,3640000,0.0149
14.7,399,0.742,3710000,0.0150
14.8,407,0.747,3770000,0.0151
14.8,414,0.751,3850000,0.0152
14.9,421,0.756,3910000,0.0153
14.9,429,0.761,3980000,0.0154
15.0,435,0.765,4040000,0.0155
15.1,441,0.770,4090000,0.0156
15.1,447,0.775,4150000,0.0157
15.2,451,0.779,4180000,0.0158
15.2,455,0.784,4220000,0.0159
15.3,460,0.789,4270000,0.0160
15.3,464,0.793,4310000,0.0160
15.4,470,0.798,4360000,0.0161
15.5,475,0.802,4410000,0.0162
15.5,480,0.807,4450000,0.0163
15.6,486,0.812,4510000,0.0164
15.6,494,0.816,4590000,0.0165
15.7,503,0.821,4670000,0.0166
15.7,512,0.825,4760000,0.0167
15.8,521,0.830,4830000,0.0168
15.8,529,0.835,4910000,0.0169
15.9,537,0.839,4980000,0.0170
16.0,545,0.844,5060000,0.0171
16.0,553,0.848,5140000,0.0172
16.1,563,0.853,5230000,0.0173
16.1,573,0.858,5320000,0.0173
16.2,584,0.862,5430000,0.0174
16.2,594,0.867,5520000,0.0175
16.3,603,0.871,5600000,0.0176
16.3,614,0.876,5700000,0.0177
16.4,623,0.881,5790000,0.0178
16.5,635,0.885,5900000,0.0179
16.5,649,0.890,6020000,0.0180
16.6,661,0.895,6140000,0.0181
16.6,673,0.899,6250000,0.0182
16.7,686,0.904,6370000,0.0183
16.7,697,0.908,6470000,0.0184
16.8,709,0.913,6590000,0.0185
16.9,720,0.918,6680000,0.0186
16.9,730,0.922,6770000,0.0187
17.0,740,0.927,6870000,0.0188
17.0,750,0.932,6960000,0.0188
17.1,759,0.936,7050000,0.0189
17.1,769,0.941,7140000,0.0190
17.2,779,0.945,7230000,0.0191
17.2,790,0.950,7330000,0.0192
17.3,801,0.955,7430000,0.0193
17.4,810,0.959,7520000,0.0194
17.4,820,0.964,7610000,0.0195
17.5,827,0.969,7670000,0.0196
17.5,832,0.973,7730000,0.0197
17.6,840,0.978,7800000,0.0198
17.6,849,0.983,7880000,0.0199
17.7,861,0.987,7990000,0.0200
17.8,875,0.992,8130000,0.0201
17.8,890,0.996,8270000,0.0202
17.9,909,1.00,8440000,0.0202
17.9,930,1.01,8630000,0.0203
18.0,953,1.01,8850000,0.0204
18.0,980,1.01,9100000,0.0205
18.1,1010,1.02,9360000,0.0206
18.1,1040,1.02,9630000,0.0207
18.2,1070,1.03,9940000,0.0208
18.3,1100,1.03,10200000,0.0209
18.3,1130,1.04,10500000,0.0210
18.4,1170,1.04,10900000,0.0211
18.4,1200,1.05,11200000,0.0212
18.5,1240,1.05,11500000,0.0213
18.5,1280,1.06,11900000,0.0214
18.6,1310,1.06,12200000,0.0215
18.6,1350,1.07,12500000,0.0216
18.7,1390,1.07,12900000,0.0216
18.8,1430,1.07,13200000,0.0217
18.8,1460,1.08,13600000,0.0218
18.9,1500,1.08,14000000,0.0219
18.9,1540,1.09,14300000,0.0220
19.0,1580,1.09,14700000,0.0221
19.0,1630,1.10,15100000,0.0222
19.1,1670,1.10,15500000,0.0223
19.2,1710,1.11,15900000,0.0224
19.2,1760,1.11,16300000,0.0225
19.3,1800,1.12,16700000,0.0226
19.3,1850,1.12,17100000,0.0227
19.4,1890,1.13,17500000,0.0228
19.4,1930,1.13,18000000,0.0229
19.5,1980,1.14,18400000,0.0230
19.5,2030,1.14,18800000,0.0231
19.6,2070,1.14,19200000,0.0231
19.7,2120,1.15,19700000,0.0232
19.7,2170,1.15,20100000,0.0233
19.8,2210,1.16,20600000,0.0234
19.8,2260,1.16,21000000,0.0235
19.9,2310,1.17,21400000,0.0236
19.9,2360,1.17,21900000,0.0237
20.0,2400,1.18,22300000,0.0238
20.0,2450,1.18,22800000,0.0239
20.1,2500,1.19,23200000,0.0240
20.2,2550,1.19,23700000,0.0241
20.2,2600,1.19,24100000,0.0242
20.3,2650,1.20,24600000,0.0243
20.3,2700,1.20,25100000,0.0244
20.4,2750,1.21,25600000,0.0244
20.4,2800,1.21,26000000,0.0245
20.5,2860,1.22,26500000,0.0246
20.6,2910,1.22,27000000,0.0247
20.6,2960,1.23,27500000,0.0248
20.7,3020,1.23,28000000,0.0249
20.7,3070,1.24,28500000,0.0250
20.8,3120,1.24,29000000,0.0251
20.8,3180,1.25,29500000,0.0252
20.9,3230,1.25,30000000,0.0253
20.9,3280,1.26,30500000,0.0254
21.0,3340,1.26,31000000,0.0255
21.1,3390,1.26,31500000,0.0256
21.1,3450,1.27,32000000,0.0257
21.2,3500,1.27,32500000,0.0258
21.2,3550,1.28,33000000,0.0258
21.3,3610,1.28,33500000,0.0259
21.3,3660,1.29,34000000,0.0260
21.4,3720,1.29,34500000,0.0261
21.4,3780,1.30,35100000,0.0262
21.5,3840,1.30,35600000,0.0263
21.6,3900,1.31,36200000,0.0264
21.6,3950,1.31,36700000,0.0265
21.7,4010,1.31,37200000,0.0266
21.7,4070,1.32,37800000,0.0267
21.8,4130,1.32,38400000,0.0268
21.8,4190,1.33,38900000,0.0269
21.9,4250,1.33,39500000,0.0270
22.0,4310,1.34,40000000,0.0271
22.0,4370,1.34,40600000,0.0272
22.1,4430,1.35,41200000,0.0273
22.1,4490,1.35,41700000,0.0273
22.2,4560,1.36,42300000,0.0274
22.2,4620,1.36,42900000,0.0275
22.3,4680,1.37,43500000,0.0276
22.3,4740,1.37,44000000,0.0277
22.4,4800,1.38,44600000,0.0278
22.5,4870,1.38,45200000,0.0279
22.5,4930,1.38,45700000,0.0280
22.6,4990,1.39,46300000,0.0281
22.6,5050,1.39,46900000,0.0282
22.7,5110,1.40,47500000,0.0283
22.7,5170,1.40,48000000,0.0284
22.8,5240,1.41,48600000,0.0285
22.8,5300,1.41,49200000,0.0286
22.9,5360,1.42,49700000,0.0287
23.0,5420,1.42,50300000,0.0288
23.0,5480,1.43,50900000,0.0288
23.1,5540,1.43,51400000,0.0289
23.1,5600,1.44,52000000,0.0290
23.2,5650,1.44,52500000,0.0291
23.2,5710,1.44,53000000,0.0292
23.3,5770,1.45,53600000,0.0293
23.4,5830,1.45,54100000,0.0294
23.4,5890,1.46,54700000,0.0295
23.5,5950,1.46,55200000,0.0296
23.5,6000,1.47,55700000,0.0297
23.6,6060,1.47,56300000,0.0298
23.6,6120,1.48,56800000,0.0299
23.7,6180,1.48,57400000,0.0300
23.7,6240,1.49,57900000,0.0300
23.8,6290,1.49,58400000,0.0301
23.9,6350,1.50,59000000,0.0302
23.9,6400,1.50,59500000,0.0303
24.0,6460,1.50,60000000,0.0304
24.0,6520,1.51,60600000,0.0305
24.1,6580,1.51,61100000,0.0306
24.1,6630,1.52,61600000,0.0307
24.2,6690,1.52,62100000,0.0308
24.2,6750,1.53,62700000,0.0309
24.3,6810,1.53,63200000,0.0310
24.4,6860,1.54,63700000,0.0311
24.4,6910,1.54,64200000,0.0312
24.5,6970,1.55,64700000,0.0313
24.5,7020,1.55,65200000,0.0314
24.6,7070,1.56,65600000,0.0315
24.6,7120,1.56,66100000,0.0316
24.7,7170,1.56,66500000,0.0316
24.8,7220,1.57,67000000,0.0317
24.8,7260,1.57,67400000,0.0318
24.9,7310,1.58,67900000,0.0319
24.9,7360,1.58,68300000,0.0320
25.0,7400,1.59,68700000,0.0321
25.0,7450,1.59,69200000,0.0322
25.1,7500,1.60,69600000,0.0323
25.1,7550,1.60,70100000,0.0324
25.2,7600,1.61,70600000,0.0325
25.3,7650,1.61,71000000,0.0326
25.3,7700,1.62,71500000,0.0327
25.4,7760,1.62,72000000,0.0328
25.4,7810,1.62,72500000,0.0329
25.5,7860,1.63,73000000,0.0330
25.5,7920,1.63,73500000,0.0330
25.6,7970,1.64,74000000,0.0331
25.6,8030,1.64,74500000,0.0332
25.7,8090,1.65,75100000,0.0333
25.8,8140,1.65,75600000,0.0334
25.8,8190,1.66,76100000,0.0335
25.9,8250,1.66,76600000,0.0336
25.9,8300,1.67,77100000,0.0337
26.0,8360,1.67,77600000,0.0338
26.0,8410,1.68,78000000,0.0339
26.1,8460,1.68,78500000,0.0340
26.2,8510,1.68,79000000,0.0341
26.2,8550,1.69,79400000,0.0342
26.3,8590,1.69,79800000,0.0343
26.3,8630,1.70,80100000,0.0344
26.4,8650,1.70,80300000,0.0344
26.4,8670,1.71,80500000,0.0345
26.5,8680,1.71,80600000,0.0346
26.5,8680,1.72,80600000,0.0347
26.6,8690,1.72,80700000,0.0348
26.7,8700,1.73,80800000,0.0349
26.7,8720,1.73,81000000,0.0350
26.8,8750,1.74,81200000,0.0351
26.8,8770,1.74,81400000,0.0352
26.9,8790,1.74,81600000,0.0353
26.9,8820,1.75,81900000,0.0354
27.0,8840,1.75,82100000,0.0355
27.0,8880,1.76,82400000,0.0356
27.1,8910,1.76,82700000,0.0357
27.2,8940,1.77,83000000,0.0358
27.2,8980,1.77,83400000,0.0358
27.3,9010,1.78,83700000,0.0359
27.3,9040,1.78,84000000,0.0360
27.4,9080,1.79,84300000,0.0361
27.4,9110,1.79,84600000,0.0362
27.5,9130,1.80,84800000,0.0363
27.6,9150,1.80,84900000,0.0364
27.6,9160,1.80,85000000,0.0365
27.7,9170,1.81,85100000,0.0366
27.7,9180,1.81,85200000,0.0367
27.8,9190,1.82,85300000,0.0368
27.8,9210,1.82,85500000,0.0369
27.9,9220,1.83,85600000,0.0370
27.9,9250,1.83,85800000,0.0371
28.0,9280,1.84,86100000,0.0372
28.1,9310,1.84,86400000,0.0373
28.1,9340,1.85,86700000,0.0373
28.2,9370,1.85,87000000,0.0374
28.2,9400,1.86,87300000,0.0375
28.3,9440,1.86,87700000,0.0376
28.3,9470,1.86,87900000,0.0377
28.4,9500,1.87,88200000,0.0378
28.4,9540,1.87,88600000,0.0379
28.5,9570,1.88,88800000,0.0380
28.6,9600,1.88,89100000,0.0381
28.6,9630,1.89,89400000,0.0382
28.7,9660,1.89,89700000,0.0383
28.7,9690,1.90,90000000,0.0384
28.8,9710,1.90,90200000,0.0385
28.8,9730,1.91,90400000,0.0386
28.9,9760,1.91,90600000,0.0387
29.0,9770,1.92,90700000,0.0387
29.0,9780,1.92,90800000,0.0388
29.1,9770,1.92,90700000,0.0389
29.1,9720,1.93,90300000,0.0390
29.2,9630,1.93,89400000,0.0391
29.2,9500,1.94,88200000,0.0392
29.3,9370,1.94,87000000,0.0393
29.3,9280,1.95,86200000,0.0394
29.4,9210,1.95,85500000,0.0395
29.5,9170,1.96,85100000,0.0396
29.5,9150,1.96,85000000,0.0397
29.6,9140,1.97,84800000,0.0398
29.6,9140,1.97,84800000,0.0399
29.7,9150,1.98,84900000,0.0400
29.7,9160,1.98,85000000,0.0401
29.8,9180,1.98,85200000,0.0401
29.8,9200,1.99,85400000,0.0402
29.9,9220,1.99,85600000,0.0403
30.0,9250,2.00,85800000,0.0404
30.0,9270,2.00,86100000,0.0405
30.1,9300,2.01,86300000,0.0406
30.1,9330,2.01,86600000,0.0407
30.2,9360,2.02,86900000,0.0408
30.2,9390,2.02,87200000,0.0409
30.3,9420,2.03,87500000,0.0410
30.4,9450,2.03,87700000,0.0411
30.4,9480,2.04,88000000,0.0412
30.5,9510,2.04,88300000,0.0413
30.5,9540,2.04,88600000,0.0414
30.6,9570,2.05,88900000,0.0415
30.6,9600,2.05,89100000,0.0415
30.7,9630,2.06,89400000,0.0416
30.7,9660,2.06,89700000,0.0417
30.8,9690,2.07,90000000,0.0418
30.9,9720,2.07,90200000,0.0419
30.9,9750,2.08,90500000,0.0420
31.0,9780,2.08,90800000,0.0421
31.0,9810,2.09,91000000,0.0422
31.1,9840,2.09,91300000,0.0423
31.1,9860,2.10,91600000,0.0424
31.2,9900,2.10,91900000,0.0425
31.2,9920,2.10,92100000,0.0426
31.3,9950,2.11,92400000,0.0427
31.4,9980,2.11,92700000,0.0428
31.4,10000,2.12,93000000,0.0429
31.5,10000,2.12,93200000,0.0429
31.5,10100,2.13,93600000,0.0430
31.6,10100,2.13,93800000,0.0431
31.6,10100,2.14,94100000,0.0432
31.7,10200,2.14,94400000,0.0433
31.8,10200,2.15,94600000,0.0434
31.8,10200,2.15,95000000,0.0435
31.9,10300,2.16,95200000,0.0436
31.9,10300,2.16,95500000,0.0437
32.0,10300,2.16,95800000,0.0438
32.0,10300,2.17,96000000,0.0439
32.1,10400,2.17,96300000,0.0440
32.1,10400,2.18,96600000,0.0441
32.2,10400,2.18,96800000,0.0442
32.3,10500,2.19,97100000,0.0443
32.3,10500,2.19,97400000,0.0443
32.4,10500,2.20,97600000,0.0444
32.4,10500,2.20,97900000,0.0445
32.5,10600,2.21,98100000,0.0446
32.5,10600,2.21,98400000,0.0447
32.6,10600,2.22,98600000,0.0448
32.6,10700,2.22,98900000,0.0449
32.7,10700,2.22,99100000,0.0450
32.8,10700,2.23,99400000,0.0451
32.8,10700,2.23,99700000,0.0452
32.9,10800,2.24,100000000,0.0453
32.9,10800,2.24,100000000,0.0454
33.0,10800,2.25,100000000,0.0455
33.0,10900,2.25,101000000,0.0456
33.1,10900,2.26,101000000,0.0457
33.2,10900,2.26,101000000,0.0457
33.2,10900,2.27,101000000,0.0458
33.3,11000,2.27,102000000,0.0459
33.3,11000,2.28,102000000,0.0460
33.4,11000,2.28,102000000,0.0461
33.4,11000,2.28,102000000,0.0462
33.5,11100,2.29,103000000,0.0463
33.5,11100,2.29,103000000,0.0464
33.6,11100,2.30,103000000,0.0465
33.7,11200,2.30,104000000,0.0466
33.7,11200,2.31,104000000,0.0467
33.8,11200,2.31,104000000,0.0468
33.8,11200,2.32,104000000,0.0469
33.9,11300,2.32,105000000,0.0470
33.9,11300,2.33,105000000,0.0471
34.0,11300,2.33,105000000,0.0471
34.0,11300,2.34,105000000,0.0472
34.1,11400,2.34,106000000,0.0473
34.2,11400,2.34,106000000,0.0474
34.2,11400,2.35,106000000,0.0475
34.3,11400,2.35,106000000,0.0476
34.3,11500,2.36,106000000,0.0477
34.4,11500,2.36,107000000,0.0478
34.4,11500,2.37,107000000,0.0479
34.5,11500,2.37,107000000,0.0480
34.6,11600,2.38,107000000,0.0481
34.6,11600,2.38,108000000,0.0482
34.7,11600,2.39,108000000,0.0483
34.7,11600,2.39,108000000,0.0484
34.8,11700,2.40,108000000,0.0485
34.8,11700,2.40,109000000,0.0485
34.9,11700,2.40,109000000,0.0486
34.9,11700,2.41,109000000,0.0487
35.0,11800,2.41,109000000,0.0488
35.1,11800,2.42,110000000,0.0489
35.1,11800,2.42,110000000,0.0490
35.2,11900,2.43,110000000,0.0491
35.2,11900,2.43,110000000,0.0492
35.3,11900,2.44,111000000,0.0493
35.3,11900,2.44,111000000,0.0494
35.4,12000,2.45,111000000,0.0495
35.4,12000,2.45,111000000,0.0496
35.5,12000,2.46,111000000,0.0497
35.6,12000,2.46,112000000,0.0498
35.6,12000,2.46,112000000,0.0499
35.7,12100,2.47,112000000,0.0499
35.7,12100,2.47,112000000,0.0500
35.8,12100,2.48,113000000,0.0501
35.8,12100,2.48,113000000,0.0502
35.9,12200,2.49,113000000,0.0503
36.0,12200,2.49,113000000,0.0504
36.0,12200,2.50,113000000,0.0505
36.1,12300,2.50,114000000,0.0506
36.1,12300,2.51,114000000,0.0507
36.2,12300,2.51,114000000,0.0508
36.2,12300,2.52,115000000,0.0509
36.3,12400,2.52,115000000,0.0510
36.3,12400,2.52,115000000,0.0511
36.4,12400,2.53,115000000,0.0512
36.5,12500,2.53,116000000,0.0513
36.5,12500,2.54,116000000,0.0513
36.6,12500,2.54,116000000,0.0514
36.6,12600,2.55,117000000,0.0515
36.7,12600,2.55,117000000,0.0516
36.7,12600,2.56,117000000,0.0517
36.8,12700,2.56,117000000,0.0518
36.8,12700,2.57,118000000,0.0519
36.9,12700,2.57,118000000,0.0520
37.0,12700,2.58,118000000,0.0521
37.0,12800,2.58,119000000,0.0522
37.1,12800,2.58,119000000,0.0523
37.1,12900,2.59,119000000,0.0524
37.2,12900,2.59,120000000,0.0525
37.2,12900,2.60,120000000,0.0526
37.3,13000,2.60,120000000,0.0527
37.4,13000,2.61,120000000,0.0527
37.4,13000,2.61,121000000,0.0528
37.5,13000,2.62,121000000,0.0529
37.5,13100,2.62,121000000,0.0530
37.6,13100,2.63,122000000,0.0531
37.6,13100,2.63,122000000,0.0532
37.7,13200,2.64,122000000,0.0533
37.7,13200,2.64,123000000,0.0534
37.8,13200,2.64,123000000,0.0535
37.9,13300,2.65,123000000,0.0536
37.9,13300,2.65,123000000,0.0537
38.0,13300,2.66,124000000,0.0538
38.0,13400,2.66,124000000,0.0539
38.1,13400,2.67,124000000,0.0540
38.1,13400,2.67,125000000,0.0541
38.2,13400,2.68,125000000,0.0541
38.2,13500,2.68,125000000,0.0542
38.3,13500,2.69,125000000,0.0543
38.4,13500,2.69,126000000,0.0544
38.4,13600,2.70,126000000,0.0545
38.5,13600,2.70,126000000,0.0546
38.5,13600,2.70,126000000,0.0547
38.6,13600,2.71,127000000,0.0548
38.6,13700,2.71,127000000,0.0549
38.7,13700,2.72,127000000,0.0550
38.8,13700,2.72,127000000,0.0551
38.8,13700,2.73,128000000,0.0552
38.9,13800,2.73,128000000,0.0553
38.9,13800,2.74,128000000,0.0554
39.0,13800,2.74,128000000,0.0555
39.0,13800,2.75,128000000,0.0556
39.1,13900,2.75,129000000,0.0556
39.1,13900,2.76,129000000,0.0557
39.2,13900,2.76,129000000,0.0558
39.3,13900,2.77,129000000,0.0559
39.3,14000,2.77,130000000,0.0560
39.4,14000,2.77,130000000,0.0561
39.4,14000,2.78,130000000,0.0562
39.5,14000,2.78,130000000,0.0563
39.5,14000,2.79,130000000,0.0564
39.6,14100,2.79,131000000,0.0565
39.6,14100,2.80,131000000,0.0566
39.7,14100,2.80,131000000,0.0567
39.8,14100,2.81,131000000,0.0568
39.8,14100,2.81,131000000,0.0569
39.9,14200,2.82,132000000,0.0570
39.9,14200,2.82,132000000,0.0570
40.0,14200,2.82,132000000,0.0571
40.0,14200,2.83,132000000,0.0572
40.1,14200,2.83,132000000,0.0573
40.2,14300,2.84,132000000,0.0574
40.2,14300,2.84,133000000,0.0575
40.3,14300,2.85,133000000,0.0576
40.3,14300,2.85,133000000,0.0577
40.4,14300,2.86,133000000,0.0578
40.4,14300,2.86,133000000,0.0579
40.5,14300,2.87,133000000,0.0580
40.5,14400,2.87,133000000,0.0581
40.6,14400,2.88,133000000,0.0582
40.7,14400,2.88,134000000,0.0583
40.7,14400,2.88,134000000,0.0584
40.8,14400,2.89,134000000,0.0584
40.8,14400,2.89,134000000,0.0585
40.9,14400,2.90,134000000,0.0586
40.9,14400,2.90,134000000,0.0587
41.0,14400,2.91,134000000,0.0588
41.0,14400,2.91,134000000,0.0589
41.1,14400,2.92,134000000,0.0590
41.2,14400,2.92,133000000,0.0591
41.2,14300,2.93,133000000,0.0592
41.3,14300,2.93,133000000,0.0593
41.3,14300,2.94,133000000,0.0594
41.4,14200,2.94,132000000,0.0595
41.4,14100,2.95,131000000,0.0596
41.5,11800,2.95,109000000,0.0597
41.6,11200,2.96,104000000,0.0598
41.6,11100,2.96,103000000,0.0599
41.7,11100,2.96,103000000,0.0600
41.7,11100,2.97,103000000,0.0601
41.8,11100,2.97,103000000,0.0601
41.8,11100,2.98,103000000,0.0602
41.9,11100,2.98,103000000,0.0603
41.9,11200,2.99,104000000,0.0604
42.0,11200,2.99,104000000,0.0605
42.1,11200,3.00,104000000,0.0606
42.1,11300,3.00,105000000,0.0607
42.2,11300,3.01,105000000,0.0608
42.2,11400,3.01,105000000,0.0609
42.3,11400,3.01,106000000,0.0610
42.3,11400,3.02,106000000,0.0611
42.4,11500,3.02,106000000,0.0612
42.4,11500,3.03,107000000,0.0612
42.5,11600,3.03,107000000,0.0613
42.6,11600,3.04,108000000,0.0614
42.6,11600,3.04,108000000,0.0615
42.7,11700,3.05,108000000,0.0616
42.7,11700,3.05,109000000,0.0617
42.8,11700,3.06,109000000,0.0618
42.8,11800,3.06,109000000,0.0619
42.9,11800,3.06,110000000,0.0620
43.0,11900,3.07,110000000,0.0621
43.0,11900,3.07,110000000,0.0622
43.1,11900,3.08,111000000,0.0623
43.1,12000,3.08,111000000,0.0624
43.2,12000,3.09,111000000,0.0625
43.2,12000,3.09,112000000,0.0626
43.3,12100,3.10,112000000,0.0626
43.3,12100,3.10,112000000,0.0627
43.4,12100,3.11,113000000,0.0628
43.5,12200,3.11,113000000,0.0629
43.5,12200,3.12,113000000,0.0630
43.6,12200,3.12,114000000,0.0631
43.6,12300,3.12,114000000,0.0632
43.7,12300,3.13,114000000,0.0633
43.7,12300,3.13,114000000,0.0634
43.8,12300,3.14,115000000,0.0635
43.8,12400,3.14,115000000,0.0636
43.9,12400,3.15,115000000,0.0637
44.0,12400,3.15,115000000,0.0638
44.0,12500,3.16,116000000,0.0639
44.1,12500,3.16,116000000,0.0640
44.1,12500,3.17,116000000,0.0640
44.2,12500,3.17,116000000,0.0641
44.2,12600,3.18,117000000,0.0642
44.3,12600,3.18,117000000,0.0643
44.4,12600,3.19,117000000,0.0644
44.4,12600,3.19,117000000,0.0645
44.5,12700,3.19,118000000,0.0646
44.5,12700,3.20,118000000,0.0647
44.6,12700,3.20,118000000,0.0648
44.6,12700,3.21,118000000,0.0649
44.7,12800,3.21,118000000,0.0650
44.7,12800,3.22,119000000,0.0651
44.8,12800,3.22,119000000,0.0652
44.9,12800,3.23,119000000,0.0653
44.9,12800,3.23,119000000,0.0654
45.0,12900,3.24,119000000,0.0655
45.0,12900,3.24,120000000,0.0655
45.1,12900,3.25,120000000,0.0656
45.1,12900,3.25,120000000,0.0657
45.2,12900,3.25,120000000,0.0658
45.2,13000,3.26,120000000,0.0659
45.3,13000,3.26,120000000,0.0660
45.4,13000,3.27,121000000,0.0661
