Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
7.32,163,0.298,1480000,0.00593
7.37,168,0.302,1520000,0.00600
7.41,172,0.305,1550000,0.00607
7.45,176,0.309,1590000,0.00614
7.49,180,0.312,1630000,0.00621
7.53,184,0.316,1670000,0.00628
7.57,188,0.319,1700000,0.00634
7.61,192,0.323,1730000,0.00641
7.65,196,0.326,1770000,0.00648
7.70,200,0.330,1800000,0.00655
7.74,203,0.333,1840000,0.00662
7.78,207,0.337,1870000,0.00669
7.82,211,0.340,1910000,0.00676
7.86,215,0.343,1940000,0.00683
7.90,219,0.347,1980000,0.00690
7.94,223,0.351,2020000,0.00697
7.99,226,0.354,2050000,0.00704
8.03,230,0.357,2080000,0.00710
8.07,234,0.361,2110000,0.00717
8.11,237,0.364,2150000,0.00724
8.15,241,0.368,2180000,0.00731
8.19,244,0.371,2210000,0.00738
8.23,248,0.375,2240000,0.00745
8.28,251,0.378,2270000,0.00752
8.32,254,0.382,2300000,0.00758
8.36,258,0.385,2330000,0.00765
8.40,262,0.389,2360000,0.00772
8.44,265,0.392,2400000,0.00779
8.48,268,0.395,2420000,0.00786
8.52,272,0.399,2460000,0.00793
8.57,275,0.403,2480000,0.00800
8.61,278,0.406,2510000,0.00807
8.65,280,0.409,2530000,0.00814
8.69,283,0.413,2560000,0.00821
8.73,286,0.416,2590000,0.00828
8.77,289,0.420,2610000,0.00834
8.81,291,0.423,2630000,0.00841
8.85,294,0.427,2660000,0.00849
8.90,297,0.430,2690000,0.00855
8.94,300,0.434,2710000,0.00862
8.98,302,0.437,2730000,0.00869
9.02,305,0.441,2760000,0.00876
9.06,308,0.444,2780000,0.00883
9.10,310,0.448,2800000,0.00890
9.14,313,0.451,2830000,0.00897
9.19,316,0.455,2850000,0.00904
9.23,318,0.458,2870000,0.00911
9.27,320,0.462,2900000,0.00917
9.31,323,0.465,2920000,0.00924
9.35,325,0.469,2940000,0.00931
9.39,328,0.472,2960000,0.00938
9.43,330,0.476,2990000,0.00945
9.48,333,0.479,3010000,0.00952
9.52,336,0.482,3040000,0.00959
9.56,338,0.486,3060000,0.00966
9.60,341,0.490,3090000,0.00973
9.64,344,0.493,3110000,0.00980
9.68,347,0.496,3130000,0.00987
9.72,349,0.500,3160000,0.00994
9.77,352,0.503,3180000,0.0100
9.81,355,0.507,3210000,0.0101
9.85,357,0.510,3230000,0.0101
9.89,361,0.514,3260000,0.0102
9.93,364,0.517,3290000,0.0103
9.97,366,0.521,3310000,0.0103
10.0,370,0.524,3340000,0.0104
10.1,373,0.528,3380000,0.0105
10.1,377,0.531,3410000,0.0106
10.1,381,0.534,3440000,0.0106
10.2,385,0.538,3480000,0.0107
10.2,390,0.541,3520000,0.0108
10.3,394,0.545,3560000,0.0108
10.3,398,0.548,3600000,0.0109
10.3,403,0.552,3650000,0.0110
10.4,409,0.555,3690000,0.0110
10.4,413,0.559,3740000,0.0111
10.5,418,0.562,3780000,0.0112
10.5,424,0.566,3830000,0.0112
10.6,430,0.569,3880000,0.0113
10.6,435,0.572,3930000,0.0114
10.6,441,0.576,3980000,0.0114
10.7,447,0.579,4040000,0.0115
10.7,452,0.583,4090000,0.0116
10.8,458,0.586,4140000,0.0117
10.8,465,0.590,4200000,0.0117
10.8,471,0.593,4260000,0.0118
10.9,478,0.597,4320000,0.0119
10.9,484,0.600,4370000,0.0119
11.0,491,0.604,4440000,0.0120
11.0,498,0.607,4500000,0.0121
11.0,504,0.611,4550000,0.0121
11.1,510,0.614,4610000,0.0122
11.1,517,0.618,4680000,0.0123
11.2,524,0.621,4730000,0.0123
11.2,530,0.625,4790000,0.0124
11.3,538,0.628,4860000,0.0125
11.3,545,0.632,4930000,0.0126
11.3,553,0.635,5000000,0.0126
11.4,561,0.639,5070000,0.0127
11.4,570,0.642,5150000,0.0128
11.5,579,0.645,5230000,0.0128
11.5,587,0.649,5310000,0.0129
11.5,597,0.652,5400000,0.0130
11.6,608,0.656,5490000,0.0130
11.6,618,0.659,5590000,0.0131
11.7,629,0.663,5690000,0.0132
11.7,642,0.666,5800000,0.0132
11.8,653,0.670,5910000,0.0133
11.8,665,0.673,6010000,0.0134
11.8,677,0.677,6120000,0.0135
11.9,690,0.680,6240000,0.0135
11.9,703,0.684,6350000,0.0136
12.0,715,0.687,6460000,0.0137
12.0,728,0.691,6580000,0.0137
12.0,742,0.694,6710000,0.0138
12.1,755,0.698,6830000,0.0139
12.1,769,0.701,6950000,0.0139
12.2,784,0.705,7080000,0.0140
12.2,798,0.708,7210000,0.0141
12.2,812,0.711,7340000,0.0141
12.3,827,0.715,7470000,0.0142
12.3,842,0.718,7620000,0.0143
12.4,857,0.722,7750000,0.0143
12.4,873,0.725,7890000,0.0144
12.5,888,0.729,8030000,0.0145
12.5,904,0.732,8180000,0.0146
12.5,920,0.736,8320000,0.0146
12.6,937,0.739,8470000,0.0147
12.6,959,0.743,8670000,0.0148
12.7,983,0.746,8880000,0.0148
12.7,1010,0.750,9120000,0.0149
12.7,1040,0.753,9370000,0.0150
12.8,1070,0.757,9640000,0.0150
12.8,1090,0.760,9900000,0.0151
12.9,1120,0.763,10200000,0.0152
12.9,1160,0.767,10400000,0.0152
13.0,1190,0.771,10700000,0.0153
13.0,1220,0.774,11000000,0.0154
13.0,1250,0.777,11300000,0.0155
13.1,1280,0.781,11600000,0.0155
13.1,1320,0.784,11900000,0.0156
13.2,1350,0.788,12200000,0.0157
13.2,1390,0.791,12600000,0.0157
13.2,1430,0.795,12900000,0.0158
13.3,1470,0.798,13300000,0.0159
13.3,1510,0.802,13600000,0.0159
13.4,1550,0.805,14000000,0.0160
13.4,1590,0.809,14400000,0.0161
13.4,1630,0.812,14700000,0.0161
13.5,1670,0.816,15100000,0.0162
13.5,1710,0.819,15500000,0.0163
13.6,1750,0.822,15800000,0.0163
13.6,1790,0.826,16200000,0.0164
13.7,1830,0.829,16600000,0.0165
13.7,1880,0.833,17000000,0.0166
13.7,1920,0.836,17300000,0.0166
13.8,1960,0.840,17700000,0.0167
13.8,2000,0.843,18100000,0.0168
13.9,2040,0.847,18500000,0.0168
13.9,2080,0.850,18800000,0.0169
13.9,2120,0.854,19200000,0.0170
14.0,2170,0.857,19600000,0.0170
14.0,2210,0.861,20000000,0.0171
14.1,2250,0.864,20400000,0.0172
14.1,2300,0.868,20700000,0.0172
14.2,2340,0.871,21100000,0.0173
14.2,2380,0.875,21500000,0.0174
14.2,2420,0.878,21900000,0.0175
14.3,2470,0.882,22300000,0.0175
14.3,2510,0.885,22700000,0.0176
14.4,2550,0.888,23100000,0.0177
14.4,2590,0.892,23400000,0.0177
14.4,2640,0.895,23900000,0.0178
14.5,2680,0.899,24200000,0.0179
14.5,2730,0.902,24600000,0.0179
14.6,2770,0.906,25100000,0.0180
14.6,2820,0.909,25500000,0.0181
14.6,2870,0.913,25900000,0.0181
14.7,2910,0.916,26300000,0.0182
14.7,2960,0.920,26800000,0.0183
14.8,3010,0.923,27200000,0.0183
14.8,3050,0.927,27600000,0.0184
14.9,3100,0.930,28100000,0.0185
14.9,3150,0.934,28500000,0.0186
14.9,3200,0.937,28900000,0.0186
15.0,3250,0.940,29300000,0.0187
15.0,3300,0.944,29800000,0.0188
15.1,3340,0.947,30200000,0.0188
15.1,3390,0.951,30700000,0.0189
15.1,3440,0.954,31100000,0.0190
15.2,3490,0.958,31600000,0.0190
15.2,3540,0.961,32000000,0.0191
15.3,3590,0.965,32500000,0.0192
15.3,3640,0.968,32900000,0.0192
15.4,3690,0.972,33400000,0.0193
15.4,3740,0.975,33800000,0.0194
15.4,3790,0.979,34300000,0.0194
15.5,3840,0.982,34800000,0.0195
15.5,3890,0.986,35200000,0.0196
15.6,3940,0.989,35600000,0.0197
15.6,3990,0.992,36100000,0.0197
15.6,4050,0.996,36600000,0.0198
15.7,4090,0.999,37000000,0.0199
15.7,4150,1.00,37500000,0.0199
15.8,4200,1.01,38000000,0.0200
15.8,4250,1.01,38400000,0.0201
15.8,4300,1.01,38900000,0.0201
15.9,4350,1.02,39400000,0.0202
15.9,4410,1.02,39900000,0.0203
16.0,4460,1.02,40300000,0.0203
16.0,4510,1.03,40800000,0.0204
16.1,4560,1.03,41200000,0.0205
16.1,4620,1.03,41700000,0.0206
16.1,4670,1.04,42200000,0.0206
16.2,4720,1.04,42700000,0.0207
16.2,4770,1.04,43100000,0.0208
16.3,4820,1.05,43600000,0.0208
16.3,4880,1.05,44100000,0.0209
16.3,4930,1.06,44500000,0.0210
16.4,4980,1.06,45000000,0.0210
16.4,5030,1.06,45500000,0.0211
16.5,5080,1.07,46000000,0.0212
16.5,5140,1.07,46500000,0.0212
16.6,5190,1.07,46900000,0.0213
16.6,5240,1.08,47400000,0.0214
16.6,5290,1.08,47900000,0.0215
16.7,5350,1.08,48300000,0.0215
16.7,5400,1.09,48800000,0.0216
16.8,5450,1.09,49300000,0.0217
16.8,5500,1.09,49700000,0.0217
16.8,5560,1.10,50200000,0.0218
16.9,5610,1.10,50700000,0.0219
16.9,5660,1.10,51100000,0.0219
17.0,5710,1.11,51600000,0.0220
17.0,5770,1.11,52100000,0.0221
17.0,5820,1.11,52600000,0.0221
17.1,5870,1.12,53000000,0.0222
17.1,5920,1.12,53500000,0.0223
17.2,5970,1.12,54000000,0.0223
17.2,6020,1.13,54500000,0.0224
17.3,6080,1.13,54900000,0.0225
17.3,6130,1.13,55400000,0.0226
17.3,6180,1.14,55900000,0.0226
17.4,6230,1.14,56400000,0.0227
17.4,6290,1.15,56900000,0.0228
17.5,6340,1.15,57300000,0.0228
17.5,6390,1.15,57800000,0.0229
17.5,6440,1.16,58300000,0.0230
17.6,6500,1.16,58800000,0.0230
17.6,6550,1.16,59200000,0.0231
17.7,6610,1.17,59700000,0.0232
17.7,6660,1.17,60200000,0.0232
17.8,6710,1.17,60700000,0.0233
17.8,6770,1.18,61200000,0.0234
17.8,6820,1.18,61600000,0.0235
17.9,6870,1.18,62100000,0.0235
17.9,6930,1.19,62600000,0.0236
18.0,6980,1.19,63100000,0.0237
18.0,7030,1.19,63500000,0.0237
18.0,7090,1.20,64000000,0.0238
18.1,7130,1.20,64500000,0.0239
18.1,7190,1.20,65000000,0.0239
18.2,7240,1.21,65400000,0.0240
18.2,7290,1.21,65900000,0.0241
18.2,7340,1.21,66400000,0.0241
18.3,7390,1.22,66800000,0.0242
18.3,7450,1.22,67300000,0.0243
18.4,7500,1.23,67800000,0.0244
18.4,7550,1.23,68300000,0.0244
18.5,7600,1.23,68700000,0.0245
18.5,7660,1.24,69200000,0.0246
18.5,7710,1.24,69700000,0.0246
18.6,7760,1.24,70100000,0.0247
18.6,7810,1.25,70600000,0.0248
18.7,7860,1.25,71100000,0.0248
18.7,7910,1.25,71500000,0.0249
18.7,7960,1.26,72000000,0.0250
18.8,8020,1.26,72500000,0.0250
18.8,8070,1.26,72900000,0.0251
18.9,8120,1.27,73400000,0.0252
18.9,8170,1.27,73800000,0.0252
19.0,8220,1.27,74300000,0.0253
19.0,8270,1.28,74800000,0.0254
19.0,8320,1.28,75200000,0.0255
19.1,8380,1.28,75700000,0.0255
19.1,8430,1.29,76200000,0.0256
19.2,8480,1.29,76600000,0.0257
19.2,8530,1.29,77100000,0.0257
19.2,8580,1.30,77600000,0.0258
19.3,8630,1.30,78000000,0.0259
19.3,8680,1.30,78500000,0.0259
19.4,8730,1.31,78900000,0.0260
19.4,8780,1.31,79400000,0.0261
19.4,8830,1.32,79800000,0.0261
19.5,8880,1.32,80300000,0.0262
19.5,8930,1.32,80800000,0.0263
19.6,8980,1.33,81200000,0.0264
19.6,9030,1.33,81600000,0.0264
19.7,9080,1.33,82000000,0.0265
19.7,9130,1.34,82500000,0.0266
19.7,9170,1.34,82900000,0.0266
19.8,9220,1.34,83300000,0.0267
19.8,9270,1.35,83800000,0.0268
19.9,9320,1.35,84200000,0.0268
19.9,9360,1.35,84600000,0.0269
19.9,9410,1.36,85000000,0.0270
20.0,9460,1.36,85500000,0.0270
20.0,9500,1.36,85900000,0.0271
20.1,9540,1.37,86300000,0.0272
20.1,9590,1.37,86700000,0.0273
20.2,9640,1.37,87100000,0.0273
20.2,9680,1.38,87500000,0.0274
20.2,9720,1.38,87900000,0.0275
20.3,9770,1.38,88300000,0.0275
20.3,9810,1.39,88700000,0.0276
20.4,9850,1.39,89100000,0.0277
20.4,9890,1.40,89400000,0.0277
20.4,9940,1.40,89800000,0.0278
20.5,9980,1.40,90200000,0.0279
20.5,10000,1.41,90500000,0.0279
20.6,10100,1.41,90900000,0.0280
20.6,10100,1.41,91300000,0.0281
20.6,10100,1.42,91600000,0.0281
20.7,10200,1.42,92000000,0.0282
20.7,10200,1.42,92400000,0.0283
20.8,10300,1.43,92700000,0.0284
20.8,10300,1.43,93000000,0.0284
20.9,10300,1.43,93400000,0.0285
20.9,10400,1.44,93700000,0.0286
20.9,10400,1.44,94000000,0.0286
21.0,10400,1.44,94300000,0.0287
21.0,10500,1.45,94600000,0.0288
21.1,10500,1.45,95000000,0.0288
21.1,10500,1.45,95200000,0.0289
21.1,10600,1.46,95500000,0.0290
21.2,10600,1.46,95800000,0.0290
21.2,10600,1.46,96100000,0.0291
21.3,10700,1.47,96300000,0.0292
21.3,10700,1.47,96600000,0.0293
21.4,10700,1.48,96900000,0.0293
21.4,10700,1.48,97100000,0.0294
21.4,10800,1.48,97400000,0.0295
21.5,10800,1.49,97700000,0.0295
21.5,10800,1.49,98000000,0.0296
21.6,10900,1.49,98200000,0.0297
21.6,10900,1.50,98500000,0.0297
21.6,10900,1.50,98800000,0.0298
21.7,11000,1.50,99000000,0.0299
21.7,11000,1.51,99300000,0.0299
21.8,11000,1.51,99600000,0.0300
21.8,11100,1.51,99900000,0.0301
21.8,11100,1.52,100000000,0.0301
21.9,11100,1.52,100000000,0.0302
21.9,11100,1.52,101000000,0.0303
22.0,11200,1.53,101000000,0.0304
22.0,11200,1.53,101000000,0.0304
22.1,11200,1.53,102000000,0.0305
22.1,11300,1.54,102000000,0.0306
22.1,11300,1.54,102000000,0.0306
22.2,11300,1.54,103000000,0.0307
22.2,11400,1.55,103000000,0.0308
22.3,11400,1.55,103000000,0.0308
22.3,11400,1.56,103000000,0.0309
22.3,11500,1.56,104000000,0.0310
22.4,11500,1.56,104000000,0.0310
22.4,11500,1.57,104000000,0.0311
22.5,11600,1.57,105000000,0.0312
22.5,11600,1.57,105000000,0.0313
22.6,11600,1.58,105000000,0.0313
22.6,11700,1.58,105000000,0.0314
22.6,11700,1.58,106000000,0.0315
22.7,11700,1.59,106000000,0.0315
22.7,11800,1.59,106000000,0.0316
22.8,11800,1.59,107000000,0.0317
22.8,11800,1.60,107000000,0.0317
22.8,11900,1.60,107000000,0.0318
22.9,11900,1.60,107000000,0.0319
22.9,11900,1.61,108000000,0.0319
23.0,12000,1.61,108000000,0.0320
23.0,12000,1.61,108000000,0.0321
23.0,12000,1.62,109000000,0.0322
23.1,12000,1.62,109000000,0.0322
23.1,12100,1.62,109000000,0.0323
23.2,12100,1.63,109000000,0.0324
23.2,12100,1.63,110000000,0.0324
23.3,12200,1.63,110000000,0.0325
23.3,12200,1.64,110000000,0.0326
23.3,12200,1.64,111000000,0.0326
23.4,12300,1.65,111000000,0.0327
23.4,12300,1.65,111000000,0.0328
23.5,12300,1.65,111000000,0.0328
23.5,12400,1.66,112000000,0.0329
23.5,12400,1.66,112000000,0.0330
23.6,12400,1.66,112000000,0.0330
23.6,12400,1.67,112000000,0.0331
23.7,12500,1.67,113000000,0.0332
23.7,12500,1.67,113000000,0.0333
23.8,12500,1.68,113000000,0.0333
23.8,12600,1.68,113000000,0.0334
23.8,12600,1.68,114000000,0.0335
23.9,12600,1.69,114000000,0.0335
23.9,12600,1.69,114000000,0.0336
24.0,12700,1.69,114000000,0.0337
24.0,12700,1.70,115000000,0.0337
24.0,12700,1.70,115000000,0.0338
24.1,12700,1.70,115000000,0.0339
24.1,12800,1.71,115000000,0.0339
24.2,12800,1.71,116000000,0.0340
24.2,12800,1.71,116000000,0.0341
24.2,12800,1.72,116000000,0.0342
24.3,12900,1.72,116000000,0.0342
24.3,12900,1.73,117000000,0.0343
24.4,12900,1.73,117000000,0.0344
24.4,12900,1.73,117000000,0.0344
24.5,13000,1.74,117000000,0.0345
24.5,13000,1.74,117000000,0.0346
24.5,13000,1.74,118000000,0.0346
24.6,13000,1.75,118000000,0.0347
24.6,13000,1.75,118000000,0.0348
24.7,13100,1.75,118000000,0.0348
24.7,13100,1.76,118000000,0.0349
24.7,13100,1.76,118000000,0.0350
24.8,13100,1.76,119000000,0.0350
24.8,13100,1.77,119000000,0.0351
24.9,13200,1.77,119000000,0.0352
24.9,13200,1.77,119000000,0.0353
25.0,13200,1.78,119000000,0.0353
25.0,13200,1.78,119000000,0.0354
25.0,13200,1.78,119000000,0.0355
25.1,13200,1.79,120000000,0.0355
25.1,13200,1.79,120000000,0.0356
25.2,13200,1.79,120000000,0.0357
25.2,13300,1.80,120000000,0.0357
25.2,13300,1.80,120000000,0.0358
25.3,13300,1.80,120000000,0.0359
25.3,13300,1.81,120000000,0.0359
25.4,13300,1.81,120000000,0.0360
25.4,13300,1.82,120000000,0.0361
25.4,13300,1.82,120000000,0.0361
25.5,13300,1.82,121000000,0.0362
25.5,13300,1.83,121000000,0.0363
25.6,13400,1.83,121000000,0.0364
25.6,13400,1.83,121000000,0.0364
25.7,13400,1.84,121000000,0.0365
25.7,13400,1.84,121000000,0.0366
25.7,13400,1.84,121000000,0.0366
25.8,13400,1.85,121000000,0.0367
25.8,13500,1.85,122000000,0.0368
25.9,13500,1.85,122000000,0.0368
25.9,13500,1.86,122000000,0.0369
25.9,13500,1.86,122000000,0.0370
26.0,13500,1.86,122000000,0.0371
26.0,13500,1.87,122000000,0.0371
26.1,13500,1.87,122000000,0.0372
26.1,13600,1.87,123000000,0.0373
26.2,13600,1.88,123000000,0.0373
26.2,13600,1.88,123000000,0.0374
26.2,13600,1.88,123000000,0.0375
26.3,13600,1.89,123000000,0.0375
26.3,13600,1.89,123000000,0.0376
26.4,13600,1.90,123000000,0.0377
26.4,13700,1.90,123000000,0.0377
26.4,13700,1.90,124000000,0.0378
26.5,13700,1.91,124000000,0.0379
26.5,13700,1.91,124000000,0.0379
26.6,13700,1.91,124000000,0.0380
26.6,13700,1.92,124000000,0.0381
26.6,13700,1.92,124000000,0.0381
26.7,13700,1.92,124000000,0.0382
26.7,13700,1.93,124000000,0.0383
26.8,13700,1.93,124000000,0.0384
26.8,13700,1.93,124000000,0.0384
26.9,13700,1.94,124000000,0.0385
26.9,13700,1.94,124000000,0.0386
26.9,13700,1.94,124000000,0.0386
27.0,13700,1.95,124000000,0.0387
27.0,13700,1.95,124000000,0.0388
27.1,13700,1.95,123000000,0.0388
27.1,13600,1.96,123000000,0.0389
27.1,13600,1.96,123000000,0.0390
27.2,13600,1.96,123000000,0.0391
27.2,13500,1.97,122000000,0.0391
27.3,13400,1.97,121000000,0.0392
27.3,13000,1.98,117000000,0.0393
27.4,10900,1.98,98600000,0.0394
27.4,10500,1.98,94600000,0.0394
27.4,10300,1.99,92800000,0.0395
27.5,10200,1.99,91900000,0.0396
27.5,10100,1.99,91400000,0.0396
27.6,10100,2.00,91100000,0.0397
27.6,10100,2.00,90900000,0.0398
27.6,10100,2.00,90900000,0.0398
27.7,10100,2.01,90900000,0.0399
27.7,10100,2.01,91000000,0.0400
27.8,10100,2.01,91100000,0.0400
27.8,10100,2.02,91200000,0.0401
27.8,10100,2.02,91300000,0.0402
27.9,10100,2.02,91500000,0.0402
27.9,10100,2.03,91700000,0.0403
28.0,10200,2.03,91900000,0.0404
28.0,10200,2.03,92100000,0.0404
28.1,10200,2.04,92200000,0.0405
28.1,10200,2.04,92400000,0.0406
28.1,10200,2.04,92600000,0.0406
28.2,10300,2.05,92800000,0.0407
28.2,10300,2.05,93000000,0.0408
28.3,10300,2.05,93200000,0.0408
28.3,10300,2.06,93400000,0.0409
28.3,10400,2.06,93600000,0.0410
28.4,10400,2.07,93800000,0.0411
28.4,10400,2.07,94000000,0.0411
28.5,10400,2.07,94200000,0.0412
28.5,10400,2.08,94300000,0.0413
28.6,10500,2.08,94500000,0.0413
28.6,10500,2.08,94700000,0.0414
28.6,10500,2.09,94800000,0.0415
28.7,10500,2.09,95000000,0.0415
28.7,10500,2.09,95100000,0.0416
28.8,10500,2.10,95200000,0.0417
28.8,10500,2.10,95400000,0.0417
28.8,10600,2.10,95500000,0.0418
28.9,10600,2.11,95600000,0.0419
28.9,10600,2.11,95700000,0.0420
29.0,10600,2.11,95800000,0.0420
29.0,10600,2.12,96000000,0.0421
29.0,10600,2.12,96000000,0.0422
29.1,10600,2.12,96100000,0.0422
29.1,10700,2.13,96300000,0.0423
29.2,10700,2.13,96400000,0.0424
29.2,10700,2.13,96500000,0.0424
29.3,10700,2.14,96600000,0.0425
29.3,10700,2.14,96800000,0.0426
29.3,10700,2.15,96800000,0.0426
29.4,10700,2.15,97000000,0.0427
29.4,10700,2.15,97100000,0.0428
29.5,10800,2.16,97300000,0.0428
29.5,10800,2.16,97400000,0.0429
29.5,10800,2.16,97600000,0.0430
29.6,10800,2.17,97800000,0.0431
29.6,10800,2.17,97900000,0.0431
29.7,10800,2.17,98100000,0.0432
29.7,10900,2.18,98200000,0.0433
29.8,10900,2.18,98500000,0.0433
29.8,10900,2.18,98600000,0.0434
29.8,10900,2.19,98800000,0.0435
29.9,11000,2.19,99000000,0.0435
29.9,11000,2.19,99200000,0.0436
30.0,11000,2.20,99400000,0.0437
30.0,11000,2.20,99500000,0.0437
30.0,11000,2.20,99800000,0.0438
30.1,11100,2.21,100000000,0.0439
30.1,11100,2.21,100000000,0.0439
30.2,11100,2.21,100000000,0.0440
30.2,11100,2.22,101000000,0.0441
30.2,11100,2.22,101000000,0.0442
30.3,11200,2.22,101000000,0.0442
30.3,11200,2.23,101000000,0.0443
30.4,11200,2.23,101000000,0.0444
30.4,11200,2.24,102000000,0.0444
30.5,11300,2.24,102000000,0.0445
30.5,11300,2.24,102000000,0.0446
30.5,11300,2.25,102000000,0.0446
30.6,11300,2.25,102000000,0.0447
30.6,11400,2.25,103000000,0.0448
30.7,11400,2.26,103000000,0.0448
30.7,11400,2.26,103000000,0.0449
30.7,11400,2.26,103000000,0.0450
30.8,11500,2.27,104000000,0.0451
30.8,11500,2.27,104000000,0.0451
30.9,11500,2.27,104000000,0.0452
30.9,11500,2.28,104000000,0.0453
31.0,11500,2.28,104000000,0.0453
31.0,11600,2.28,105000000,0.0454
31.0,11600,2.29,105000000,0.0455
31.1,11600,2.29,105000000,0.0455
31.1,11600,2.29,105000000,0.0456
31.2,11700,2.30,105000000,0.0457
31.2,11700,2.30,106000000,0.0457
31.2,11700,2.30,106000000,0.0458
31.3,11700,2.31,106000000,0.0459
31.3,11700,2.31,106000000,0.0459
31.4,11800,2.32,106000000,0.0460
31.4,11800,2.32,107000000,0.0461
31.4,11800,2.32,107000000,0.0462
31.5,11800,2.33,107000000,0.0462
31.5,11900,2.33,107000000,0.0463
31.6,11900,2.33,107000000,0.0464
31.6,11900,2.34,108000000,0.0464
31.7,11900,2.34,108000000,0.0465
31.7,11900,2.34,108000000,0.0466
31.7,12000,2.35,108000000,0.0466
31.8,12000,2.35,108000000,0.0467
31.8,12000,2.35,108000000,0.0468
31.9,12000,2.36,109000000,0.0469
31.9,12000,2.36,109000000,0.0469
31.9,12000,2.36,109000000,0.0470
32.0,12100,2.37,109000000,0.0471
32.0,12100,2.37,109000000,0.0471
32.1,12100,2.37,109000000,0.0472
32.1,12100,2.38,110000000,0.0473
32.2,12100,2.38,110000000,0.0473
32.2,12100,2.38,110000000,0.0474
32.2,12200,2.39,110000000,0.0475
32.3,12200,2.39,110000000,0.0475
32.3,12200,2.40,110000000,0.0476
32.4,12200,2.40,110000000,0.0477
32.4,12200,2.40,111000000,0.0477
32.4,12200,2.41,111000000,0.0478
32.5,12300,2.41,111000000,0.0479
32.5,12300,2.41,111000000,0.0480
32.6,12300,2.42,111000000,0.0480
32.6,12300,2.42,111000000,0.0481
32.6,12300,2.42,111000000,0.0482
32.7,12300,2.43,112000000,0.0482
32.7,12400,2.43,112000000,0.0483
32.8,12400,2.43,112000000,0.0484
32.8,12400,2.44,112000000,0.0484
32.9,12400,2.44,112000000,0.0485
32.9,12400,2.44,112000000,0.0486
32.9,12500,2.45,113000000,0.0486
33.0,12500,2.45,113000000,0.0487
