Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
33.0,12500,2.45,113000000,0.0488
33.1,12500,2.46,113000000,0.0488
33.1,12500,2.46,113000000,0.0489
33.1,12500,2.46,113000000,0.0490
33.2,12600,2.47,114000000,0.0491
33.2,12600,2.47,114000000,0.0491
33.3,12600,2.47,114000000,0.0492
33.3,12600,2.48,114000000,0.0493
33.4,12600,2.48,114000000,0.0493
33.4,12700,2.49,114000000,0.0494
33.4,12700,2.49,115000000,0.0495
33.5,12700,2.49,115000000,0.0495
33.5,12700,2.50,115000000,0.0496
33.6,12700,2.50,115000000,0.0497
33.6,12700,2.50,115000000,0.0497
33.6,12800,2.51,115000000,0.0498
33.7,12800,2.51,116000000,0.0499
33.7,12800,2.51,116000000,0.0500
33.8,12800,2.52,116000000,0.0500
33.8,12800,2.52,116000000,0.0501
33.8,12800,2.52,116000000,0.0502
33.9,12900,2.53,116000000,0.0502
33.9,12900,2.53,116000000,0.0503
34.0,12900,2.53,117000000,0.0504
34.0,12900,2.54,117000000,0.0504
34.1,12900,2.54,117000000,0.0505
34.1,12900,2.54,117000000,0.0506
34.1,13000,2.55,117000000,0.0506
34.2,13000,2.55,117000000,0.0507
34.2,13000,2.55,117000000,0.0508
34.3,13000,2.56,117000000,0.0508
34.3,13000,2.56,118000000,0.0509
34.3,13000,2.57,118000000,0.0510
34.4,13000,2.57,118000000,0.0511
34.4,13100,2.57,118000000,0.0511
34.5,13100,2.58,118000000,0.0512
34.5,13100,2.58,118000000,0.0513
34.6,13100,2.58,118000000,0.0513
34.6,13100,2.59,118000000,0.0514
34.6,13100,2.59,118000000,0.0515
34.7,13100,2.59,119000000,0.0515
34.7,13100,2.60,119000000,0.0516
34.8,13100,2.60,119000000,0.0517
34.8,13100,2.60,119000000,0.0517
34.8,13100,2.61,119000000,0.0518
34.9,13100,2.61,119000000,0.0519
34.9,13100,2.61,119000000,0.0520
35.0,13100,2.62,119000000,0.0520
35.0,13200,2.62,119000000,0.0521
35.0,13200,2.62,119000000,0.0522
35.1,13200,2.63,119000000,0.0522
35.1,13200,2.63,119000000,0.0523
35.2,13200,2.63,119000000,0.0524
35.2,13200,2.64,119000000,0.0524
35.3,13200,2.64,119000000,0.0525
35.3,13200,2.65,119000000,0.0526
35.3,13200,2.65,120000000,0.0526
35.4,13200,2.65,120000000,0.0527
35.4,13200,2.66,120000000,0.0528
35.5,13300,2.66,120000000,0.0529
35.5,13300,2.66,120000000,0.0529
35.5,13300,2.67,120000000,0.0530
35.6,13300,2.67,120000000,0.0531
35.6,13300,2.67,120000000,0.0531
35.7,13300,2.68,120000000,0.0532
35.7,13300,2.68,121000000,0.0533
35.8,13400,2.68,121000000,0.0533
35.8,13400,2.69,121000000,0.0534
35.8,13400,2.69,121000000,0.0535
35.9,13400,2.69,121000000,0.0535
35.9,13400,2.70,121000000,0.0536
36.0,13400,2.70,121000000,0.0537
36.0,13400,2.70,121000000,0.0537
36.0,13400,2.71,122000000,0.0538
36.1,13500,2.71,122000000,0.0539
36.1,13500,2.71,122000000,0.0540
36.2,13500,2.72,122000000,0.0540
36.2,13500,2.72,122000000,0.0541
36.2,13500,2.72,122000000,0.0542
36.3,13500,2.73,122000000,0.0542
36.3,13500,2.73,122000000,0.0543
36.4,13500,2.74,122000000,0.0544
36.4,13500,2.74,122000000,0.0544
36.5,13600,2.74,122000000,0.0545
36.5,13600,2.75,123000000,0.0546
36.5,13600,2.75,123000000,0.0546
36.6,13600,2.75,123000000,0.0547
36.6,13600,2.76,123000000,0.0548
36.7,13600,2.76,123000000,0.0549
36.7,13600,2.76,123000000,0.0549
36.7,13600,2.77,123000000,0.0550
36.8,13600,2.77,123000000,0.0551
36.8,13600,2.77,123000000,0.0551
36.9,13600,2.78,123000000,0.0552
36.9,13700,2.78,123000000,0.0553
37.0,13700,2.78,124000000,0.0553
37.0,13700,2.79,124000000,0.0554
37.0,13700,2.79,124000000,0.0555
37.1,13700,2.79,124000000,0.0555
37.1,13700,2.80,124000000,0.0556
37.2,13700,2.80,124000000,0.0557
37.2,13700,2.80,124000000,0.0557
37.2,13700,2.81,124000000,0.0558
37.3,13700,2.81,124000000,0.0559
37.3,13700,2.82,124000000,0.0560
37.4,13700,2.82,124000000,0.0560
37.4,13800,2.82,124000000,0.0561
37.4,13800,2.83,124000000,0.0562
37.5,13800,2.83,124000000,0.0562
37.5,13800,2.83,125000000,0.0563
37.6,13800,2.84,125000000,0.0564
37.6,13800,2.84,125000000,0.0564
37.7,13800,2.84,125000000,0.0565
37.7,13800,2.85,125000000,0.0566
37.7,13800,2.85,125000000,0.0566
37.8,13800,2.85,125000000,0.0567
37.8,13800,2.86,125000000,0.0568
37.9,13800,2.86,125000000,0.0569
37.9,13800,2.86,125000000,0.0569
37.9,13800,2.87,125000000,0.0570
38.0,13900,2.87,125000000,0.0571
38.0,13900,2.87,125000000,0.0571
38.1,13900,2.88,125000000,0.0572
38.1,13900,2.88,125000000,0.0573
38.2,13900,2.88,125000000,0.0573
38.2,13900,2.89,125000000,0.0574
38.2,13900,2.89,125000000,0.0575
38.3,13900,2.90,125000000,0.0576
38.3,13900,2.90,125000000,0.0576
38.4,13900,2.90,125000000,0.0577
38.4,13900,2.91,125000000,0.0578
38.4,13900,2.91,126000000,0.0578
38.5,13900,2.91,126000000,0.0579
38.5,13900,2.92,126000000,0.0580
38.6,13900,2.92,126000000,0.0580
38.6,13900,2.92,126000000,0.0581
38.6,13900,2.93,126000000,0.0582
38.7,13900,2.93,126000000,0.0582
38.7,13900,2.93,126000000,0.0583
38.8,13900,2.94,126000000,0.0584
38.8,13900,2.94,126000000,0.0584
38.9,13900,2.94,126000000,0.0585
38.9,13900,2.95,126000000,0.0586
38.9,13900,2.95,126000000,0.0586
39.0,13900,2.95,126000000,0.0587
39.0,13900,2.96,125000000,0.0588
39.1,13900,2.96,125000000,0.0589
39.1,13800,2.96,125000000,0.0589
39.1,13800,2.97,125000000,0.0590
39.2,13800,2.97,125000000,0.0591
39.2,13800,2.97,125000000,0.0591
39.3,13800,2.98,124000000,0.0592
39.3,13800,2.98,124000000,0.0593
39.4,13700,2.99,124000000,0.0593
39.4,13700,2.99,124000000,0.0594
39.4,13700,2.99,124000000,0.0595
39.5,13700,3.00,124000000,0.0595
39.5,13700,3.00,124000000,0.0596
39.6,13700,3.00,124000000,0.0597
39.6,13700,3.01,124000000,0.0598
39.6,13700,3.01,124000000,0.0598
39.7,13700,3.01,123000000,0.0599
39.7,13600,3.02,123000000,0.0600
39.8,13600,3.02,123000000,0.0600
39.8,13600,3.02,123000000,0.0601
39.8,13600,3.03,123000000,0.0602
39.9,13600,3.03,123000000,0.0602
39.9,13600,3.03,123000000,0.0603
40.0,13600,3.04,123000000,0.0604
40.0,13600,3.04,123000000,0.0604
40.1,13600,3.04,123000000,0.0605
40.1,13600,3.05,123000000,0.0606
40.1,13600,3.05,123000000,0.0607
40.2,13600,3.05,123000000,0.0607
40.2,13600,3.06,123000000,0.0608
40.3,13600,3.06,123000000,0.0609
40.3,13600,3.07,123000000,0.0609
40.3,13600,3.07,123000000,0.0610
40.4,13600,3.07,123000000,0.0611
40.4,13600,3.08,123000000,0.0611
40.5,13600,3.08,123000000,0.0612
40.5,13600,3.08,123000000,0.0613
40.6,13600,3.09,123000000,0.0613
40.6,13600,3.09,123000000,0.0614
40.6,13600,3.09,123000000,0.0615
40.7,13600,3.10,123000000,0.0616
40.7,13600,3.10,123000000,0.0616
40.8,13600,3.10,123000000,0.0617
40.8,13600,3.11,123000000,0.0618
40.8,13600,3.11,123000000,0.0618
40.9,13600,3.11,123000000,0.0619
40.9,13600,3.12,123000000,0.0620
41.0,13600,3.12,123000000,0.0620
41.0,13600,3.12,123000000,0.0621
41.0,13600,3.13,123000000,0.0622
41.1,13700,3.13,123000000,0.0622
41.1,13700,3.13,123000000,0.0623
41.2,13700,3.14,123000000,0.0624
41.2,13700,3.14,123000000,0.0624
41.3,13700,3.15,123000000,0.0625
41.3,13700,3.15,123000000,0.0626
41.3,13700,3.15,123000000,0.0627
41.4,13700,3.16,123000000,0.0627
41.4,13700,3.16,123000000,0.0628
41.5,13700,3.16,123000000,0.0629
41.5,13700,3.17,123000000,0.0629
41.5,13700,3.17,123000000,0.0630
41.6,13700,3.17,123000000,0.0631
41.6,13700,3.18,123000000,0.0631
41.7,13700,3.18,123000000,0.0632
41.7,13600,3.18,123000000,0.0633
41.8,13600,3.19,123000000,0.0633
41.8,13600,3.19,123000000,0.0634
41.8,13600,3.19,123000000,0.0635
41.9,13600,3.20,123000000,0.0636
41.9,13600,3.20,123000000,0.0636
42.0,13600,3.20,123000000,0.0637
42.0,13600,3.21,123000000,0.0638
42.0,13600,3.21,123000000,0.0638
42.1,13600,3.21,123000000,0.0639
42.1,13600,3.22,123000000,0.0640
42.2,13600,3.22,123000000,0.0640
42.2,13500,3.23,122000000,0.0641
42.2,13500,3.23,122000000,0.0642
42.3,13500,3.23,122000000,0.0642
42.3,13500,3.24,122000000,0.0643
42.4,13500,3.24,122000000,0.0644
42.4,13400,3.24,121000000,0.0644
42.5,13400,3.25,121000000,0.0645
42.5,13400,3.25,121000000,0.0646
42.5,13300,3.25,120000000,0.0647
42.6,13300,3.26,120000000,0.0647
42.6,13200,3.26,119000000,0.0648
42.7,13000,3.26,118000000,0.0649
42.7,12800,3.27,116000000,0.0649
42.7,12500,3.27,113000000,0.0650
42.8,12200,3.27,111000000,0.0651
42.8,12000,3.28,108000000,0.0651
42.9,11800,3.28,107000000,0.0652
42.9,11700,3.28,106000000,0.0653
43.0,11600,3.29,105000000,0.0654
43.0,11500,3.29,104000000,0.0654
43.0,11400,3.29,103000000,0.0655
43.1,11400,3.30,103000000,0.0656
43.1,11300,3.30,102000000,0.0656
43.2,11200,3.31,102000000,0.0657
43.2,11200,3.31,101000000,0.0658
43.2,11100,3.31,100000000,0.0658
43.3,11000,3.32,99400000,0.0659
43.3,10900,3.32,98700000,0.0660
43.4,10800,3.32,98100000,0.0660
43.4,10800,3.33,97500000,0.0661
43.4,10700,3.33,97000000,0.0662
43.5,10700,3.33,96600000,0.0662
43.5,10700,3.34,96300000,0.0663
43.6,10600,3.34,96100000,0.0664
43.6,10600,3.34,95800000,0.0665
43.7,10600,3.35,95600000,0.0665
43.7,10600,3.35,95400000,0.0666
43.7,10500,3.35,95200000,0.0667
43.8,10500,3.36,95100000,0.0667
43.8,10500,3.36,94900000,0.0668
43.9,10500,3.36,94800000,0.0669
43.9,10500,3.37,94700000,0.0669
43.9,10500,3.37,94600000,0.0670
44.0,10500,3.37,94500000,0.0671
44.0,10400,3.38,94400000,0.0671
44.1,10400,3.38,94300000,0.0672
44.1,10400,3.38,94200000,0.0673
44.2,10400,3.39,94100000,0.0674
44.2,10400,3.39,94000000,0.0674
44.2,10400,3.40,93900000,0.0675
44.3,10400,3.40,93800000,0.0676
44.3,10400,3.40,93700000,0.0676
44.4,10400,3.41,93600000,0.0677
44.4,10300,3.41,93500000,0.0678
44.4,10300,3.41,93400000,0.0678
44.5,10300,3.42,93300000,0.0679
44.5,10300,3.42,93200000,0.0680
44.6,10300,3.42,93100000,0.0680
44.6,10300,3.43,93000000,0.0681
44.6,10300,3.43,92800000,0.0682
44.7,10200,3.43,92600000,0.0682
44.7,10200,3.44,92400000,0.0683
44.8,10200,3.44,92200000,0.0684
44.8,10200,3.44,92000000,0.0685
44.9,10200,3.45,91800000,0.0685
44.9,10100,3.45,91600000,0.0686
44.9,10100,3.45,91300000,0.0687
45.0,10100,3.46,91000000,0.0687
45.0,10000,3.46,90800000,0.0688
45.1,10000,3.46,90500000,0.0689
45.1,9970,3.47,90100000,0.0689
45.1,9930,3.47,89700000,0.0690
45.2,9890,3.48,89400000,0.0691
45.2,9840,3.48,89000000,0.0691
45.3,9790,3.48,88500000,0.0692
45.4,9690,3.49,87600000,0.0694
