Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
14.5,825,0.880,7430000,0.0175
14.6,849,0.886,7640000,0.0177
14.7,875,0.893,7880000,0.0178
14.8,902,0.899,8120000,0.0179
14.8,929,0.905,8360000,0.0180
14.9,956,0.911,8610000,0.0182
15.0,984,0.917,8860000,0.0183
15.1,1010,0.924,9110000,0.0184
15.1,1040,0.930,9370000,0.0185
15.2,1070,0.936,9620000,0.0187
15.3,1100,0.942,9880000,0.0188
15.4,1130,0.949,10100000,0.0189
15.4,1160,0.955,10400000,0.0190
15.5,1180,0.961,10700000,0.0192
15.6,1210,0.968,10900000,0.0193
15.7,1240,0.974,11200000,0.0194
15.7,1280,0.980,11500000,0.0195
15.8,1300,0.986,11700000,0.0197
15.9,1340,0.993,12000000,0.0198
16.0,1360,0.999,12300000,0.0199
16.0,1400,1.01,12600000,0.0200
16.1,1430,1.01,12800000,0.0202
16.2,1460,1.02,13100000,0.0203
16.3,1490,1.02,13400000,0.0204
16.3,1520,1.03,13700000,0.0205
16.4,1550,1.04,13900000,0.0207
16.5,1580,1.04,14200000,0.0208
16.6,1610,1.05,14500000,0.0209
16.6,1640,1.06,14800000,0.0210
16.7,1670,1.06,15000000,0.0212
16.8,1700,1.07,15300000,0.0213
16.9,1730,1.07,15600000,0.0214
16.9,1770,1.08,15900000,0.0215
17.0,1800,1.09,16200000,0.0217
17.1,1830,1.09,16500000,0.0218
17.2,1860,1.10,16700000,0.0219
17.2,1890,1.11,17000000,0.0220
17.3,1920,1.11,17300000,0.0222
17.4,1960,1.12,17600000,0.0223
17.4,1990,1.12,17900000,0.0224
17.5,2020,1.13,18200000,0.0225
17.6,2060,1.14,18500000,0.0227
17.7,2090,1.14,18800000,0.0228
17.7,2130,1.15,19100000,0.0229
17.8,2160,1.16,19500000,0.0230
17.9,2200,1.16,19800000,0.0232
18.0,2230,1.17,20100000,0.0233
18.0,2260,1.17,20400000,0.0234
18.1,2300,1.18,20700000,0.0235
18.2,2340,1.19,21000000,0.0237
18.3,2370,1.19,21400000,0.0238
18.3,2410,1.20,21700000,0.0239
18.4,2450,1.21,22000000,0.0240
18.5,2480,1.21,22400000,0.0242
18.6,2520,1.22,22700000,0.0243
18.6,2560,1.22,23100000,0.0244
18.7,2600,1.23,23400000,0.0245
18.8,2640,1.24,23700000,0.0247
18.9,2680,1.24,24100000,0.0248
18.9,2720,1.25,24400000,0.0249
19.0,2750,1.26,24800000,0.0250
19.1,2790,1.26,25100000,0.0251
19.2,2830,1.27,25500000,0.0253
19.2,2870,1.27,25900000,0.0254
19.3,2920,1.28,26200000,0.0255
19.4,2950,1.29,26600000,0.0257
19.5,3000,1.29,27000000,0.0258
19.5,3040,1.30,27300000,0.0259
19.6,3080,1.31,27700000,0.0260
19.7,3120,1.31,28100000,0.0262
19.8,3170,1.32,28500000,0.0263
19.8,3200,1.32,28800000,0.0264
19.9,3240,1.33,29200000,0.0265
20.0,3280,1.34,29600000,0.0266
20.1,3330,1.34,30000000,0.0268
20.1,3370,1.35,30300000,0.0269
20.2,3410,1.36,30700000,0.0270
20.3,3450,1.36,31100000,0.0271
20.4,3500,1.37,31500000,0.0273
20.4,3540,1.37,31900000,0.0274
20.5,3580,1.38,32300000,0.0275
20.6,3630,1.39,32600000,0.0276
20.7,3660,1.39,32900000,0.0278
20.7,3700,1.40,33300000,0.0279
20.8,3750,1.41,33700000,0.0280
20.9,3790,1.41,34100000,0.0281
21.0,3840,1.42,34600000,0.0283
21.0,3890,1.42,35000000,0.0284
21.1,3940,1.43,35400000,0.0285
21.2,3980,1.44,35900000,0.0286
21.3,4030,1.44,36300000,0.0288
21.3,4080,1.45,36700000,0.0289
21.4,4110,1.46,37000000,0.0290
21.5,4160,1.46,37500000,0.0291
21.6,4210,1.47,37900000,0.0293
21.6,4260,1.47,38400000,0.0294
21.7,4320,1.48,38900000,0.0295
21.8,4370,1.49,39300000,0.0296
21.9,4430,1.49,39900000,0.0298
21.9,4480,1.50,40300000,0.0299
22.0,4540,1.51,40900000,0.0300
22.1,4600,1.51,41400000,0.0301
22.2,4670,1.52,42000000,0.0303
22.2,4730,1.52,42600000,0.0304
22.3,4800,1.53,43200000,0.0305
22.4,4870,1.54,43800000,0.0306
22.5,4910,1.54,44200000,0.0308
22.5,4980,1.55,44800000,0.0309
22.6,5050,1.56,45500000,0.0310
22.7,5130,1.56,46200000,0.0311
22.8,5210,1.57,46900000,0.0313
22.8,5290,1.57,47600000,0.0314
22.9,5370,1.58,48300000,0.0315
23.0,5450,1.59,49000000,0.0316
23.1,5530,1.59,49800000,0.0318
23.1,5610,1.60,50500000,0.0319
23.2,5690,1.61,51300000,0.0320
23.3,5780,1.61,52000000,0.0321
23.4,5860,1.62,52800000,0.0323
23.4,5950,1.62,53600000,0.0324
23.5,6040,1.63,54300000,0.0325
23.6,6120,1.64,55100000,0.0326
23.7,6210,1.64,55900000,0.0328
23.7,6300,1.65,56700000,0.0329
23.8,6380,1.66,57400000,0.0330
23.9,6470,1.66,58200000,0.0331
24.0,6560,1.67,59000000,0.0333
24.0,6640,1.67,59800000,0.0334
24.1,6730,1.68,60600000,0.0335
24.2,6820,1.69,61400000,0.0336
24.3,6900,1.69,62100000,0.0338
24.3,6990,1.70,62900000,0.0339
24.4,7080,1.71,63700000,0.0340
24.5,7170,1.71,64500000,0.0341
24.6,7250,1.72,65300000,0.0343
24.6,7350,1.72,66100000,0.0344
24.7,7430,1.73,66900000,0.0345
24.8,7520,1.74,67700000,0.0346
24.9,7610,1.74,68500000,0.0348
24.9,7700,1.75,69300000,0.0349
25.0,7780,1.76,70000000,0.0350
25.1,7860,1.76,70800000,0.0351
25.2,7940,1.77,71500000,0.0353
25.2,8030,1.77,72300000,0.0354
25.3,8110,1.78,73000000,0.0355
25.4,8200,1.79,73800000,0.0356
25.5,8270,1.79,74400000,0.0358
25.5,8350,1.80,75200000,0.0359
25.6,8430,1.81,75900000,0.0360
25.7,8520,1.81,76700000,0.0361
25.7,8600,1.82,77400000,0.0362
25.8,8690,1.82,78200000,0.0364
25.9,8770,1.83,78900000,0.0365
26.0,8860,1.84,79700000,0.0366
26.0,8940,1.84,80500000,0.0367
26.1,9030,1.85,81300000,0.0369
26.2,9110,1.86,82000000,0.0370
26.3,9200,1.86,82800000,0.0371
26.3,9280,1.87,83500000,0.0372
26.4,9360,1.87,84300000,0.0374
26.5,9440,1.88,84900000,0.0375
26.6,9520,1.89,85700000,0.0376
26.6,9590,1.89,86300000,0.0377
26.7,9670,1.90,87100000,0.0379
26.8,9740,1.91,87700000,0.0380
26.9,9820,1.91,88400000,0.0381
26.9,9890,1.92,89000000,0.0382
27.0,9960,1.92,89700000,0.0384
27.1,10000,1.93,90300000,0.0385
27.2,10100,1.94,90900000,0.0386
27.2,10200,1.94,91500000,0.0387
27.3,10200,1.95,92200000,0.0389
27.4,10300,1.96,92700000,0.0390
27.5,10400,1.96,93400000,0.0391
27.5,10400,1.97,93900000,0.0392
27.6,10500,1.97,94500000,0.0394
27.7,10600,1.98,95000000,0.0395
27.8,10600,1.99,95600000,0.0396
27.8,10700,1.99,96000000,0.0397
27.9,10700,2.00,96500000,0.0399
28.0,10800,2.01,96900000,0.0400
28.1,10800,2.01,97400000,0.0401
28.1,10800,2.02,97700000,0.0402
28.2,10900,2.02,98000000,0.0404
28.3,10900,2.03,98100000,0.0405
28.4,10900,2.04,98400000,0.0406
28.4,11000,2.04,98600000,0.0407
28.5,11000,2.05,98900000,0.0409
28.6,11000,2.06,99100000,0.0410
28.7,11000,2.06,99400000,0.0411
28.7,11100,2.07,99600000,0.0412
28.8,11100,2.07,99900000,0.0414
28.9,11100,2.08,100000000,0.0415
29.0,11100,2.09,100000000,0.0416
29.0,11200,2.09,101000000,0.0417
29.1,11200,2.10,101000000,0.0419
29.2,11200,2.11,101000000,0.0420
29.3,11200,2.11,101000000,0.0421
29.3,11200,2.12,101000000,0.0422
29.4,11300,2.12,101000000,0.0424
29.5,11300,2.13,101000000,0.0425
29.6,11300,2.14,101000000,0.0426
29.6,11200,2.14,101000000,0.0427
29.7,11300,2.15,101000000,0.0429
29.8,11300,2.16,101000000,0.0430
29.9,11300,2.16,102000000,0.0431
29.9,11300,2.17,102000000,0.0432
30.0,11300,2.17,102000000,0.0434
30.1,11400,2.18,102000000,0.0435
30.2,11400,2.19,102000000,0.0436
30.2,11400,2.19,103000000,0.0437
30.3,11400,2.20,103000000,0.0439
30.4,11500,2.21,103000000,0.0440
30.5,11500,2.21,104000000,0.0441
30.5,11500,2.22,104000000,0.0442
30.6,11600,2.22,104000000,0.0444
30.7,11600,2.23,105000000,0.0445
30.8,11700,2.24,105000000,0.0446
30.8,11700,2.24,105000000,0.0447
30.9,11700,2.25,105000000,0.0449
31.0,11700,2.26,106000000,0.0450
31.1,11800,2.26,106000000,0.0451
31.1,11800,2.27,106000000,0.0452
31.2,11800,2.27,106000000,0.0454
31.3,11800,2.28,107000000,0.0455
31.4,11900,2.29,107000000,0.0456
31.4,11900,2.29,107000000,0.0457
31.5,11900,2.30,107000000,0.0459
31.6,12000,2.31,108000000,0.0460
31.7,12000,2.31,108000000,0.0461
31.7,12000,2.32,108000000,0.0462
31.8,12000,2.32,108000000,0.0464
31.9,12100,2.33,109000000,0.0465
32.0,12100,2.34,109000000,0.0466
32.0,12100,2.34,109000000,0.0467
32.1,12200,2.35,109000000,0.0469
32.2,12200,2.36,110000000,0.0470
32.3,12200,2.36,110000000,0.0471
32.3,12200,2.37,110000000,0.0472
32.4,12300,2.37,110000000,0.0474
32.5,12300,2.38,111000000,0.0475
32.6,12300,2.39,111000000,0.0476
32.6,12300,2.39,111000000,0.0477
32.7,12400,2.40,111000000,0.0479
32.8,12400,2.41,111000000,0.0480
32.9,12400,2.41,112000000,0.0481
32.9,12400,2.42,112000000,0.0482
33.0,12500,2.42,112000000,0.0483
33.1,12500,2.43,112000000,0.0485
33.2,12500,2.44,112000000,0.0486
33.2,12500,2.44,113000000,0.0487
33.3,12500,2.45,113000000,0.0488
33.4,12600,2.46,113000000,0.0490
33.5,12600,2.46,113000000,0.0491
33.5,12600,2.47,113000000,0.0492
33.6,12600,2.47,114000000,0.0493
33.7,12600,2.48,114000000,0.0495
33.8,12700,2.49,114000000,0.0496
33.8,12700,2.49,114000000,0.0497
33.9,12700,2.50,114000000,0.0498
34.0,12700,2.51,114000000,0.0500
34.1,12700,2.51,115000000,0.0501
34.1,12700,2.52,115000000,0.0502
34.2,12800,2.53,115000000,0.0504
34.3,12800,2.53,115000000,0.0505
34.3,12800,2.54,115000000,0.0506
34.4,12800,2.54,115000000,0.0507
34.5,12800,2.55,115000000,0.0509
34.6,12800,2.56,115000000,0.0510
34.6,12800,2.56,116000000,0.0511
34.7,12800,2.57,116000000,0.0512
34.8,12900,2.58,116000000,0.0513
34.9,12900,2.58,116000000,0.0515
34.9,12900,2.59,116000000,0.0516
35.0,12900,2.59,116000000,0.0517
35.1,12900,2.60,116000000,0.0518
35.2,12900,2.61,116000000,0.0520
35.2,12900,2.61,116000000,0.0521
35.3,12900,2.62,116000000,0.0522
35.4,12900,2.62,116000000,0.0523
35.5,12900,2.63,116000000,0.0525
35.5,12800,2.64,116000000,0.0526
35.6,12800,2.64,115000000,0.0527
35.7,12800,2.65,115000000,0.0528
35.8,12700,2.66,115000000,0.0530
35.8,12700,2.66,114000000,0.0531
35.9,12600,2.67,113000000,0.0532
36.0,12500,2.68,113000000,0.0533
36.1,12500,2.68,112000000,0.0535
36.1,12400,2.69,112000000,0.0536
36.2,12400,2.69,111000000,0.0537
36.3,12300,2.70,111000000,0.0538
36.4,12300,2.71,111000000,0.0540
36.4,12300,2.71,111000000,0.0541
36.5,12300,2.72,111000000,0.0542
36.6,12300,2.73,111000000,0.0543
36.7,12300,2.73,111000000,0.0545
36.7,12400,2.74,111000000,0.0546
36.8,12400,2.74,112000000,0.0547
36.9,12400,2.75,112000000,0.0548
37.0,12500,2.76,112000000,0.0550
37.0,12500,2.76,112000000,0.0551
37.1,12500,2.77,113000000,0.0552
37.2,12500,2.77,113000000,0.0553
37.3,12600,2.78,113000000,0.0555
37.3,12600,2.79,113000000,0.0556
37.4,12600,2.79,114000000,0.0557
37.5,12700,2.80,114000000,0.0558
37.6,12700,2.81,114000000,0.0560
37.6,12700,2.81,114000000,0.0561
37.7,12700,2.82,115000000,0.0562
37.8,12800,2.82,115000000,0.0563
37.9,12800,2.83,115000000,0.0565
37.9,12800,2.84,115000000,0.0566
38.0,12900,2.84,116000000,0.0567
38.1,12900,2.85,116000000,0.0568
38.2,12900,2.86,116000000,0.0570
38.2,12900,2.86,116000000,0.0571
38.3,12900,2.87,116000000,0.0572
38.4,12900,2.87,116000000,0.0573
38.5,12900,2.88,116000000,0.0575
38.5,12900,2.89,116000000,0.0576
38.6,12900,2.89,116000000,0.0577
38.7,12900,2.90,116000000,0.0578
38.8,12900,2.91,116000000,0.0580
38.8,12800,2.91,116000000,0.0581
38.9,12800,2.92,115000000,0.0582
39.0,12800,2.93,115000000,0.0583
39.1,12700,2.93,115000000,0.0585
39.1,12700,2.94,114000000,0.0586
39.2,12700,2.94,114000000,0.0587
39.3,12600,2.95,114000000,0.0588
39.4,12600,2.96,113000000,0.0590
39.4,12500,2.96,113000000,0.0591
39.5,12500,2.97,113000000,0.0592
39.6,12500,2.98,112000000,0.0593
39.7,12400,2.98,112000000,0.0595
39.7,12200,2.99,110000000,0.0596
39.8,11300,2.99,101000000,0.0597
39.9,10800,3.00,97500000,0.0598
40.0,10600,3.01,95800000,0.0600
40.0,10500,3.01,95000000,0.0601
40.1,10500,3.02,94600000,0.0602
40.2,10500,3.03,94500000,0.0603
40.3,10500,3.03,94600000,0.0605
40.3,10500,3.04,94700000,0.0606
40.4,10600,3.04,95000000,0.0607
40.5,10600,3.05,95300000,0.0608
40.6,10600,3.06,95600000,0.0610
40.6,10700,3.06,95900000,0.0611
40.7,10700,3.07,96300000,0.0612
40.8,10700,3.08,96700000,0.0613
40.9,10800,3.08,97100000,0.0615
40.9,10800,3.09,97400000,0.0616
41.0,10900,3.09,97800000,0.0617
41.1,10900,3.10,98200000,0.0618
41.2,10900,3.11,98600000,0.0619
41.2,11000,3.11,98900000,0.0621
41.3,11000,3.12,99300000,0.0622
41.4,11100,3.13,99600000,0.0623
41.5,11100,3.13,100000000,0.0624
41.5,11100,3.14,100000000,0.0626
41.6,11200,3.14,101000000,0.0627
41.7,11200,3.15,101000000,0.0628
41.8,11300,3.16,101000000,0.0629
41.8,11300,3.16,102000000,0.0631
41.9,11300,3.17,102000000,0.0632
42.0,11300,3.18,102000000,0.0633
42.1,11400,3.18,102000000,0.0634
42.1,11400,3.19,103000000,0.0636
42.2,11400,3.19,103000000,0.0637
42.3,11500,3.20,103000000,0.0638
42.4,11500,3.21,103000000,0.0639
42.4,11500,3.21,104000000,0.0641
42.5,11600,3.22,104000000,0.0642
42.6,11600,3.23,104000000,0.0643
42.7,11600,3.23,105000000,0.0644
42.7,11600,3.24,105000000,0.0646
42.8,11700,3.24,105000000,0.0647
42.9,11700,3.25,105000000,0.0648
42.9,11700,3.26,106000000,0.0649
43.0,11800,3.26,106000000,0.0651
43.1,11800,3.27,106000000,0.0652
43.2,11800,3.28,106000000,0.0653
43.2,11800,3.28,107000000,0.0654
43.3,11900,3.29,107000000,0.0656
43.4,11900,3.29,107000000,0.0657
43.5,11900,3.30,107000000,0.0658
43.5,11900,3.31,107000000,0.0659
43.6,12000,3.31,108000000,0.0661
43.7,12000,3.32,108000000,0.0662
43.8,12000,3.33,108000000,0.0663
43.8,12000,3.33,108000000,0.0664
43.9,12100,3.34,109000000,0.0666
44.0,12100,3.34,109000000,0.0667
44.1,12100,3.35,109000000,0.0668
44.1,12100,3.36,109000000,0.0669
44.2,12100,3.36,109000000,0.0671
44.3,12200,3.37,109000000,0.0672
44.4,12200,3.38,110000000,0.0673
44.4,12200,3.38,110000000,0.0674
44.5,12200,3.39,110000000,0.0676
44.6,12300,3.39,110000000,0.0677
44.7,12300,3.40,111000000,0.0678
44.7,12300,3.41,111000000,0.0679
44.8,12300,3.41,111000000,0.0681
44.9,12400,3.42,111000000,0.0682
45.0,12400,3.43,111000000,0.0683
45.0,12400,3.43,112000000,0.0684
45.1,12400,3.44,112000000,0.0686
45.2,12400,3.44,112000000,0.0687
45.3,12500,3.45,112000000,0.0688
45.3,12500,3.46,112000000,0.0689
45.4,12500,3.46,112000000,0.0691
45.5,12500,3.47,112000000,0.0692
45.6,12500,3.48,113000000,0.0693
45.6,12500,3.48,113000000,0.0694
45.7,12500,3.49,113000000,0.0696
45.8,12600,3.49,113000000,0.0697
45.9,12600,3.50,113000000,0.0698
45.9,12600,3.51,113000000,0.0699
46.0,12600,3.51,114000000,0.0700
46.1,12700,3.52,114000000,0.0702
46.2,12700,3.53,114000000,0.0703
46.2,12700,3.53,115000000,0.0704
46.3,12800,3.54,115000000,0.0706
46.4,12800,3.54,115000000,0.0707
46.5,12800,3.55,115000000,0.0708
46.5,12800,3.56,116000000,0.0709
46.6,12900,3.56,116000000,0.0711
46.7,12900,3.57,116000000,0.0712
46.8,12900,3.58,117000000,0.0713
46.8,13000,3.58,117000000,0.0714
46.9,13000,3.59,117000000,0.0716
47.0,13000,3.59,117000000,0.0717
47.1,13100,3.60,118000000,0.0718
47.1,13100,3.61,118000000,0.0719
47.2,13100,3.61,118000000,0.0720
47.3,13100,3.62,118000000,0.0722
47.4,13200,3.63,118000000,0.0723
47.4,13200,3.63,119000000,0.0724
47.5,13200,3.64,119000000,0.0725
47.6,13200,3.64,119000000,0.0727
47.7,13200,3.65,119000000,0.0728
47.7,13300,3.66,119000000,0.0729
47.8,13300,3.66,120000000,0.0730
47.9,13300,3.67,120000000,0.0732
48.0,13300,3.68,120000000,0.0733
48.0,13300,3.68,120000000,0.0734
48.1,13300,3.69,120000000,0.0735
48.2,13300,3.69,120000000,0.0737
48.3,13300,3.70,120000000,0.0738
48.3,13300,3.71,119000000,0.0739
48.4,13200,3.71,119000000,0.0740
48.5,13200,3.72,119000000,0.0742
48.6,13200,3.73,119000000,0.0743
48.6,13200,3.73,119000000,0.0744
48.7,13200,3.74,119000000,0.0745
48.8,13200,3.74,118000000,0.0747
48.9,13200,3.75,118000000,0.0748
48.9,13100,3.76,118000000,0.0749
49.0,13100,3.76,118000000,0.0750
49.1,13100,3.77,118000000,0.0752
49.2,13100,3.78,118000000,0.0753
49.2,13100,3.78,118000000,0.0754
49.3,13200,3.79,118000000,0.0755
49.4,13200,3.79,119000000,0.0757
49.5,13200,3.80,119000000,0.0758
49.5,13200,3.81,119000000,0.0759
49.6,13200,3.81,119000000,0.0760
49.7,13200,3.82,119000000,0.0762
49.8,13200,3.83,119000000,0.0763
49.8,13200,3.83,119000000,0.0764
49.9,13300,3.84,119000000,0.0765
50.0,13300,3.84,119000000,0.0767
50.1,13300,3.85,119000000,0.0768
50.1,13200,3.86,119000000,0.0769
50.2,13200,3.86,119000000,0.0770
50.3,13200,3.87,119000000,0.0772
50.4,13200,3.88,119000000,0.0773
50.4,13100,3.88,118000000,0.0774
50.5,13100,3.89,118000000,0.0775
50.6,12900,3.89,117000000,0.0777
50.7,12800,3.90,115000000,0.0778
50.7,12700,3.91,114000000,0.0779
50.8,12600,3.91,113000000,0.0780
50.9,12500,3.92,112000000,0.0782
51.0,12400,3.93,111000000,0.0783
51.0,12300,3.93,110000000,0.0784
51.1,12200,3.94,109000000,0.0785
51.2,12000,3.94,108000000,0.0787
51.3,11800,3.95,107000000,0.0788
51.3,11700,3.96,105000000,0.0789
51.4,11600,3.96,105000000,0.0790
51.5,11500,3.97,104000000,0.0792
51.5,11400,3.98,103000000,0.0793
51.6,11400,3.98,102000000,0.0794
51.7,11300,3.99,102000000,0.0795
51.8,11200,3.99,101000000,0.0797
51.8,11200,4.00,101000000,0.0798
51.9,11200,4.01,100000000,0.0799
52.0,11100,4.01,99900000,0.0800
52.1,11000,4.02,98800000,0.0802
52.1,10900,4.03,97800000,0.0803
52.2,10700,4.03,96600000,0.0804
52.3,10600,4.04,95700000,0.0805
52.4,10600,4.04,95000000,0.0807
52.4,10500,4.05,94400000,0.0808
52.5,10500,4.06,94100000,0.0809
52.6,10400,4.06,93800000,0.0810
52.7,10400,4.07,93700000,0.0812
52.7,10400,4.08,93700000,0.0813
52.8,10400,4.08,93700000,0.0814
52.9,10400,4.09,93800000,0.0815
53.0,10400,4.09,93900000,0.0816
53.0,10500,4.10,94100000,0.0818
53.1,10500,4.11,94200000,0.0819
53.2,10500,4.11,94400000,0.0820
53.3,10500,4.12,94600000,0.0821
53.3,10500,4.13,94900000,0.0823
53.4,10600,4.13,95100000,0.0824
53.5,10600,4.14,95300000,0.0825
53.6,10600,4.14,95500000,0.0826
53.6,10600,4.15,95700000,0.0828
53.7,10600,4.16,95800000,0.0829
53.8,10700,4.16,95900000,0.0830
53.9,10700,4.17,96000000,0.0831
53.9,10700,4.18,96000000,0.0833
54.0,10700,4.18,96000000,0.0834
54.1,10700,4.19,96000000,0.0835
54.2,10700,4.19,96000000,0.0836
54.2,10700,4.20,96000000,0.0838
54.3,10700,4.21,96000000,0.0839
54.4,10700,4.21,95900000,0.0840
54.5,10700,4.22,95900000,0.0841
54.5,10600,4.23,95700000,0.0843
54.6,10600,4.23,95700000,0.0844
54.7,10600,4.24,95500000,0.0845
54.8,10600,4.24,95400000,0.0846
54.8,10600,4.25,95300000,0.0848
54.9,10600,4.26,95300000,0.0849
55.0,10600,4.26,95200000,0.0850
55.1,10600,4.27,95200000,0.0851
55.1,10600,4.28,95100000,0.0853
55.2,10600,4.28,95100000,0.0854
55.3,10600,4.29,95000000,0.0855
55.4,10500,4.29,94900000,0.0856
55.4,10500,4.30,94800000,0.0858
55.5,10500,4.31,94700000,0.0859
55.6,10500,4.31,94500000,0.0860
55.7,10500,4.32,94400000,0.0861
55.7,10500,4.33,94200000,0.0863
55.8,10500,4.33,94200000,0.0864
55.9,10500,4.34,94100000,0.0865
56.0,10500,4.34,94100000,0.0866
56.0,10500,4.35,94100000,0.0868
56.1,10500,4.36,94200000,0.0869
56.2,10500,4.36,94300000,0.0870
56.3,10500,4.37,94400000,0.0871
56.3,10500,4.38,94500000,0.0873
56.4,10500,4.38,94700000,0.0874
56.5,10500,4.39,94800000,0.0875
56.6,10600,4.40,95000000,0.0876
