Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
56.6,10600,4.40,95100000,0.0878
56.7,10600,4.41,95300000,0.0879
56.8,10600,4.41,95400000,0.0880
56.9,10600,4.42,95600000,0.0881
56.9,10600,4.43,95600000,0.0883
57.0,10600,4.43,95800000,0.0884
57.1,10600,4.44,95800000,0.0885
57.2,10700,4.45,95900000,0.0886
57.2,10700,4.45,95900000,0.0888
57.3,10700,4.46,96000000,0.0889
57.4,10700,4.46,96000000,0.0890
57.5,10600,4.47,95700000,0.0891
57.5,10500,4.48,94900000,0.0893
57.6,10400,4.48,94000000,0.0894
57.7,10300,4.49,93100000,0.0895
57.8,10300,4.50,92500000,0.0896
57.8,10200,4.50,91900000,0.0898
57.9,10200,4.51,91600000,0.0899
58.0,10200,4.51,91500000,0.0900
58.1,10200,4.52,91500000,0.0901
58.1,10200,4.53,91600000,0.0903
58.2,10200,4.53,91800000,0.0904
58.3,10200,4.54,92100000,0.0905
58.4,10300,4.55,92400000,0.0906
58.4,10300,4.55,92800000,0.0908
58.5,10400,4.56,93200000,0.0909
58.6,10400,4.56,93600000,0.0910
58.7,10400,4.57,94000000,0.0911
58.7,10500,4.58,94400000,0.0913
58.8,10500,4.58,94900000,0.0914
58.9,10600,4.59,95300000,0.0915
59.0,10600,4.60,95800000,0.0916
59.0,10700,4.60,96300000,0.0918
59.1,10800,4.61,96800000,0.0919
59.2,10800,4.61,97200000,0.0920
59.3,10900,4.62,97700000,0.0921
59.3,10900,4.63,98200000,0.0922
59.4,11000,4.63,98700000,0.0924
59.5,11000,4.64,99100000,0.0925
59.6,11100,4.65,99600000,0.0926
59.6,11100,4.65,100000000,0.0927
59.7,11200,4.66,101000000,0.0929
59.8,11200,4.66,101000000,0.0930
59.9,11300,4.67,101000000,0.0931
59.9,11300,4.68,102000000,0.0932
60.0,11400,4.68,102000000,0.0934
60.1,11400,4.69,103000000,0.0935
60.1,11500,4.70,103000000,0.0936
60.2,11500,4.70,103000000,0.0937
60.3,11500,4.71,104000000,0.0939
60.4,11600,4.71,104000000,0.0940
60.4,11600,4.72,105000000,0.0941
60.5,11700,4.73,105000000,0.0942
60.6,11700,4.73,105000000,0.0944
60.7,11700,4.74,106000000,0.0945
60.7,11800,4.75,106000000,0.0946
60.8,11800,4.75,106000000,0.0947
60.9,11800,4.76,107000000,0.0949
61.0,11900,4.76,107000000,0.0950
61.0,11900,4.77,107000000,0.0951
61.1,11900,4.78,107000000,0.0952
61.2,12000,4.78,108000000,0.0954
61.3,12000,4.79,108000000,0.0955
61.3,12000,4.80,108000000,0.0956
61.4,12100,4.80,109000000,0.0957
61.5,12100,4.81,109000000,0.0959
61.6,12100,4.81,109000000,0.0960
61.6,12200,4.82,110000000,0.0961
61.7,12200,4.83,110000000,0.0963
61.8,12200,4.83,110000000,0.0964
61.9,12300,4.84,110000000,0.0965
61.9,12300,4.85,111000000,0.0966
62.0,12300,4.85,111000000,0.0967
62.1,12300,4.86,111000000,0.0969
62.2,12400,4.86,111000000,0.0970
62.2,12400,4.87,112000000,0.0971
62.3,12400,4.88,112000000,0.0972
62.4,12400,4.88,112000000,0.0974
62.5,12500,4.89,112000000,0.0975
62.5,12500,4.90,112000000,0.0976
62.6,12500,4.90,113000000,0.0977
62.7,12500,4.91,113000000,0.0979
62.8,12600,4.91,113000000,0.0980
62.8,12600,4.92,113000000,0.0981
62.9,12600,4.93,113000000,0.0982
63.0,12600,4.93,113000000,0.0984
63.1,12600,4.94,114000000,0.0985
63.1,12600,4.95,114000000,0.0986
63.2,12600,4.95,114000000,0.0987
63.3,12600,4.96,113000000,0.0989
63.4,12600,4.96,113000000,0.0990
63.4,12500,4.97,113000000,0.0991
63.5,12500,4.98,112000000,0.0992
63.6,12400,4.98,112000000,0.0994
63.7,12300,4.99,111000000,0.0995
63.7,12300,5.00,111000000,0.0996
63.8,12300,5.00,110000000,0.0997
63.9,12200,5.01,110000000,0.0999
64.0,12200,5.01,110000000,0.100
64.0,12200,5.02,110000000,0.100
64.1,12200,5.03,110000000,0.100
64.2,12200,5.03,110000000,0.100
64.3,12200,5.04,110000000,0.100
64.3,12200,5.05,110000000,0.101
64.4,12300,5.05,110000000,0.101
64.5,12300,5.06,111000000,0.101
64.6,12300,5.06,111000000,0.101
64.6,12300,5.07,111000000,0.101
64.7,12400,5.08,111000000,0.101
64.8,12400,5.08,112000000,0.101
64.9,12500,5.09,112000000,0.101
64.9,12500,5.10,112000000,0.102
65.0,12500,5.10,113000000,0.102
65.1,12500,5.11,113000000,0.102
65.2,12600,5.11,113000000,0.102
65.2,12600,5.12,113000000,0.102
65.3,12600,5.13,114000000,0.102
65.4,12700,5.13,114000000,0.102
65.5,12700,5.14,114000000,0.102
65.5,12700,5.15,115000000,0.103
65.6,12800,5.15,115000000,0.103
65.7,12800,5.16,115000000,0.103
65.8,12800,5.16,115000000,0.103
65.8,12800,5.17,116000000,0.103
65.9,12900,5.18,116000000,0.103
66.0,12900,5.18,116000000,0.103
66.1,12900,5.19,116000000,0.103
66.1,13000,5.20,117000000,0.104
66.2,13000,5.20,117000000,0.104
66.3,13000,5.21,117000000,0.104
66.4,13100,5.21,117000000,0.104
66.4,13100,5.22,118000000,0.104
66.5,13100,5.23,118000000,0.104
66.6,13100,5.23,118000000,0.104
66.7,13200,5.24,118000000,0.104
66.7,13200,5.25,119000000,0.105
66.8,13200,5.25,119000000,0.105
66.9,13200,5.26,119000000,0.105
67.0,13300,5.26,119000000,0.105
67.0,13300,5.27,119000000,0.105
67.1,13300,5.28,120000000,0.105
67.2,13300,5.28,120000000,0.105
67.3,13300,5.29,120000000,0.105
67.3,13400,5.30,120000000,0.106
67.4,13400,5.30,120000000,0.106
67.5,13400,5.31,121000000,0.106
67.6,13400,5.31,121000000,0.106
67.6,13400,5.32,121000000,0.106
67.7,13400,5.33,121000000,0.106
67.8,13500,5.33,121000000,0.106
67.9,13500,5.34,121000000,0.106
67.9,13500,5.35,121000000,0.107
68.0,13500,5.35,121000000,0.107
68.1,13500,5.36,121000000,0.107
68.2,13500,5.36,122000000,0.107
68.2,13500,5.37,121000000,0.107
68.3,13500,5.38,122000000,0.107
68.4,13500,5.38,122000000,0.107
68.4,13500,5.39,122000000,0.107
68.5,13500,5.40,122000000,0.108
68.6,13500,5.40,122000000,0.108
68.7,13500,5.41,122000000,0.108
68.7,13500,5.41,122000000,0.108
68.8,13500,5.42,122000000,0.108
68.9,13600,5.43,122000000,0.108
69.0,13600,5.43,122000000,0.108
69.0,13600,5.44,122000000,0.108
69.1,13600,5.45,122000000,0.109
69.2,13600,5.45,122000000,0.109
69.3,13600,5.46,122000000,0.109
69.3,13600,5.46,122000000,0.109
69.4,13600,5.47,122000000,0.109
69.5,13600,5.48,122000000,0.109
69.6,13600,5.48,122000000,0.109
69.6,13600,5.49,122000000,0.109
69.7,13600,5.50,122000000,0.110
69.8,13600,5.50,122000000,0.110
69.9,13600,5.51,122000000,0.110
69.9,13500,5.51,122000000,0.110
70.0,13500,5.52,122000000,0.110
70.1,13500,5.53,122000000,0.110
70.2,13500,5.53,121000000,0.110
70.2,13500,5.54,121000000,0.110
70.3,13400,5.55,121000000,0.111
70.4,13300,5.55,120000000,0.111
70.5,13200,5.56,119000000,0.111
70.5,13100,5.56,118000000,0.111
70.6,12900,5.57,117000000,0.111
70.7,12800,5.58,115000000,0.111
70.8,12500,5.58,113000000,0.111
70.8,12300,5.59,111000000,0.111
70.9,12100,5.60,109000000,0.112
71.0,11900,5.60,107000000,0.112
71.1,11800,5.61,106000000,0.112
71.1,11700,5.62,105000000,0.112
71.2,11600,5.62,105000000,0.112
71.3,11600,5.63,104000000,0.112
71.4,11500,5.63,104000000,0.112
71.4,11500,5.64,103000000,0.112
71.5,11400,5.65,102000000,0.113
71.6,11300,5.65,102000000,0.113
71.7,11200,5.66,101000000,0.113
71.7,11100,5.66,100000000,0.113
71.8,11100,5.67,99900000,0.113
71.9,11100,5.68,99700000,0.113
72.0,11100,5.68,99500000,0.113
72.0,11000,5.69,99400000,0.113
72.1,11000,5.70,99400000,0.114
72.2,11000,5.70,99400000,0.114
72.3,11000,5.71,99400000,0.114
72.3,11100,5.71,99500000,0.114
72.4,11100,5.72,99500000,0.114
72.5,11100,5.73,99500000,0.114
72.6,11100,5.73,99500000,0.114
72.6,11100,5.74,99500000,0.114
72.7,11000,5.75,99400000,0.115
72.8,11000,5.75,99400000,0.115
72.9,11000,5.76,99400000,0.115
72.9,11100,5.76,99500000,0.115
73.0,11100,5.77,99600000,0.115
73.1,11100,5.78,99700000,0.115
73.2,11100,5.78,99800000,0.115
73.2,11100,5.79,100000000,0.115
73.3,11100,5.80,100000000,0.116
73.4,11200,5.80,100000000,0.116
73.5,11200,5.81,101000000,0.116
73.5,11200,5.81,101000000,0.116
73.6,11200,5.82,101000000,0.116
73.7,11300,5.83,101000000,0.116
73.8,11300,5.83,102000000,0.116
73.8,11300,5.84,102000000,0.116
73.9,11300,5.85,102000000,0.117
74.0,11300,5.85,102000000,0.117
74.1,11400,5.86,102000000,0.117
74.1,11400,5.86,103000000,0.117
74.2,11400,5.87,103000000,0.117
74.3,11400,5.88,103000000,0.117
74.4,11500,5.88,103000000,0.117
74.4,11500,5.89,103000000,0.117
74.5,11500,5.90,104000000,0.118
74.6,11500,5.90,104000000,0.118
74.7,11600,5.91,104000000,0.118
74.7,11600,5.91,104000000,0.118
74.8,11600,5.92,105000000,0.118
74.9,11600,5.93,105000000,0.118
75.0,11600,5.93,105000000,0.118
75.0,11700,5.94,105000000,0.118
75.1,11700,5.95,105000000,0.119
75.2,11700,5.95,105000000,0.119
75.3,11700,5.96,105000000,0.119
75.3,11700,5.96,105000000,0.119
75.4,11700,5.97,105000000,0.119
75.5,11700,5.98,105000000,0.119
75.6,11700,5.98,106000000,0.119
75.6,11700,5.99,106000000,0.119
75.7,11700,6.00,106000000,0.120
75.8,11700,6.00,106000000,0.120
75.9,11800,6.01,106000000,0.120
75.9,11800,6.01,106000000,0.120
76.0,11800,6.02,106000000,0.120
76.1,11800,6.03,106000000,0.120
76.2,11800,6.03,106000000,0.120
76.2,11800,6.04,106000000,0.120
76.3,11800,6.05,106000000,0.121
76.4,11800,6.05,106000000,0.121
76.5,11800,6.06,106000000,0.121
76.5,11800,6.06,106000000,0.121
76.6,11800,6.07,106000000,0.121
76.7,11700,6.08,106000000,0.121
76.8,11700,6.08,105000000,0.121
76.8,11700,6.09,105000000,0.121
76.9,11600,6.10,105000000,0.122
77.0,11600,6.10,104000000,0.122
77.0,11500,6.11,103000000,0.122
77.1,11400,6.12,103000000,0.122
77.2,11400,6.12,102000000,0.122
77.3,11300,6.13,102000000,0.122
77.3,11200,6.13,101000000,0.122
77.4,11100,6.14,100000000,0.122
77.5,11100,6.15,99700000,0.123
77.6,10900,6.15,98300000,0.123
77.6,10600,6.16,95400000,0.123
77.7,10300,6.17,93100000,0.123
77.8,10200,6.17,91600000,0.123
77.9,10100,6.18,90500000,0.123
77.9,9970,6.18,89800000,0.123
78.0,9900,6.19,89100000,0.123
78.1,9860,6.20,88700000,0.124
78.2,9820,6.20,88400000,0.124
78.2,9800,6.21,88200000,0.124
78.3,9770,6.22,88000000,0.124
78.4,9760,6.22,87800000,0.124
78.5,9740,6.23,87700000,0.124
78.5,9730,6.23,87600000,0.124
78.6,9710,6.24,87400000,0.124
78.7,9700,6.25,87300000,0.125
78.8,9670,6.25,87100000,0.125
78.8,9650,6.26,86800000,0.125
79.0,9410,6.27,84700000,0.125
