Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
7.48,62.8,0.211,552000,0.00430
7.52,63.9,0.214,562000,0.00436
7.56,65.0,0.216,571000,0.00442
7.59,66.3,0.220,583000,0.00448
7.63,67.5,0.223,593000,0.00454
7.67,68.6,0.225,602000,0.00460
7.70,69.7,0.228,612000,0.00467
7.74,71.0,0.232,624000,0.00473
7.78,72.3,0.235,635000,0.00479
7.81,73.5,0.238,646000,0.00485
7.85,74.7,0.241,656000,0.00491
7.89,75.9,0.244,667000,0.00498
7.92,77.4,0.247,680000,0.00504
7.96,78.6,0.250,691000,0.00510
8.00,80.0,0.253,703000,0.00516
8.04,81.5,0.256,716000,0.00522
8.07,83.3,0.259,731000,0.00529
8.11,84.8,0.262,745000,0.00535
8.15,86.7,0.265,762000,0.00541
8.18,88.7,0.268,780000,0.00547
8.22,91.0,0.271,799000,0.00553
8.26,92.9,0.274,817000,0.00560
8.29,95.0,0.277,834000,0.00565
8.33,96.9,0.280,852000,0.00572
8.37,99.1,0.283,871000,0.00578
8.40,101,0.286,891000,0.00584
8.44,104,0.289,909000,0.00590
8.48,106,0.292,930000,0.00596
8.51,108,0.295,951000,0.00603
8.55,111,0.298,971000,0.00609
8.59,113,0.301,990000,0.00615
8.63,115,0.304,1010000,0.00621
8.66,117,0.307,1030000,0.00627
8.70,120,0.310,1050000,0.00633
8.74,122,0.313,1070000,0.00639
8.77,124,0.316,1090000,0.00645
8.81,127,0.319,1120000,0.00652
8.85,130,0.322,1140000,0.00658
8.88,133,0.325,1160000,0.00664
8.92,136,0.328,1190000,0.00670
8.96,139,0.331,1230000,0.00676
8.99,143,0.334,1260000,0.00683
9.03,147,0.337,1290000,0.00689
9.07,150,0.340,1320000,0.00695
9.11,154,0.343,1350000,0.00701
9.14,157,0.346,1380000,0.00707
9.18,161,0.349,1410000,0.00713
9.22,164,0.352,1440000,0.00719
9.25,168,0.355,1470000,0.00725
9.29,171,0.358,1500000,0.00732
9.33,175,0.361,1540000,0.00738
9.36,178,0.364,1570000,0.00744
9.40,182,0.367,1600000,0.00750
9.44,185,0.370,1630000,0.00756
9.47,189,0.373,1660000,0.00762
9.51,193,0.376,1690000,0.00768
9.55,196,0.379,1720000,0.00774
9.59,200,0.382,1760000,0.00781
9.62,204,0.385,1790000,0.00787
9.66,208,0.388,1820000,0.00793
9.70,211,0.391,1860000,0.00799
9.73,215,0.394,1890000,0.00805
9.77,220,0.397,1930000,0.00811
9.81,224,0.400,1970000,0.00818
9.84,228,0.403,2000000,0.00824
9.88,233,0.406,2050000,0.00830
9.92,238,0.409,2090000,0.00836
9.95,243,0.412,2140000,0.00842
9.99,249,0.415,2190000,0.00848
10.0,255,0.418,2240000,0.00854
10.1,261,0.421,2290000,0.00861
10.1,267,0.425,2350000,0.00867
10.1,273,0.427,2400000,0.00873
10.2,279,0.430,2450000,0.00879
10.2,285,0.433,2510000,0.00885
10.2,292,0.436,2560000,0.00891
10.3,298,0.439,2620000,0.00898
10.3,304,0.442,2670000,0.00904
10.4,311,0.445,2730000,0.00910
10.4,317,0.449,2790000,0.00916
10.4,324,0.452,2850000,0.00922
10.5,330,0.454,2900000,0.00928
10.5,337,0.458,2960000,0.00934
10.5,344,0.461,3020000,0.00941
10.6,350,0.464,3080000,0.00947
10.6,357,0.467,3140000,0.00953
10.7,363,0.470,3190000,0.00959
10.7,370,0.473,3250000,0.00965
10.7,377,0.476,3310000,0.00972
10.8,383,0.479,3360000,0.00978
10.8,389,0.482,3420000,0.00984
10.8,396,0.485,3480000,0.00990
10.9,402,0.488,3540000,0.00996
10.9,409,0.491,3600000,0.0100
11.0,416,0.494,3650000,0.0101
11.0,423,0.497,3720000,0.0101
11.0,430,0.500,3780000,0.0102
11.1,437,0.503,3840000,0.0103
11.1,444,0.506,3900000,0.0103
11.1,451,0.509,3960000,0.0104
11.2,459,0.512,4030000,0.0105
11.2,466,0.515,4090000,0.0105
11.2,473,0.518,4160000,0.0106
11.3,481,0.521,4220000,0.0106
11.3,488,0.524,4290000,0.0107
11.4,496,0.527,4360000,0.0108
11.4,503,0.530,4420000,0.0108
11.4,511,0.533,4490000,0.0109
11.5,518,0.536,4550000,0.0109
11.5,526,0.539,4620000,0.0110
11.5,533,0.542,4680000,0.0111
11.6,540,0.545,4740000,0.0111
11.6,548,0.548,4810000,0.0112
11.7,555,0.551,4880000,0.0113
11.7,562,0.554,4940000,0.0113
11.7,569,0.557,5000000,0.0114
11.8,577,0.560,5070000,0.0114
11.8,584,0.563,5130000,0.0115
11.8,592,0.566,5200000,0.0116
11.9,598,0.569,5260000,0.0116
11.9,605,0.572,5320000,0.0117
11.9,612,0.575,5380000,0.0117
12.0,619,0.578,5440000,0.0118
12.0,627,0.581,5510000,0.0119
12.1,635,0.584,5580000,0.0119
12.1,643,0.587,5650000,0.0120
12.1,652,0.590,5720000,0.0121
12.2,659,0.593,5790000,0.0121
12.2,668,0.596,5870000,0.0122
12.2,677,0.599,5940000,0.0122
12.3,685,0.602,6020000,0.0123
12.3,694,0.605,6090000,0.0124
12.4,702,0.608,6170000,0.0124
12.4,712,0.611,6250000,0.0125
12.4,721,0.614,6330000,0.0125
12.5,730,0.617,6410000,0.0126
12.5,739,0.620,6490000,0.0127
12.5,749,0.623,6580000,0.0127
12.6,759,0.626,6670000,0.0128
12.6,768,0.629,6750000,0.0128
12.6,778,0.632,6840000,0.0129
12.7,789,0.635,6930000,0.0130
12.7,799,0.638,7020000,0.0130
12.8,809,0.641,7110000,0.0131
12.8,819,0.644,7200000,0.0132
12.8,830,0.647,7290000,0.0132
12.9,840,0.650,7380000,0.0133
12.9,851,0.653,7480000,0.0133
12.9,861,0.656,7570000,0.0134
13.0,872,0.659,7660000,0.0135
13.0,883,0.662,7760000,0.0135
13.1,894,0.665,7860000,0.0136
13.1,905,0.668,7950000,0.0136
13.1,916,0.671,8050000,0.0137
13.2,928,0.674,8160000,0.0138
13.2,940,0.677,8260000,0.0138
13.2,951,0.680,8360000,0.0139
13.3,963,0.683,8460000,0.0140
13.3,978,0.687,8590000,0.0140
13.4,992,0.690,8710000,0.0141
13.4,1010,0.693,8850000,0.0141
13.4,1020,0.696,9000000,0.0142
13.5,1050,0.699,9190000,0.0143
13.5,1070,0.702,9370000,0.0143
13.5,1090,0.705,9550000,0.0144
13.6,1110,0.708,9720000,0.0145
13.6,1130,0.711,9910000,0.0145
13.6,1150,0.714,10100000,0.0146
13.7,1170,0.717,10300000,0.0146
13.7,1190,0.720,10500000,0.0147
13.8,1210,0.723,10700000,0.0148
13.8,1230,0.726,10800000,0.0148
13.8,1260,0.729,11000000,0.0149
13.9,1280,0.732,11200000,0.0149
13.9,1300,0.735,11400000,0.0150
13.9,1320,0.738,11600000,0.0151
14.0,1340,0.741,11800000,0.0151
14.0,1360,0.744,12000000,0.0152
14.1,1380,0.747,12100000,0.0153
14.1,1410,0.750,12300000,0.0153
14.1,1430,0.753,12500000,0.0154
14.2,1450,0.756,12700000,0.0154
14.2,1470,0.759,12900000,0.0155
14.2,1490,0.762,13100000,0.0156
14.3,1510,0.765,13300000,0.0156
14.3,1530,0.768,13500000,0.0157
14.3,1560,0.771,13700000,0.0157
14.4,1580,0.774,13900000,0.0158
14.4,1600,0.777,14100000,0.0159
14.5,1630,0.780,14300000,0.0159
14.5,1650,0.783,14500000,0.0160
14.5,1680,0.786,14700000,0.0161
14.6,1700,0.789,15000000,0.0161
14.6,1730,0.792,15200000,0.0162
14.6,1760,0.795,15400000,0.0162
14.7,1780,0.798,15700000,0.0163
14.7,1810,0.801,15900000,0.0164
14.8,1840,0.804,16200000,0.0164
14.8,1870,0.807,16400000,0.0165
14.8,1900,0.810,16600000,0.0165
14.9,1920,0.813,16900000,0.0166
14.9,1950,0.816,17100000,0.0167
14.9,1980,0.819,17400000,0.0167
15.0,2000,0.822,17600000,0.0168
15.0,2030,0.825,17900000,0.0169
15.0,2060,0.828,18100000,0.0169
15.1,2090,0.831,18300000,0.0170
15.1,2110,0.834,18600000,0.0170
15.2,2140,0.837,18800000,0.0171
15.2,2170,0.840,19100000,0.0172
15.2,2200,0.843,19300000,0.0172
15.3,2220,0.846,19500000,0.0173
15.3,2250,0.849,19800000,0.0173
15.3,2280,0.852,20000000,0.0174
15.4,2310,0.855,20300000,0.0175
15.4,2340,0.858,20500000,0.0175
15.5,2370,0.861,20800000,0.0176
15.5,2400,0.865,21100000,0.0177
15.5,2430,0.868,21300000,0.0177
15.6,2450,0.870,21600000,0.0178
15.6,2480,0.873,21800000,0.0178
15.6,2510,0.876,22100000,0.0179
15.7,2540,0.879,22400000,0.0180
15.7,2570,0.882,22600000,0.0180
15.7,2600,0.885,22900000,0.0181
15.8,2630,0.888,23100000,0.0181
15.8,2670,0.892,23400000,0.0182
15.9,2690,0.894,23700000,0.0183
15.9,2720,0.897,23900000,0.0183
15.9,2750,0.901,24200000,0.0184
16.0,2790,0.904,24500000,0.0185
16.0,2820,0.907,24700000,0.0185
16.0,2840,0.909,25000000,0.0186
16.1,2880,0.913,25300000,0.0186
16.1,2910,0.916,25500000,0.0187
16.2,2940,0.919,25800000,0.0188
16.2,2970,0.922,26100000,0.0188
16.2,3000,0.925,26300000,0.0189
16.3,3030,0.928,26600000,0.0189
16.3,3060,0.931,26800000,0.0190
16.3,3080,0.934,27100000,0.0191
16.4,3110,0.937,27400000,0.0191
16.4,3140,0.940,27600000,0.0192
16.5,3170,0.943,27900000,0.0193
16.5,3200,0.946,28100000,0.0193
16.5,3230,0.949,28400000,0.0194
16.6,3260,0.952,28600000,0.0194
16.6,3290,0.955,28900000,0.0195
16.6,3320,0.958,29100000,0.0196
16.7,3340,0.961,29400000,0.0196
16.7,3370,0.964,29600000,0.0197
16.7,3400,0.967,29900000,0.0197
16.8,3430,0.970,30100000,0.0198
16.8,3460,0.973,30400000,0.0199
16.9,3490,0.976,30600000,0.0199
16.9,3510,0.979,30900000,0.0200
16.9,3540,0.982,31100000,0.0201
17.0,3570,0.985,31300000,0.0201
17.0,3590,0.988,31600000,0.0202
17.0,3620,0.991,31800000,0.0202
17.1,3650,0.994,32100000,0.0203
17.1,3680,0.997,32300000,0.0204
17.2,3700,1.00,32500000,0.0204
17.2,3730,1.00,32800000,0.0205
17.2,3760,1.01,33000000,0.0206
17.3,3790,1.01,33300000,0.0206
17.3,3810,1.01,33500000,0.0207
17.3,3840,1.02,33800000,0.0207
17.4,3870,1.02,34000000,0.0208
17.4,3900,1.02,34200000,0.0209
17.4,3920,1.02,34500000,0.0209
17.5,3950,1.03,34700000,0.0210
17.5,3980,1.03,35000000,0.0210
17.6,4010,1.03,35200000,0.0211
17.6,4030,1.04,35400000,0.0212
17.6,4060,1.04,35700000,0.0212
17.7,4090,1.04,35900000,0.0213
17.7,4110,1.05,36100000,0.0213
17.7,4140,1.05,36300000,0.0214
17.8,4160,1.05,36500000,0.0215
17.8,4190,1.05,36800000,0.0215
17.9,4210,1.06,37000000,0.0216
17.9,4230,1.06,37200000,0.0217
17.9,4260,1.06,37400000,0.0217
18.0,4280,1.07,37600000,0.0218
18.0,4310,1.07,37800000,0.0218
18.0,4330,1.07,38000000,0.0219
18.1,4350,1.08,38200000,0.0220
18.1,4370,1.08,38400000,0.0220
18.1,4390,1.08,38600000,0.0221
18.2,4410,1.08,38700000,0.0222
18.2,4430,1.09,38900000,0.0222
18.3,4450,1.09,39100000,0.0223
18.3,4470,1.09,39300000,0.0223
18.3,4490,1.10,39500000,0.0224
18.4,4510,1.10,39700000,0.0225
18.4,4540,1.10,39900000,0.0225
18.4,4560,1.11,40100000,0.0226
18.5,4580,1.11,40300000,0.0226
18.5,4600,1.11,40500000,0.0227
18.6,4630,1.11,40700000,0.0228
18.6,4650,1.12,40900000,0.0228
18.6,4680,1.12,41100000,0.0229
18.7,4700,1.12,41300000,0.0230
18.7,4730,1.13,41500000,0.0230
18.7,4760,1.13,41800000,0.0231
18.8,4780,1.13,42000000,0.0231
18.8,4810,1.14,42300000,0.0232
18.9,4840,1.14,42500000,0.0233
18.9,4870,1.14,42800000,0.0233
18.9,4900,1.14,43000000,0.0234
19.0,4930,1.15,43300000,0.0234
19.0,4960,1.15,43600000,0.0235
19.0,4990,1.15,43900000,0.0236
19.1,5030,1.16,44200000,0.0236
19.1,5060,1.16,44400000,0.0237
19.1,5090,1.16,44700000,0.0237
19.2,5130,1.17,45000000,0.0238
19.2,5160,1.17,45300000,0.0239
19.3,5190,1.17,45600000,0.0239
19.3,5230,1.17,45900000,0.0240
19.3,5260,1.18,46200000,0.0241
19.4,5300,1.18,46500000,0.0241
19.4,5330,1.18,46800000,0.0242
19.4,5360,1.19,47100000,0.0242
19.5,5400,1.19,47400000,0.0243
19.5,5440,1.19,47800000,0.0244
19.6,5470,1.20,48100000,0.0244
19.6,5500,1.20,48400000,0.0245
19.6,5540,1.20,48600000,0.0245
19.7,5570,1.21,49000000,0.0246
19.7,5610,1.21,49300000,0.0247
19.7,5640,1.21,49600000,0.0247
19.8,5680,1.21,49900000,0.0248
19.8,5710,1.22,50200000,0.0249
19.8,5750,1.22,50500000,0.0249
19.9,5780,1.22,50800000,0.0250
19.9,5820,1.23,51100000,0.0250
20.0,5850,1.23,51400000,0.0251
20.0,5890,1.23,51700000,0.0252
20.0,5920,1.24,52000000,0.0252
20.1,5960,1.24,52300000,0.0253
20.1,5990,1.24,52600000,0.0253
20.1,6030,1.24,53000000,0.0254
20.2,6060,1.25,53300000,0.0255
20.2,6100,1.25,53600000,0.0255
20.3,6130,1.25,53900000,0.0256
20.3,6170,1.26,54200000,0.0257
20.3,6200,1.26,54500000,0.0257
20.4,6240,1.26,54800000,0.0258
20.4,6270,1.27,55100000,0.0258
20.4,6310,1.27,55400000,0.0259
20.5,6340,1.27,55700000,0.0260
20.5,6380,1.27,56000000,0.0260
20.5,6410,1.28,56300000,0.0261
20.6,6450,1.28,56600000,0.0261
20.6,6480,1.28,56900000,0.0262
20.7,6520,1.29,57200000,0.0263
20.7,6550,1.29,57500000,0.0263
20.7,6580,1.29,57900000,0.0264
20.8,6620,1.30,58200000,0.0265
20.8,6650,1.30,58500000,0.0265
20.8,6690,1.30,58800000,0.0266
20.9,6720,1.30,59100000,0.0266
20.9,6760,1.31,59400000,0.0267
21.0,6790,1.31,59700000,0.0268
21.0,6820,1.31,60000000,0.0268
21.0,6850,1.32,60200000,0.0269
21.1,6890,1.32,60500000,0.0269
21.1,6920,1.32,60800000,0.0270
21.1,6960,1.33,61100000,0.0271
21.2,6990,1.33,61400000,0.0271
21.2,7030,1.33,61700000,0.0272
21.2,7060,1.33,62000000,0.0273
21.3,7090,1.34,62300000,0.0273
21.3,7120,1.34,62600000,0.0274
21.4,7150,1.34,62800000,0.0274
21.4,7180,1.35,63100000,0.0275
21.4,7210,1.35,63400000,0.0276
21.5,7240,1.35,63600000,0.0276
21.5,7280,1.36,63900000,0.0277
21.5,7310,1.36,64200000,0.0278
21.6,7330,1.36,64400000,0.0278
21.6,7360,1.36,64700000,0.0279
21.7,7400,1.37,65000000,0.0279
21.7,7430,1.37,65300000,0.0280
21.7,7450,1.37,65500000,0.0281
21.8,7490,1.38,65800000,0.0281
21.8,7510,1.38,66000000,0.0282
21.8,7550,1.38,66300000,0.0282
21.9,7580,1.39,66600000,0.0283
21.9,7610,1.39,66800000,0.0284
22.0,7640,1.39,67100000,0.0284
22.0,7670,1.39,67400000,0.0285
22.0,7700,1.40,67600000,0.0285
22.1,7730,1.40,67900000,0.0286
22.1,7750,1.40,68100000,0.0287
22.1,7790,1.41,68400000,0.0287
22.2,7820,1.41,68700000,0.0288
22.2,7840,1.41,68900000,0.0289
22.2,7870,1.42,69200000,0.0289
22.3,7900,1.42,69400000,0.0290
22.3,7930,1.42,69700000,0.0290
22.4,7960,1.42,69900000,0.0291
22.4,7990,1.43,70200000,0.0292
22.4,8020,1.43,70500000,0.0292
22.5,8060,1.43,70800000,0.0293
22.5,8080,1.44,71000000,0.0293
22.5,8110,1.44,71300000,0.0294
22.6,8150,1.44,71600000,0.0295
22.6,8180,1.45,71900000,0.0295
22.7,8210,1.45,72100000,0.0296
22.7,8240,1.45,72400000,0.0297
22.7,8270,1.45,72700000,0.0297
22.8,8310,1.46,73000000,0.0298
22.8,8340,1.46,73300000,0.0298
22.8,8370,1.46,73600000,0.0299
22.9,8410,1.47,73900000,0.0300
22.9,8440,1.47,74200000,0.0300
22.9,8470,1.47,74500000,0.0301
23.0,8510,1.48,74700000,0.0301
23.0,8540,1.48,75000000,0.0302
23.1,8580,1.48,75300000,0.0303
23.1,8610,1.49,75600000,0.0303
23.1,8640,1.49,75900000,0.0304
23.2,8670,1.49,76200000,0.0305
23.2,8710,1.49,76500000,0.0305
23.2,8740,1.50,76800000,0.0306
23.3,8780,1.50,77100000,0.0306
23.3,8810,1.50,77400000,0.0307
23.4,8840,1.51,77700000,0.0308
23.4,8880,1.51,78000000,0.0308
23.4,8910,1.51,78300000,0.0309
23.5,8950,1.52,78600000,0.0309
23.5,8980,1.52,78900000,0.0310
23.5,9020,1.52,79200000,0.0311
23.6,9050,1.52,79500000,0.0311
23.6,9090,1.53,79800000,0.0312
23.6,9120,1.53,80100000,0.0313
23.7,9160,1.53,80500000,0.0313
23.7,9190,1.54,80700000,0.0314
23.8,9220,1.54,81000000,0.0314
23.8,9250,1.54,81300000,0.0315
23.8,9290,1.55,81600000,0.0316
23.9,9320,1.55,81900000,0.0316
23.9,9360,1.55,82200000,0.0317
23.9,9390,1.55,82500000,0.0317
24.0,9420,1.56,82800000,0.0318
24.0,9460,1.56,83100000,0.0319
24.1,9490,1.56,83400000,0.0319
24.1,9520,1.57,83600000,0.0320
24.1,9560,1.57,83900000,0.0321
24.2,9590,1.57,84200000,0.0321
24.2,9620,1.58,84500000,0.0322
24.2,9650,1.58,84800000,0.0322
24.3,9680,1.58,85100000,0.0323
24.3,9720,1.58,85400000,0.0324
24.4,9750,1.59,85600000,0.0324
24.4,9780,1.59,85900000,0.0325
24.4,9810,1.59,86200000,0.0325
24.5,9850,1.60,86500000,0.0326
24.5,9880,1.60,86800000,0.0327
24.5,9910,1.60,87100000,0.0327
24.6,9940,1.61,87300000,0.0328
24.6,9980,1.61,87600000,0.0329
24.6,10000,1.61,87900000,0.0329
24.7,10000,1.61,88200000,0.0330
24.7,10100,1.62,88400000,0.0330
24.8,10100,1.62,88700000,0.0331
24.8,10100,1.62,89000000,0.0332
24.8,10200,1.63,89200000,0.0332
24.9,10200,1.63,89500000,0.0333
24.9,10200,1.63,89800000,0.0333
24.9,10300,1.64,90100000,0.0334
25.0,10300,1.64,90300000,0.0335
25.0,10300,1.64,90600000,0.0335
25.1,10300,1.64,90900000,0.0336
25.1,10400,1.65,91100000,0.0337
25.1,10400,1.65,91400000,0.0337
25.2,10400,1.65,91600000,0.0338
25.2,10500,1.66,91900000,0.0338
25.2,10500,1.66,92100000,0.0339
25.3,10500,1.66,92400000,0.0340
25.3,10500,1.67,92600000,0.0340
25.3,10600,1.67,92900000,0.0341
25.4,10600,1.67,93200000,0.0341
25.4,10600,1.67,93400000,0.0342
25.5,10700,1.68,93600000,0.0343
25.5,10700,1.68,93900000,0.0343
25.5,10700,1.68,94200000,0.0344
25.6,10700,1.69,94400000,0.0345
25.6,10800,1.69,94600000,0.0345
25.6,10800,1.69,94800000,0.0346
25.7,10800,1.70,95100000,0.0346
25.7,10800,1.70,95300000,0.0347
25.8,10900,1.70,95500000,0.0348
25.8,10900,1.70,95700000,0.0348
25.8,10900,1.71,95900000,0.0349
25.9,10900,1.71,96100000,0.0350
25.9,11000,1.71,96300000,0.0350
25.9,11000,1.72,96500000,0.0351
26.0,11000,1.72,96700000,0.0351
26.0,11000,1.72,96900000,0.0352
26.0,11100,1.73,97100000,0.0353
26.1,11100,1.73,97300000,0.0353
26.1,11100,1.73,97600000,0.0354
26.2,11100,1.74,97800000,0.0354
26.2,11200,1.74,98000000,0.0355
26.2,11200,1.74,98200000,0.0356
26.3,11200,1.74,98400000,0.0356
26.3,11200,1.75,98700000,0.0357
26.3,11300,1.75,98900000,0.0357
26.4,11300,1.75,99100000,0.0358
26.4,11300,1.76,99300000,0.0359
26.5,11300,1.76,99500000,0.0359
26.5,11300,1.76,99700000,0.0360
26.5,11400,1.77,99800000,0.0361
26.6,11400,1.77,100000000,0.0361
26.6,11400,1.77,100000000,0.0362
26.6,11400,1.77,100000000,0.0362
26.7,11400,1.78,101000000,0.0363
26.7,11500,1.78,101000000,0.0364
26.7,11500,1.78,101000000,0.0364
26.8,11500,1.79,101000000,0.0365
26.8,11500,1.79,101000000,0.0365
26.9,11500,1.79,101000000,0.0366
26.9,11600,1.80,102000000,0.0367
26.9,11600,1.80,102000000,0.0367
27.0,11600,1.80,102000000,0.0368
27.0,11600,1.80,102000000,0.0369
27.0,11600,1.81,102000000,0.0369
27.1,11700,1.81,102000000,0.0370
27.1,11700,1.81,103000000,0.0370
27.2,11700,1.82,103000000,0.0371
27.2,11700,1.82,103000000,0.0372
27.2,11800,1.82,103000000,0.0372
27.3,11800,1.83,103000000,0.0373
27.3,11800,1.83,104000000,0.0373
27.3,11800,1.83,104000000,0.0374
27.4,11800,1.83,104000000,0.0375
27.4,11900,1.84,104000000,0.0375
27.5,11900,1.84,104000000,0.0376
27.5,11900,1.84,105000000,0.0377
27.5,11900,1.85,105000000,0.0377
27.6,12000,1.85,105000000,0.0378
27.6,12000,1.85,105000000,0.0378
27.6,12000,1.86,105000000,0.0379
27.7,12000,1.86,106000000,0.0380
27.7,12000,1.86,106000000,0.0380
27.7,12100,1.86,106000000,0.0381
27.8,12100,1.87,106000000,0.0382
27.8,12100,1.87,106000000,0.0382
27.9,12100,1.87,106000000,0.0383
27.9,12100,1.88,107000000,0.0383
27.9,12200,1.88,107000000,0.0384
28.0,12200,1.88,107000000,0.0385
28.0,12200,1.89,107000000,0.0385
28.0,12200,1.89,107000000,0.0386
28.1,12200,1.89,108000000,0.0386
28.1,12300,1.90,108000000,0.0387
28.2,12300,1.90,108000000,0.0388
28.2,12300,1.90,108000000,0.0388
28.2,12300,1.90,108000000,0.0389
28.3,12300,1.91,108000000,0.0390
28.3,12400,1.91,109000000,0.0390
28.3,12400,1.91,109000000,0.0391
28.4,12400,1.92,109000000,0.0391
28.4,12400,1.92,109000000,0.0392
28.4,12400,1.92,109000000,0.0393
28.5,12400,1.93,109000000,0.0393
28.5,12500,1.93,109000000,0.0394
28.6,12500,1.93,110000000,0.0394
28.6,12500,1.93,110000000,0.0395
28.6,12500,1.94,110000000,0.0396
28.7,12500,1.94,110000000,0.0396
28.7,12500,1.94,110000000,0.0397
28.7,12500,1.95,110000000,0.0398
28.8,12500,1.95,110000000,0.0398
28.8,12600,1.95,110000000,0.0399
28.9,12600,1.96,110000000,0.0399
28.9,12600,1.96,110000000,0.0400
28.9,12600,1.96,111000000,0.0401
29.0,12600,1.96,111000000,0.0401
29.0,12600,1.97,111000000,0.0402
29.0,12600,1.97,111000000,0.0402
29.1,12600,1.97,111000000,0.0403
29.1,12600,1.98,111000000,0.0404
29.1,12600,1.98,111000000,0.0404
29.2,12600,1.98,111000000,0.0405
29.2,12700,1.99,111000000,0.0406
29.3,12700,1.99,111000000,0.0406
29.3,12700,1.99,111000000,0.0407
29.3,12700,1.99,111000000,0.0407
29.4,12700,2.00,111000000,0.0408
29.4,12700,2.00,111000000,0.0409
29.4,12700,2.00,111000000,0.0409
29.5,12700,2.01,112000000,0.0410
29.5,12700,2.01,112000000,0.0410
29.6,12700,2.01,112000000,0.0411
29.6,12700,2.02,112000000,0.0412
29.6,12700,2.02,112000000,0.0412
29.7,12700,2.02,112000000,0.0413
29.7,12700,2.02,112000000,0.0414
29.7,12700,2.03,112000000,0.0414
29.8,12700,2.03,112000000,0.0415
29.8,12800,2.03,112000000,0.0415
29.9,12800,2.04,112000000,0.0416
29.9,12800,2.04,112000000,0.0417
29.9,12800,2.04,112000000,0.0417
30.0,12800,2.05,112000000,0.0418
30.0,12800,2.05,112000000,0.0418
30.0,12800,2.05,112000000,0.0419
30.1,12800,2.05,113000000,0.0420
30.1,12800,2.06,113000000,0.0420
30.1,12800,2.06,113000000,0.0421
30.2,12900,2.06,113000000,0.0422
30.2,12900,2.07,113000000,0.0422
30.3,12900,2.07,113000000,0.0423
30.3,12900,2.07,113000000,0.0423
30.3,12900,2.08,113000000,0.0424
30.4,12900,2.08,114000000,0.0425
30.4,12900,2.08,114000000,0.0425
30.4,13000,2.09,114000000,0.0426
30.5,13000,2.09,114000000,0.0426
30.5,13000,2.09,114000000,0.0427
30.6,13000,2.09,114000000,0.0428
30.6,13000,2.10,115000000,0.0428
30.6,13100,2.10,115000000,0.0429
30.7,13100,2.10,115000000,0.0430
30.7,13100,2.11,115000000,0.0430
30.7,13100,2.11,115000000,0.0431
30.8,13100,2.11,115000000,0.0431
30.8,13100,2.12,115000000,0.0432
30.8,13100,2.12,116000000,0.0433
30.9,13200,2.12,116000000,0.0433
30.9,13200,2.12,116000000,0.0434
31.0,13200,2.13,116000000,0.0434
31.0,13200,2.13,116000000,0.0435
