Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
31.0,13200,2.13,116000000,0.0436
31.1,13200,2.14,116000000,0.0436
31.1,13300,2.14,116000000,0.0437
31.1,13300,2.14,117000000,0.0438
31.2,13300,2.15,117000000,0.0438
31.2,13300,2.15,117000000,0.0439
31.3,13300,2.15,117000000,0.0439
31.3,13300,2.15,117000000,0.0440
31.3,13300,2.16,117000000,0.0441
31.4,13300,2.16,117000000,0.0441
31.4,13300,2.16,117000000,0.0442
31.4,13300,2.17,117000000,0.0443
31.5,13300,2.17,117000000,0.0443
31.5,13200,2.17,116000000,0.0444
31.5,13200,2.18,116000000,0.0444
31.6,13100,2.18,115000000,0.0445
31.6,12900,2.18,114000000,0.0446
31.7,12300,2.19,108000000,0.0446
31.7,11600,2.19,102000000,0.0447
31.7,11300,2.19,99700000,0.0448
31.8,11200,2.19,98500000,0.0448
31.8,11100,2.20,97800000,0.0449
31.8,11100,2.20,97300000,0.0449
31.9,11000,2.20,96800000,0.0450
31.9,11000,2.21,96400000,0.0451
32.0,10900,2.21,96100000,0.0451
32.0,10900,2.21,96000000,0.0452
32.0,10900,2.21,95800000,0.0452
32.1,10900,2.22,95800000,0.0453
32.1,10900,2.22,95700000,0.0454
32.1,10900,2.22,95800000,0.0454
32.2,10900,2.23,95800000,0.0455
32.2,10900,2.23,95900000,0.0455
32.2,10900,2.23,96000000,0.0456
32.3,10900,2.24,96100000,0.0457
32.3,11000,2.24,96200000,0.0457
32.4,11000,2.24,96300000,0.0458
32.4,11000,2.24,96500000,0.0459
32.4,11000,2.25,96600000,0.0459
32.5,11000,2.25,96800000,0.0460
32.5,11000,2.25,96900000,0.0460
32.5,11000,2.26,97100000,0.0461
32.6,11100,2.26,97300000,0.0462
32.6,11100,2.26,97500000,0.0462
32.7,11100,2.27,97600000,0.0463
32.7,11100,2.27,97800000,0.0463
32.7,11200,2.27,98000000,0.0464
32.8,11200,2.28,98200000,0.0465
32.8,11200,2.28,98400000,0.0465
32.8,11200,2.28,98500000,0.0466
32.9,11200,2.28,98700000,0.0466
32.9,11300,2.29,98900000,0.0467
33.0,11300,2.29,99100000,0.0468
33.0,11300,2.29,99300000,0.0468
33.0,11300,2.30,99500000,0.0469
33.1,11400,2.30,99700000,0.0470
33.1,11400,2.30,99900000,0.0470
33.1,11400,2.31,100000000,0.0471
33.2,11400,2.31,100000000,0.0471
33.2,11400,2.31,101000000,0.0472
33.2,11500,2.31,101000000,0.0473
33.3,11500,2.32,101000000,0.0473
33.3,11500,2.32,101000000,0.0474
33.4,11500,2.32,101000000,0.0475
33.4,11600,2.33,101000000,0.0475
33.4,11600,2.33,102000000,0.0476
33.5,11600,2.33,102000000,0.0476
33.5,11600,2.34,102000000,0.0477
33.5,11600,2.34,102000000,0.0478
33.6,11700,2.34,102000000,0.0478
33.6,11700,2.34,103000000,0.0479
33.7,11700,2.35,103000000,0.0479
33.7,11700,2.35,103000000,0.0480
33.7,11700,2.35,103000000,0.0481
33.8,11800,2.36,103000000,0.0481
33.8,11800,2.36,104000000,0.0482
33.8,11800,2.36,104000000,0.0483
33.9,11800,2.37,104000000,0.0483
33.9,11800,2.37,104000000,0.0484
33.9,11900,2.37,104000000,0.0484
34.0,11900,2.37,104000000,0.0485
34.0,11900,2.38,105000000,0.0486
34.1,11900,2.38,105000000,0.0486
34.1,11900,2.38,105000000,0.0487
34.1,12000,2.39,105000000,0.0487
34.2,12000,2.39,105000000,0.0488
34.2,12000,2.39,105000000,0.0489
34.2,12000,2.40,106000000,0.0489
34.3,12000,2.40,106000000,0.0490
34.3,12000,2.40,106000000,0.0491
34.4,12100,2.40,106000000,0.0491
34.4,12100,2.41,106000000,0.0492
34.4,12100,2.41,106000000,0.0492
34.5,12100,2.41,106000000,0.0493
34.5,12100,2.42,107000000,0.0494
34.5,12100,2.42,107000000,0.0494
34.6,12200,2.42,107000000,0.0495
34.6,12200,2.43,107000000,0.0495
34.6,12200,2.43,107000000,0.0496
34.7,12200,2.43,107000000,0.0497
34.7,12200,2.43,107000000,0.0497
34.8,12200,2.44,108000000,0.0498
34.8,12300,2.44,108000000,0.0499
34.8,12300,2.44,108000000,0.0499
34.9,12300,2.45,108000000,0.0500
34.9,12300,2.45,108000000,0.0500
34.9,12300,2.45,108000000,0.0501
35.0,12400,2.46,109000000,0.0502
35.0,12400,2.46,109000000,0.0502
35.1,12400,2.46,109000000,0.0503
35.1,12400,2.47,109000000,0.0503
35.1,12400,2.47,109000000,0.0504
35.2,12500,2.47,109000000,0.0505
35.2,12500,2.47,110000000,0.0505
35.2,12500,2.48,110000000,0.0506
35.3,12500,2.48,110000000,0.0507
35.3,12600,2.48,110000000,0.0507
35.3,12600,2.49,110000000,0.0508
35.4,12600,2.49,111000000,0.0508
35.4,12600,2.49,111000000,0.0509
35.5,12600,2.49,111000000,0.0510
35.5,12700,2.50,111000000,0.0510
35.5,12700,2.50,112000000,0.0511
35.6,12700,2.50,112000000,0.0511
35.6,12700,2.51,112000000,0.0512
35.6,12800,2.51,112000000,0.0513
35.7,12800,2.51,112000000,0.0513
35.7,12800,2.52,113000000,0.0514
35.8,12800,2.52,113000000,0.0515
35.8,12900,2.52,113000000,0.0515
35.8,12900,2.53,113000000,0.0516
35.9,12900,2.53,113000000,0.0516
35.9,12900,2.53,114000000,0.0517
35.9,12900,2.53,114000000,0.0518
36.0,13000,2.54,114000000,0.0518
36.0,13000,2.54,114000000,0.0519
36.1,13000,2.54,114000000,0.0519
36.1,13000,2.55,114000000,0.0520
36.1,13000,2.55,115000000,0.0521
36.2,13100,2.55,115000000,0.0521
36.2,13100,2.56,115000000,0.0522
36.2,13100,2.56,115000000,0.0523
36.3,13100,2.56,115000000,0.0523
36.3,13100,2.56,116000000,0.0524
36.3,13200,2.57,116000000,0.0524
36.4,13200,2.57,116000000,0.0525
36.4,13200,2.57,116000000,0.0526
36.5,13200,2.58,116000000,0.0526
36.5,13200,2.58,116000000,0.0527
36.5,13200,2.58,116000000,0.0527
36.6,13300,2.59,116000000,0.0528
36.6,13300,2.59,117000000,0.0529
36.6,13300,2.59,117000000,0.0529
36.7,13300,2.59,117000000,0.0530
36.7,13300,2.60,117000000,0.0531
36.8,13300,2.60,117000000,0.0531
36.8,13300,2.60,117000000,0.0532
36.8,13300,2.61,117000000,0.0532
36.9,13300,2.61,117000000,0.0533
36.9,13400,2.61,117000000,0.0534
36.9,13400,2.62,117000000,0.0534
37.0,13400,2.62,117000000,0.0535
37.0,13400,2.62,117000000,0.0535
37.0,13400,2.62,118000000,0.0536
37.1,13400,2.63,118000000,0.0537
37.1,13400,2.63,118000000,0.0537
37.2,13400,2.63,118000000,0.0538
37.2,13400,2.64,118000000,0.0539
37.2,13400,2.64,118000000,0.0539
37.3,13400,2.64,118000000,0.0540
37.3,13400,2.65,118000000,0.0540
37.3,13400,2.65,118000000,0.0541
37.4,13400,2.65,118000000,0.0542
37.4,13400,2.65,118000000,0.0542
37.5,13400,2.66,118000000,0.0543
37.5,13400,2.66,118000000,0.0543
37.5,13400,2.66,118000000,0.0544
37.6,13400,2.67,118000000,0.0545
37.6,13500,2.67,118000000,0.0545
37.6,13500,2.67,118000000,0.0546
37.7,13500,2.68,118000000,0.0547
37.7,13500,2.68,118000000,0.0547
37.7,13500,2.68,118000000,0.0548
37.8,13500,2.68,118000000,0.0548
37.8,13500,2.69,118000000,0.0549
37.9,13500,2.69,118000000,0.0550
37.9,13500,2.69,118000000,0.0550
37.9,13500,2.70,119000000,0.0551
38.0,13500,2.70,119000000,0.0551
38.0,13500,2.70,119000000,0.0552
38.0,13500,2.71,119000000,0.0553
38.1,13500,2.71,119000000,0.0553
38.1,13500,2.71,119000000,0.0554
38.2,13500,2.72,119000000,0.0555
38.2,13500,2.72,119000000,0.0555
38.2,13500,2.72,119000000,0.0556
38.3,13500,2.72,119000000,0.0556
38.3,13500,2.73,119000000,0.0557
38.3,13500,2.73,119000000,0.0558
38.4,13500,2.73,119000000,0.0558
38.4,13500,2.74,119000000,0.0559
38.5,13500,2.74,119000000,0.0559
38.5,13500,2.74,119000000,0.0560
38.5,13500,2.75,119000000,0.0561
38.6,13500,2.75,119000000,0.0561
38.6,13500,2.75,119000000,0.0562
38.6,13600,2.75,119000000,0.0563
38.7,13600,2.76,119000000,0.0563
38.7,13600,2.76,119000000,0.0564
38.7,13600,2.76,119000000,0.0564
38.8,13600,2.77,119000000,0.0565
38.8,13600,2.77,119000000,0.0566
38.9,13600,2.77,119000000,0.0566
38.9,13600,2.78,119000000,0.0567
38.9,13600,2.78,119000000,0.0567
39.0,13600,2.78,119000000,0.0568
39.0,13600,2.78,119000000,0.0569
39.0,13600,2.79,119000000,0.0569
39.1,13600,2.79,119000000,0.0570
39.1,13600,2.79,119000000,0.0571
39.2,13600,2.80,119000000,0.0571
39.2,13600,2.80,119000000,0.0572
39.2,13600,2.80,119000000,0.0572
39.3,13600,2.81,119000000,0.0573
39.3,13600,2.81,119000000,0.0574
39.3,13600,2.81,119000000,0.0574
39.4,13600,2.81,119000000,0.0575
39.4,13600,2.82,119000000,0.0575
39.4,13600,2.82,119000000,0.0576
39.5,13600,2.82,119000000,0.0577
39.5,13600,2.83,119000000,0.0577
39.6,13600,2.83,119000000,0.0578
39.6,13600,2.83,119000000,0.0579
39.6,13600,2.84,119000000,0.0579
39.7,13600,2.84,119000000,0.0580
39.7,13600,2.84,119000000,0.0580
39.7,13600,2.84,119000000,0.0581
39.8,13600,2.85,119000000,0.0582
39.8,13600,2.85,119000000,0.0582
39.9,13600,2.85,119000000,0.0583
39.9,13600,2.86,119000000,0.0583
39.9,13500,2.86,119000000,0.0584
40.0,13500,2.86,119000000,0.0585
40.0,13500,2.87,119000000,0.0585
40.0,13500,2.87,119000000,0.0586
40.1,13500,2.87,119000000,0.0587
40.1,13500,2.87,119000000,0.0587
40.1,13500,2.88,119000000,0.0588
40.2,13500,2.88,119000000,0.0588
40.2,13500,2.88,119000000,0.0589
40.3,13500,2.89,119000000,0.0590
40.3,13500,2.89,119000000,0.0590
40.3,13500,2.89,119000000,0.0591
40.4,13500,2.90,119000000,0.0591
40.4,13500,2.90,119000000,0.0592
40.4,13500,2.90,118000000,0.0593
40.5,13500,2.90,119000000,0.0593
40.5,13500,2.91,118000000,0.0594
40.6,13500,2.91,118000000,0.0595
40.6,13500,2.91,118000000,0.0595
40.6,13500,2.92,118000000,0.0596
40.7,13500,2.92,118000000,0.0596
40.7,13500,2.92,118000000,0.0597
40.7,13500,2.93,118000000,0.0598
40.8,13500,2.93,118000000,0.0598
40.8,13500,2.93,119000000,0.0599
40.8,13500,2.94,119000000,0.0600
40.9,13500,2.94,119000000,0.0600
40.9,13500,2.94,119000000,0.0601
41.0,13500,2.94,119000000,0.0601
41.0,13500,2.95,119000000,0.0602
41.0,13500,2.95,119000000,0.0603
41.1,13500,2.95,119000000,0.0603
41.1,13500,2.96,119000000,0.0604
41.1,13500,2.96,119000000,0.0604
41.2,13500,2.96,119000000,0.0605
41.2,13500,2.97,119000000,0.0606
41.3,13600,2.97,119000000,0.0606
41.3,13600,2.97,119000000,0.0607
41.3,13600,2.97,119000000,0.0608
41.4,13600,2.98,119000000,0.0608
41.4,13600,2.98,119000000,0.0609
41.4,13600,2.98,119000000,0.0609
41.5,13600,2.99,119000000,0.0610
41.5,13600,2.99,119000000,0.0611
41.6,13600,2.99,119000000,0.0611
41.6,13600,3.00,119000000,0.0612
41.6,13600,3.00,119000000,0.0612
41.7,13600,3.00,119000000,0.0613
41.7,13600,3.00,119000000,0.0614
41.7,13600,3.01,119000000,0.0614
41.8,13600,3.01,119000000,0.0615
41.8,13500,3.01,119000000,0.0615
41.8,13500,3.02,119000000,0.0616
41.9,13400,3.02,118000000,0.0617
41.9,13100,3.02,115000000,0.0617
42.0,9480,3.03,83200000,0.0618
42.0,8780,3.03,77200000,0.0620
