Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
27.3,11300,1.79,102000000,0.0363
27.4,11300,1.80,102000000,0.0364
27.4,11300,1.80,102000000,0.0364
27.4,11200,1.80,102000000,0.0365
27.5,11200,1.80,102000000,0.0365
27.5,11200,1.81,101000000,0.0366
27.5,11200,1.81,101000000,0.0366
27.5,11100,1.81,101000000,0.0367
27.6,11100,1.81,100000000,0.0367
27.6,11000,1.82,100000000,0.0368
27.6,11000,1.82,99500000,0.0368
27.7,10900,1.82,98900000,0.0369
27.7,10900,1.82,98400000,0.0369
27.7,10800,1.83,97800000,0.0370
27.8,10800,1.83,97300000,0.0370
27.8,10700,1.83,96800000,0.0371
27.8,10600,1.83,96400000,0.0371
27.8,10600,1.84,96000000,0.0372
27.9,10600,1.84,95700000,0.0372
27.9,10500,1.84,95400000,0.0373
27.9,10500,1.84,95100000,0.0373
28.0,10500,1.85,94900000,0.0374
28.0,10500,1.85,94600000,0.0374
28.0,10400,1.85,94400000,0.0375
28.1,10400,1.85,94200000,0.0375
28.1,10400,1.86,94100000,0.0376
28.1,10400,1.86,93900000,0.0376
28.2,10400,1.86,93700000,0.0377
28.2,10300,1.86,93600000,0.0377
28.2,10300,1.87,93500000,0.0378
28.2,10300,1.87,93300000,0.0378
28.3,10300,1.87,93200000,0.0379
28.3,10300,1.87,93000000,0.0379
28.3,10300,1.88,92900000,0.0380
28.4,10200,1.88,92700000,0.0380
28.4,10200,1.88,92600000,0.0381
28.4,10200,1.88,92400000,0.0381
28.5,10200,1.89,92200000,0.0382
28.5,10200,1.89,91900000,0.0382
28.5,10100,1.89,91600000,0.0383
28.6,10100,1.90,91200000,0.0383
28.6,9860,1.90,89200000,0.0384
28.6,9660,1.90,87500000,0.0385
28.6,9170,1.90,83000000,0.0385
28.7,8730,1.91,79000000,0.0386
28.7,8500,1.91,76900000,0.0386
28.7,8310,1.91,75200000,0.0387
28.8,8170,1.91,74000000,0.0387
28.8,8080,1.92,73100000,0.0388
28.8,8010,1.92,72500000,0.0388
28.9,7810,1.92,70700000,0.0389
28.9,7740,1.92,70000000,0.0389
28.9,7680,1.93,69600000,0.0390
29.0,7620,1.93,69000000,0.0390
29.0,7580,1.93,68600000,0.0391
29.0,7550,1.93,68400000,0.0391
29.0,7530,1.94,68200000,0.0392
29.1,7520,1.94,68100000,0.0392
29.1,7520,1.94,68000000,0.0393
29.1,7520,1.94,68000000,0.0393
29.2,7520,1.95,68100000,0.0394
29.2,7520,1.95,68100000,0.0394
29.2,7530,1.95,68100000,0.0395
29.3,7530,1.95,68200000,0.0395
29.3,7540,1.96,68300000,0.0396
29.3,7560,1.96,68400000,0.0396
29.3,7570,1.96,68500000,0.0397
29.4,7580,1.96,68600000,0.0397
29.4,7590,1.97,68700000,0.0398
29.4,7610,1.97,68900000,0.0398
29.5,7620,1.97,69000000,0.0399
29.5,7640,1.97,69100000,0.0399
29.5,7650,1.98,69200000,0.0400
29.6,7660,1.98,69400000,0.0400
29.6,7680,1.98,69500000,0.0401
29.6,7700,1.98,69700000,0.0401
29.7,7710,1.99,69800000,0.0402
29.7,7720,1.99,69900000,0.0402
29.7,7740,1.99,70100000,0.0403
29.7,7760,1.99,70200000,0.0403
29.8,7780,2.00,70400000,0.0404
29.8,7790,2.00,70500000,0.0404
29.8,7810,2.00,70700000,0.0405
29.9,7820,2.00,70800000,0.0405
29.9,7840,2.01,71000000,0.0406
29.9,7860,2.01,71100000,0.0406
30.0,7870,2.01,71300000,0.0407
30.0,7890,2.01,71400000,0.0407
30.0,7900,2.02,71500000,0.0408
30.1,7920,2.02,71700000,0.0408
30.1,7940,2.02,71800000,0.0409
30.1,7950,2.02,72000000,0.0410
30.1,7960,2.03,72100000,0.0410
30.2,7980,2.03,72200000,0.0410
30.2,7990,2.03,72400000,0.0411
30.2,8010,2.03,72500000,0.0412
30.3,8030,2.04,72600000,0.0412
30.3,8040,2.04,72800000,0.0413
30.3,8050,2.04,72900000,0.0413
30.4,8060,2.04,73000000,0.0414
30.4,8080,2.05,73100000,0.0414
30.4,8090,2.05,73200000,0.0415
30.5,8100,2.05,73300000,0.0415
30.5,8110,2.05,73400000,0.0416
30.5,8120,2.06,73500000,0.0416
30.5,8130,2.06,73600000,0.0417
30.6,8140,2.06,73700000,0.0417
30.6,8150,2.06,73800000,0.0418
30.6,8160,2.07,73800000,0.0418
30.7,8160,2.07,73900000,0.0419
30.7,8180,2.07,74000000,0.0419
30.7,8180,2.07,74100000,0.0420
30.8,8190,2.08,74100000,0.0420
30.8,8200,2.08,74200000,0.0421
30.8,8200,2.08,74200000,0.0421
30.8,8210,2.08,74300000,0.0422
30.9,8220,2.09,74400000,0.0422
30.9,8220,2.09,74400000,0.0423
30.9,8230,2.09,74500000,0.0423
31.0,8230,2.09,74500000,0.0424
31.0,8240,2.10,74600000,0.0424
31.0,8250,2.10,74700000,0.0425
31.1,8250,2.10,74700000,0.0425
31.1,8260,2.10,74800000,0.0426
31.1,8270,2.11,74800000,0.0426
31.2,8280,2.11,74900000,0.0427
31.2,8280,2.11,74900000,0.0427
31.2,8290,2.11,75000000,0.0428
31.2,8290,2.12,75000000,0.0428
31.3,8290,2.12,75100000,0.0429
31.3,8300,2.12,75200000,0.0429
31.3,8310,2.12,75200000,0.0430
31.4,8310,2.13,75200000,0.0430
31.4,8320,2.13,75300000,0.0431
31.4,8320,2.13,75300000,0.0431
31.5,8330,2.13,75400000,0.0432
31.5,8340,2.14,75400000,0.0432
31.5,8340,2.14,75500000,0.0433
31.6,8340,2.14,75500000,0.0433
31.6,8340,2.14,75500000,0.0434
31.6,8350,2.15,75600000,0.0435
31.6,8350,2.15,75600000,0.0435
31.7,8350,2.15,75600000,0.0436
31.7,8350,2.15,75600000,0.0436
31.7,8350,2.16,75600000,0.0437
31.8,8360,2.16,75700000,0.0437
31.8,8360,2.16,75700000,0.0438
31.8,8360,2.16,75700000,0.0438
31.9,8370,2.17,75700000,0.0439
31.9,8370,2.17,75800000,0.0439
31.9,8380,2.17,75800000,0.0440
32.0,8380,2.18,75800000,0.0440
32.0,8380,2.18,75800000,0.0441
32.0,8380,2.18,75900000,0.0441
32.0,8390,2.18,75900000,0.0442
32.1,8390,2.19,76000000,0.0442
32.1,8390,2.19,76000000,0.0443
32.1,8390,2.19,76000000,0.0443
32.2,8400,2.19,76000000,0.0444
32.2,8400,2.20,76000000,0.0444
32.2,8410,2.20,76100000,0.0445
32.3,8410,2.20,76100000,0.0445
32.3,8410,2.20,76100000,0.0446
32.3,8410,2.21,76100000,0.0446
32.3,8410,2.21,76200000,0.0447
32.4,8420,2.21,76200000,0.0447
32.4,8420,2.21,76200000,0.0448
32.4,8420,2.22,76200000,0.0448
32.5,8410,2.22,76200000,0.0449
32.5,8410,2.22,76100000,0.0449
32.5,8410,2.22,76100000,0.0450
32.6,8410,2.23,76100000,0.0450
32.6,8400,2.23,76100000,0.0451
32.6,8400,2.23,76100000,0.0451
32.7,8400,2.23,76000000,0.0452
32.7,8400,2.24,76100000,0.0452
32.7,8400,2.24,76100000,0.0453
32.7,8400,2.24,76000000,0.0453
32.8,8400,2.24,76000000,0.0454
32.8,8400,2.25,76000000,0.0454
32.8,8400,2.25,76000000,0.0455
32.9,8400,2.25,76000000,0.0455
32.9,8400,2.25,76000000,0.0456
32.9,8400,2.26,76000000,0.0456
33.0,8400,2.26,76000000,0.0457
33.0,8400,2.26,76000000,0.0458
33.0,8400,2.26,76000000,0.0458
33.1,8400,2.27,76000000,0.0458
33.1,8400,2.27,76000000,0.0459
33.1,8400,2.27,76000000,0.0459
33.1,8400,2.27,76000000,0.0460
33.2,8400,2.28,76000000,0.0461
33.2,8400,2.28,76000000,0.0461
33.2,8390,2.28,76000000,0.0462
33.3,8390,2.28,76000000,0.0462
33.3,8390,2.29,76000000,0.0463
33.3,8390,2.29,76000000,0.0463
33.4,8390,2.29,75900000,0.0464
33.4,8380,2.29,75900000,0.0464
33.4,8380,2.30,75900000,0.0465
33.5,8390,2.30,75900000,0.0465
33.5,8380,2.30,75900000,0.0466
33.5,8380,2.30,75900000,0.0466
33.5,8380,2.31,75900000,0.0467
33.6,8380,2.31,75900000,0.0467
33.6,8380,2.31,75900000,0.0468
33.6,8380,2.31,75800000,0.0468
33.7,8370,2.32,75800000,0.0469
33.7,8370,2.32,75800000,0.0469
33.7,8370,2.32,75800000,0.0470
33.8,8370,2.32,75800000,0.0470
33.8,8370,2.33,75700000,0.0471
33.8,8360,2.33,75700000,0.0471
33.8,8360,2.33,75700000,0.0472
33.9,8360,2.33,75700000,0.0472
33.9,8360,2.34,75700000,0.0473
33.9,8360,2.34,75600000,0.0473
34.0,8350,2.34,75600000,0.0474
34.0,8350,2.34,75600000,0.0474
34.0,8350,2.35,75600000,0.0475
34.1,8350,2.35,75600000,0.0475
34.1,8340,2.35,75500000,0.0476
34.1,8340,2.35,75500000,0.0476
34.2,8330,2.36,75400000,0.0477
34.2,8330,2.36,75400000,0.0477
34.2,8330,2.36,75400000,0.0478
34.2,8320,2.36,75300000,0.0478
34.3,8310,2.37,75200000,0.0479
34.3,8300,2.37,75100000,0.0479
34.3,8290,2.37,75100000,0.0480
34.4,8290,2.37,75000000,0.0480
34.4,8270,2.38,74900000,0.0481
34.4,8250,2.38,74700000,0.0481
34.5,8230,2.38,74500000,0.0482
34.5,8210,2.38,74300000,0.0482
34.5,8180,2.39,74000000,0.0483
34.6,8150,2.39,73800000,0.0484
34.6,8130,2.39,73600000,0.0484
34.6,8110,2.39,73400000,0.0484
34.6,8090,2.40,73200000,0.0485
34.7,8080,2.40,73100000,0.0486
34.7,8060,2.40,73000000,0.0486
34.7,8050,2.40,72800000,0.0487
34.8,8040,2.41,72700000,0.0487
34.8,8020,2.41,72600000,0.0488
34.8,8020,2.41,72600000,0.0488
34.9,8010,2.41,72500000,0.0489
34.9,8000,2.42,72400000,0.0489
34.9,7990,2.42,72300000,0.0490
35.0,7980,2.42,72200000,0.0490
35.0,7970,2.42,72200000,0.0491
35.0,7970,2.43,72100000,0.0491
35.0,7960,2.43,72000000,0.0492
35.1,7950,2.43,71900000,0.0492
35.1,7940,2.43,71900000,0.0493
35.1,7940,2.44,71900000,0.0493
35.2,7930,2.44,71800000,0.0494
35.2,7920,2.44,71700000,0.0494
35.2,7910,2.44,71600000,0.0495
35.3,7910,2.45,71600000,0.0495
35.3,7900,2.45,71500000,0.0496
35.3,7890,2.45,71400000,0.0496
35.3,7880,2.46,71400000,0.0497
35.4,7880,2.46,71300000,0.0497
35.4,7870,2.46,71200000,0.0498
35.4,7860,2.46,71100000,0.0498
35.5,7850,2.47,71100000,0.0499
35.5,7840,2.47,71000000,0.0499
35.5,7830,2.47,70900000,0.0500
35.6,7820,2.47,70800000,0.0500
35.6,7810,2.48,70700000,0.0501
35.6,7800,2.48,70600000,0.0501
35.7,7790,2.48,70500000,0.0502
35.7,7780,2.48,70400000,0.0502
35.7,7770,2.49,70300000,0.0503
35.7,7760,2.49,70200000,0.0503
35.8,7750,2.49,70100000,0.0504
35.8,7730,2.49,70000000,0.0504
35.8,7720,2.50,69900000,0.0505
35.9,7710,2.50,69800000,0.0505
35.9,7710,2.50,69700000,0.0506
35.9,7690,2.50,69600000,0.0506
36.0,7680,2.51,69500000,0.0507
36.0,7670,2.51,69400000,0.0507
36.0,7660,2.51,69300000,0.0508
36.1,7650,2.51,69200000,0.0509
36.1,7640,2.52,69100000,0.0509
36.1,7620,2.52,69000000,0.0510
36.1,7610,2.52,68900000,0.0510
36.2,7600,2.52,68800000,0.0511
36.2,7590,2.53,68700000,0.0511
36.2,7570,2.53,68500000,0.0512
36.3,7560,2.53,68400000,0.0512
36.3,7540,2.53,68300000,0.0513
36.3,7530,2.54,68100000,0.0513
36.4,7500,2.54,67900000,0.0514
