Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
7.46,50.3,0.156,455000,0.00316
7.49,50.9,0.159,460000,0.00321
7.52,51.6,0.161,467000,0.00326
7.55,52.3,0.164,473000,0.00331
7.58,53.2,0.166,482000,0.00336
7.61,54.0,0.169,489000,0.00341
7.65,54.8,0.171,496000,0.00346
7.68,55.7,0.174,504000,0.00351
7.71,56.4,0.176,511000,0.00357
7.74,57.3,0.179,519000,0.00362
7.77,58.1,0.181,526000,0.00367
7.80,58.9,0.184,533000,0.00372
7.83,59.6,0.186,540000,0.00377
7.86,60.6,0.189,548000,0.00382
7.89,61.4,0.192,556000,0.00387
7.92,62.1,0.194,562000,0.00393
7.95,62.8,0.196,568000,0.00398
7.98,63.6,0.199,576000,0.00402
8.01,64.5,0.202,584000,0.00408
8.04,65.4,0.204,592000,0.00413
8.07,66.1,0.207,599000,0.00418
8.10,67.0,0.209,606000,0.00423
8.14,67.8,0.212,613000,0.00428
8.17,68.8,0.214,623000,0.00433
8.20,69.9,0.217,633000,0.00439
8.23,70.6,0.219,639000,0.00444
8.26,71.5,0.222,647000,0.00449
8.29,72.4,0.224,655000,0.00454
8.32,73.2,0.227,663000,0.00459
8.35,74.1,0.229,671000,0.00464
8.38,74.9,0.232,678000,0.00469
8.41,75.6,0.234,685000,0.00474
8.44,76.4,0.237,692000,0.00480
8.47,77.4,0.240,701000,0.00485
8.50,78.3,0.242,709000,0.00490
8.53,79.4,0.245,719000,0.00495
8.56,80.7,0.247,731000,0.00500
8.59,82.1,0.250,743000,0.00505
8.62,83.6,0.252,757000,0.00511
8.66,85.2,0.255,772000,0.00516
8.69,86.6,0.257,784000,0.00521
8.72,88.1,0.260,797000,0.00526
8.75,89.4,0.262,809000,0.00531
8.78,90.8,0.265,822000,0.00536
8.81,92.3,0.267,835000,0.00541
8.84,93.5,0.270,847000,0.00546
8.87,94.8,0.272,858000,0.00551
8.90,95.9,0.275,868000,0.00556
8.93,97.4,0.277,881000,0.00561
8.96,98.7,0.280,894000,0.00566
8.99,100,0.282,906000,0.00571
9.02,101,0.285,917000,0.00576
9.05,102,0.287,927000,0.00581
9.08,104,0.290,940000,0.00587
9.11,105,0.292,953000,0.00592
9.15,107,0.295,967000,0.00597
9.18,108,0.297,979000,0.00602
9.21,110,0.300,994000,0.00607
9.24,111,0.303,1010000,0.00612
9.27,113,0.305,1020000,0.00618
9.30,115,0.308,1040000,0.00622
9.33,116,0.310,1050000,0.00628
9.36,118,0.313,1060000,0.00633
9.39,119,0.315,1080000,0.00638
9.42,121,0.318,1100000,0.00643
9.45,123,0.320,1110000,0.00648
9.48,124,0.323,1120000,0.00653
9.51,126,0.325,1140000,0.00658
9.54,128,0.328,1160000,0.00663
9.57,129,0.330,1170000,0.00669
9.60,131,0.333,1180000,0.00674
9.64,133,0.335,1200000,0.00678
9.67,134,0.338,1220000,0.00683
9.70,137,0.340,1240000,0.00689
9.73,139,0.343,1250000,0.00694
9.76,141,0.345,1270000,0.00699
9.79,142,0.348,1290000,0.00704
9.82,144,0.350,1310000,0.00709
9.85,147,0.353,1330000,0.00714
9.88,149,0.356,1350000,0.00720
9.91,151,0.358,1370000,0.00725
9.94,153,0.361,1380000,0.00730
9.97,155,0.363,1400000,0.00734
10.0,157,0.366,1420000,0.00740
10.0,160,0.368,1450000,0.00745
10.1,162,0.371,1470000,0.00750
10.1,164,0.373,1490000,0.00755
10.1,167,0.376,1510000,0.00760
10.2,170,0.378,1530000,0.00766
10.2,172,0.381,1560000,0.00771
10.2,175,0.383,1580000,0.00776
10.2,177,0.386,1600000,0.00781
10.3,180,0.388,1630000,0.00786
10.3,182,0.391,1650000,0.00791
10.3,185,0.394,1680000,0.00796
10.4,188,0.396,1700000,0.00801
10.4,190,0.398,1720000,0.00806
10.4,193,0.401,1750000,0.00811
10.5,196,0.404,1770000,0.00817
10.5,199,0.406,1800000,0.00822
10.5,202,0.409,1830000,0.00827
10.6,205,0.411,1850000,0.00832
10.6,208,0.414,1880000,0.00837
10.6,211,0.416,1910000,0.00842
10.6,214,0.419,1940000,0.00847
10.7,217,0.421,1960000,0.00852
10.7,220,0.424,1990000,0.00857
10.7,223,0.426,2020000,0.00862
10.8,226,0.429,2050000,0.00868
10.8,230,0.431,2080000,0.00873
10.8,233,0.434,2110000,0.00878
10.9,236,0.436,2140000,0.00883
10.9,239,0.439,2170000,0.00888
10.9,243,0.441,2200000,0.00893
11.0,247,0.444,2230000,0.00899
11.0,250,0.447,2260000,0.00904
11.0,253,0.449,2290000,0.00909
11.0,257,0.451,2320000,0.00913
11.1,260,0.454,2360000,0.00919
11.1,264,0.457,2390000,0.00924
11.1,268,0.459,2420000,0.00929
11.2,271,0.462,2460000,0.00934
11.2,275,0.464,2490000,0.00939
11.2,279,0.467,2520000,0.00944
11.3,282,0.469,2560000,0.00949
11.3,286,0.472,2590000,0.00954
11.3,290,0.474,2620000,0.00959
11.3,294,0.477,2660000,0.00964
11.4,298,0.479,2690000,0.00969
11.4,302,0.482,2730000,0.00975
11.4,306,0.484,2770000,0.00980
11.5,310,0.487,2800000,0.00985
11.5,314,0.489,2840000,0.00990
11.5,318,0.492,2880000,0.00995
11.6,323,0.494,2920000,0.0100
11.6,327,0.497,2960000,0.0101
11.6,331,0.499,3000000,0.0101
11.7,335,0.502,3040000,0.0102
11.7,340,0.504,3070000,0.0102
11.7,344,0.507,3120000,0.0103
11.7,349,0.509,3160000,0.0103
11.8,353,0.512,3200000,0.0104
11.8,357,0.514,3230000,0.0104
11.8,362,0.517,3280000,0.0105
11.9,366,0.520,3320000,0.0105
11.9,371,0.522,3360000,0.0106
11.9,375,0.525,3400000,0.0106
12.0,380,0.527,3440000,0.0107
12.0,384,0.530,3480000,0.0107
12.0,389,0.532,3520000,0.0108
12.1,393,0.535,3560000,0.0108
12.1,398,0.537,3600000,0.0109
12.1,402,0.540,3640000,0.0109
12.1,406,0.542,3680000,0.0110
12.2,411,0.545,3720000,0.0110
12.2,416,0.547,3760000,0.0111
12.2,420,0.550,3800000,0.0111
12.3,424,0.552,3840000,0.0112
12.3,429,0.555,3880000,0.0112
12.3,434,0.557,3930000,0.0113
12.4,439,0.560,3970000,0.0113
12.4,444,0.562,4020000,0.0114
12.4,449,0.565,4060000,0.0114
12.5,454,0.567,4110000,0.0115
12.5,460,0.570,4160000,0.0115
12.5,465,0.573,4210000,0.0116
12.5,470,0.575,4260000,0.0116
12.6,476,0.578,4300000,0.0117
12.6,481,0.580,4350000,0.0117
12.6,487,0.583,4410000,0.0118
12.7,492,0.585,4460000,0.0118
12.7,498,0.588,4500000,0.0119
12.7,503,0.590,4550000,0.0119
12.8,509,0.593,4600000,0.0120
12.8,515,0.595,4660000,0.0120
12.8,520,0.598,4710000,0.0121
12.8,526,0.600,4760000,0.0121
12.9,532,0.603,4820000,0.0122
12.9,538,0.605,4870000,0.0122
12.9,545,0.608,4930000,0.0123
13.0,551,0.610,4990000,0.0124
13.0,557,0.613,5040000,0.0124
13.0,564,0.615,5100000,0.0125
13.1,570,0.618,5160000,0.0125
13.1,577,0.621,5220000,0.0126
13.1,584,0.623,5290000,0.0126
13.2,590,0.626,5340000,0.0127
13.2,597,0.628,5400000,0.0127
13.2,604,0.631,5460000,0.0128
13.2,611,0.633,5530000,0.0128
13.3,618,0.636,5590000,0.0129
13.3,625,0.638,5660000,0.0129
13.3,632,0.641,5720000,0.0130
13.4,639,0.643,5780000,0.0130
13.4,647,0.646,5850000,0.0131
13.4,654,0.648,5920000,0.0131
13.5,662,0.651,5990000,0.0132
13.5,669,0.653,6060000,0.0132
13.5,677,0.656,6120000,0.0133
13.6,685,0.658,6200000,0.0133
13.6,693,0.661,6270000,0.0134
13.6,700,0.663,6340000,0.0134
13.6,708,0.666,6410000,0.0135
13.7,716,0.668,6480000,0.0135
13.7,725,0.671,6560000,0.0136
13.7,733,0.674,6630000,0.0136
13.8,741,0.676,6710000,0.0137
13.8,749,0.678,6780000,0.0137
13.8,757,0.681,6850000,0.0138
13.9,766,0.684,6930000,0.0138
13.9,775,0.686,7010000,0.0139
13.9,783,0.689,7090000,0.0139
14.0,792,0.691,7170000,0.0140
14.0,800,0.694,7240000,0.0140
14.0,810,0.696,7330000,0.0141
14.0,819,0.699,7410000,0.0141
14.1,828,0.701,7500000,0.0142
14.1,837,0.704,7580000,0.0142
14.1,846,0.706,7660000,0.0143
14.2,856,0.709,7750000,0.0143
14.2,866,0.711,7830000,0.0144
14.2,875,0.714,7920000,0.0144
14.3,884,0.716,8000000,0.0145
14.3,894,0.719,8090000,0.0145
14.3,904,0.721,8180000,0.0146
14.3,914,0.724,8270000,0.0146
14.4,924,0.726,8360000,0.0147
14.4,933,0.729,8450000,0.0147
14.4,944,0.731,8540000,0.0148
14.5,956,0.734,8650000,0.0149
14.5,970,0.736,8780000,0.0149
14.5,984,0.739,8910000,0.0150
14.6,1000,0.741,9050000,0.0150
14.6,1020,0.744,9190000,0.0151
14.6,1030,0.746,9350000,0.0151
14.7,1050,0.749,9510000,0.0152
14.7,1070,0.752,9670000,0.0152
14.7,1090,0.754,9830000,0.0153
14.7,1100,0.757,9990000,0.0153
14.8,1120,0.759,10200000,0.0154
14.8,1140,0.762,10300000,0.0154
14.8,1160,0.764,10500000,0.0155
14.9,1180,0.767,10600000,0.0155
14.9,1190,0.769,10800000,0.0156
14.9,1210,0.772,11000000,0.0156
15.0,1230,0.774,11100000,0.0157
15.0,1250,0.777,11300000,0.0157
15.0,1270,0.779,11500000,0.0158
15.1,1280,0.782,11600000,0.0158
15.1,1300,0.784,11800000,0.0159
15.1,1320,0.787,12000000,0.0159
15.1,1340,0.790,12100000,0.0160
15.2,1360,0.792,12300000,0.0160
15.2,1380,0.794,12500000,0.0161
15.2,1400,0.797,12600000,0.0161
15.3,1420,0.800,12800000,0.0162
15.3,1440,0.802,13000000,0.0162
15.3,1460,0.805,13200000,0.0163
15.4,1470,0.807,13300000,0.0163
15.4,1490,0.810,13500000,0.0164
15.4,1520,0.812,13700000,0.0164
15.5,1530,0.815,13900000,0.0165
15.5,1550,0.817,14100000,0.0165
15.5,1570,0.820,14200000,0.0166
15.5,1590,0.822,14400000,0.0166
15.6,1620,0.825,14600000,0.0167
15.6,1640,0.827,14800000,0.0167
15.6,1660,0.830,15000000,0.0168
15.7,1680,0.832,15200000,0.0168
15.7,1700,0.835,15400000,0.0169
15.7,1730,0.837,15600000,0.0169
15.8,1750,0.840,15800000,0.0170
15.8,1770,0.843,16000000,0.0170
15.8,1800,0.845,16300000,0.0171
15.8,1820,0.848,16500000,0.0172
15.9,1850,0.850,16800000,0.0172
15.9,1880,0.853,17000000,0.0173
15.9,1900,0.855,17200000,0.0173
16.0,1930,0.858,17500000,0.0174
16.0,1960,0.860,17700000,0.0174
16.0,1980,0.863,18000000,0.0175
16.1,2010,0.865,18200000,0.0175
16.1,2040,0.868,18400000,0.0176
16.1,2060,0.870,18700000,0.0176
16.2,2090,0.873,18900000,0.0177
16.2,2120,0.875,19200000,0.0177
16.2,2150,0.878,19500000,0.0178
16.2,2180,0.880,19700000,0.0178
16.3,2200,0.883,20000000,0.0179
16.3,2230,0.885,20200000,0.0179
16.3,2260,0.888,20500000,0.0180
16.4,2290,0.890,20700000,0.0180
16.4,2320,0.893,21000000,0.0181
16.4,2350,0.895,21200000,0.0181
16.5,2380,0.898,21500000,0.0182
16.5,2410,0.901,21800000,0.0182
16.5,2440,0.903,22100000,0.0183
16.6,2470,0.906,22300000,0.0183
16.6,2500,0.908,22600000,0.0184
16.6,2530,0.911,22900000,0.0184
16.6,2560,0.913,23100000,0.0185
16.7,2590,0.916,23400000,0.0185
16.7,2620,0.918,23700000,0.0186
16.7,2650,0.921,23900000,0.0186
16.8,2680,0.923,24200000,0.0187
16.8,2710,0.926,24500000,0.0187
16.8,2740,0.928,24800000,0.0188
16.9,2770,0.931,25100000,0.0188
16.9,2800,0.933,25300000,0.0189
16.9,2830,0.936,25600000,0.0189
17.0,2860,0.939,25900000,0.0190
17.0,2890,0.941,26200000,0.0190
17.0,2920,0.943,26400000,0.0191
17.0,2950,0.946,26700000,0.0191
17.1,2980,0.949,27000000,0.0192
17.1,3010,0.951,27300000,0.0192
17.1,3040,0.954,27600000,0.0193
17.2,3070,0.956,27800000,0.0193
17.2,3100,0.959,28100000,0.0194
17.2,3140,0.961,28400000,0.0194
17.3,3170,0.964,28700000,0.0195
17.3,3200,0.966,29000000,0.0195
17.3,3230,0.969,29200000,0.0196
17.3,3260,0.971,29500000,0.0197
17.4,3290,0.974,29800000,0.0197
17.4,3330,0.976,30100000,0.0198
17.4,3360,0.979,30400000,0.0198
17.5,3390,0.981,30700000,0.0199
17.5,3420,0.984,31000000,0.0199
17.5,3450,0.986,31200000,0.0200
17.6,3490,0.989,31500000,0.0200
17.6,3520,0.991,31800000,0.0201
17.6,3550,0.994,32100000,0.0201
17.7,3580,0.996,32400000,0.0202
17.7,3610,0.999,32700000,0.0202
17.7,3640,1.00,33000000,0.0203
17.7,3670,1.00,33300000,0.0203
17.8,3710,1.01,33500000,0.0204
17.8,3740,1.01,33800000,0.0204
17.8,3770,1.01,34100000,0.0205
17.9,3800,1.01,34400000,0.0205
17.9,3830,1.02,34700000,0.0206
17.9,3870,1.02,35000000,0.0206
18.0,3900,1.02,35300000,0.0207
18.0,3930,1.02,35600000,0.0207
18.0,3960,1.03,35900000,0.0208
18.1,4000,1.03,36200000,0.0208
18.1,4030,1.03,36500000,0.0209
18.1,4060,1.03,36700000,0.0209
18.1,4090,1.04,37000000,0.0210
18.2,4130,1.04,37400000,0.0210
18.2,4160,1.04,37700000,0.0211
18.2,4190,1.04,38000000,0.0211
18.3,4230,1.05,38300000,0.0212
18.3,4260,1.05,38600000,0.0212
18.3,4290,1.05,38900000,0.0213
18.4,4330,1.05,39200000,0.0213
18.4,4360,1.06,39500000,0.0214
18.4,4390,1.06,39800000,0.0214
18.5,4430,1.06,40100000,0.0215
18.5,4460,1.06,40400000,0.0215
18.5,4490,1.07,40700000,0.0216
18.5,4530,1.07,41000000,0.0216
18.6,4560,1.07,41300000,0.0217
18.6,4590,1.07,41600000,0.0217
18.6,4630,1.08,41900000,0.0218
18.7,4660,1.08,42200000,0.0218
18.7,4690,1.08,42500000,0.0219
18.7,4720,1.08,42700000,0.0219
18.8,4760,1.09,43100000,0.0220
18.8,4790,1.09,43400000,0.0220
18.8,4820,1.09,43700000,0.0221
18.8,4860,1.09,44000000,0.0221
18.9,4890,1.10,44300000,0.0222
18.9,4920,1.10,44600000,0.0223
18.9,4960,1.10,44900000,0.0223
19.0,4990,1.10,45200000,0.0224
19.0,5020,1.11,45500000,0.0224
19.0,5060,1.11,45800000,0.0225
19.1,5090,1.11,46100000,0.0225
19.1,5130,1.11,46400000,0.0226
19.1,5160,1.12,46700000,0.0226
19.2,5190,1.12,47000000,0.0227
19.2,5220,1.12,47300000,0.0227
19.2,5260,1.12,47600000,0.0228
19.2,5300,1.13,47900000,0.0228
19.3,5330,1.13,48200000,0.0229
19.3,5360,1.13,48500000,0.0229
19.3,5390,1.13,48800000,0.0230
19.4,5430,1.14,49100000,0.0230
19.4,5460,1.14,49500000,0.0231
19.4,5500,1.14,49800000,0.0231
19.5,5530,1.14,50100000,0.0232
19.5,5570,1.15,50400000,0.0232
19.5,5600,1.15,50700000,0.0233
19.6,5640,1.15,51000000,0.0233
19.6,5670,1.16,51300000,0.0234
19.6,5710,1.16,51700000,0.0234
19.6,5740,1.16,52000000,0.0235
19.7,5780,1.16,52300000,0.0235
19.7,5810,1.17,52600000,0.0236
19.7,5850,1.17,52900000,0.0236
19.8,5880,1.17,53200000,0.0237
19.8,5920,1.17,53500000,0.0237
19.8,5950,1.18,53900000,0.0238
19.9,5990,1.18,54200000,0.0238
19.9,6020,1.18,54500000,0.0239
19.9,6060,1.18,54800000,0.0239
20.0,6090,1.19,55100000,0.0240
20.0,6130,1.19,55500000,0.0240
20.0,6160,1.19,55800000,0.0241
20.0,6190,1.19,56100000,0.0241
20.1,6230,1.20,56400000,0.0242
20.1,6260,1.20,56700000,0.0243
20.1,6300,1.20,57000000,0.0243
20.2,6340,1.20,57300000,0.0244
20.2,6370,1.21,57600000,0.0244
20.2,6400,1.21,58000000,0.0245
20.3,6440,1.21,58300000,0.0245
20.3,6470,1.21,58600000,0.0246
20.3,6510,1.22,58900000,0.0246
20.3,6540,1.22,59200000,0.0247
20.4,6580,1.22,59500000,0.0247
20.4,6610,1.22,59800000,0.0248
20.4,6650,1.23,60200000,0.0248
20.5,6680,1.23,60500000,0.0249
20.5,6720,1.23,60800000,0.0249
20.5,6750,1.23,61100000,0.0250
20.6,6780,1.24,61400000,0.0250
20.6,6820,1.24,61700000,0.0251
20.6,6860,1.24,62100000,0.0251
20.7,6890,1.24,62400000,0.0252
20.7,6930,1.25,62700000,0.0252
20.7,6960,1.25,63000000,0.0253
20.7,7000,1.25,63400000,0.0253
20.8,7040,1.25,63700000,0.0254
20.8,7070,1.26,64000000,0.0254
20.8,7110,1.26,64300000,0.0255
20.9,7140,1.26,64600000,0.0255
20.9,7180,1.26,65000000,0.0256
20.9,7220,1.27,65300000,0.0256
21.0,7250,1.27,65700000,0.0257
21.0,7290,1.27,66000000,0.0257
21.0,7330,1.27,66300000,0.0258
21.1,7360,1.28,66700000,0.0258
21.1,7400,1.28,67000000,0.0259
21.1,7440,1.28,67300000,0.0259
21.1,7470,1.28,67600000,0.0260
21.2,7510,1.29,68000000,0.0260
21.2,7550,1.29,68300000,0.0261
21.2,7590,1.29,68700000,0.0261
21.3,7620,1.29,69000000,0.0262
21.3,7660,1.30,69300000,0.0262
21.3,7690,1.30,69600000,0.0263
21.4,7730,1.30,70000000,0.0263
21.4,7770,1.30,70300000,0.0264
21.4,7800,1.31,70600000,0.0264
21.5,7840,1.31,70900000,0.0265
21.5,7870,1.31,71200000,0.0265
21.5,7910,1.31,71600000,0.0266
21.5,7940,1.32,71900000,0.0266
21.6,7980,1.32,72200000,0.0267
21.6,8010,1.32,72500000,0.0267
21.6,8050,1.32,72800000,0.0268
21.7,8090,1.33,73200000,0.0268
21.7,8120,1.33,73500000,0.0269
21.7,8160,1.33,73800000,0.0269
21.8,8190,1.33,74200000,0.0270
21.8,8230,1.34,74500000,0.0270
21.8,8270,1.34,74800000,0.0271
21.8,8300,1.34,75100000,0.0272
21.9,8340,1.34,75500000,0.0272
21.9,8370,1.35,75800000,0.0273
21.9,8410,1.35,76100000,0.0273
22.0,8450,1.35,76500000,0.0274
22.0,8480,1.35,76800000,0.0274
22.0,8510,1.36,77100000,0.0275
22.1,8550,1.36,77400000,0.0275
22.1,8580,1.36,77700000,0.0276
22.1,8620,1.36,78100000,0.0276
22.2,8660,1.37,78400000,0.0277
22.2,8690,1.37,78700000,0.0277
22.2,8730,1.37,79000000,0.0278
22.2,8760,1.37,79300000,0.0278
22.3,8800,1.38,79600000,0.0279
22.3,8830,1.38,80000000,0.0279
22.3,8870,1.38,80300000,0.0280
22.4,8900,1.38,80600000,0.0280
22.4,8940,1.39,80900000,0.0281
22.4,8980,1.39,81300000,0.0281
22.5,9010,1.39,81600000,0.0282
22.5,9050,1.39,81900000,0.0282
22.5,9080,1.40,82200000,0.0283
22.6,9120,1.40,82500000,0.0283
22.6,9160,1.40,82900000,0.0284
22.6,9190,1.41,83200000,0.0284
22.6,9220,1.41,83500000,0.0285
22.7,9260,1.41,83800000,0.0285
22.7,9290,1.41,84100000,0.0286
22.7,9330,1.42,84400000,0.0286
22.8,9360,1.42,84700000,0.0287
22.8,9400,1.42,85000000,0.0287
22.8,9430,1.42,85400000,0.0288
22.9,9470,1.43,85700000,0.0288
22.9,9510,1.43,86000000,0.0289
22.9,9540,1.43,86300000,0.0289
23.0,9570,1.43,86600000,0.0290
23.0,9610,1.44,86900000,0.0290
23.0,9640,1.44,87300000,0.0291
23.0,9680,1.44,87600000,0.0292
23.1,9710,1.44,87900000,0.0292
23.1,9740,1.45,88200000,0.0293
23.1,9780,1.45,88500000,0.0293
23.2,9810,1.45,88800000,0.0294
23.2,9850,1.45,89100000,0.0294
23.2,9880,1.46,89400000,0.0295
23.3,9910,1.46,89700000,0.0295
23.3,9940,1.46,90000000,0.0296
23.3,9980,1.46,90300000,0.0296
23.3,10000,1.47,90700000,0.0297
23.4,10000,1.47,90900000,0.0297
23.4,10100,1.47,91200000,0.0298
23.4,10100,1.47,91500000,0.0298
23.5,10100,1.48,91800000,0.0299
23.5,10200,1.48,92200000,0.0299
23.5,10200,1.48,92500000,0.0300
23.6,10200,1.48,92800000,0.0300
23.6,10300,1.49,93000000,0.0301
23.6,10300,1.49,93400000,0.0301
23.7,10400,1.49,93700000,0.0302
23.7,10400,1.49,94000000,0.0302
23.7,10400,1.50,94200000,0.0303
23.7,10400,1.50,94500000,0.0303
23.8,10500,1.50,94800000,0.0304
23.8,10500,1.50,95100000,0.0304
23.8,10500,1.51,95400000,0.0305
23.9,10600,1.51,95700000,0.0305
23.9,10600,1.51,96000000,0.0306
23.9,10600,1.51,96200000,0.0306
24.0,10700,1.52,96600000,0.0307
24.0,10700,1.52,96800000,0.0307
24.0,10700,1.52,97100000,0.0308
24.1,10800,1.52,97400000,0.0308
24.1,10800,1.53,97700000,0.0309
24.1,10800,1.53,98000000,0.0309
24.1,10900,1.53,98200000,0.0310
24.2,10900,1.53,98500000,0.0310
24.2,10900,1.54,98800000,0.0311
24.2,10900,1.54,99100000,0.0311
24.3,11000,1.54,99400000,0.0312
24.3,11000,1.54,99600000,0.0312
24.3,11000,1.55,99900000,0.0313
24.4,11100,1.55,100000000,0.0313
24.4,11100,1.55,100000000,0.0314
24.4,11100,1.55,101000000,0.0314
24.5,11200,1.56,101000000,0.0315
24.5,11200,1.56,101000000,0.0315
24.5,11200,1.56,101000000,0.0316
24.5,11200,1.56,102000000,0.0317
24.6,11300,1.57,102000000,0.0317
24.6,11300,1.57,102000000,0.0318
24.6,11300,1.57,102000000,0.0318
24.7,11300,1.57,103000000,0.0319
24.7,11400,1.58,103000000,0.0319
24.7,11400,1.58,103000000,0.0320
24.8,11400,1.58,103000000,0.0320
24.8,11400,1.58,103000000,0.0321
24.8,11400,1.59,104000000,0.0321
24.8,11500,1.59,104000000,0.0322
24.9,11500,1.59,104000000,0.0322
24.9,11500,1.59,104000000,0.0323
24.9,11500,1.60,104000000,0.0323
25.0,11500,1.60,104000000,0.0324
25.0,11500,1.60,104000000,0.0324
25.0,11500,1.60,105000000,0.0325
25.1,11500,1.61,105000000,0.0325
25.1,11600,1.61,105000000,0.0326
25.1,11500,1.61,104000000,0.0326
25.2,11500,1.61,104000000,0.0327
25.2,11500,1.62,104000000,0.0327
25.2,11500,1.62,104000000,0.0328
25.2,11500,1.62,104000000,0.0328
25.3,11500,1.62,104000000,0.0329
25.3,11500,1.63,104000000,0.0329
25.3,11500,1.63,104000000,0.0330
25.4,11500,1.63,104000000,0.0330
25.4,11500,1.64,104000000,0.0331
25.4,11400,1.64,104000000,0.0331
25.5,11400,1.64,103000000,0.0332
25.5,11400,1.64,103000000,0.0332
25.5,11400,1.65,103000000,0.0333
25.6,11300,1.65,103000000,0.0333
25.6,11300,1.65,102000000,0.0334
25.6,11300,1.65,102000000,0.0334
25.6,11200,1.66,102000000,0.0335
25.7,11200,1.66,101000000,0.0335
25.7,11100,1.66,101000000,0.0336
25.7,11100,1.66,101000000,0.0336
25.8,11100,1.67,100000000,0.0337
25.8,11100,1.67,100000000,0.0338
25.8,11100,1.67,100000000,0.0338
25.9,11100,1.67,100000000,0.0339
25.9,11100,1.68,100000000,0.0339
25.9,11100,1.68,100000000,0.0340
26.0,11100,1.68,100000000,0.0340
26.0,11100,1.68,100000000,0.0341
26.0,11100,1.69,100000000,0.0341
26.0,11100,1.69,100000000,0.0342
26.1,11100,1.69,100000000,0.0342
26.1,11100,1.69,101000000,0.0343
26.1,11100,1.70,101000000,0.0343
26.2,11100,1.70,101000000,0.0344
26.2,11100,1.70,101000000,0.0344
26.2,11200,1.70,101000000,0.0345
26.3,11200,1.71,101000000,0.0345
26.3,11200,1.71,101000000,0.0346
26.3,11200,1.71,101000000,0.0346
26.3,11200,1.71,101000000,0.0347
26.4,11200,1.72,102000000,0.0347
26.4,11200,1.72,102000000,0.0348
26.4,11200,1.72,102000000,0.0348
26.5,11300,1.72,102000000,0.0349
26.5,11300,1.73,102000000,0.0349
26.5,11300,1.73,102000000,0.0350
26.6,11300,1.73,102000000,0.0350
26.6,11300,1.73,102000000,0.0351
26.6,11300,1.74,102000000,0.0351
26.7,11300,1.74,102000000,0.0352
26.7,11300,1.74,103000000,0.0352
26.7,11300,1.74,103000000,0.0353
26.7,11300,1.75,103000000,0.0353
26.8,11400,1.75,103000000,0.0354
26.8,11400,1.75,103000000,0.0354
26.8,11400,1.75,103000000,0.0355
26.9,11400,1.76,103000000,0.0355
26.9,11400,1.76,103000000,0.0356
26.9,11400,1.76,103000000,0.0356
27.0,11400,1.76,103000000,0.0357
27.0,11400,1.77,103000000,0.0357
27.0,11400,1.77,103000000,0.0358
27.1,11400,1.77,103000000,0.0358
27.1,11400,1.77,103000000,0.0359
27.1,11400,1.78,103000000,0.0359
27.1,11400,1.78,103000000,0.0360
27.2,11400,1.78,103000000,0.0360
27.2,11300,1.78,103000000,0.0361
27.2,11300,1.79,103000000,0.0361
27.3,11300,1.79,102000000,0.0362
27.3,11300,1.79,102000000,0.0363
