Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
98.9,11200,6.11,99700000,0.123
99.0,11300,6.13,100000000,0.123
99.2,11300,6.14,101000000,0.124
99.4,11400,6.16,101000000,0.124
99.6,11400,6.17,102000000,0.124
99.7,11500,6.19,102000000,0.124
99.9,11500,6.20,103000000,0.125
100,11600,6.22,103000000,0.125
100,11600,6.23,103000000,0.125
100,11700,6.25,104000000,0.126
101,11700,6.26,104000000,0.126
101,11800,6.28,105000000,0.126
101,11800,6.29,105000000,0.127
101,11900,6.31,105000000,0.127
101,11900,6.32,106000000,0.127
102,11900,6.34,106000000,0.127
102,12000,6.35,106000000,0.128
102,12000,6.37,107000000,0.128
102,12100,6.38,107000000,0.128
102,12100,6.40,107000000,0.129
102,12100,6.41,108000000,0.129
103,12200,6.43,108000000,0.129
103,12200,6.44,109000000,0.130
103,12300,6.46,109000000,0.130
103,12300,6.47,109000000,0.130
103,12400,6.49,110000000,0.130
104,12400,6.50,110000000,0.131
104,12500,6.51,111000000,0.131
104,12600,6.53,112000000,0.131
104,12600,6.55,112000000,0.132
104,12700,6.56,113000000,0.132
104,12700,6.57,113000000,0.132
105,12800,6.59,114000000,0.133
105,12900,6.60,115000000,0.133
105,13000,6.62,115000000,0.133
105,13000,6.63,116000000,0.133
105,13100,6.65,116000000,0.134
105,13200,6.66,117000000,0.134
106,13300,6.68,118000000,0.134
106,13300,6.69,119000000,0.135
106,13400,6.71,119000000,0.135
106,13500,6.72,120000000,0.135
106,13600,6.74,121000000,0.136
107,13700,6.75,121000000,0.136
107,13800,6.77,122000000,0.136
107,13800,6.78,123000000,0.136
107,13900,6.80,124000000,0.137
107,14000,6.81,124000000,0.137
107,14100,6.83,125000000,0.137
108,14100,6.84,126000000,0.138
108,14200,6.86,126000000,0.138
108,14300,6.87,127000000,0.138
108,14300,6.89,127000000,0.139
108,14400,6.90,128000000,0.139
109,14400,6.92,128000000,0.139
109,14500,6.93,129000000,0.139
109,14500,6.95,129000000,0.140
109,14600,6.96,129000000,0.140
109,14600,6.98,130000000,0.140
109,14600,6.99,130000000,0.141
110,14700,7.01,130000000,0.141
110,14700,7.02,131000000,0.141
110,14800,7.04,131000000,0.142
110,14800,7.05,131000000,0.142
110,14800,7.07,132000000,0.142
111,14900,7.08,132000000,0.142
111,14900,7.10,133000000,0.143
111,15000,7.11,133000000,0.143
111,15000,7.13,133000000,0.143
111,15000,7.14,133000000,0.144
111,15000,7.16,133000000,0.144
112,15000,7.17,133000000,0.144
112,14900,7.19,132000000,0.145
112,14800,7.20,132000000,0.145
112,14800,7.22,131000000,0.145
112,14800,7.23,131000000,0.145
113,14800,7.24,131000000,0.146
113,14800,7.26,132000000,0.146
113,14900,7.27,132000000,0.146
113,14900,7.29,132000000,0.147
113,14900,7.30,133000000,0.147
113,15000,7.32,133000000,0.147
114,15100,7.33,134000000,0.148
114,15100,7.35,134000000,0.148
114,15100,7.36,135000000,0.148
114,15200,7.38,135000000,0.148
114,15200,7.39,135000000,0.149
114,15200,7.41,135000000,0.149
115,15300,7.42,136000000,0.149
115,15300,7.44,136000000,0.150
115,15300,7.45,136000000,0.150
115,15200,7.47,135000000,0.150
115,15100,7.48,135000000,0.151
116,15100,7.50,134000000,0.151
116,15100,7.51,134000000,0.151
116,15100,7.53,134000000,0.151
116,15200,7.54,135000000,0.152
116,15200,7.56,135000000,0.152
116,15200,7.57,135000000,0.152
117,15300,7.59,136000000,0.153
117,15300,7.60,136000000,0.153
117,15300,7.62,136000000,0.153
117,15300,7.63,136000000,0.154
117,15400,7.65,136000000,0.154
118,15400,7.66,137000000,0.154
118,15400,7.68,137000000,0.154
118,15400,7.69,137000000,0.155
118,15400,7.71,137000000,0.155
118,15400,7.72,137000000,0.155
118,15400,7.74,137000000,0.156
119,15400,7.75,137000000,0.156
119,15400,7.77,137000000,0.156
119,15400,7.78,137000000,0.156
119,15400,7.80,137000000,0.157
119,15400,7.81,137000000,0.157
120,15300,7.83,136000000,0.157
120,15200,7.84,135000000,0.158
120,14900,7.86,132000000,0.158
120,14600,7.87,129000000,0.158
120,14300,7.89,127000000,0.159
120,14300,7.90,127000000,0.159
121,14300,7.92,127000000,0.159
121,14300,7.93,127000000,0.160
121,14400,7.95,128000000,0.160
121,14400,7.96,128000000,0.160
121,14500,7.97,129000000,0.160
121,14500,7.99,129000000,0.161
122,14600,8.00,130000000,0.161
122,14600,8.02,130000000,0.161
122,14600,8.03,130000000,0.162
122,14600,8.05,130000000,0.162
122,14600,8.06,130000000,0.162
123,14600,8.08,130000000,0.162
123,14600,8.09,130000000,0.163
123,14500,8.11,129000000,0.163
123,14400,8.12,128000000,0.163
123,14200,8.14,127000000,0.164
123,13900,8.15,124000000,0.164
124,13500,8.17,120000000,0.164
124,13200,8.18,117000000,0.165
124,13000,8.20,116000000,0.165
124,12800,8.21,114000000,0.165
124,11900,8.23,106000000,0.165
125,11500,8.24,103000000,0.166
125,11500,8.26,102000000,0.166
125,11500,8.27,102000000,0.166
125,11500,8.29,102000000,0.167
125,11600,8.30,103000000,0.167
125,11700,8.32,104000000,0.167
126,11800,8.33,104000000,0.168
126,11800,8.35,105000000,0.168
126,11900,8.36,106000000,0.168
126,12000,8.38,107000000,0.168
126,12100,8.39,107000000,0.169
127,12200,8.41,108000000,0.169
127,12200,8.42,109000000,0.169
127,12300,8.44,109000000,0.170
127,12400,8.45,110000000,0.170
127,12400,8.47,111000000,0.170
127,12500,8.48,111000000,0.171
128,12600,8.50,112000000,0.171
128,12600,8.51,112000000,0.171
128,12700,8.53,113000000,0.171
128,12700,8.54,113000000,0.172
128,12800,8.56,113000000,0.172
128,12800,8.57,114000000,0.172
129,12900,8.59,114000000,0.173
129,12900,8.60,115000000,0.173
129,13000,8.62,115000000,0.173
129,13000,8.63,116000000,0.174
129,13100,8.65,116000000,0.174
130,13100,8.66,117000000,0.174
130,13200,8.68,117000000,0.174
130,13200,8.69,117000000,0.175
130,13200,8.71,118000000,0.175
130,13300,8.72,118000000,0.175
130,13300,8.73,118000000,0.176
131,13300,8.75,118000000,0.176
131,13300,8.76,118000000,0.176
131,13300,8.78,119000000,0.177
131,13400,8.79,119000000,0.177
131,13400,8.81,119000000,0.177
132,13400,8.82,119000000,0.177
132,13400,8.84,119000000,0.178
132,13500,8.85,120000000,0.178
132,13500,8.87,120000000,0.178
132,13500,8.88,120000000,0.179
132,13600,8.90,121000000,0.179
133,13600,8.91,121000000,0.179
133,13600,8.93,121000000,0.180
133,13700,8.94,121000000,0.180
133,13600,8.96,121000000,0.180
133,13600,8.97,121000000,0.180
134,13700,8.99,121000000,0.181
134,13700,9.00,122000000,0.181
134,13700,9.02,122000000,0.181
134,13800,9.03,122000000,0.182
134,13800,9.05,123000000,0.182
134,13900,9.06,123000000,0.182
135,13900,9.08,123000000,0.183
135,13800,9.09,123000000,0.183
135,13600,9.11,121000000,0.183
135,13200,9.12,117000000,0.183
135,13100,9.14,116000000,0.184
136,13000,9.15,116000000,0.184
136,13100,9.17,116000000,0.184
136,13200,9.18,117000000,0.185
136,13200,9.20,118000000,0.185
136,13300,9.21,118000000,0.185
136,13400,9.23,119000000,0.186
137,13500,9.24,120000000,0.186
137,13600,9.26,121000000,0.186
137,13700,9.27,122000000,0.186
137,13800,9.29,123000000,0.187
137,13900,9.30,123000000,0.187
137,14000,9.32,124000000,0.187
138,14000,9.33,125000000,0.188
138,14100,9.35,125000000,0.188
138,14200,9.36,126000000,0.188
138,14200,9.38,126000000,0.189
138,14300,9.39,127000000,0.189
139,14300,9.41,127000000,0.189
139,14400,9.42,128000000,0.189
139,14400,9.44,128000000,0.190
139,14500,9.45,129000000,0.190
139,14500,9.46,129000000,0.190
139,14500,9.48,129000000,0.191
140,14600,9.49,130000000,0.191
140,14600,9.51,130000000,0.191
140,14600,9.52,130000000,0.192
140,14600,9.54,130000000,0.192
140,14700,9.55,130000000,0.192
141,14700,9.57,130000000,0.192
141,14700,9.58,130000000,0.193
141,14700,9.60,130000000,0.193
141,14700,9.61,130000000,0.193
141,14700,9.63,130000000,0.194
141,14700,9.64,130000000,0.194
142,14700,9.66,130000000,0.194
142,14700,9.67,130000000,0.195
142,14700,9.69,130000000,0.195
142,14600,9.70,130000000,0.195
142,14600,9.72,130000000,0.195
143,14600,9.73,130000000,0.196
143,14600,9.75,129000000,0.196
143,14500,9.76,129000000,0.196
143,14500,9.78,128000000,0.197
143,14400,9.79,128000000,0.197
143,14300,9.81,127000000,0.197
144,14200,9.82,126000000,0.198
144,14000,9.84,125000000,0.198
144,13900,9.85,124000000,0.198
144,13800,9.87,123000000,0.198
144,13800,9.88,122000000,0.199
144,13700,9.90,122000000,0.199
145,13700,9.91,121000000,0.199
145,13600,9.93,121000000,0.200
145,13600,9.94,121000000,0.200
145,13600,9.96,121000000,0.200
145,13600,9.97,121000000,0.201
146,13600,9.99,121000000,0.201
146,13600,10.0,121000000,0.201
146,13600,10.0,121000000,0.201
146,13600,10.0,121000000,0.202
146,13600,10.0,121000000,0.202
146,13600,10.1,120000000,0.202
147,13500,10.1,120000000,0.203
147,13500,10.1,120000000,0.203
147,13500,10.1,120000000,0.203
147,13500,10.1,120000000,0.204
147,13400,10.1,119000000,0.204
148,13400,10.2,119000000,0.204
148,13300,10.2,118000000,0.204
148,13300,10.2,118000000,0.205
148,13200,10.2,118000000,0.205
148,13200,10.2,117000000,0.205
148,13200,10.2,117000000,0.206
149,13200,10.2,117000000,0.206
149,13200,10.3,117000000,0.206
149,13200,10.3,118000000,0.207
149,13200,10.3,118000000,0.207
149,13200,10.3,118000000,0.207
150,13300,10.3,118000000,0.207
150,13300,10.3,118000000,0.208
150,13300,10.3,118000000,0.208
150,13300,10.4,118000000,0.208
150,13400,10.4,119000000,0.209
150,13400,10.4,119000000,0.209
151,13400,10.4,119000000,0.209
151,13500,10.4,120000000,0.210
151,13500,10.4,120000000,0.210
151,13600,10.4,121000000,0.210
151,13600,10.5,121000000,0.210
151,13700,10.5,121000000,0.211
152,13700,10.5,122000000,0.211
152,13700,10.5,122000000,0.211
152,13800,10.5,122000000,0.212
152,13800,10.5,122000000,0.212
152,13800,10.6,123000000,0.212
153,13800,10.6,123000000,0.213
153,13900,10.6,123000000,0.213
153,13900,10.6,124000000,0.213
153,13900,10.6,124000000,0.213
153,14000,10.6,124000000,0.214
153,14000,10.6,124000000,0.214
154,14000,10.7,124000000,0.214
154,14000,10.7,125000000,0.215
154,14000,10.7,125000000,0.215
154,14000,10.7,125000000,0.215
154,14100,10.7,125000000,0.216
155,14100,10.7,125000000,0.216
155,14000,10.7,125000000,0.216
155,12500,10.8,111000000,0.216
155,11900,10.8,105000000,0.217
155,11700,10.8,104000000,0.217
155,11600,10.8,103000000,0.217
156,11000,10.8,97600000,0.218
156,10300,10.8,91100000,0.218
156,10100,10.9,89900000,0.218
156,10100,10.9,89500000,0.219
156,10100,10.9,89700000,0.219
157,10100,10.9,90100000,0.219
157,10200,10.9,90600000,0.219
157,10200,10.9,90900000,0.220
157,10300,10.9,91300000,0.220
157,10300,11.0,91700000,0.220
157,10400,11.0,92100000,0.221
158,10400,11.0,92600000,0.221
158,10500,11.0,93000000,0.221
158,10500,11.0,93600000,0.222
158,10600,11.0,94100000,0.222
158,10700,11.0,94700000,0.222
158,10700,11.1,95300000,0.222
159,10800,11.1,95900000,0.223
159,10900,11.1,96400000,0.223
159,10900,11.1,97000000,0.223
159,11000,11.1,97600000,0.224
159,11100,11.1,98300000,0.224
160,11100,11.1,98900000,0.224
160,11200,11.2,99400000,0.225
160,11300,11.2,100000000,0.225
160,11300,11.2,100000000,0.225
160,11400,11.2,101000000,0.225
