Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
43.1,12500,3.24,118000000,0.0663
43.2,12500,3.25,118000000,0.0665
43.4,12600,3.27,119000000,0.0668
43.5,12700,3.28,119000000,0.0670
43.7,12700,3.29,120000000,0.0673
43.8,12800,3.30,120000000,0.0675
44.0,12800,3.31,121000000,0.0678
44.1,12800,3.33,121000000,0.0680
44.3,12800,3.34,120000000,0.0683
44.4,12700,3.35,120000000,0.0685
44.6,12700,3.36,120000000,0.0688
44.7,12700,3.38,119000000,0.0690
44.9,12700,3.39,119000000,0.0693
45.0,12600,3.40,119000000,0.0695
45.2,12600,3.41,119000000,0.0698
45.3,12600,3.42,119000000,0.0700
45.5,12600,3.44,119000000,0.0703
45.6,12700,3.45,119000000,0.0705
45.8,12700,3.46,120000000,0.0708
45.9,12800,3.47,120000000,0.0710
46.1,12800,3.49,121000000,0.0713
46.2,12900,3.50,121000000,0.0715
46.4,12900,3.51,122000000,0.0718
46.5,13000,3.52,122000000,0.0720
46.7,13000,3.53,123000000,0.0723
46.8,13100,3.55,123000000,0.0725
47.0,13100,3.56,124000000,0.0728
47.1,13200,3.57,124000000,0.0730
47.3,13200,3.58,124000000,0.0733
47.4,13200,3.60,125000000,0.0735
47.6,13300,3.61,125000000,0.0738
47.7,13300,3.62,125000000,0.0740
47.9,13300,3.63,125000000,0.0743
48.0,13300,3.64,125000000,0.0745
48.2,13300,3.66,125000000,0.0748
48.3,13200,3.67,125000000,0.0750
48.5,13200,3.68,125000000,0.0753
48.6,13200,3.69,125000000,0.0755
48.8,13200,3.71,125000000,0.0758
48.9,13300,3.72,125000000,0.0760
49.1,13300,3.73,125000000,0.0763
49.2,13400,3.74,126000000,0.0765
49.4,13400,3.75,126000000,0.0768
49.5,13500,3.77,127000000,0.0770
49.7,13500,3.78,127000000,0.0772
49.8,13600,3.79,128000000,0.0775
50.0,13600,3.80,128000000,0.0777
50.1,13700,3.81,129000000,0.0780
50.3,13700,3.83,129000000,0.0782
50.4,13700,3.84,129000000,0.0785
50.6,13800,3.85,130000000,0.0787
50.7,13800,3.86,130000000,0.0790
50.9,13800,3.88,130000000,0.0792
51.0,13700,3.89,129000000,0.0795
51.2,13700,3.90,129000000,0.0797
51.3,13600,3.91,128000000,0.0800
51.5,13400,3.92,127000000,0.0802
51.6,13100,3.94,124000000,0.0805
51.8,12100,3.95,114000000,0.0808
51.9,11100,3.96,105000000,0.0810
52.1,10500,3.97,99300000,0.0813
52.2,10400,3.99,98200000,0.0815
52.4,10400,4.00,98100000,0.0817
52.5,10500,4.01,98400000,0.0820
52.7,10500,4.02,98900000,0.0822
52.8,10600,4.03,99500000,0.0825
53.0,10600,4.05,100000000,0.0827
53.1,10700,4.06,101000000,0.0830
53.3,10800,4.07,101000000,0.0832
53.4,10800,4.08,102000000,0.0835
53.6,10900,4.10,102000000,0.0837
53.7,10900,4.11,103000000,0.0840
53.9,10900,4.12,103000000,0.0842
54.0,10900,4.13,103000000,0.0845
54.1,10900,4.14,103000000,0.0847
54.3,10500,4.16,98900000,0.0850
54.4,10300,4.17,96600000,0.0852
54.6,10200,4.18,95700000,0.0855
54.7,10100,4.19,95500000,0.0857
54.9,10100,4.21,95600000,0.0860
55.0,10200,4.22,95800000,0.0862
55.2,10200,4.23,96200000,0.0865
55.3,10300,4.24,96600000,0.0867
55.5,10300,4.25,97100000,0.0870
55.6,10400,4.27,97600000,0.0872
55.8,10400,4.28,98000000,0.0875
55.9,10500,4.29,98500000,0.0877
56.1,10500,4.30,98900000,0.0880
56.2,10500,4.32,99200000,0.0882
56.4,10600,4.33,99600000,0.0885
56.5,10600,4.34,100000000,0.0887
56.7,10700,4.35,100000000,0.0890
56.8,10700,4.36,101000000,0.0892
57.0,10700,4.38,101000000,0.0895
57.1,10800,4.39,102000000,0.0897
57.3,10800,4.40,102000000,0.0900
57.4,10900,4.41,102000000,0.0902
57.6,10900,4.43,103000000,0.0905
57.7,11000,4.44,103000000,0.0907
57.9,11000,4.45,104000000,0.0910
58.0,11000,4.46,104000000,0.0912
58.2,11100,4.47,104000000,0.0915
58.3,11100,4.49,105000000,0.0917
58.5,11200,4.50,105000000,0.0920
58.6,11200,4.51,105000000,0.0922
58.8,11200,4.52,106000000,0.0925
58.9,11300,4.54,106000000,0.0927
59.1,11300,4.55,106000000,0.0930
59.2,11400,4.56,107000000,0.0932
59.4,11400,4.57,107000000,0.0935
59.5,11500,4.58,108000000,0.0937
59.7,11500,4.60,108000000,0.0940
59.8,11500,4.61,109000000,0.0942
60.0,11600,4.62,109000000,0.0945
60.1,11500,4.63,108000000,0.0947
60.3,11300,4.65,107000000,0.0950
60.4,11200,4.66,106000000,0.0952
60.6,11200,4.67,105000000,0.0955
60.7,11200,4.68,106000000,0.0957
60.9,11200,4.69,106000000,0.0960
61.0,11200,4.71,106000000,0.0962
61.2,11300,4.72,106000000,0.0965
61.3,11300,4.73,106000000,0.0967
61.5,11400,4.74,107000000,0.0970
61.6,11400,4.76,108000000,0.0972
61.8,11500,4.77,108000000,0.0975
61.9,11600,4.78,109000000,0.0977
62.1,11700,4.79,110000000,0.0980
62.2,11700,4.80,111000000,0.0982
62.4,11800,4.82,111000000,0.0985
62.5,11900,4.83,112000000,0.0987
62.7,12000,4.84,113000000,0.0990
62.8,12100,4.85,114000000,0.0992
63.0,12200,4.86,115000000,0.0995
63.1,12300,4.88,115000000,0.0997
63.3,12300,4.89,116000000,0.100
63.4,12400,4.90,117000000,0.100
63.6,12500,4.91,118000000,0.100
63.7,12600,4.93,118000000,0.101
63.9,12600,4.94,119000000,0.101
64.0,12700,4.95,119000000,0.101
64.2,12800,4.96,120000000,0.101
64.3,12800,4.97,121000000,0.102
64.5,12900,4.99,121000000,0.102
64.6,12900,5.00,122000000,0.102
64.8,13000,5.01,122000000,0.102
64.9,13000,5.02,123000000,0.103
65.1,13100,5.04,123000000,0.103
65.2,13100,5.05,124000000,0.103
65.4,13200,5.06,124000000,0.103
65.5,13200,5.07,125000000,0.104
65.7,13300,5.08,125000000,0.104
65.8,13300,5.10,125000000,0.104
66.0,13300,5.11,126000000,0.104
66.1,13400,5.12,126000000,0.105
66.3,13400,5.13,126000000,0.105
66.4,13400,5.15,126000000,0.105
66.6,13400,5.16,126000000,0.105
66.7,13400,5.17,126000000,0.106
66.9,13300,5.18,126000000,0.106
67.0,13300,5.19,126000000,0.106
67.2,13300,5.21,126000000,0.106
67.3,13300,5.22,125000000,0.107
67.5,13300,5.23,125000000,0.107
67.6,13300,5.24,125000000,0.107
67.8,13300,5.26,125000000,0.107
67.9,13200,5.27,125000000,0.108
68.1,13200,5.28,124000000,0.108
68.2,13200,5.29,124000000,0.108
68.4,13100,5.30,123000000,0.108
68.5,13000,5.32,123000000,0.109
68.7,13000,5.33,122000000,0.109
68.8,12800,5.34,121000000,0.109
69.0,12600,5.35,119000000,0.109
69.1,12300,5.37,116000000,0.110
69.3,12000,5.38,113000000,0.110
69.4,11900,5.39,112000000,0.110
69.6,11800,5.40,111000000,0.110
69.7,11800,5.41,111000000,0.111
69.9,11900,5.43,112000000,0.111
70.0,11900,5.44,112000000,0.111
70.2,11900,5.45,112000000,0.111
70.3,12000,5.46,113000000,0.112
70.5,12100,5.48,114000000,0.112
70.6,12100,5.49,114000000,0.112
70.8,12200,5.50,115000000,0.112
70.9,12300,5.51,115000000,0.113
71.1,12300,5.52,116000000,0.113
71.2,12400,5.54,117000000,0.113
71.4,12500,5.55,117000000,0.113
71.5,12500,5.56,118000000,0.114
71.7,12600,5.57,118000000,0.114
71.8,12600,5.59,119000000,0.114
72.0,12700,5.60,119000000,0.114
72.1,12700,5.61,120000000,0.115
72.3,12800,5.62,120000000,0.115
72.4,12800,5.63,121000000,0.115
72.6,12800,5.65,121000000,0.115
72.7,12900,5.66,121000000,0.116
72.9,12900,5.67,122000000,0.116
73.0,12900,5.68,122000000,0.116
73.2,12900,5.70,122000000,0.116
73.3,13000,5.71,122000000,0.117
73.5,13000,5.72,122000000,0.117
73.6,13000,5.73,122000000,0.117
73.8,13000,5.74,122000000,0.117
73.9,13000,5.76,122000000,0.118
74.1,13000,5.77,122000000,0.118
74.2,13000,5.78,122000000,0.118
74.4,12900,5.79,122000000,0.118
74.5,12900,5.81,121000000,0.119
74.7,12800,5.82,121000000,0.119
74.8,12800,5.83,121000000,0.119
75.0,12800,5.84,120000000,0.119
75.1,12700,5.85,120000000,0.120
75.3,12600,5.87,119000000,0.120
75.4,12400,5.88,117000000,0.120
75.6,12200,5.89,115000000,0.120
75.7,12100,5.90,114000000,0.121
75.9,12000,5.92,113000000,0.121
76.0,11600,5.93,110000000,0.121
76.2,11500,5.94,108000000,0.121
76.3,11400,5.95,108000000,0.122
76.5,11400,5.96,107000000,0.122
76.6,11400,5.98,107000000,0.122
76.8,11400,5.99,108000000,0.122
76.9,11400,6.00,108000000,0.123
77.1,11400,6.01,108000000,0.123
77.2,11500,6.02,108000000,0.123
77.4,11500,6.04,108000000,0.123
77.5,11500,6.05,108000000,0.124
77.7,11500,6.06,108000000,0.124
77.8,11500,6.07,108000000,0.124
78.0,11500,6.09,108000000,0.124
78.1,11500,6.10,108000000,0.125
78.3,11500,6.11,108000000,0.125
78.4,11400,6.12,108000000,0.125
78.6,11400,6.14,107000000,0.125
78.7,11300,6.15,107000000,0.126
78.9,11300,6.16,106000000,0.126
79.0,11300,6.17,106000000,0.126
79.2,11300,6.18,106000000,0.126
79.3,11300,6.20,106000000,0.127
79.5,11300,6.21,106000000,0.127
79.6,11300,6.22,107000000,0.127
79.8,11300,6.23,107000000,0.127
79.9,11400,6.24,107000000,0.128
80.1,11400,6.26,107000000,0.128
80.2,11300,6.27,107000000,0.128
80.4,11300,6.28,107000000,0.128
80.5,11300,6.29,106000000,0.129
80.7,11300,6.31,106000000,0.129
80.8,11200,6.32,106000000,0.129
80.9,11200,6.33,105000000,0.129
81.1,11100,6.34,105000000,0.130
81.2,11100,6.35,104000000,0.130
81.4,11000,6.37,104000000,0.130
81.5,11000,6.38,103000000,0.130
81.7,10900,6.39,103000000,0.131
81.8,10900,6.40,103000000,0.131
82.0,10800,6.42,102000000,0.131
82.1,10800,6.43,101000000,0.131
82.3,10700,6.44,101000000,0.132
82.4,10700,6.45,100000000,0.132
82.6,10600,6.46,100000000,0.132
82.7,10600,6.48,99600000,0.132
82.9,10500,6.49,98900000,0.133
83.0,10400,6.50,97800000,0.133
83.2,10300,6.51,97100000,0.133
83.3,10300,6.53,96700000,0.133
83.5,10300,6.54,96600000,0.134
83.6,10200,6.55,96500000,0.134
83.8,10300,6.56,96500000,0.134
83.9,10300,6.57,96600000,0.134
84.1,10300,6.59,96700000,0.135
84.2,10300,6.60,96800000,0.135
84.4,10300,6.61,96900000,0.135
84.5,10300,6.62,97000000,0.135
84.7,10300,6.64,97200000,0.136
84.8,10300,6.65,97300000,0.136
85.0,10300,6.66,97400000,0.136
85.1,10400,6.67,97600000,0.136
85.3,10400,6.68,97800000,0.137
85.4,10400,6.70,98000000,0.137
85.6,10400,6.71,98200000,0.137
85.7,10400,6.72,98400000,0.137
85.9,10500,6.73,98600000,0.138
86.0,10500,6.75,98900000,0.138
86.2,10500,6.76,99200000,0.138
86.3,10600,6.77,99600000,0.138
86.5,10600,6.78,100000000,0.139
86.6,10700,6.79,100000000,0.139
86.8,10700,6.81,101000000,0.139
86.9,10800,6.82,101000000,0.139
87.1,10800,6.83,102000000,0.140
87.2,10800,6.84,102000000,0.140
87.4,10900,6.86,103000000,0.140
87.5,10900,6.87,103000000,0.140
87.7,11000,6.88,103000000,0.141
87.8,11000,6.89,103000000,0.141
88.0,11000,6.90,104000000,0.141
88.1,11000,6.92,104000000,0.141
88.3,11000,6.93,104000000,0.142
88.4,11000,6.94,104000000,0.142
88.6,11100,6.95,104000000,0.142
88.7,11100,6.97,104000000,0.142
88.9,11100,6.98,104000000,0.143
89.0,11100,6.99,105000000,0.143
89.2,11100,7.00,105000000,0.143
89.3,11100,7.01,105000000,0.143
89.5,11200,7.03,105000000,0.144
89.6,11200,7.04,105000000,0.144
89.8,11200,7.05,105000000,0.144
89.9,11200,7.06,106000000,0.144
90.1,11200,7.08,106000000,0.145
90.2,11300,7.09,106000000,0.145
90.4,11300,7.10,106000000,0.145
90.5,11300,7.11,106000000,0.145
90.7,11300,7.12,106000000,0.146
90.8,11300,7.14,106000000,0.146
91.0,11300,7.15,106000000,0.146
91.1,11300,7.16,106000000,0.146
91.3,11300,7.17,106000000,0.147
91.4,11200,7.19,106000000,0.147
91.6,11200,7.20,106000000,0.147
91.7,11200,7.21,106000000,0.147
91.9,11200,7.22,106000000,0.148
92.0,11200,7.23,106000000,0.148
92.2,11300,7.25,106000000,0.148
92.3,11200,7.26,106000000,0.148
92.5,11200,7.27,105000000,0.149
92.6,11200,7.28,105000000,0.149
92.8,11100,7.29,105000000,0.149
92.9,11000,7.31,104000000,0.149
93.1,11000,7.32,103000000,0.150
93.2,11000,7.33,103000000,0.150
93.4,10900,7.34,103000000,0.150
93.5,10800,7.36,102000000,0.150
93.7,10100,7.37,95400000,0.151
93.8,9620,7.38,90600000,0.151
94.0,9460,7.39,89000000,0.151
94.1,9330,7.41,87900000,0.151
94.3,9260,7.42,87200000,0.152
94.4,9230,7.43,86900000,0.152
94.6,9220,7.44,86800000,0.152
94.7,9200,7.45,86600000,0.152
94.9,9160,7.47,86200000,0.153
95.0,9120,7.48,85900000,0.153
95.2,9110,7.49,85800000,0.153
95.3,9120,7.50,85900000,0.153
95.5,9140,7.51,86100000,0.154
95.6,9170,7.53,86400000,0.154
95.8,9210,7.54,86700000,0.154
95.9,9260,7.55,87200000,0.154
96.1,9300,7.56,87600000,0.155
96.2,9350,7.58,88100000,0.155
96.4,9400,7.59,88500000,0.155
96.5,9460,7.60,89000000,0.155
96.7,9510,7.61,89600000,0.156
96.8,9570,7.62,90100000,0.156
97.0,9630,7.64,90700000,0.156
97.1,9690,7.65,91200000,0.156
97.3,9750,7.66,91800000,0.157
97.4,9810,7.67,92300000,0.157
97.6,9860,7.69,92900000,0.157
97.7,9920,7.70,93400000,0.157
97.9,9970,7.71,93900000,0.158
98.0,10000,7.72,94400000,0.158
98.2,10100,7.73,94900000,0.158
98.3,10100,7.75,95400000,0.158
98.5,10200,7.76,95800000,0.159
98.6,10200,7.77,96100000,0.159
98.8,10200,7.78,96400000,0.159
98.9,10300,7.80,96700000,0.159
99.1,10300,7.81,96800000,0.160
99.2,10200,7.82,96300000,0.160
99.4,10200,7.83,95700000,0.160
99.5,10100,7.84,95100000,0.160
99.7,10000,7.86,94500000,0.161
99.8,9980,7.87,94000000,0.161
100,9910,7.88,93300000,0.161
100,9810,7.89,92300000,0.161
100,9650,7.91,90900000,0.162
100,9500,7.92,89500000,0.162
101,9380,7.93,88300000,0.162
101,9280,7.94,87400000,0.162
101,9220,7.95,86800000,0.163
101,9190,7.97,86600000,0.163
101,9190,7.98,86500000,0.163
101,9200,7.99,86600000,0.163
101,9230,8.00,86900000,0.164
102,9250,8.02,87100000,0.164
102,9280,8.03,87400000,0.164
102,9310,8.04,87700000,0.164
102,9340,8.05,87900000,0.165
102,9350,8.06,88100000,0.165
102,9360,8.08,88200000,0.165
103,9380,8.09,88400000,0.165
103,9410,8.10,88600000,0.166
103,9440,8.11,88900000,0.166
103,9470,8.13,89100000,0.166
103,9500,8.14,89500000,0.166
103,9540,8.15,89800000,0.167
103,9570,8.16,90100000,0.167
104,9610,8.17,90500000,0.167
104,9640,8.19,90800000,0.167
104,9660,8.20,91000000,0.168
104,9680,8.21,91100000,0.168
104,9690,8.22,91300000,0.168
104,9710,8.24,91400000,0.168
104,9740,8.25,91700000,0.169
105,9770,8.26,92000000,0.169
105,9800,8.27,92300000,0.169
105,9830,8.28,92600000,0.169
105,9870,8.30,92900000,0.170
105,9910,8.31,93300000,0.170
105,9950,8.32,93600000,0.170
106,9990,8.33,94000000,0.170
106,10000,8.35,94400000,0.171
106,10100,8.36,94700000,0.171
106,10100,8.37,95100000,0.171
106,10100,8.38,95500000,0.171
106,10200,8.39,95900000,0.172
106,10200,8.41,96200000,0.172
107,10300,8.42,96600000,0.172
107,10300,8.43,96900000,0.172
107,10300,8.44,97400000,0.173
107,10400,8.45,97800000,0.173
107,10400,8.47,98200000,0.173
107,10500,8.48,98500000,0.173
107,10500,8.49,98900000,0.174
108,10500,8.50,99200000,0.174
108,10600,8.52,99500000,0.174
108,10600,8.53,99700000,0.174
108,10600,8.54,99800000,0.175
108,10600,8.55,100000000,0.175
108,10600,8.57,100000000,0.175
108,10700,8.58,100000000,0.175
109,10700,8.59,100000000,0.176
109,10700,8.60,100000000,0.176
109,10700,8.61,100000000,0.176
109,10100,8.63,94700000,0.176
109,9550,8.64,89900000,0.177
109,9410,8.65,88600000,0.177
110,9380,8.66,88300000,0.177
110,9390,8.68,88400000,0.177
110,9410,8.69,88600000,0.178
110,9440,8.70,88900000,0.178
110,9460,8.71,89100000,0.178
110,9480,8.72,89300000,0.178
110,9490,8.74,89400000,0.179
111,9500,8.75,89400000,0.179
111,9500,8.76,89500000,0.179
111,9500,8.77,89500000,0.179
111,9520,8.78,89600000,0.180
111,9540,8.80,89800000,0.180
111,9550,8.81,90000000,0.180
111,9580,8.82,90200000,0.180
