Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
112,9600,8.83,90400000,0.181
112,9630,8.85,90700000,0.181
112,9660,8.86,91000000,0.181
112,9690,8.87,91200000,0.181
112,9720,8.88,91500000,0.182
112,9750,8.89,91900000,0.182
113,9790,8.91,92100000,0.182
113,9820,8.92,92500000,0.182
113,9860,8.93,92800000,0.183
113,9890,8.94,93100000,0.183
113,9920,8.96,93500000,0.183
113,9960,8.97,93800000,0.183
113,9990,8.98,94100000,0.184
114,10000,8.99,94400000,0.184
114,10100,9.00,94700000,0.184
114,10100,9.02,94900000,0.184
114,10100,9.03,95200000,0.185
114,10100,9.04,95400000,0.185
114,10200,9.05,95700000,0.185
114,10200,9.07,95900000,0.185
115,10200,9.08,96100000,0.186
115,10200,9.09,96300000,0.186
115,10200,9.10,96400000,0.186
115,10300,9.11,96600000,0.186
115,10300,9.13,96800000,0.187
115,10300,9.14,96900000,0.187
116,10300,9.15,97000000,0.187
116,10300,9.16,97200000,0.187
116,10300,9.18,97300000,0.188
116,10300,9.19,97400000,0.188
116,10400,9.20,97500000,0.188
116,10400,9.21,97600000,0.188
116,10400,9.22,97700000,0.189
117,10400,9.24,97800000,0.189
117,10400,9.25,97900000,0.189
117,10400,9.26,98100000,0.189
117,10400,9.27,98200000,0.190
117,10400,9.29,98300000,0.190
117,10500,9.30,98400000,0.190
117,10500,9.31,98600000,0.190
118,10500,9.32,98700000,0.191
118,10500,9.33,98900000,0.191
118,10500,9.35,99000000,0.191
118,10500,9.36,99200000,0.191
118,10600,9.37,99400000,0.192
118,10600,9.38,99500000,0.192
119,10600,9.40,99700000,0.192
119,10600,9.41,99900000,0.192
119,10600,9.42,100000000,0.193
119,10700,9.43,100000000,0.193
119,10700,9.44,101000000,0.193
119,10700,9.46,101000000,0.193
119,10700,9.47,101000000,0.194
120,10700,9.48,101000000,0.194
120,10800,9.49,101000000,0.194
120,10800,9.51,102000000,0.194
120,10800,9.52,102000000,0.195
120,10800,9.53,102000000,0.195
120,10900,9.54,102000000,0.195
120,10900,9.55,102000000,0.195
121,10900,9.57,103000000,0.196
121,10900,9.58,103000000,0.196
121,11000,9.59,103000000,0.196
121,11000,9.60,103000000,0.196
121,11000,9.61,104000000,0.197
121,11000,9.63,104000000,0.197
122,11100,9.64,104000000,0.197
122,11100,9.65,104000000,0.197
122,11100,9.66,104000000,0.198
122,11100,9.68,105000000,0.198
122,11100,9.69,105000000,0.198
122,11100,9.70,105000000,0.198
122,11200,9.71,105000000,0.199
123,11200,9.73,105000000,0.199
123,11200,9.74,105000000,0.199
123,11200,9.75,106000000,0.199
123,11200,9.76,106000000,0.200
123,11200,9.77,106000000,0.200
123,11200,9.79,106000000,0.200
123,11300,9.80,106000000,0.200
124,11300,9.81,106000000,0.201
124,11300,9.82,106000000,0.201
124,11300,9.84,106000000,0.201
124,11300,9.85,106000000,0.201
124,11300,9.86,106000000,0.202
124,11300,9.87,106000000,0.202
125,11200,9.88,106000000,0.202
125,11200,9.90,106000000,0.202
125,11200,9.91,106000000,0.203
125,11200,9.92,106000000,0.203
125,11200,9.93,106000000,0.203
125,11200,9.94,106000000,0.203
125,11200,9.96,106000000,0.204
126,11200,9.97,106000000,0.204
126,11200,9.98,106000000,0.204
126,11200,9.99,106000000,0.204
126,11200,10.0,106000000,0.205
126,11200,10.0,106000000,0.205
126,11200,10.0,106000000,0.205
126,11200,10.0,106000000,0.205
127,11200,10.1,106000000,0.206
127,11200,10.1,106000000,0.206
127,11200,10.1,106000000,0.206
127,11200,10.1,106000000,0.206
127,11200,10.1,106000000,0.207
127,11300,10.1,106000000,0.207
128,11300,10.1,106000000,0.207
128,11300,10.1,106000000,0.207
128,11300,10.2,106000000,0.208
128,11300,10.2,106000000,0.208
128,11300,10.2,106000000,0.208
128,11300,10.2,107000000,0.208
128,11300,10.2,107000000,0.209
129,11300,10.2,107000000,0.209
129,11300,10.2,107000000,0.209
129,11300,10.2,107000000,0.209
129,11400,10.3,107000000,0.210
129,11400,10.3,107000000,0.210
129,11400,10.3,107000000,0.210
129,11400,10.3,107000000,0.210
130,11400,10.3,107000000,0.211
130,11400,10.3,107000000,0.211
130,11400,10.3,107000000,0.211
130,11400,10.3,107000000,0.211
130,11400,10.3,108000000,0.212
130,11400,10.4,108000000,0.212
131,11400,10.4,108000000,0.212
131,11400,10.4,108000000,0.212
131,11400,10.4,108000000,0.213
131,11400,10.4,108000000,0.213
131,11400,10.4,108000000,0.213
131,11400,10.4,108000000,0.213
131,11400,10.4,108000000,0.214
132,11400,10.5,107000000,0.214
132,11300,10.5,107000000,0.214
132,11300,10.5,106000000,0.214
132,11200,10.5,106000000,0.215
132,11200,10.5,105000000,0.215
132,11100,10.5,105000000,0.215
132,11100,10.5,104000000,0.215
133,11000,10.5,104000000,0.216
133,11000,10.6,103000000,0.216
133,10900,10.6,103000000,0.216
133,10900,10.6,103000000,0.216
133,10900,10.6,102000000,0.217
133,10900,10.6,102000000,0.217
134,10900,10.6,102000000,0.217
134,10800,10.6,102000000,0.217
134,10700,10.6,101000000,0.218
134,10500,10.7,98900000,0.218
134,10400,10.7,98300000,0.218
134,10400,10.7,98200000,0.218
134,10500,10.7,98500000,0.219
135,10500,10.7,98900000,0.219
135,10600,10.7,99400000,0.219
135,10600,10.7,99900000,0.219
135,10700,10.7,100000000,0.220
135,10700,10.8,101000000,0.220
135,10800,10.8,101000000,0.220
135,10800,10.8,102000000,0.220
136,10800,10.8,102000000,0.221
136,10900,10.8,102000000,0.221
136,10900,10.8,103000000,0.221
136,10900,10.8,103000000,0.221
136,11000,10.8,103000000,0.222
136,11000,10.8,103000000,0.222
136,11000,10.9,104000000,0.222
137,11000,10.9,104000000,0.222
137,11000,10.9,104000000,0.223
137,11100,10.9,104000000,0.223
137,11100,10.9,104000000,0.223
137,11100,10.9,104000000,0.223
137,11000,10.9,104000000,0.224
138,10900,10.9,102000000,0.224
138,10300,11.0,97400000,0.224
138,9860,11.0,92800000,0.224
138,9700,11.0,91400000,0.225
138,9660,11.0,91000000,0.225
138,9660,11.0,91000000,0.225
138,9690,11.0,91300000,0.225
139,9730,11.0,91600000,0.226
139,9770,11.0,92000000,0.226
139,9820,11.1,92400000,0.226
139,9860,11.1,92800000,0.226
139,9900,11.1,93300000,0.227
139,9950,11.1,93700000,0.227
139,10000,11.1,94100000,0.227
140,10000,11.1,94600000,0.227
140,10100,11.1,95000000,0.228
140,10100,11.1,95500000,0.228
140,10200,11.2,96000000,0.228
140,10200,11.2,96400000,0.228
140,10300,11.2,96900000,0.229
141,10300,11.2,97300000,0.229
141,10400,11.2,97700000,0.229
141,10400,11.2,98100000,0.229
141,10500,11.2,98500000,0.230
141,10500,11.2,98900000,0.230
141,10500,11.3,99200000,0.230
141,10600,11.3,99500000,0.230
142,10600,11.3,99900000,0.231
142,10600,11.3,100000000,0.231
142,10700,11.3,100000000,0.231
142,10700,11.3,101000000,0.231
142,10700,11.3,101000000,0.232
142,10800,11.3,101000000,0.232
142,10800,11.3,101000000,0.232
143,10800,11.4,102000000,0.232
143,10800,11.4,102000000,0.233
143,10800,11.4,102000000,0.233
143,10900,11.4,102000000,0.233
143,10900,11.4,103000000,0.233
143,10900,11.4,103000000,0.234
144,10900,11.4,103000000,0.234
144,11000,11.4,103000000,0.234
144,11000,11.5,103000000,0.234
144,11000,11.5,103000000,0.235
144,11000,11.5,104000000,0.235
144,11000,11.5,104000000,0.235
144,11000,11.5,104000000,0.235
145,11000,11.5,104000000,0.236
145,11000,11.5,104000000,0.236
145,11000,11.5,103000000,0.236
145,10900,11.6,103000000,0.236
145,10800,11.6,102000000,0.237
145,10700,11.6,101000000,0.237
145,10600,11.6,99900000,0.237
146,10500,11.6,99100000,0.237
146,10500,11.6,98600000,0.238
146,10400,11.6,98100000,0.238
146,10400,11.6,97800000,0.238
146,10400,11.7,97500000,0.238
146,10300,11.7,97200000,0.239
147,10300,11.7,96900000,0.239
147,10300,11.7,96700000,0.239
147,10200,11.7,96300000,0.239
147,10200,11.7,95900000,0.240
147,10100,11.7,95500000,0.240
147,10100,11.7,94800000,0.240
147,9970,11.8,93900000,0.240
148,9860,11.8,92800000,0.241
148,9810,11.8,92300000,0.241
148,9800,11.8,92200000,0.241
148,9810,11.8,92400000,0.241
148,9840,11.8,92600000,0.242
148,9880,11.8,93000000,0.242
148,9920,11.8,93400000,0.242
149,9970,11.8,93900000,0.242
149,10000,11.9,94400000,0.243
149,10100,11.9,94800000,0.243
149,10100,11.9,95300000,0.243
149,10200,11.9,95800000,0.243
149,10200,11.9,96300000,0.244
150,10300,11.9,96800000,0.244
150,10300,11.9,97200000,0.244
150,10400,11.9,97700000,0.244
150,10400,12.0,98100000,0.245
150,10500,12.0,98600000,0.245
150,10500,12.0,99000000,0.245
150,10600,12.0,99400000,0.245
151,10600,12.0,99800000,0.246
151,10600,12.0,100000000,0.246
151,10700,12.0,101000000,0.246
151,10700,12.0,101000000,0.246
151,10800,12.1,101000000,0.247
151,10800,12.1,102000000,0.247
151,10800,12.1,102000000,0.247
152,10900,12.1,102000000,0.247
152,10900,12.1,103000000,0.248
152,10900,12.1,103000000,0.248
152,10900,12.1,103000000,0.248
152,11000,12.1,103000000,0.248
152,11000,12.2,103000000,0.249
153,11000,12.2,103000000,0.249
153,11000,12.2,104000000,0.249
153,11000,12.2,104000000,0.249
153,11000,12.2,104000000,0.250
153,11000,12.2,103000000,0.250
