2.14,22.8,0.0253,181000,0.0251
2.16,23.1,0.0285,183000,0.0283
2.18,23.7,0.0320,188000,0.0317
2.20,24.3,0.0355,193000,0.0352
2.22,24.7,0.0388,196000,0.0385
2.24,25.2,0.0421,200000,0.0417
2.26,26.2,0.0457,207000,0.0453
2.28,27.2,0.0491,215000,0.0486
2.30,28.2,0.0523,224000,0.0519
2.32,29.2,0.0557,231000,0.0552
2.34,30.3,0.0593,240000,0.0587
2.36,30.9,0.0626,245000,0.0621
2.38,31.5,0.0660,250000,0.0654
2.40,32.2,0.0695,255000,0.0688
2.42,32.6,0.0730,258000,0.0724
2.44,33.1,0.0764,262000,0.0757
2.46,33.5,0.0798,265000,0.0791
2.48,33.7,0.0833,267000,0.0825
2.50,33.8,0.0867,268000,0.0859
2.52,33.8,0.0899,268000,0.0891
2.54,34.1,0.0931,270000,0.0923
2.56,35.1,0.0966,278000,0.0958
2.58,36.1,0.0999,286000,0.0990
2.60,36.9,0.103,292000,0.102
2.62,37.8,0.107,299000,0.106
2.64,38.8,0.110,307000,0.109
2.66,39.7,0.113,314000,0.112
2.68,40.3,0.117,319000,0.116
2.70,40.9,0.120,324000,0.119
2.72,41.8,0.124,331000,0.122
2.74,42.1,0.127,334000,0.126
2.76,42.7,0.130,338000,0.129
2.78,43.6,0.134,345000,0.132
2.80,44.2,0.137,350000,0.136
2.82,44.8,0.140,355000,0.139
2.84,45.6,0.144,362000,0.142
2.86,46.7,0.147,370000,0.146
2.88,47.8,0.151,379000,0.149
2.90,48.8,0.154,387000,0.153
2.92,49.7,0.157,394000,0.156
2.94,50.9,0.161,403000,0.159
2.96,51.9,0.164,411000,0.163
2.98,52.8,0.167,418000,0.166
3.00,53.8,0.171,426000,0.169
3.02,54.9,0.174,435000,0.173
3.04,56.0,0.178,443000,0.176
3.06,57.1,0.181,452000,0.179
3.08,58.4,0.184,462000,0.183
3.10,59.9,0.188,475000,0.186
3.12,61.4,0.191,486000,0.189
3.14,62.7,0.194,496000,0.193
3.16,64.2,0.198,508000,0.196
3.18,65.5,0.201,519000,0.199
3.20,66.9,0.205,530000,0.203
3.22,68.5,0.208,542000,0.206
3.24,70.2,0.211,556000,0.209
3.26,71.8,0.215,569000,0.213
3.28,73.2,0.218,580000,0.216
3.30,74.4,0.221,589000,0.219
3.33,76.2,0.225,604000,0.223
3.35,77.6,0.228,615000,0.226
3.37,79.1,0.231,627000,0.229
3.39,80.9,0.235,641000,0.233
3.41,82.7,0.238,655000,0.236
3.43,84.3,0.242,668000,0.240
