Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
27.3,7020,1.26,65700000,0.0255
27.4,7080,1.27,66200000,0.0256
27.5,7130,1.27,66700000,0.0257
27.5,7180,1.28,67200000,0.0258
27.6,7240,1.28,67700000,0.0259
27.7,7290,1.29,68200000,0.0260
27.7,7340,1.29,68600000,0.0262
27.8,7390,1.30,69100000,0.0263
27.9,7430,1.30,69500000,0.0264
27.9,7480,1.31,70000000,0.0265
28.0,7530,1.31,70400000,0.0266
28.0,7580,1.32,70900000,0.0267
28.1,7620,1.32,71300000,0.0268
28.2,7670,1.33,71700000,0.0269
28.2,7720,1.33,72200000,0.0270
28.3,7770,1.34,72600000,0.0271
28.4,7820,1.34,73100000,0.0272
28.4,7870,1.35,73600000,0.0273
28.5,7920,1.36,74100000,0.0274
28.6,7970,1.36,74500000,0.0275
28.6,8020,1.37,75000000,0.0277
28.7,8080,1.37,75600000,0.0278
28.8,8130,1.38,76000000,0.0279
28.8,8190,1.38,76600000,0.0280
28.9,8240,1.39,77100000,0.0281
29.0,8300,1.39,77600000,0.0282
29.0,8350,1.40,78100000,0.0283
29.1,8410,1.40,78600000,0.0284
29.1,8470,1.41,79200000,0.0285
29.2,8520,1.41,79700000,0.0286
29.3,8580,1.42,80300000,0.0287
29.3,8630,1.42,80800000,0.0288
29.4,8690,1.43,81300000,0.0290
29.5,8750,1.44,81900000,0.0291
29.5,8810,1.44,82400000,0.0292
29.6,8870,1.45,83000000,0.0293
29.7,8930,1.45,83500000,0.0294
29.7,8990,1.46,84100000,0.0295
29.8,9050,1.46,84700000,0.0296
29.9,9120,1.47,85300000,0.0297
29.9,9180,1.47,85900000,0.0298
30.0,9240,1.48,86400000,0.0299
30.0,9310,1.48,87000000,0.0300
30.1,9370,1.49,87600000,0.0301
30.2,9430,1.49,88200000,0.0302
30.2,9490,1.50,88800000,0.0303
30.3,9560,1.50,89400000,0.0304
30.4,9620,1.51,90000000,0.0306
30.4,9680,1.51,90600000,0.0307
30.5,9750,1.52,91200000,0.0308
30.6,9820,1.53,91800000,0.0309
30.6,9880,1.53,92400000,0.0310
30.7,9940,1.54,93000000,0.0311
30.8,10000,1.54,93600000,0.0312
30.8,10100,1.55,94200000,0.0313
30.9,10100,1.55,94800000,0.0314
30.9,10200,1.56,95400000,0.0315
31.0,10300,1.56,95900000,0.0316
31.1,10300,1.57,96500000,0.0317
31.1,10400,1.57,97000000,0.0319
31.2,10400,1.58,97600000,0.0320
31.3,10500,1.58,98100000,0.0321
31.3,10500,1.59,98700000,0.0322
31.4,10600,1.59,99200000,0.0323
31.5,10700,1.60,99700000,0.0324
31.5,10700,1.60,100000000,0.0325
31.6,10800,1.61,101000000,0.0326
31.7,10800,1.62,101000000,0.0327
31.7,10900,1.62,102000000,0.0328
31.8,10900,1.63,102000000,0.0329
31.8,11000,1.63,103000000,0.0330
31.9,11100,1.64,103000000,0.0331
32.0,11100,1.64,104000000,0.0332
32.0,11200,1.65,104000000,0.0334
32.1,11200,1.65,105000000,0.0335
32.2,11300,1.66,105000000,0.0336
32.2,11300,1.66,106000000,0.0337
32.3,11400,1.67,106000000,0.0338
32.4,11400,1.67,107000000,0.0339
32.4,11400,1.68,107000000,0.0340
32.5,11500,1.68,108000000,0.0341
32.6,11500,1.69,108000000,0.0342
32.6,11600,1.70,108000000,0.0343
32.7,11600,1.70,109000000,0.0344
32.8,11700,1.71,109000000,0.0345
32.8,11700,1.71,109000000,0.0346
32.9,11700,1.72,110000000,0.0348
32.9,11800,1.72,110000000,0.0349
33.0,11800,1.73,111000000,0.0350
33.1,11900,1.73,111000000,0.0351
33.1,11900,1.74,111000000,0.0352
33.2,11900,1.74,112000000,0.0353
33.3,12000,1.75,112000000,0.0354
33.3,12000,1.75,112000000,0.0355
33.4,12000,1.76,112000000,0.0356
33.5,12000,1.76,113000000,0.0357
33.5,12100,1.77,113000000,0.0358
33.6,12100,1.77,113000000,0.0359
33.7,12100,1.78,113000000,0.0360
33.7,12100,1.79,113000000,0.0362
33.8,12100,1.79,113000000,0.0363
33.8,12100,1.80,113000000,0.0364
33.9,12100,1.80,114000000,0.0365
34.0,12100,1.81,114000000,0.0366
34.0,12200,1.81,114000000,0.0367
34.1,12200,1.82,114000000,0.0368
34.2,12200,1.82,114000000,0.0369
34.2,12200,1.83,114000000,0.0370
34.3,12200,1.83,114000000,0.0371
34.4,12200,1.84,114000000,0.0372
34.4,12200,1.84,114000000,0.0373
34.5,12300,1.85,115000000,0.0374
34.6,12300,1.85,115000000,0.0375
34.6,12300,1.86,115000000,0.0377
34.7,12300,1.87,115000000,0.0378
34.7,12400,1.87,116000000,0.0379
34.8,12400,1.88,116000000,0.0380
34.9,12400,1.88,116000000,0.0381
34.9,12400,1.89,116000000,0.0382
35.0,12500,1.89,117000000,0.0383
35.1,12500,1.90,117000000,0.0384
35.1,12500,1.90,117000000,0.0385
35.2,12500,1.91,117000000,0.0386
35.3,12600,1.91,118000000,0.0387
35.3,12600,1.92,118000000,0.0388
35.4,12600,1.92,118000000,0.0389
35.5,12600,1.93,118000000,0.0391
35.5,12600,1.93,118000000,0.0392
35.6,12700,1.94,118000000,0.0393
35.7,12700,1.94,119000000,0.0394
35.7,12700,1.95,119000000,0.0395
35.8,12700,1.96,119000000,0.0396
35.8,12700,1.96,119000000,0.0397
35.9,12700,1.97,119000000,0.0398
36.0,12700,1.97,119000000,0.0399
36.0,12700,1.98,119000000,0.0400
36.1,12800,1.98,119000000,0.0401
36.2,12800,1.99,119000000,0.0402
36.2,12800,1.99,120000000,0.0403
36.3,12800,2.00,120000000,0.0405
36.4,12800,2.00,120000000,0.0406
36.4,12800,2.01,120000000,0.0407
36.5,12900,2.01,120000000,0.0408
36.6,12900,2.02,120000000,0.0409
36.6,12900,2.02,121000000,0.0410
36.7,12900,2.03,121000000,0.0411
36.7,13000,2.03,121000000,0.0412
36.8,13000,2.04,121000000,0.0413
36.9,13000,2.05,122000000,0.0414
36.9,13000,2.05,122000000,0.0415
37.0,13100,2.06,122000000,0.0416
37.1,13100,2.06,122000000,0.0417
37.1,13100,2.07,123000000,0.0418
37.2,13100,2.07,123000000,0.0420
37.3,13200,2.08,123000000,0.0421
37.3,13200,2.08,123000000,0.0422
37.4,13200,2.09,124000000,0.0423
37.5,13300,2.09,124000000,0.0424
37.5,13300,2.10,124000000,0.0425
37.6,13300,2.10,125000000,0.0426
37.6,13400,2.11,125000000,0.0427
37.7,13400,2.11,125000000,0.0428
37.8,13400,2.12,126000000,0.0429
37.8,13500,2.13,126000000,0.0430
37.9,13500,2.13,126000000,0.0431
38.0,13500,2.14,127000000,0.0432
38.0,13600,2.14,127000000,0.0434
38.1,13600,2.15,127000000,0.0435
38.2,13600,2.15,127000000,0.0436
38.2,13600,2.16,128000000,0.0437
38.3,13700,2.16,128000000,0.0438
38.4,13700,2.17,128000000,0.0439
38.4,13700,2.17,128000000,0.0440
38.5,13700,2.18,128000000,0.0441
38.6,13700,2.18,128000000,0.0442
38.6,13800,2.19,129000000,0.0443
38.7,13800,2.19,129000000,0.0444
38.7,13800,2.20,129000000,0.0445
38.8,13800,2.20,129000000,0.0446
38.9,13800,2.21,129000000,0.0448
38.9,13800,2.22,129000000,0.0449
39.0,13800,2.22,129000000,0.0450
39.1,13800,2.23,130000000,0.0451
39.1,13900,2.23,130000000,0.0452
39.2,13900,2.24,130000000,0.0453
39.3,13900,2.24,130000000,0.0454
39.3,13900,2.25,130000000,0.0455
39.4,13900,2.25,130000000,0.0456
39.5,13900,2.26,130000000,0.0457
39.5,13900,2.26,130000000,0.0458
39.6,14000,2.27,131000000,0.0459
39.6,14000,2.27,131000000,0.0460
39.7,14000,2.28,131000000,0.0461
39.8,14000,2.28,131000000,0.0463
39.8,14000,2.29,131000000,0.0464
39.9,14100,2.29,131000000,0.0465
40.0,14100,2.30,132000000,0.0466
40.0,14100,2.31,132000000,0.0467
40.1,14100,2.31,132000000,0.0468
40.2,14100,2.32,132000000,0.0469
40.2,14100,2.32,132000000,0.0470
40.3,14200,2.33,133000000,0.0471
40.4,14200,2.33,133000000,0.0472
40.4,14200,2.34,133000000,0.0473
40.5,14200,2.34,133000000,0.0474
40.5,14200,2.35,133000000,0.0475
40.6,14300,2.35,133000000,0.0477
40.7,14300,2.36,134000000,0.0478
40.7,14300,2.36,134000000,0.0479
40.8,14300,2.37,134000000,0.0480
40.9,14300,2.38,134000000,0.0481
40.9,14400,2.38,134000000,0.0482
41.0,14400,2.39,134000000,0.0483
41.1,14400,2.39,135000000,0.0484
41.1,14400,2.40,135000000,0.0485
41.2,14400,2.40,135000000,0.0486
41.3,14400,2.41,135000000,0.0487
41.3,14400,2.41,135000000,0.0488
41.4,14500,2.42,135000000,0.0489
41.4,14500,2.42,135000000,0.0491
41.5,14500,2.43,135000000,0.0492
41.6,14500,2.43,136000000,0.0493
41.6,14500,2.44,136000000,0.0494
41.7,14500,2.44,136000000,0.0495
41.8,14500,2.45,136000000,0.0496
41.8,14600,2.45,136000000,0.0497
41.9,14600,2.46,136000000,0.0498
42.0,14600,2.47,136000000,0.0499
42.0,14600,2.47,137000000,0.0500
42.1,14600,2.48,137000000,0.0501
42.2,14600,2.48,137000000,0.0502
42.2,14600,2.49,137000000,0.0503
42.3,14600,2.49,137000000,0.0504
42.4,14700,2.50,137000000,0.0506
42.4,14700,2.50,137000000,0.0507
42.5,14700,2.51,137000000,0.0508
42.5,14700,2.51,138000000,0.0509
42.6,14700,2.52,138000000,0.0510
42.7,14700,2.52,138000000,0.0511
42.7,14700,2.53,138000000,0.0512
42.8,14700,2.53,138000000,0.0513
42.9,14700,2.54,138000000,0.0514
42.9,14700,2.54,138000000,0.0515
43.0,14700,2.55,138000000,0.0516
43.1,14700,2.56,138000000,0.0517
43.1,14700,2.56,137000000,0.0519
43.2,14700,2.57,137000000,0.0520
43.3,14600,2.57,136000000,0.0521
43.3,14500,2.58,136000000,0.0522
43.4,14400,2.58,135000000,0.0523
43.4,14200,2.59,133000000,0.0524
43.5,14000,2.59,131000000,0.0525
43.6,13800,2.60,129000000,0.0526
43.6,13700,2.60,128000000,0.0527
43.7,13600,2.61,127000000,0.0528
43.8,13500,2.61,127000000,0.0529
43.8,13500,2.62,126000000,0.0530
43.9,13500,2.62,126000000,0.0531
44.0,13500,2.63,126000000,0.0532
44.0,13500,2.63,126000000,0.0533
44.1,13500,2.64,126000000,0.0535
44.2,13500,2.65,126000000,0.0536
44.2,13500,2.65,126000000,0.0537
44.3,13500,2.66,127000000,0.0538
44.3,13600,2.66,127000000,0.0539
44.4,13600,2.67,127000000,0.0540
44.5,13600,2.67,127000000,0.0541
44.5,13600,2.68,128000000,0.0542
44.6,13700,2.68,128000000,0.0543
44.7,13700,2.69,128000000,0.0544
44.7,13700,2.69,128000000,0.0545
44.8,13700,2.70,128000000,0.0546
44.9,13800,2.70,129000000,0.0548
44.9,13800,2.71,129000000,0.0549
45.0,13800,2.71,129000000,0.0550
45.1,13800,2.72,129000000,0.0551
45.1,13900,2.73,130000000,0.0552
45.2,13900,2.73,130000000,0.0553
45.3,13900,2.74,130000000,0.0554
45.3,13900,2.74,130000000,0.0555
45.4,13900,2.75,130000000,0.0556
45.4,13900,2.75,130000000,0.0557
45.5,13900,2.76,130000000,0.0558
45.6,14000,2.76,131000000,0.0559
45.6,14000,2.77,131000000,0.0560
45.7,14000,2.77,131000000,0.0561
45.8,14000,2.78,131000000,0.0563
45.8,14000,2.78,131000000,0.0564
45.9,14000,2.79,131000000,0.0565
46.0,14000,2.79,131000000,0.0566
46.0,14000,2.80,131000000,0.0567
46.1,14000,2.81,131000000,0.0568
46.2,14000,2.81,131000000,0.0569
46.2,14000,2.82,131000000,0.0570
46.3,14000,2.82,131000000,0.0571
46.3,14000,2.83,130000000,0.0572
46.4,13900,2.83,130000000,0.0573
46.5,13900,2.84,130000000,0.0574
46.5,13900,2.84,130000000,0.0575
46.6,13900,2.85,130000000,0.0576
46.7,13800,2.85,129000000,0.0578
46.7,13800,2.86,129000000,0.0579
46.8,13800,2.86,129000000,0.0580
46.9,13800,2.87,129000000,0.0581
46.9,13700,2.87,128000000,0.0582
47.0,13700,2.88,128000000,0.0583
47.1,13700,2.88,128000000,0.0584
47.1,13700,2.89,128000000,0.0585
47.2,13600,2.90,127000000,0.0586
47.2,13600,2.90,127000000,0.0587
47.3,13600,2.91,127000000,0.0588
47.4,13500,2.91,126000000,0.0589
47.4,13500,2.92,126000000,0.0591
47.5,13400,2.92,125000000,0.0592
47.6,13300,2.93,124000000,0.0593
47.6,13200,2.93,123000000,0.0594
47.7,13100,2.94,122000000,0.0595
47.8,12900,2.94,121000000,0.0596
47.8,12600,2.95,117000000,0.0597
47.9,11800,2.95,111000000,0.0598
48.0,9550,2.96,89300000,0.0599
48.0,9060,2.97,84700000,0.0600
48.1,8920,2.97,83400000,0.0601
48.2,8860,2.98,82900000,0.0602
48.2,8850,2.98,82800000,0.0604
48.3,8850,2.99,82800000,0.0605
48.3,8860,2.99,82900000,0.0606
48.4,8890,3.00,83100000,0.0607
48.5,8910,3.00,83400000,0.0608
48.5,8950,3.01,83700000,0.0609
48.6,8980,3.01,84000000,0.0610
48.7,9020,3.02,84400000,0.0611
48.7,9060,3.02,84700000,0.0612
48.8,9090,3.03,85000000,0.0613
48.9,9130,3.03,85400000,0.0614
48.9,9170,3.04,85800000,0.0615
49.0,9210,3.04,86200000,0.0616
49.1,9250,3.05,86500000,0.0617
49.1,9280,3.05,86800000,0.0618
49.2,9330,3.06,87200000,0.0619
49.2,9360,3.06,87500000,0.0621
49.3,9400,3.07,87900000,0.0622
49.4,9430,3.08,88200000,0.0623
49.4,9470,3.08,88600000,0.0624
49.5,9510,3.09,88900000,0.0625
49.6,9550,3.09,89300000,0.0626
49.6,9590,3.10,89700000,0.0627
49.7,9620,3.10,89900000,0.0628
49.8,9650,3.11,90300000,0.0629
49.8,9680,3.11,90600000,0.0630
49.9,9720,3.12,90900000,0.0631
50.0,9750,3.12,91200000,0.0632
50.0,9780,3.13,91500000,0.0633
50.1,9810,3.13,91800000,0.0635
50.1,9840,3.14,92000000,0.0636
50.2,9870,3.14,92300000,0.0637
50.3,9890,3.15,92500000,0.0638
50.3,9920,3.16,92800000,0.0639
50.4,9950,3.16,93000000,0.0640
50.5,9970,3.17,93200000,0.0641
50.5,10000,3.17,93500000,0.0642
50.6,10000,3.18,93700000,0.0643
50.7,10000,3.18,93900000,0.0644
50.7,10100,3.19,94200000,0.0645
50.8,10100,3.19,94400000,0.0646
50.9,10100,3.20,94700000,0.0647
50.9,10100,3.20,94900000,0.0648
51.0,10200,3.21,95100000,0.0650
51.1,10200,3.21,95400000,0.0651
51.1,10200,3.22,95600000,0.0652
51.2,10200,3.22,95800000,0.0653
51.2,10300,3.23,96000000,0.0654
51.3,10300,3.23,96300000,0.0655
51.4,10300,3.24,96500000,0.0656
51.4,10400,3.25,96800000,0.0657
51.5,10400,3.25,97100000,0.0658
51.6,10400,3.26,97300000,0.0659
51.6,10400,3.26,97700000,0.0660
51.7,10500,3.27,97900000,0.0661
51.8,10500,3.27,98300000,0.0662
51.8,10500,3.28,98600000,0.0663
51.9,10600,3.28,98900000,0.0665
52.0,10600,3.29,99200000,0.0666
52.0,10600,3.29,99600000,0.0667
52.1,10700,3.30,100000000,0.0668
52.1,10700,3.30,100000000,0.0669
52.2,10800,3.31,101000000,0.0670
52.3,10800,3.31,101000000,0.0671
52.3,10900,3.32,102000000,0.0672
52.4,10900,3.32,102000000,0.0673
52.5,10900,3.33,102000000,0.0674
52.5,11000,3.34,103000000,0.0675
52.6,11000,3.34,103000000,0.0676
52.7,11100,3.35,103000000,0.0678
52.7,11100,3.35,104000000,0.0679
52.8,11100,3.36,104000000,0.0680
52.9,11200,3.36,105000000,0.0681
52.9,11200,3.37,105000000,0.0682
53.0,11300,3.37,105000000,0.0683
53.0,11300,3.38,106000000,0.0684
53.1,11300,3.38,106000000,0.0685
53.2,11400,3.39,106000000,0.0686
53.2,11400,3.39,107000000,0.0687
53.3,11400,3.40,107000000,0.0688
53.4,11500,3.40,107000000,0.0689
53.4,11500,3.41,108000000,0.0690
53.5,11500,3.41,108000000,0.0691
53.6,11600,3.42,108000000,0.0693
53.6,11600,3.43,109000000,0.0694
53.7,11600,3.43,109000000,0.0695
53.8,11700,3.44,109000000,0.0696
53.8,11700,3.44,109000000,0.0697
53.9,11700,3.45,110000000,0.0698
53.9,11700,3.45,110000000,0.0699
54.0,11800,3.46,110000000,0.0700
54.1,11800,3.46,110000000,0.0701
54.1,11800,3.47,111000000,0.0702
54.2,11900,3.47,111000000,0.0703
54.3,11900,3.48,111000000,0.0704
54.3,11900,3.48,111000000,0.0705
54.4,11900,3.49,111000000,0.0706
54.5,11900,3.49,112000000,0.0708
54.5,11900,3.50,112000000,0.0709
54.6,12000,3.51,112000000,0.0710
54.7,12000,3.51,112000000,0.0711
54.7,12000,3.52,112000000,0.0712
54.8,12000,3.52,112000000,0.0713
54.9,12000,3.53,112000000,0.0714
54.9,12000,3.53,112000000,0.0715
55.0,12000,3.54,112000000,0.0716
55.0,12000,3.54,112000000,0.0717
55.1,12000,3.55,112000000,0.0718
55.2,12000,3.55,112000000,0.0719
55.2,12000,3.56,112000000,0.0720
55.3,12000,3.56,112000000,0.0722
55.4,12000,3.57,112000000,0.0723
55.4,12000,3.57,112000000,0.0724
55.5,12000,3.58,112000000,0.0725
55.6,12000,3.59,112000000,0.0726
55.6,12000,3.59,112000000,0.0727
55.7,12000,3.60,112000000,0.0728
55.8,12000,3.60,112000000,0.0729
55.8,12000,3.61,112000000,0.0730
55.9,11900,3.61,112000000,0.0731
55.9,11900,3.62,111000000,0.0732
56.0,11900,3.62,111000000,0.0733
56.1,11800,3.63,111000000,0.0734
56.1,11800,3.63,110000000,0.0735
56.2,11800,3.64,110000000,0.0737
56.3,11700,3.64,110000000,0.0738
56.3,11700,3.65,109000000,0.0739
56.4,11700,3.65,109000000,0.0740
56.5,11600,3.66,109000000,0.0741
56.5,11600,3.66,108000000,0.0742
56.6,11500,3.67,108000000,0.0743
56.7,11500,3.68,107000000,0.0744
56.7,11400,3.68,107000000,0.0745
56.8,11400,3.69,107000000,0.0746
56.8,11400,3.69,106000000,0.0747
56.9,11300,3.70,106000000,0.0748
57.0,11300,3.70,106000000,0.0749
57.0,11300,3.71,105000000,0.0751
57.1,11200,3.71,105000000,0.0752
57.2,11200,3.72,105000000,0.0753
57.2,11100,3.72,104000000,0.0754
57.3,11000,3.73,103000000,0.0755
