Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
15.1,66.8,0.762,604000,0.0153
15.2,67.3,0.770,608000,0.0154
15.3,68.1,0.777,616000,0.0156
15.4,68.7,0.785,622000,0.0157
15.5,69.8,0.792,631000,0.0159
15.6,70.7,0.800,639000,0.0160
15.6,72.3,0.807,654000,0.0162
15.7,74.7,0.814,675000,0.0163
15.8,78.2,0.822,707000,0.0165
15.9,82.2,0.829,743000,0.0166
16.0,86.8,0.837,785000,0.0168
16.1,92.3,0.844,835000,0.0169
16.2,97.7,0.852,884000,0.0171
16.3,104,0.859,943000,0.0172
16.4,111,0.866,1000000,0.0174
16.4,118,0.874,1060000,0.0175
16.5,125,0.882,1130000,0.0177
16.6,132,0.889,1190000,0.0178
16.7,139,0.897,1260000,0.0180
16.8,146,0.904,1320000,0.0181
16.9,154,0.911,1390000,0.0183
17.0,161,0.919,1460000,0.0184
17.1,168,0.926,1520000,0.0186
17.2,176,0.934,1590000,0.0187
17.3,182,0.941,1650000,0.0188
17.3,190,0.949,1720000,0.0190
17.4,198,0.956,1790000,0.0191
17.5,205,0.964,1860000,0.0193
17.6,214,0.971,1930000,0.0195
17.7,222,0.979,2010000,0.0196
17.8,231,0.986,2090000,0.0197
17.9,239,0.993,2160000,0.0199
18.0,248,1.00,2240000,0.0200
18.1,257,1.01,2320000,0.0202
18.2,266,1.02,2410000,0.0203
18.2,276,1.02,2500000,0.0205
18.3,286,1.03,2580000,0.0206
18.4,296,1.04,2670000,0.0208
18.5,306,1.05,2770000,0.0209
18.6,317,1.05,2860000,0.0211
18.7,328,1.06,2960000,0.0212
18.8,339,1.07,3060000,0.0214
18.9,351,1.08,3170000,0.0215
19.0,362,1.08,3280000,0.0217
19.1,374,1.09,3380000,0.0218
19.1,386,1.10,3500000,0.0220
19.2,399,1.11,3610000,0.0221
19.3,412,1.11,3730000,0.0223
19.4,425,1.12,3840000,0.0224
19.5,438,1.13,3960000,0.0226
19.6,451,1.14,4080000,0.0227
19.7,464,1.14,4200000,0.0229
19.8,479,1.15,4330000,0.0230
19.9,493,1.16,4460000,0.0232
19.9,509,1.17,4600000,0.0233
20.0,524,1.17,4740000,0.0235
20.1,540,1.18,4880000,0.0236
20.2,557,1.19,5030000,0.0238
20.3,572,1.19,5180000,0.0239
20.4,589,1.20,5330000,0.0241
20.5,606,1.21,5480000,0.0242
20.6,623,1.22,5640000,0.0244
20.7,641,1.22,5800000,0.0245
20.8,660,1.23,5970000,0.0247
20.8,685,1.24,6200000,0.0248
20.9,711,1.25,6430000,0.0250
21.0,737,1.25,6660000,0.0251
21.1,762,1.26,6900000,0.0253
21.2,789,1.27,7140000,0.0254
21.3,816,1.28,7380000,0.0256
21.4,843,1.28,7620000,0.0257
21.5,871,1.29,7880000,0.0259
21.6,899,1.30,8130000,0.0260
21.7,927,1.31,8390000,0.0262
21.7,957,1.31,8660000,0.0263
21.8,986,1.32,8910000,0.0265
21.9,1020,1.33,9190000,0.0266
22.0,1050,1.34,9460000,0.0268
22.1,1080,1.34,9740000,0.0269
22.2,1110,1.35,10000000,0.0271
22.3,1140,1.36,10300000,0.0272
22.4,1180,1.37,10700000,0.0274
22.5,1220,1.37,11000000,0.0275
22.5,1250,1.38,11300000,0.0277
22.6,1290,1.39,11700000,0.0278
22.7,1330,1.40,12000000,0.0280
22.8,1370,1.40,12400000,0.0281
22.9,1410,1.41,12800000,0.0283
23.0,1450,1.42,13100000,0.0284
23.1,1490,1.43,13500000,0.0286
23.2,1530,1.43,13900000,0.0287
23.3,1580,1.44,14300000,0.0289
23.4,1620,1.45,14600000,0.0290
23.4,1660,1.46,15000000,0.0292
23.5,1700,1.46,15400000,0.0293
23.6,1740,1.47,15800000,0.0295
23.7,1790,1.48,16200000,0.0296
23.8,1830,1.49,16600000,0.0298
23.9,1880,1.49,17000000,0.0299
24.0,1920,1.50,17400000,0.0301
24.1,1960,1.51,17800000,0.0302
24.2,2010,1.52,18200000,0.0304
24.3,2050,1.52,18600000,0.0305
24.3,2100,1.53,19000000,0.0307
24.4,2140,1.54,19300000,0.0308
24.5,2180,1.55,19800000,0.0310
24.6,2230,1.55,20200000,0.0311
24.7,2270,1.56,20600000,0.0313
24.8,2320,1.57,21000000,0.0314
24.9,2360,1.58,21400000,0.0316
25.0,2410,1.58,21800000,0.0317
25.1,2460,1.59,22200000,0.0319
25.1,2500,1.60,22600000,0.0320
25.2,2550,1.61,23100000,0.0322
25.3,2590,1.61,23500000,0.0323
25.4,2640,1.62,23900000,0.0325
25.5,2690,1.63,24300000,0.0326
25.6,2740,1.64,24800000,0.0328
25.7,2790,1.64,25200000,0.0329
25.8,2830,1.65,25600000,0.0331
25.9,2880,1.66,26100000,0.0332
26.0,2930,1.67,26500000,0.0334
26.0,2980,1.67,26900000,0.0335
26.1,3030,1.68,27400000,0.0337
26.2,3070,1.69,27800000,0.0338
26.3,3120,1.70,28300000,0.0340
26.4,3170,1.70,28700000,0.0341
26.5,3220,1.71,29200000,0.0342
26.6,3270,1.72,29600000,0.0344
26.7,3320,1.73,30100000,0.0346
26.8,3380,1.73,30500000,0.0347
26.9,3430,1.74,31000000,0.0349
26.9,3480,1.75,31400000,0.0350
27.0,3530,1.76,31900000,0.0352
27.1,3580,1.76,32300000,0.0353
27.2,3630,1.77,32800000,0.0355
27.3,3680,1.78,33300000,0.0356
27.4,3730,1.78,33700000,0.0357
27.5,3780,1.79,34200000,0.0359
27.6,3830,1.80,34600000,0.0360
27.7,3880,1.81,35100000,0.0362
27.7,3930,1.81,35500000,0.0363
27.8,3980,1.82,36000000,0.0365
27.9,4030,1.83,36400000,0.0366
28.0,4080,1.84,36900000,0.0368
28.1,4130,1.84,37300000,0.0369
28.2,4180,1.85,37800000,0.0371
28.3,4230,1.86,38300000,0.0372
28.4,4290,1.87,38800000,0.0374
28.5,4340,1.87,39200000,0.0375
28.6,4390,1.88,39700000,0.0377
28.6,4450,1.89,40200000,0.0378
28.7,4500,1.90,40700000,0.0380
28.8,4560,1.90,41200000,0.0381
28.9,4610,1.91,41700000,0.0383
29.0,4670,1.92,42300000,0.0384
29.1,4730,1.93,42800000,0.0386
29.2,4790,1.93,43300000,0.0387
29.3,4850,1.94,43900000,0.0389
29.4,4910,1.95,44500000,0.0390
29.5,4980,1.96,45000000,0.0392
29.5,5040,1.96,45600000,0.0393
29.6,5110,1.97,46200000,0.0395
29.7,5170,1.98,46700000,0.0396
29.8,5230,1.99,47300000,0.0398
29.9,5300,1.99,47900000,0.0399
30.0,5370,2.00,48500000,0.0401
30.1,5430,2.01,49200000,0.0402
30.2,5500,2.02,49700000,0.0404
30.3,5570,2.02,50400000,0.0405
30.3,5630,2.03,51000000,0.0407
30.4,5700,2.04,51600000,0.0408
30.5,5770,2.05,52200000,0.0410
30.6,5840,2.05,52800000,0.0411
30.7,5910,2.06,53400000,0.0413
30.8,5970,2.07,54000000,0.0414
30.9,6040,2.08,54700000,0.0416
31.0,6110,2.08,55300000,0.0417
31.1,6180,2.09,55900000,0.0419
31.2,6250,2.10,56500000,0.0420
31.2,6320,2.11,57100000,0.0422
31.3,6390,2.11,57800000,0.0423
31.4,6460,2.12,58400000,0.0425
31.5,6520,2.13,59000000,0.0426
31.6,6590,2.14,59600000,0.0428
31.7,6650,2.14,60200000,0.0429
31.8,6720,2.15,60800000,0.0431
31.9,6790,2.16,61400000,0.0432
32.0,6850,2.17,62000000,0.0434
32.1,6920,2.17,62600000,0.0435
32.1,6980,2.18,63200000,0.0437
32.2,7060,2.19,63800000,0.0438
32.3,7120,2.20,64400000,0.0440
32.4,7190,2.20,65000000,0.0441
32.5,7260,2.21,65700000,0.0443
32.6,7330,2.22,66300000,0.0444
32.7,7400,2.23,66900000,0.0446
32.8,7470,2.23,67500000,0.0447
32.9,7540,2.24,68200000,0.0449
32.9,7610,2.25,68800000,0.0450
33.0,7680,2.26,69400000,0.0452
33.1,7750,2.26,70100000,0.0453
33.2,7810,2.27,70600000,0.0455
33.3,7880,2.28,71300000,0.0456
33.4,7950,2.29,71900000,0.0458
33.5,8010,2.29,72500000,0.0459
33.6,8080,2.30,73100000,0.0461
33.7,8140,2.31,73700000,0.0462
33.8,8210,2.32,74300000,0.0464
33.8,8270,2.32,74800000,0.0465
33.9,8340,2.33,75400000,0.0467
34.0,8400,2.34,76000000,0.0468
34.1,8460,2.34,76500000,0.0470
34.2,8520,2.35,77100000,0.0471
34.3,8580,2.36,77600000,0.0473
34.4,8640,2.37,78200000,0.0474
34.5,8700,2.37,78700000,0.0476
34.6,8760,2.38,79200000,0.0477
34.7,8820,2.39,79800000,0.0479
34.7,8860,2.40,80200000,0.0480
34.8,8920,2.40,80700000,0.0482
34.9,8970,2.41,81200000,0.0483
35.0,9020,2.42,81600000,0.0485
35.1,9080,2.43,82100000,0.0486
35.2,9130,2.43,82600000,0.0488
35.3,9190,2.44,83100000,0.0489
35.4,9230,2.45,83500000,0.0491
35.5,9280,2.46,83900000,0.0492
35.5,9330,2.46,84400000,0.0494
35.6,9370,2.47,84800000,0.0495
35.7,9420,2.48,85200000,0.0497
35.8,9470,2.49,85600000,0.0498
35.9,9510,2.49,86000000,0.0500
36.0,9560,2.50,86500000,0.0501
36.1,9600,2.51,86900000,0.0503
36.2,9650,2.52,87300000,0.0504
36.3,9690,2.52,87700000,0.0506
36.4,9740,2.53,88100000,0.0507
36.4,9780,2.54,88500000,0.0509
36.5,9820,2.55,88800000,0.0510
36.6,9870,2.55,89200000,0.0512
36.7,9900,2.56,89500000,0.0513
36.8,9940,2.57,89900000,0.0514
36.9,9980,2.58,90300000,0.0516
37.0,10000,2.58,90600000,0.0517
37.1,10100,2.59,90900000,0.0519
37.2,10100,2.60,91200000,0.0520
37.3,10100,2.61,91600000,0.0522
37.3,10200,2.61,91900000,0.0523
37.4,10200,2.62,92200000,0.0525
37.5,10200,2.63,92500000,0.0526
37.6,10300,2.64,92800000,0.0528
37.7,10300,2.64,93100000,0.0529
37.8,10300,2.65,93400000,0.0531
37.9,10400,2.66,93600000,0.0532
38.0,10400,2.67,93900000,0.0534
38.1,10400,2.67,94100000,0.0535
38.2,10400,2.68,94300000,0.0537
38.2,10500,2.69,94600000,0.0538
38.3,10500,2.70,94800000,0.0540
38.4,10500,2.70,95000000,0.0541
38.5,10500,2.71,95200000,0.0543
38.6,10600,2.72,95500000,0.0544
38.7,10600,2.73,95600000,0.0546
38.8,10600,2.73,95800000,0.0547
38.9,10600,2.74,96000000,0.0549
39.0,10600,2.75,96100000,0.0550
39.0,10600,2.76,96300000,0.0552
39.1,10700,2.76,96300000,0.0553
39.2,10700,2.77,96400000,0.0555
39.3,10700,2.78,96500000,0.0556
39.4,10700,2.79,96500000,0.0558
39.5,10700,2.79,96500000,0.0559
39.6,10700,2.80,96400000,0.0561
39.7,10700,2.81,96400000,0.0562
39.8,10700,2.82,96300000,0.0564
39.9,10600,2.82,96300000,0.0565
39.9,10600,2.83,96200000,0.0567
40.0,10600,2.84,96000000,0.0568
40.1,10600,2.85,95800000,0.0570
40.2,10600,2.85,95600000,0.0571
40.3,10600,2.86,95400000,0.0573
40.4,10500,2.87,95300000,0.0574
40.5,10500,2.88,95100000,0.0576
40.6,10500,2.88,95100000,0.0577
40.7,10500,2.89,95100000,0.0579
40.8,10500,2.90,95100000,0.0580
40.8,10500,2.91,95200000,0.0582
40.9,10500,2.91,95200000,0.0583
41.0,10500,2.92,95400000,0.0585
41.1,10600,2.93,95500000,0.0586
41.2,10600,2.94,95600000,0.0588
41.3,10600,2.94,95800000,0.0589
41.4,10600,2.95,95800000,0.0591
41.5,10600,2.96,95900000,0.0592
41.6,10600,2.97,96000000,0.0594
41.6,10600,2.97,96000000,0.0595
41.7,10600,2.98,96000000,0.0597
41.8,10600,2.99,95800000,0.0598
41.9,10600,3.00,95500000,0.0600
42.0,10500,3.00,95000000,0.0601
42.1,10400,3.01,94400000,0.0603
42.2,10400,3.02,93700000,0.0604
42.3,10200,3.02,92600000,0.0606
42.4,10000,3.03,90600000,0.0607
42.5,9730,3.04,88000000,0.0609
42.5,9570,3.05,86500000,0.0610
42.6,9460,3.05,85600000,0.0612
42.7,9390,3.06,85000000,0.0613
42.8,9350,3.07,84600000,0.0615
42.9,9320,3.08,84300000,0.0616
43.0,9290,3.08,84000000,0.0618
43.1,9270,3.09,83800000,0.0619
43.2,9250,3.10,83700000,0.0621
43.3,9240,3.11,83600000,0.0622
43.4,9230,3.11,83500000,0.0624
43.4,9230,3.12,83500000,0.0625
43.5,9220,3.13,83400000,0.0627
43.6,9230,3.14,83500000,0.0628
43.7,9230,3.14,83500000,0.0630
43.8,9240,3.15,83600000,0.0631
43.9,9250,3.16,83700000,0.0633
44.0,9260,3.17,83800000,0.0634
44.1,9280,3.17,83900000,0.0636
44.2,9290,3.18,84000000,0.0637
44.2,9300,3.19,84100000,0.0639
44.3,9320,3.20,84300000,0.0640
44.4,9330,3.20,84300000,0.0642
44.5,9340,3.21,84500000,0.0643
44.6,9350,3.22,84600000,0.0645
44.7,9360,3.23,84600000,0.0646
44.8,9370,3.23,84700000,0.0648
44.9,9370,3.24,84800000,0.0649
45.0,9380,3.25,84800000,0.0651
45.1,9380,3.26,84800000,0.0652
45.1,9380,3.26,84900000,0.0654
45.2,9390,3.27,84900000,0.0655
45.3,9380,3.28,84900000,0.0657
45.4,9390,3.29,84900000,0.0658
45.5,9390,3.29,84900000,0.0660
45.6,9390,3.30,85000000,0.0661
45.7,9400,3.31,85000000,0.0663
45.8,9400,3.32,85000000,0.0664
45.9,9410,3.32,85100000,0.0666
46.0,9410,3.33,85100000,0.0667
46.0,9420,3.34,85200000,0.0669
46.1,9430,3.35,85300000,0.0670
46.2,9440,3.35,85300000,0.0672
46.3,9450,3.36,85400000,0.0673
46.4,9450,3.37,85500000,0.0675
46.5,9460,3.38,85500000,0.0676
46.6,9460,3.38,85500000,0.0678
46.7,9460,3.39,85600000,0.0679
46.8,9460,3.40,85600000,0.0681
46.8,9450,3.41,85500000,0.0682
46.9,9440,3.41,85400000,0.0684
47.0,9410,3.42,85100000,0.0685
47.1,9370,3.43,84800000,0.0687
47.2,9330,3.44,84300000,0.0688
47.3,9280,3.44,83900000,0.0690
47.4,9230,3.45,83500000,0.0691
47.5,9200,3.46,83200000,0.0693
47.6,9170,3.47,82900000,0.0694
47.7,9150,3.47,82700000,0.0696
47.7,9130,3.48,82600000,0.0697
47.8,9110,3.49,82400000,0.0699
47.9,9080,3.50,82100000,0.0700
48.0,9060,3.50,81900000,0.0702
48.1,9030,3.51,81600000,0.0703
48.2,9000,3.52,81400000,0.0705
48.3,8980,3.53,81200000,0.0706
48.4,8960,3.53,81000000,0.0707
48.5,8950,3.54,81000000,0.0709
48.6,8940,3.55,80900000,0.0710
48.6,8940,3.55,80800000,0.0712
48.7,8940,3.56,80900000,0.0713
48.8,8940,3.57,80900000,0.0715
48.9,8950,3.58,81000000,0.0716
49.0,8960,3.58,81000000,0.0718
49.1,8970,3.59,81100000,0.0719
49.2,8980,3.60,81300000,0.0721
49.3,9000,3.61,81400000,0.0722
49.4,9010,3.61,81500000,0.0724
49.4,9020,3.62,81600000,0.0725
49.5,9030,3.63,81700000,0.0727
49.6,9050,3.64,81800000,0.0728
49.7,9050,3.64,81900000,0.0730
49.8,9060,3.65,82000000,0.0731
49.9,9060,3.66,81900000,0.0733
50.0,9060,3.67,81900000,0.0734
50.1,9040,3.67,81800000,0.0736
50.2,9010,3.68,81500000,0.0737
50.3,8960,3.69,81000000,0.0739
50.3,8880,3.70,80300000,0.0740
50.4,8780,3.70,79400000,0.0742
50.5,8640,3.71,78200000,0.0743
50.6,8490,3.72,76800000,0.0745
50.7,8380,3.73,75800000,0.0746
50.8,8300,3.73,75100000,0.0748
50.9,8260,3.74,74700000,0.0749
51.0,8230,3.75,74500000,0.0751
51.1,8230,3.76,74400000,0.0752
51.2,8230,3.76,74500000,0.0754
51.2,8240,3.77,74500000,0.0755
51.3,8260,3.78,74700000,0.0757
51.4,8270,3.79,74800000,0.0758
51.5,8290,3.79,75000000,0.0760
51.6,8310,3.80,75200000,0.0761
51.7,8330,3.81,75400000,0.0763
51.8,8360,3.82,75600000,0.0764
51.9,8370,3.82,75700000,0.0766
52.0,8390,3.83,75900000,0.0767
52.0,8410,3.84,76000000,0.0769
52.1,8420,3.85,76200000,0.0770
52.2,8440,3.85,76300000,0.0772
52.3,8440,3.86,76400000,0.0773
52.4,8450,3.87,76500000,0.0775
52.5,8460,3.88,76500000,0.0776
52.6,8460,3.88,76500000,0.0778
52.7,8470,3.89,76600000,0.0779
52.8,8460,3.90,76500000,0.0781
52.9,8470,3.91,76600000,0.0782
52.9,8460,3.91,76500000,0.0784
53.0,8460,3.92,76500000,0.0785
53.1,8470,3.93,76600000,0.0787
53.2,8470,3.94,76600000,0.0788
53.3,8480,3.94,76700000,0.0790
53.4,8480,3.95,76700000,0.0791
53.5,8490,3.96,76800000,0.0793
53.6,8500,3.97,76900000,0.0794
53.7,8520,3.97,77000000,0.0796
53.8,8530,3.98,77100000,0.0797
53.8,8540,3.99,77300000,0.0799
53.9,8560,4.00,77400000,0.0800
54.0,8580,4.00,77600000,0.0802
54.1,8590,4.01,77700000,0.0803
54.2,8610,4.02,77900000,0.0805
54.3,8630,4.03,78000000,0.0806
54.4,8650,4.03,78200000,0.0808
54.5,8660,4.04,78300000,0.0809
54.6,8680,4.05,78500000,0.0811
54.6,8700,4.06,78700000,0.0812
54.7,8710,4.06,78800000,0.0814
54.8,8730,4.07,78900000,0.0815
54.9,8740,4.08,79100000,0.0817
55.0,8760,4.08,79200000,0.0818
55.1,8770,4.09,79300000,0.0820
55.2,8780,4.10,79400000,0.0821
55.3,8800,4.11,79600000,0.0823
55.4,8810,4.11,79700000,0.0824
55.5,8820,4.12,79800000,0.0826
55.5,8840,4.13,79900000,0.0827
55.6,8850,4.14,80000000,0.0829
55.7,8860,4.14,80100000,0.0830
55.8,8870,4.15,80200000,0.0832
55.9,8880,4.16,80300000,0.0833
56.0,8890,4.17,80400000,0.0835
56.1,8890,4.17,80400000,0.0836
56.2,8900,4.18,80500000,0.0838
56.3,8900,4.19,80500000,0.0839
56.4,8900,4.20,80500000,0.0841
56.4,8910,4.20,80600000,0.0842
56.5,8910,4.21,80600000,0.0844
56.6,8920,4.22,80600000,0.0845
56.7,8920,4.23,80700000,0.0847
56.8,8930,4.23,80700000,0.0848
56.9,8930,4.24,80800000,0.0850
57.0,8940,4.25,80900000,0.0851
57.1,8950,4.26,81000000,0.0853
57.2,8960,4.26,81000000,0.0854
57.3,8980,4.27,81200000,0.0855
57.3,8990,4.28,81300000,0.0857
57.4,9000,4.29,81400000,0.0858
57.5,9020,4.29,81500000,0.0860
57.6,9030,4.30,81600000,0.0861
57.7,9050,4.31,81800000,0.0863
57.8,9060,4.32,81900000,0.0864
57.9,9080,4.32,82100000,0.0866
58.0,9100,4.33,82300000,0.0868
58.1,9120,4.34,82500000,0.0869
58.1,9150,4.35,82800000,0.0870
58.2,9170,4.35,83000000,0.0872
58.3,9200,4.36,83300000,0.0873
58.4,9240,4.37,83500000,0.0875
58.5,9270,4.38,83800000,0.0876
58.6,9310,4.38,84200000,0.0878
58.7,9340,4.39,84500000,0.0879
58.8,9390,4.40,84900000,0.0881
58.9,9430,4.41,85200000,0.0882
59.0,9470,4.41,85600000,0.0884
59.0,9510,4.42,86100000,0.0885
59.1,9550,4.43,86400000,0.0887
59.2,9600,4.44,86800000,0.0888
59.3,9640,4.44,87200000,0.0890
59.4,9680,4.45,87600000,0.0891
59.5,9730,4.46,88000000,0.0893
59.6,9770,4.47,88300000,0.0894
59.7,9810,4.47,88700000,0.0896
59.8,9850,4.48,89100000,0.0897
59.9,9890,4.49,89500000,0.0899
59.9,9940,4.50,89900000,0.0900
60.0,9980,4.50,90300000,0.0902
60.1,10000,4.51,90600000,0.0903
60.2,10100,4.52,91000000,0.0905
60.3,10100,4.53,91400000,0.0906
60.4,10100,4.53,91800000,0.0908
60.5,10200,4.54,92100000,0.0909
60.6,10200,4.55,92500000,0.0911
60.7,10300,4.56,92800000,0.0912
60.7,10300,4.56,93200000,0.0914
60.8,10300,4.57,93600000,0.0915
60.9,10400,4.58,93900000,0.0917
61.0,10400,4.59,94300000,0.0918
61.1,10500,4.59,94600000,0.0920
61.2,10500,4.60,95000000,0.0921
61.3,10500,4.61,95400000,0.0923
61.4,10600,4.61,95700000,0.0924
61.5,10600,4.62,96100000,0.0926
61.6,10700,4.63,96400000,0.0927
61.6,10700,4.64,96800000,0.0929
61.7,10700,4.64,97200000,0.0930
61.8,10800,4.65,97500000,0.0932
61.9,10800,4.66,97900000,0.0933
62.0,10900,4.67,98300000,0.0935
62.1,10900,4.67,98600000,0.0936
62.2,10900,4.68,98900000,0.0938
62.3,11000,4.69,99300000,0.0939
62.4,11000,4.70,99700000,0.0941
62.5,11100,4.70,100000000,0.0942
62.5,11100,4.71,100000000,0.0944
62.6,11100,4.72,101000000,0.0945
62.7,11200,4.73,101000000,0.0947
62.8,11200,4.73,101000000,0.0948
62.9,11200,4.74,102000000,0.0950
63.0,11300,4.75,102000000,0.0951
63.1,11300,4.76,102000000,0.0953
63.2,11400,4.76,103000000,0.0954
63.3,11400,4.77,103000000,0.0956
63.3,11400,4.78,103000000,0.0957
63.4,11500,4.79,104000000,0.0959
63.5,11500,4.79,104000000,0.0960
63.6,11500,4.80,104000000,0.0962
63.7,11600,4.81,105000000,0.0963
63.8,11600,4.82,105000000,0.0965
63.9,11600,4.82,105000000,0.0966
64.0,11700,4.83,105000000,0.0968
64.1,11700,4.84,106000000,0.0969
64.2,11700,4.85,106000000,0.0971
64.2,11700,4.85,106000000,0.0972
64.3,11700,4.86,106000000,0.0974
64.4,11700,4.87,106000000,0.0975
64.5,11700,4.88,106000000,0.0977
64.6,11700,4.88,106000000,0.0978
64.7,11700,4.89,106000000,0.0980
64.8,11700,4.90,106000000,0.0981
64.9,11800,4.91,106000000,0.0983
65.0,11800,4.91,107000000,0.0984
65.1,11800,4.92,107000000,0.0986
65.1,11800,4.93,107000000,0.0987
65.2,11900,4.94,107000000,0.0989
65.3,11900,4.94,108000000,0.0990
65.4,11900,4.95,108000000,0.0992
65.5,12000,4.96,108000000,0.0993
65.6,12000,4.97,109000000,0.0995
65.7,12000,4.97,109000000,0.0996
65.8,12100,4.98,109000000,0.0998
65.9,12100,4.99,110000000,0.0999
65.9,12100,5.00,110000000,0.100
66.0,12200,5.00,110000000,0.100
66.1,12200,5.01,110000000,0.100
66.2,12200,5.02,111000000,0.100
66.3,12300,5.03,111000000,0.101
66.4,12300,5.03,111000000,0.101
66.5,12300,5.04,112000000,0.101
66.6,12400,5.05,112000000,0.101
66.7,12400,5.06,112000000,0.101
66.8,12400,5.06,112000000,0.101
66.8,12400,5.07,112000000,0.102
66.9,12400,5.08,113000000,0.102
67.0,12500,5.09,113000000,0.102
67.1,12500,5.09,113000000,0.102
67.2,12500,5.10,113000000,0.102
67.3,12500,5.11,113000000,0.102
67.4,12500,5.12,113000000,0.102
67.5,12500,5.12,113000000,0.103
67.6,12500,5.13,113000000,0.103
67.7,12500,5.14,113000000,0.103
67.7,12500,5.15,113000000,0.103
67.8,12400,5.15,113000000,0.103
67.9,12400,5.16,112000000,0.103
68.0,12400,5.17,112000000,0.103
68.1,12300,5.18,111000000,0.104
68.2,12200,5.18,110000000,0.104
68.3,12100,5.19,109000000,0.104
68.4,12000,5.20,109000000,0.104
68.5,12000,5.21,108000000,0.104
68.5,12000,5.21,108000000,0.104
68.6,12000,5.22,108000000,0.105
68.7,12000,5.23,108000000,0.105
68.8,12000,5.23,108000000,0.105
68.9,12000,5.24,108000000,0.105
