Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
69.0,12000,5.25,109000000,0.105
69.1,12000,5.26,109000000,0.105
69.2,12000,5.26,109000000,0.105
69.3,12100,5.27,109000000,0.106
69.4,12100,5.28,109000000,0.106
69.4,12100,5.29,110000000,0.106
69.5,12100,5.29,110000000,0.106
69.6,12200,5.30,110000000,0.106
69.7,12200,5.31,110000000,0.106
69.8,12200,5.32,110000000,0.106
69.9,12200,5.32,111000000,0.107
70.0,12300,5.33,111000000,0.107
70.1,12300,5.34,111000000,0.107
70.2,12300,5.35,111000000,0.107
70.3,12300,5.35,112000000,0.107
70.3,12400,5.36,112000000,0.107
70.4,12300,5.37,112000000,0.108
70.5,12300,5.38,111000000,0.108
70.6,12300,5.38,111000000,0.108
70.7,12300,5.39,111000000,0.108
70.8,12200,5.40,111000000,0.108
70.9,12200,5.41,111000000,0.108
71.0,12200,5.41,110000000,0.108
71.1,12200,5.42,111000000,0.109
71.1,12200,5.43,111000000,0.109
71.2,12200,5.44,111000000,0.109
71.3,12300,5.44,111000000,0.109
71.4,12300,5.45,111000000,0.109
71.5,12300,5.46,111000000,0.109
71.6,12300,5.47,111000000,0.109
71.7,12300,5.47,112000000,0.110
71.8,12400,5.48,112000000,0.110
71.9,12400,5.49,112000000,0.110
72.0,12400,5.50,112000000,0.110
72.0,12400,5.50,113000000,0.110
72.1,12500,5.51,113000000,0.110
72.2,12500,5.52,113000000,0.111
72.3,12500,5.53,113000000,0.111
72.4,12600,5.53,114000000,0.111
72.5,12600,5.54,114000000,0.111
72.6,12600,5.55,114000000,0.111
72.7,12700,5.56,115000000,0.111
72.8,12700,5.56,115000000,0.111
72.9,12700,5.57,115000000,0.112
72.9,12800,5.58,116000000,0.112
73.0,12800,5.59,116000000,0.112
73.1,12800,5.59,116000000,0.112
73.2,12900,5.60,116000000,0.112
73.3,12900,5.61,117000000,0.112
73.4,13000,5.62,117000000,0.112
73.5,13000,5.62,117000000,0.113
73.6,13000,5.63,118000000,0.113
73.7,13100,5.64,118000000,0.113
73.8,13100,5.65,118000000,0.113
73.8,13100,5.65,119000000,0.113
73.9,13200,5.66,119000000,0.113
74.0,13200,5.67,119000000,0.114
74.1,13200,5.68,120000000,0.114
74.2,13300,5.68,120000000,0.114
74.3,13300,5.69,120000000,0.114
74.4,13300,5.70,120000000,0.114
74.5,13300,5.71,121000000,0.114
74.6,13400,5.71,121000000,0.114
74.6,13400,5.72,121000000,0.115
74.7,13400,5.73,121000000,0.115
74.8,13400,5.74,122000000,0.115
74.9,13500,5.74,122000000,0.115
75.0,13500,5.75,122000000,0.115
75.1,13500,5.76,122000000,0.115
75.2,13500,5.76,122000000,0.115
75.3,13500,5.77,122000000,0.116
75.4,13500,5.78,122000000,0.116
75.5,13400,5.79,121000000,0.116
75.5,13300,5.80,120000000,0.116
75.6,13200,5.80,120000000,0.116
75.7,13200,5.81,119000000,0.116
75.8,13100,5.82,119000000,0.117
75.9,13100,5.82,118000000,0.117
76.0,13000,5.83,118000000,0.117
76.1,13000,5.84,118000000,0.117
76.2,13000,5.85,117000000,0.117
76.3,13000,5.85,117000000,0.117
76.4,13000,5.86,117000000,0.117
76.4,13000,5.87,117000000,0.118
76.5,13000,5.88,117000000,0.118
76.6,13000,5.88,118000000,0.118
76.7,13000,5.89,118000000,0.118
76.8,13000,5.90,118000000,0.118
76.9,13100,5.91,118000000,0.118
77.0,13100,5.91,118000000,0.118
77.1,13100,5.92,119000000,0.119
77.2,13200,5.93,119000000,0.119
77.2,13200,5.94,119000000,0.119
77.3,13200,5.94,120000000,0.119
77.4,13300,5.95,120000000,0.119
77.5,13300,5.96,120000000,0.119
77.6,13300,5.97,120000000,0.119
77.7,13400,5.97,121000000,0.120
77.8,13400,5.98,121000000,0.120
77.9,13400,5.99,121000000,0.120
78.0,13500,6.00,122000000,0.120
78.1,13500,6.00,122000000,0.120
78.1,13500,6.01,122000000,0.120
78.2,13500,6.02,122000000,0.121
78.3,13600,6.03,123000000,0.121
78.4,13600,6.03,123000000,0.121
78.5,13600,6.04,123000000,0.121
78.6,13600,6.05,123000000,0.121
78.7,13600,6.06,123000000,0.121
78.8,13600,6.06,123000000,0.121
78.9,13700,6.07,124000000,0.122
79.0,13700,6.08,123000000,0.122
79.0,13700,6.09,123000000,0.122
79.1,13600,6.09,123000000,0.122
79.2,13600,6.10,123000000,0.122
79.3,13600,6.11,123000000,0.122
79.4,13600,6.12,123000000,0.122
79.5,13600,6.12,123000000,0.123
79.6,13600,6.13,123000000,0.123
79.7,13500,6.14,122000000,0.123
79.8,13500,6.15,122000000,0.123
79.8,13500,6.15,122000000,0.123
79.9,13500,6.16,122000000,0.123
80.0,13500,6.17,122000000,0.124
80.1,13500,6.18,122000000,0.124
80.2,13500,6.18,122000000,0.124
80.3,13500,6.19,122000000,0.124
80.4,13500,6.20,122000000,0.124
80.5,13500,6.21,123000000,0.124
80.6,13600,6.21,123000000,0.124
80.7,13600,6.22,123000000,0.125
80.7,13600,6.23,123000000,0.125
80.8,13600,6.24,123000000,0.125
80.9,13600,6.24,123000000,0.125
81.0,13600,6.25,123000000,0.125
81.1,13700,6.26,124000000,0.125
81.2,13700,6.27,124000000,0.125
81.3,13700,6.27,124000000,0.126
81.4,13600,6.28,123000000,0.126
81.5,13600,6.29,123000000,0.126
81.6,13500,6.30,122000000,0.126
81.6,13500,6.30,122000000,0.126
81.7,13400,6.31,121000000,0.126
81.8,13400,6.32,121000000,0.127
81.9,13300,6.33,121000000,0.127
82.0,13200,6.33,119000000,0.127
82.1,13000,6.34,118000000,0.127
82.2,12800,6.35,115000000,0.127
82.3,12500,6.36,113000000,0.127
82.4,12300,6.36,111000000,0.127
82.4,12200,6.37,110000000,0.128
82.5,12100,6.38,110000000,0.128
82.6,12100,6.39,109000000,0.128
82.7,12000,6.39,109000000,0.128
82.8,12000,6.40,109000000,0.128
82.9,12000,6.41,108000000,0.128
83.0,12000,6.42,108000000,0.128
83.1,12000,6.42,109000000,0.129
83.2,12000,6.43,109000000,0.129
83.3,12000,6.44,109000000,0.129
83.3,12000,6.44,109000000,0.129
83.4,12100,6.45,109000000,0.129
83.5,12100,6.46,109000000,0.129
83.6,12100,6.47,110000000,0.130
83.7,12200,6.47,110000000,0.130
83.8,12200,6.48,110000000,0.130
83.9,12200,6.49,111000000,0.130
84.0,12300,6.50,111000000,0.130
84.1,12300,6.50,111000000,0.130
84.2,12400,6.51,112000000,0.130
84.2,12400,6.52,112000000,0.131
84.3,12400,6.53,113000000,0.131
84.4,12500,6.53,113000000,0.131
84.5,12500,6.54,113000000,0.131
84.6,12600,6.55,114000000,0.131
84.7,12600,6.56,114000000,0.131
84.8,12700,6.56,115000000,0.131
84.9,12700,6.57,115000000,0.132
85.0,12800,6.58,115000000,0.132
85.0,12800,6.59,116000000,0.132
85.1,12900,6.59,116000000,0.132
85.2,12900,6.60,117000000,0.132
85.3,13000,6.61,117000000,0.132
85.4,13000,6.62,118000000,0.133
85.5,13100,6.62,118000000,0.133
85.6,13100,6.63,118000000,0.133
85.7,13100,6.64,119000000,0.133
85.8,13200,6.65,119000000,0.133
85.9,13200,6.65,120000000,0.133
85.9,13300,6.66,120000000,0.133
86.0,13300,6.67,120000000,0.134
86.1,13400,6.68,121000000,0.134
86.2,13400,6.68,121000000,0.134
86.3,13500,6.69,122000000,0.134
86.4,13500,6.70,122000000,0.134
86.5,13500,6.71,122000000,0.134
86.6,13600,6.71,123000000,0.134
86.7,13600,6.72,123000000,0.135
86.8,13700,6.73,123000000,0.135
86.8,13700,6.74,124000000,0.135
86.9,13700,6.74,124000000,0.135
87.0,13800,6.75,124000000,0.135
87.1,13800,6.76,125000000,0.135
87.2,13800,6.77,125000000,0.136
87.3,13800,6.77,125000000,0.136
87.4,13800,6.78,125000000,0.136
87.5,13800,6.79,125000000,0.136
87.6,13800,6.80,125000000,0.136
87.6,13800,6.80,125000000,0.136
87.7,13800,6.81,125000000,0.136
87.8,13800,6.82,125000000,0.137
87.9,13800,6.83,125000000,0.137
88.0,13900,6.83,125000000,0.137
88.1,13900,6.84,126000000,0.137
88.2,13900,6.85,126000000,0.137
88.3,13900,6.86,126000000,0.137
88.4,14000,6.86,126000000,0.137
88.5,14000,6.87,127000000,0.138
88.5,14000,6.88,127000000,0.138
88.6,14100,6.89,127000000,0.138
88.7,14100,6.89,128000000,0.138
88.8,14200,6.90,128000000,0.138
88.9,14200,6.91,128000000,0.138
89.0,14200,6.92,129000000,0.139
89.1,14300,6.92,129000000,0.139
89.2,14300,6.93,129000000,0.139
89.3,14300,6.94,130000000,0.139
89.4,14400,6.95,130000000,0.139
89.4,14400,6.95,130000000,0.139
89.5,14400,6.96,130000000,0.139
89.6,14400,6.97,130000000,0.140
89.7,14400,6.98,131000000,0.140
89.8,14400,6.98,131000000,0.140
89.9,14400,6.99,131000000,0.140
90.0,14400,7.00,130000000,0.140
90.1,14400,7.01,130000000,0.140
90.2,14400,7.01,130000000,0.140
90.2,14400,7.02,130000000,0.141
90.3,14400,7.03,130000000,0.141
90.4,14300,7.03,130000000,0.141
90.5,14300,7.04,130000000,0.141
90.6,14300,7.05,129000000,0.141
90.7,14200,7.06,129000000,0.141
90.8,14200,7.06,128000000,0.141
90.9,14100,7.07,128000000,0.142
91.0,14000,7.08,127000000,0.142
91.1,13900,7.09,126000000,0.142
91.1,13800,7.09,125000000,0.142
91.2,13700,7.10,124000000,0.142
91.3,13700,7.11,124000000,0.142
91.4,13700,7.12,124000000,0.143
91.5,13700,7.12,124000000,0.143
91.6,13700,7.13,124000000,0.143
91.7,13700,7.14,124000000,0.143
91.8,13700,7.15,124000000,0.143
91.9,13700,7.15,124000000,0.143
92.0,13700,7.16,124000000,0.143
92.0,13700,7.17,124000000,0.144
92.1,13600,7.18,123000000,0.144
92.2,13600,7.18,123000000,0.144
92.3,13600,7.19,123000000,0.144
92.4,13500,7.20,122000000,0.144
92.5,13500,7.21,122000000,0.144
92.6,13400,7.21,122000000,0.144
92.7,13400,7.22,121000000,0.145
92.8,13400,7.23,121000000,0.145
92.9,13400,7.24,121000000,0.145
92.9,13400,7.24,121000000,0.145
93.0,13300,7.25,121000000,0.145
93.1,13300,7.26,121000000,0.145
93.2,13400,7.27,121000000,0.146
93.3,13400,7.27,121000000,0.146
93.4,13400,7.28,121000000,0.146
93.5,13400,7.29,121000000,0.146
93.6,13400,7.30,121000000,0.146
93.7,13400,7.30,121000000,0.146
93.7,13500,7.31,122000000,0.146
93.8,13500,7.32,122000000,0.147
93.9,13500,7.33,122000000,0.147
94.0,13600,7.33,123000000,0.147
94.1,13600,7.34,123000000,0.147
94.2,13600,7.35,123000000,0.147
94.3,13700,7.36,124000000,0.147
94.4,13700,7.36,124000000,0.147
94.5,13800,7.37,124000000,0.148
94.6,13800,7.38,125000000,0.148
94.6,13800,7.39,125000000,0.148
94.7,13900,7.39,126000000,0.148
94.8,13900,7.40,126000000,0.148
94.9,14000,7.41,126000000,0.148
95.0,14000,7.42,127000000,0.149
95.1,14100,7.42,127000000,0.149
95.2,14100,7.43,128000000,0.149
95.3,14200,7.44,128000000,0.149
95.4,14200,7.45,129000000,0.149
95.5,14300,7.45,129000000,0.149
95.5,14300,7.46,130000000,0.149
95.6,14400,7.47,130000000,0.150
95.7,14400,7.48,130000000,0.150
95.9,14500,7.49,131000000,0.150
