Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
12.6,497,0.731,4430000,0.0146
12.7,512,0.740,4560000,0.0148
12.8,527,0.748,4690000,0.0149
12.9,542,0.757,4830000,0.0151
13.0,558,0.765,4970000,0.0153
13.1,574,0.773,5120000,0.0154
13.2,592,0.782,5270000,0.0156
13.3,613,0.790,5460000,0.0158
13.4,637,0.798,5670000,0.0159
13.5,664,0.807,5910000,0.0161
13.6,690,0.815,6150000,0.0163
13.7,717,0.824,6390000,0.0164
13.8,745,0.832,6630000,0.0166
13.9,773,0.841,6880000,0.0168
14.0,801,0.849,7130000,0.0169
14.1,829,0.857,7380000,0.0171
14.2,858,0.866,7640000,0.0173
14.3,887,0.874,7900000,0.0174
14.4,917,0.883,8170000,0.0176
14.5,946,0.891,8430000,0.0178
14.6,976,0.899,8690000,0.0179
14.7,1010,0.908,8980000,0.0181
14.8,1040,0.916,9280000,0.0183
14.9,1080,0.924,9600000,0.0184
15.0,1120,0.933,9940000,0.0186
15.1,1150,0.941,10300000,0.0188
15.2,1190,0.949,10600000,0.0189
15.3,1230,0.958,11000000,0.0191
15.4,1270,0.966,11300000,0.0193
15.5,1310,0.975,11700000,0.0194
15.6,1360,0.983,12100000,0.0196
15.7,1400,0.991,12500000,0.0198
15.8,1440,1.00,12900000,0.0199
15.9,1490,1.01,13300000,0.0201
16.0,1530,1.02,13700000,0.0203
16.1,1580,1.03,14100000,0.0204
16.2,1630,1.03,14500000,0.0206
16.3,1680,1.04,14900000,0.0208
16.4,1730,1.05,15400000,0.0209
16.5,1780,1.06,15800000,0.0211
16.6,1820,1.07,16200000,0.0213
16.7,1880,1.08,16700000,0.0215
16.8,1930,1.08,17200000,0.0216
16.9,1990,1.09,17700000,0.0218
17.0,2040,1.10,18200000,0.0220
17.1,2100,1.11,18700000,0.0221
17.2,2160,1.12,19200000,0.0223
17.3,2220,1.13,19800000,0.0225
17.4,2280,1.13,20300000,0.0226
17.5,2340,1.14,20800000,0.0228
17.6,2400,1.15,21400000,0.0230
17.7,2460,1.16,21900000,0.0231
17.8,2520,1.17,22400000,0.0233
17.9,2580,1.18,22900000,0.0235
18.0,2640,1.18,23500000,0.0236
18.1,2700,1.19,24000000,0.0238
18.2,2760,1.20,24600000,0.0240
18.3,2820,1.21,25100000,0.0241
18.4,2880,1.22,25600000,0.0243
18.5,2940,1.23,26200000,0.0245
18.6,3010,1.24,26800000,0.0246
18.7,3070,1.24,27300000,0.0248
18.8,3130,1.25,27900000,0.0250
18.9,3200,1.26,28500000,0.0251
19.0,3260,1.27,29100000,0.0253
19.1,3340,1.28,29700000,0.0255
19.2,3410,1.29,30400000,0.0256
19.3,3480,1.29,31000000,0.0258
19.5,3560,1.30,31700000,0.0260
19.6,3630,1.31,32400000,0.0261
19.7,3710,1.32,33000000,0.0263
19.8,3790,1.33,33700000,0.0265
19.9,3850,1.34,34300000,0.0266
20.0,3930,1.34,35000000,0.0268
20.1,4010,1.35,35700000,0.0270
20.2,4100,1.36,36600000,0.0272
20.3,4190,1.37,37300000,0.0273
20.4,4280,1.38,38100000,0.0275
20.5,4370,1.39,38900000,0.0277
20.6,4460,1.39,39700000,0.0278
20.7,4560,1.40,40600000,0.0280
20.8,4650,1.41,41400000,0.0282
20.9,4740,1.42,42200000,0.0283
21.0,4840,1.43,43100000,0.0285
21.1,4940,1.44,44000000,0.0287
21.2,5030,1.44,44800000,0.0288
21.3,5120,1.45,45600000,0.0290
21.4,5220,1.46,46500000,0.0292
21.5,5310,1.47,47300000,0.0293
21.6,5400,1.48,48100000,0.0295
21.7,5490,1.49,48900000,0.0297
21.8,5570,1.50,49600000,0.0298
21.9,5660,1.50,50400000,0.0300
22.0,5740,1.51,51100000,0.0302
22.1,5810,1.52,51700000,0.0303
22.2,5880,1.53,52400000,0.0305
22.3,5950,1.54,53000000,0.0307
22.4,6010,1.55,53500000,0.0308
22.5,6080,1.55,54200000,0.0310
22.6,6150,1.56,54800000,0.0312
22.7,6230,1.57,55500000,0.0313
22.8,6310,1.58,56200000,0.0315
22.9,6400,1.59,57000000,0.0317
23.0,6490,1.60,57800000,0.0318
23.1,6590,1.60,58700000,0.0320
23.2,6720,1.61,59800000,0.0322
23.3,6830,1.62,60800000,0.0323
23.4,6890,1.63,61400000,0.0325
23.5,6960,1.64,62000000,0.0327
23.6,7000,1.65,62400000,0.0328
23.7,7100,1.65,63300000,0.0330
23.8,7270,1.66,64700000,0.0332
23.9,7380,1.67,65700000,0.0333
24.0,7470,1.68,66600000,0.0335
24.1,7570,1.69,67500000,0.0337
24.2,7670,1.70,68300000,0.0338
24.3,7720,1.71,68800000,0.0340
24.4,7820,1.71,69700000,0.0342
24.5,7960,1.72,70900000,0.0343
24.6,8070,1.73,71900000,0.0345
24.7,8170,1.74,72700000,0.0347
24.8,8260,1.75,73600000,0.0348
24.9,8350,1.76,74300000,0.0350
25.0,8410,1.76,74900000,0.0352
25.1,8500,1.77,75700000,0.0353
25.2,8610,1.78,76700000,0.0355
25.3,8710,1.79,77500000,0.0357
25.4,8790,1.80,78200000,0.0359
25.5,8870,1.81,78900000,0.0360
25.6,8940,1.81,79600000,0.0362
25.7,8990,1.82,80100000,0.0364
25.8,9070,1.83,80700000,0.0365
25.9,9150,1.84,81500000,0.0367
26.0,9220,1.85,82100000,0.0369
26.1,9290,1.86,82700000,0.0370
26.2,9360,1.87,83300000,0.0372
26.3,9430,1.87,83900000,0.0374
26.4,9500,1.88,84600000,0.0375
26.5,9580,1.89,85300000,0.0377
26.6,9650,1.90,85900000,0.0379
26.7,9720,1.91,86600000,0.0380
26.8,9800,1.92,87200000,0.0382
26.9,9870,1.92,87900000,0.0384
27.0,9950,1.93,88600000,0.0385
27.1,10000,1.94,89400000,0.0387
27.2,10100,1.95,90100000,0.0389
27.3,10200,1.96,90900000,0.0390
27.4,10300,1.97,91700000,0.0392
27.5,10400,1.97,92400000,0.0394
27.6,10500,1.98,93200000,0.0395
27.7,10600,1.99,94000000,0.0397
27.8,10600,2.00,94700000,0.0399
27.9,10700,2.01,95500000,0.0400
28.0,10800,2.02,96200000,0.0402
28.1,10900,2.02,96900000,0.0404
28.2,10900,2.03,97500000,0.0405
28.3,11000,2.04,98000000,0.0407
28.4,11100,2.05,98500000,0.0409
28.5,11100,2.06,99100000,0.0410
28.6,11200,2.07,99700000,0.0412
28.7,11300,2.07,100000000,0.0414
28.8,11300,2.08,101000000,0.0415
28.9,11400,2.09,101000000,0.0417
29.0,11500,2.10,102000000,0.0419
29.1,11500,2.11,103000000,0.0421
29.2,11600,2.12,103000000,0.0422
29.3,11700,2.13,104000000,0.0424
29.4,11700,2.13,104000000,0.0426
29.5,11800,2.14,105000000,0.0427
29.6,11800,2.15,105000000,0.0429
29.7,11900,2.16,106000000,0.0431
29.8,11900,2.17,106000000,0.0432
29.9,12000,2.18,107000000,0.0434
30.0,12000,2.18,107000000,0.0436
30.1,12100,2.19,108000000,0.0437
30.2,12100,2.20,108000000,0.0439
30.3,12200,2.21,108000000,0.0441
30.4,12200,2.22,109000000,0.0442
30.5,12200,2.23,109000000,0.0444
30.6,12300,2.23,109000000,0.0446
30.7,12300,2.24,109000000,0.0447
30.8,12300,2.25,110000000,0.0449
30.9,12300,2.26,110000000,0.0451
31.0,12300,2.27,110000000,0.0452
31.1,12300,2.28,110000000,0.0454
31.2,12300,2.29,110000000,0.0456
31.3,12300,2.29,110000000,0.0457
31.4,12300,2.30,110000000,0.0459
31.5,12300,2.31,110000000,0.0461
31.6,12300,2.32,110000000,0.0462
31.7,12300,2.33,110000000,0.0464
31.8,12400,2.34,110000000,0.0466
31.9,12400,2.34,110000000,0.0467
32.0,12400,2.35,110000000,0.0469
32.1,12400,2.36,111000000,0.0471
32.2,12500,2.37,111000000,0.0472
32.3,12500,2.38,111000000,0.0474
32.4,12500,2.39,111000000,0.0476
32.5,12500,2.39,111000000,0.0478
32.6,12500,2.40,111000000,0.0479
32.7,12500,2.41,111000000,0.0481
32.8,12500,2.42,112000000,0.0483
32.9,12500,2.43,111000000,0.0484
33.0,12500,2.44,111000000,0.0486
33.1,12500,2.44,111000000,0.0488
33.2,12400,2.45,111000000,0.0489
33.3,12400,2.46,111000000,0.0491
33.4,12400,2.47,110000000,0.0493
33.5,12400,2.48,110000000,0.0494
33.6,12300,2.49,110000000,0.0496
33.7,12300,2.50,110000000,0.0498
33.8,12300,2.50,110000000,0.0499
33.9,12300,2.51,110000000,0.0501
34.0,12300,2.52,109000000,0.0503
34.1,12300,2.53,109000000,0.0504
34.2,12300,2.54,109000000,0.0506
34.3,12300,2.55,109000000,0.0508
34.4,12200,2.55,109000000,0.0509
34.5,12200,2.56,109000000,0.0511
34.6,12300,2.57,109000000,0.0513
34.7,12200,2.58,109000000,0.0514
34.8,12300,2.59,109000000,0.0516
34.9,12300,2.60,109000000,0.0518
35.0,12300,2.60,109000000,0.0519
35.1,12300,2.61,109000000,0.0521
35.2,12300,2.62,109000000,0.0523
35.3,12300,2.63,110000000,0.0524
35.4,12300,2.64,110000000,0.0526
35.5,12300,2.65,109000000,0.0528
35.6,12300,2.65,109000000,0.0529
35.7,12200,2.66,109000000,0.0531
35.8,12200,2.67,109000000,0.0533
35.9,12200,2.68,109000000,0.0534
36.0,12200,2.69,109000000,0.0536
36.1,12300,2.70,109000000,0.0538
36.2,12300,2.70,109000000,0.0539
36.3,12300,2.71,110000000,0.0541
36.4,12400,2.72,110000000,0.0543
36.5,12400,2.73,111000000,0.0544
36.6,12500,2.74,111000000,0.0546
36.7,12500,2.75,112000000,0.0548
36.8,12600,2.76,112000000,0.0549
36.9,12700,2.76,113000000,0.0551
37.0,12700,2.77,113000000,0.0553
37.1,12800,2.78,114000000,0.0555
37.2,12800,2.79,114000000,0.0556
37.3,12900,2.80,115000000,0.0558
37.4,12900,2.81,115000000,0.0560
37.5,13000,2.81,116000000,0.0561
37.6,13000,2.82,116000000,0.0563
37.7,13100,2.83,116000000,0.0565
37.8,13100,2.84,117000000,0.0566
37.9,13100,2.85,117000000,0.0568
38.0,13200,2.86,117000000,0.0570
38.1,13200,2.86,117000000,0.0571
38.2,13200,2.87,117000000,0.0573
38.3,13200,2.88,118000000,0.0575
38.4,13200,2.89,118000000,0.0576
38.5,13200,2.90,118000000,0.0578
38.6,13200,2.91,118000000,0.0580
38.7,13200,2.91,118000000,0.0581
38.8,13300,2.92,118000000,0.0583
38.9,13300,2.93,118000000,0.0585
39.0,13300,2.94,118000000,0.0586
39.1,13300,2.95,118000000,0.0588
39.2,13300,2.96,119000000,0.0590
39.3,13300,2.97,119000000,0.0591
39.4,13400,2.97,119000000,0.0593
39.5,13400,2.98,119000000,0.0595
39.6,13500,2.99,120000000,0.0596
39.7,13500,3.00,120000000,0.0598
39.8,13500,3.01,121000000,0.0600
39.9,13600,3.02,121000000,0.0601
40.0,13600,3.02,121000000,0.0603
40.1,13700,3.03,122000000,0.0605
40.2,13700,3.04,122000000,0.0606
40.3,13700,3.05,122000000,0.0608
40.4,13700,3.06,122000000,0.0610
40.5,13700,3.07,122000000,0.0611
40.6,13700,3.07,122000000,0.0613
40.7,13700,3.08,122000000,0.0615
40.8,13700,3.09,122000000,0.0617
40.9,13700,3.10,122000000,0.0618
41.0,13700,3.11,122000000,0.0620
41.1,13700,3.12,122000000,0.0622
41.2,13700,3.12,122000000,0.0623
41.3,13700,3.13,122000000,0.0625
41.4,13800,3.14,123000000,0.0627
41.5,13800,3.15,123000000,0.0628
41.6,13800,3.16,123000000,0.0630
41.7,13800,3.17,123000000,0.0632
41.8,13900,3.18,123000000,0.0633
41.9,13900,3.18,124000000,0.0635
42.0,13900,3.19,124000000,0.0637
42.1,13900,3.20,123000000,0.0638
42.2,13800,3.21,123000000,0.0640
42.4,13800,3.22,123000000,0.0642
42.5,13800,3.23,123000000,0.0643
42.6,13700,3.23,122000000,0.0645
42.7,13600,3.24,121000000,0.0647
42.8,13400,3.25,119000000,0.0648
42.9,12900,3.26,115000000,0.0650
43.0,12500,3.27,111000000,0.0652
43.1,12300,3.28,109000000,0.0653
43.2,12200,3.28,108000000,0.0655
43.3,12100,3.29,108000000,0.0657
43.4,12100,3.30,108000000,0.0658
43.5,12100,3.31,108000000,0.0660
43.6,12200,3.32,108000000,0.0662
43.7,12200,3.33,109000000,0.0663
43.8,12200,3.33,109000000,0.0665
43.9,12300,3.34,109000000,0.0667
44.0,12300,3.35,110000000,0.0668
44.1,12400,3.36,110000000,0.0670
44.2,12400,3.37,111000000,0.0672
44.3,12500,3.38,111000000,0.0673
44.4,12500,3.39,112000000,0.0675
44.5,12600,3.39,112000000,0.0677
44.6,12700,3.40,113000000,0.0678
44.7,12700,3.41,113000000,0.0680
44.8,12800,3.42,114000000,0.0682
44.9,12800,3.43,114000000,0.0684
45.0,12900,3.44,115000000,0.0685
45.1,13000,3.44,115000000,0.0687
45.2,13000,3.45,116000000,0.0689
45.3,13100,3.46,116000000,0.0690
45.4,13100,3.47,117000000,0.0692
45.5,13200,3.48,117000000,0.0694
45.6,13200,3.49,117000000,0.0695
45.7,13200,3.49,118000000,0.0697
45.8,13300,3.50,118000000,0.0699
45.9,13300,3.51,118000000,0.0700
46.0,13200,3.52,118000000,0.0702
46.1,13200,3.53,117000000,0.0704
46.2,13000,3.54,116000000,0.0705
46.3,12800,3.55,114000000,0.0707
46.4,12600,3.55,112000000,0.0709
46.5,12400,3.56,111000000,0.0710
46.6,12300,3.57,110000000,0.0712
46.7,12300,3.58,109000000,0.0714
46.8,12200,3.59,109000000,0.0715
46.9,12200,3.60,109000000,0.0717
47.0,12300,3.60,109000000,0.0719
47.1,12300,3.61,109000000,0.0720
47.2,12300,3.62,110000000,0.0722
47.3,12400,3.63,110000000,0.0724
47.4,12400,3.64,110000000,0.0725
47.5,12500,3.65,111000000,0.0727
47.6,12500,3.65,111000000,0.0729
47.7,12500,3.66,112000000,0.0730
47.8,12600,3.67,112000000,0.0732
47.9,12600,3.68,113000000,0.0734
48.0,12700,3.69,113000000,0.0735
48.1,12700,3.70,113000000,0.0737
48.2,12800,3.70,114000000,0.0739
48.3,12800,3.71,114000000,0.0740
48.4,12800,3.72,114000000,0.0742
48.5,12800,3.73,114000000,0.0744
48.6,12800,3.74,114000000,0.0746
48.7,12800,3.75,114000000,0.0747
48.8,12800,3.75,114000000,0.0749
48.9,12700,3.76,113000000,0.0751
49.0,12700,3.77,113000000,0.0752
49.1,12600,3.78,112000000,0.0754
49.2,12500,3.79,112000000,0.0756
49.3,12500,3.80,111000000,0.0757
49.4,12500,3.81,111000000,0.0759
49.5,12500,3.81,112000000,0.0761
49.6,12600,3.82,112000000,0.0762
49.7,12600,3.83,112000000,0.0764
49.8,12700,3.84,113000000,0.0766
49.9,12700,3.85,113000000,0.0767
50.0,12800,3.86,114000000,0.0769
50.1,12900,3.86,114000000,0.0771
50.2,12900,3.87,115000000,0.0772
50.3,13000,3.88,116000000,0.0774
50.4,13000,3.89,116000000,0.0776
50.5,13100,3.90,117000000,0.0777
50.6,13200,3.91,117000000,0.0779
50.7,13200,3.91,118000000,0.0781
50.8,13300,3.92,118000000,0.0782
50.9,13300,3.93,119000000,0.0784
51.0,13400,3.94,119000000,0.0786
51.1,13400,3.95,120000000,0.0787
51.2,13500,3.96,120000000,0.0789
51.3,13500,3.96,120000000,0.0791
51.4,13600,3.97,121000000,0.0792
51.5,13600,3.98,121000000,0.0794
51.6,13700,3.99,122000000,0.0796
51.7,13700,4.00,122000000,0.0797
51.8,13700,4.01,122000000,0.0799
51.9,13800,4.02,123000000,0.0801
52.0,13800,4.02,123000000,0.0802
52.1,13800,4.03,123000000,0.0804
52.2,13900,4.04,123000000,0.0806
52.3,13900,4.05,124000000,0.0807
52.4,13900,4.06,124000000,0.0809
52.5,13900,4.07,124000000,0.0811
52.6,13900,4.07,124000000,0.0812
52.7,13900,4.08,124000000,0.0814
52.8,13900,4.09,124000000,0.0816
52.9,13900,4.10,124000000,0.0818
53.0,13900,4.11,124000000,0.0819
53.1,13900,4.12,124000000,0.0821
53.2,13900,4.12,124000000,0.0823
53.3,13900,4.13,123000000,0.0824
53.4,13800,4.14,123000000,0.0826
53.5,13800,4.15,123000000,0.0828
53.6,13800,4.16,123000000,0.0829
53.7,13800,4.17,123000000,0.0831
53.8,13700,4.17,122000000,0.0833
53.9,13700,4.18,122000000,0.0834
54.0,13600,4.19,121000000,0.0836
54.1,13500,4.20,120000000,0.0838
54.2,13500,4.21,120000000,0.0839
54.3,13400,4.22,119000000,0.0841
54.4,13400,4.23,119000000,0.0843
54.5,13300,4.23,119000000,0.0844
54.6,13300,4.24,118000000,0.0846
54.7,13300,4.25,118000000,0.0848
54.8,13300,4.26,118000000,0.0849
54.9,13200,4.27,118000000,0.0851
55.0,13200,4.28,118000000,0.0853
55.1,13200,4.28,118000000,0.0854
55.2,13200,4.29,117000000,0.0856
55.3,13100,4.30,116000000,0.0858
55.4,13000,4.31,116000000,0.0859
55.5,12900,4.32,115000000,0.0861
55.6,12800,4.33,114000000,0.0863
55.7,12600,4.33,112000000,0.0864
55.8,12400,4.34,110000000,0.0866
55.9,11900,4.35,106000000,0.0868
56.0,11300,4.36,101000000,0.0870
56.1,11000,4.37,97900000,0.0871
56.2,10800,4.38,96500000,0.0873
56.3,10800,4.38,96000000,0.0875
56.4,10700,4.39,95700000,0.0876
56.5,10800,4.40,95800000,0.0878
56.6,10800,4.41,96000000,0.0879
56.7,10800,4.42,96200000,0.0881
56.8,10800,4.43,96600000,0.0883
56.9,10900,4.43,97000000,0.0885
57.0,10900,4.44,97400000,0.0886
57.1,11000,4.45,97800000,0.0888
57.2,11000,4.46,98300000,0.0890
57.3,11100,4.47,98600000,0.0891
57.4,11100,4.48,99100000,0.0893
57.5,11200,4.49,99500000,0.0895
57.6,11200,4.49,99900000,0.0896
57.7,11300,4.50,100000000,0.0898
57.8,11300,4.51,101000000,0.0900
57.9,11400,4.52,101000000,0.0901
58.0,11400,4.53,101000000,0.0903
58.1,11400,4.54,102000000,0.0905
58.2,11500,4.54,102000000,0.0906
58.3,11500,4.55,102000000,0.0908
58.4,11500,4.56,103000000,0.0910
58.5,11500,4.57,103000000,0.0911
58.6,11600,4.58,103000000,0.0913
58.7,11600,4.59,103000000,0.0915
58.8,11600,4.59,104000000,0.0916
58.9,11700,4.60,104000000,0.0918
59.0,11700,4.61,104000000,0.0920
59.1,11700,4.62,105000000,0.0921
59.2,11800,4.63,105000000,0.0923
59.3,11800,4.64,105000000,0.0925
59.4,11800,4.65,105000000,0.0926
59.5,11900,4.65,106000000,0.0928
59.6,11900,4.66,106000000,0.0930
59.7,11900,4.67,106000000,0.0932
59.8,11900,4.68,106000000,0.0933
59.9,12000,4.69,107000000,0.0935
60.0,12000,4.70,107000000,0.0937
60.1,12000,4.70,107000000,0.0938
60.2,12100,4.71,107000000,0.0940
60.3,12100,4.72,108000000,0.0942
60.4,12100,4.73,108000000,0.0943
60.5,12200,4.74,108000000,0.0945
60.6,12200,4.75,109000000,0.0947
60.7,12200,4.75,109000000,0.0948
60.8,12300,4.76,109000000,0.0950
60.9,12300,4.77,110000000,0.0952
61.0,12400,4.78,110000000,0.0953
61.1,12400,4.79,111000000,0.0955
61.2,12500,4.80,111000000,0.0957
61.3,12500,4.80,111000000,0.0958
61.4,12600,4.81,112000000,0.0960
61.5,12600,4.82,112000000,0.0962
61.6,12700,4.83,113000000,0.0963
61.7,12700,4.84,113000000,0.0965
61.8,12800,4.85,114000000,0.0967
61.9,12800,4.85,114000000,0.0968
62.0,12900,4.86,114000000,0.0970
62.1,12900,4.87,115000000,0.0972
62.2,12900,4.88,115000000,0.0973
62.3,13000,4.89,116000000,0.0975
62.4,13000,4.90,116000000,0.0977
62.5,13100,4.91,117000000,0.0978
62.6,13100,4.91,117000000,0.0980
62.7,13200,4.92,117000000,0.0982
62.8,13200,4.93,118000000,0.0983
62.9,13300,4.94,118000000,0.0985
63.0,13300,4.95,118000000,0.0987
63.1,13300,4.96,119000000,0.0988
63.2,13400,4.96,119000000,0.0990
63.3,13400,4.97,119000000,0.0992
63.4,13400,4.98,120000000,0.0993
63.5,13500,4.99,120000000,0.0995
63.6,13500,5.00,120000000,0.0997
63.7,13500,5.01,120000000,0.0998
63.8,13600,5.01,121000000,0.100
63.9,13600,5.02,121000000,0.100
64.0,13600,5.03,121000000,0.100
64.1,13600,5.04,122000000,0.101
64.2,13700,5.05,122000000,0.101
64.3,13700,5.06,122000000,0.101
64.4,13700,5.07,122000000,0.101
64.5,13700,5.07,122000000,0.101
64.6,13700,5.08,122000000,0.101
64.7,13700,5.09,122000000,0.102
64.8,13700,5.10,122000000,0.102
64.9,13700,5.11,122000000,0.102
65.0,13700,5.12,122000000,0.102
65.1,13600,5.12,121000000,0.102
65.3,13500,5.13,121000000,0.102
65.4,13500,5.14,120000000,0.103
65.5,13400,5.15,119000000,0.103
65.6,13300,5.16,119000000,0.103
65.7,13300,5.17,118000000,0.103
65.8,13300,5.17,118000000,0.103
65.9,13300,5.18,118000000,0.103
66.0,13300,5.19,118000000,0.104
66.1,13300,5.20,118000000,0.104
66.2,13300,5.21,118000000,0.104
66.3,13300,5.22,119000000,0.104
66.4,13400,5.22,119000000,0.104
66.5,13400,5.23,119000000,0.104
66.6,13400,5.24,120000000,0.105
66.7,13500,5.25,120000000,0.105
66.8,13500,5.26,120000000,0.105
66.9,13500,5.27,121000000,0.105
67.0,13600,5.28,121000000,0.105
67.1,13600,5.28,121000000,0.105
67.2,13700,5.29,122000000,0.106
67.3,13700,5.30,122000000,0.106
67.4,13700,5.31,122000000,0.106
67.5,13800,5.32,123000000,0.106
67.6,13800,5.33,123000000,0.106
67.7,13800,5.33,123000000,0.106
67.8,13900,5.34,123000000,0.107
67.9,13900,5.35,124000000,0.107
68.0,13900,5.36,124000000,0.107
68.1,13900,5.37,124000000,0.107
68.2,14000,5.38,124000000,0.107
68.3,14000,5.38,124000000,0.107
68.4,14000,5.39,125000000,0.108
68.5,14000,5.40,125000000,0.108
68.6,14000,5.41,125000000,0.108
68.7,14100,5.42,125000000,0.108
68.8,14100,5.43,125000000,0.108
68.9,14100,5.43,126000000,0.108
69.0,14100,5.44,126000000,0.109
69.1,14200,5.45,126000000,0.109
69.2,14200,5.46,126000000,0.109
69.3,14200,5.47,126000000,0.109
69.4,14200,5.48,127000000,0.109
69.5,14200,5.49,127000000,0.109
69.6,14300,5.49,127000000,0.110
69.7,14300,5.50,127000000,0.110
69.8,14300,5.51,127000000,0.110
69.9,14300,5.52,128000000,0.110
70.0,14400,5.53,128000000,0.110
70.1,14400,5.54,128000000,0.110
70.2,14400,5.54,128000000,0.111
70.3,14400,5.55,128000000,0.111
70.4,14400,5.56,128000000,0.111
70.5,14400,5.57,129000000,0.111
70.6,14500,5.58,129000000,0.111
70.7,14500,5.59,129000000,0.111
70.8,14500,5.59,129000000,0.112
70.9,14500,5.60,129000000,0.112
71.0,14400,5.61,129000000,0.112
71.1,14400,5.62,128000000,0.112
71.2,14400,5.63,128000000,0.112
71.3,14300,5.64,127000000,0.112
71.4,14200,5.64,126000000,0.113
71.5,14100,5.65,126000000,0.113
71.6,14000,5.66,125000000,0.113
71.7,13900,5.67,124000000,0.113
71.8,13900,5.68,123000000,0.113
71.9,13800,5.69,123000000,0.113
72.0,13800,5.70,123000000,0.114
72.1,13800,5.70,123000000,0.114
72.2,13800,5.71,123000000,0.114
72.3,13800,5.72,123000000,0.114
72.4,13800,5.73,123000000,0.114
72.5,13800,5.74,123000000,0.114
72.6,13800,5.75,123000000,0.115
72.7,13800,5.75,123000000,0.115
72.8,13800,5.76,123000000,0.115
72.9,13800,5.77,123000000,0.115
73.0,13800,5.78,123000000,0.115
73.1,13700,5.79,122000000,0.115
73.2,13700,5.80,122000000,0.116
73.3,13700,5.80,122000000,0.116
73.4,13700,5.81,122000000,0.116
73.5,13700,5.82,122000000,0.116
73.6,13700,5.83,122000000,0.116
73.7,13700,5.84,122000000,0.116
73.8,13700,5.85,122000000,0.117
73.9,13700,5.86,122000000,0.117
74.0,13700,5.86,122000000,0.117
74.1,13700,5.87,122000000,0.117
74.2,13700,5.88,122000000,0.117
74.3,13700,5.89,122000000,0.117
74.4,13700,5.90,122000000,0.118
74.5,13700,5.91,122000000,0.118
74.6,13700,5.91,122000000,0.118
74.7,13700,5.92,122000000,0.118
74.8,13700,5.93,122000000,0.118
