Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
30.7,5280,1.34,47600000,0.0261
30.9,5340,1.35,48100000,0.0263
31.0,5400,1.36,48600000,0.0265
31.1,5450,1.37,49100000,0.0267
31.2,5510,1.38,49600000,0.0269
31.3,5570,1.39,50200000,0.0271
31.5,5620,1.40,50700000,0.0273
31.6,5690,1.41,51200000,0.0275
31.7,5750,1.42,51800000,0.0277
31.8,5810,1.43,52400000,0.0279
31.9,5880,1.44,53000000,0.0281
32.1,5950,1.45,53600000,0.0283
32.2,6020,1.46,54300000,0.0285
32.3,6090,1.47,54900000,0.0287
32.4,6170,1.48,55600000,0.0289
32.5,6250,1.49,56300000,0.0291
32.7,6330,1.50,57000000,0.0293
32.8,6400,1.51,57700000,0.0295
32.9,6480,1.52,58400000,0.0297
33.0,6550,1.53,59000000,0.0299
33.1,6630,1.54,59700000,0.0301
33.3,6710,1.55,60400000,0.0303
33.4,6780,1.56,61100000,0.0305
33.5,6850,1.57,61800000,0.0307
33.6,6930,1.58,62400000,0.0309
33.7,7000,1.60,63100000,0.0311
33.9,7070,1.61,63700000,0.0313
34.0,7130,1.62,64200000,0.0315
34.1,7190,1.63,64800000,0.0317
34.2,7240,1.64,65300000,0.0319
34.3,7300,1.65,65700000,0.0321
34.5,7340,1.66,66100000,0.0323
34.6,7380,1.67,66500000,0.0325
34.7,7430,1.68,66900000,0.0327
34.8,7480,1.69,67400000,0.0329
34.9,7540,1.70,67900000,0.0331
35.1,7600,1.71,68500000,0.0333
35.2,7660,1.72,69000000,0.0335
35.3,7720,1.73,69500000,0.0337
35.4,7790,1.74,70200000,0.0339
35.5,7860,1.75,70800000,0.0341
35.6,7930,1.76,71500000,0.0343
35.8,8000,1.77,72100000,0.0345
35.9,8080,1.78,72800000,0.0347
36.0,8160,1.79,73500000,0.0349
36.1,8230,1.80,74200000,0.0351
36.2,8320,1.81,74900000,0.0353
36.4,8400,1.82,75700000,0.0355
36.5,8470,1.83,76300000,0.0357
36.6,8550,1.84,77100000,0.0359
36.7,8630,1.85,77800000,0.0361
36.8,8710,1.86,78400000,0.0363
37.0,8780,1.87,79100000,0.0365
37.1,8840,1.88,79600000,0.0367
37.2,8900,1.89,80200000,0.0369
37.3,8960,1.90,80700000,0.0371
37.4,9010,1.91,81200000,0.0373
37.6,9070,1.92,81700000,0.0375
37.7,9120,1.93,82200000,0.0377
37.8,9180,1.94,82700000,0.0379
37.9,9250,1.95,83300000,0.0381
38.0,9310,1.96,83900000,0.0383
38.2,9380,1.97,84500000,0.0385
38.3,9450,1.98,85100000,0.0387
38.4,9510,1.99,85700000,0.0389
38.5,9570,2.00,86200000,0.0391
38.6,9640,2.02,86900000,0.0393
38.8,9710,2.03,87500000,0.0395
38.9,9770,2.04,88100000,0.0397
39.0,9840,2.05,88700000,0.0399
39.1,9910,2.06,89300000,0.0401
39.2,9980,2.07,89900000,0.0403
39.4,10100,2.08,90600000,0.0405
39.5,10100,2.09,91300000,0.0407
39.6,10200,2.10,91900000,0.0409
39.7,10300,2.11,92500000,0.0411
39.8,10300,2.12,93200000,0.0413
40.0,10400,2.13,93900000,0.0415
40.1,10500,2.14,94600000,0.0417
40.2,10600,2.15,95300000,0.0419
40.3,10600,2.16,95900000,0.0421
40.4,10700,2.17,96500000,0.0423
40.6,10800,2.18,97200000,0.0425
40.7,10900,2.19,97800000,0.0427
40.8,10900,2.20,98500000,0.0429
40.9,11000,2.21,99100000,0.0431
41.0,11100,2.22,99600000,0.0433
41.2,11100,2.23,100000000,0.0435
41.3,11200,2.24,101000000,0.0437
41.4,11200,2.25,101000000,0.0439
41.5,11300,2.26,102000000,0.0441
41.6,11300,2.27,102000000,0.0443
41.8,11400,2.28,103000000,0.0445
41.9,11400,2.29,103000000,0.0447
42.0,11500,2.30,103000000,0.0449
42.1,11500,2.31,104000000,0.0451
42.2,11500,2.32,104000000,0.0453
42.4,11600,2.33,104000000,0.0455
42.5,11600,2.34,105000000,0.0457
42.6,11600,2.35,105000000,0.0459
42.7,11700,2.36,105000000,0.0461
42.8,11700,2.37,105000000,0.0463
43.0,11700,2.38,105000000,0.0465
43.1,11700,2.39,106000000,0.0467
43.2,11800,2.40,106000000,0.0469
43.3,11800,2.41,106000000,0.0471
43.4,11900,2.43,107000000,0.0473
43.6,11900,2.44,107000000,0.0475
43.7,12000,2.45,108000000,0.0477
43.8,12000,2.46,108000000,0.0479
43.9,12100,2.47,109000000,0.0481
44.0,12100,2.48,109000000,0.0483
44.2,12200,2.49,110000000,0.0485
44.3,12200,2.50,110000000,0.0487
44.4,12200,2.51,110000000,0.0489
44.5,12200,2.52,110000000,0.0491
44.6,12200,2.53,110000000,0.0493
44.8,12100,2.54,109000000,0.0495
44.9,11900,2.55,107000000,0.0497
45.0,11600,2.56,105000000,0.0499
45.1,11500,2.57,104000000,0.0501
45.2,11500,2.58,104000000,0.0503
45.4,11500,2.59,104000000,0.0505
45.5,11500,2.60,104000000,0.0507
45.6,11600,2.61,104000000,0.0509
45.7,11700,2.62,105000000,0.0511
45.8,11700,2.63,106000000,0.0513
45.9,11800,2.64,106000000,0.0515
46.1,11800,2.65,107000000,0.0517
46.2,11900,2.66,107000000,0.0519
46.3,12000,2.67,108000000,0.0521
46.4,12000,2.68,108000000,0.0523
46.5,12100,2.69,109000000,0.0525
46.7,12100,2.70,109000000,0.0527
46.8,12100,2.71,109000000,0.0529
46.9,12200,2.72,110000000,0.0531
47.0,12200,2.73,110000000,0.0533
47.1,12300,2.74,110000000,0.0535
47.3,12300,2.75,111000000,0.0537
47.4,12300,2.76,111000000,0.0539
47.5,12300,2.77,111000000,0.0541
47.6,12300,2.78,111000000,0.0543
47.7,12300,2.79,111000000,0.0545
47.9,12300,2.80,111000000,0.0547
48.0,12300,2.81,111000000,0.0549
48.1,12400,2.82,111000000,0.0551
48.2,12400,2.83,112000000,0.0553
48.3,12400,2.85,112000000,0.0555
48.5,12400,2.86,112000000,0.0557
48.6,12500,2.87,112000000,0.0559
48.7,12500,2.88,113000000,0.0561
48.8,12600,2.89,113000000,0.0563
48.9,12600,2.90,114000000,0.0565
49.1,12600,2.91,114000000,0.0567
49.2,12700,2.92,114000000,0.0569
49.3,12700,2.93,115000000,0.0571
49.4,12800,2.94,115000000,0.0573
49.5,12800,2.95,115000000,0.0575
49.7,12800,2.96,116000000,0.0577
49.8,12900,2.97,116000000,0.0579
49.9,12900,2.98,116000000,0.0581
50.0,12900,2.99,116000000,0.0583
50.1,13000,3.00,117000000,0.0585
50.3,13000,3.01,117000000,0.0587
50.4,13000,3.02,117000000,0.0589
50.5,13000,3.03,118000000,0.0591
50.6,13100,3.04,118000000,0.0593
50.7,13100,3.05,118000000,0.0595
50.9,13100,3.06,118000000,0.0597
51.0,13200,3.07,118000000,0.0599
51.1,13200,3.08,119000000,0.0601
51.2,13200,3.09,119000000,0.0603
51.3,13200,3.10,119000000,0.0605
51.5,13200,3.11,119000000,0.0606
51.6,13200,3.12,119000000,0.0608
51.7,13300,3.13,119000000,0.0610
51.8,13300,3.14,120000000,0.0612
51.9,13300,3.15,120000000,0.0614
52.1,13300,3.16,120000000,0.0616
52.2,13300,3.17,120000000,0.0618
52.3,13300,3.18,120000000,0.0621
52.4,13300,3.19,120000000,0.0623
52.5,13300,3.20,120000000,0.0625
52.7,13200,3.21,119000000,0.0627
52.8,13200,3.22,118000000,0.0629
52.9,13000,3.23,117000000,0.0631
53.0,12700,3.25,115000000,0.0633
53.1,11900,3.26,107000000,0.0635
53.3,11100,3.27,99700000,0.0637
53.4,10900,3.28,98600000,0.0639
53.5,10900,3.29,98600000,0.0640
53.6,11000,3.30,99100000,0.0643
53.7,11100,3.31,99800000,0.0645
53.9,11200,3.32,100000000,0.0646
54.0,11200,3.33,101000000,0.0648
54.1,11300,3.34,102000000,0.0650
54.2,11400,3.35,103000000,0.0652
54.3,11500,3.36,104000000,0.0654
54.5,11600,3.37,104000000,0.0656
54.6,11700,3.38,105000000,0.0658
54.7,11700,3.39,106000000,0.0660
54.8,11800,3.40,106000000,0.0662
54.9,11900,3.41,107000000,0.0664
55.1,12000,3.42,108000000,0.0666
55.2,12000,3.43,108000000,0.0668
55.3,12100,3.44,109000000,0.0670
55.4,12200,3.45,110000000,0.0672
55.5,12200,3.46,110000000,0.0674
55.7,12300,3.47,111000000,0.0676
55.8,12300,3.48,111000000,0.0678
55.9,12400,3.49,112000000,0.0680
56.0,12400,3.50,112000000,0.0682
56.1,12500,3.51,113000000,0.0684
56.2,12600,3.52,113000000,0.0686
56.4,12600,3.53,113000000,0.0688
56.5,12600,3.54,114000000,0.0690
56.6,12700,3.55,114000000,0.0692
56.7,12700,3.56,115000000,0.0694
56.8,12800,3.57,115000000,0.0696
57.0,12800,3.58,116000000,0.0698
57.1,12900,3.59,116000000,0.0700
57.2,12900,3.60,116000000,0.0702
57.3,12900,3.61,116000000,0.0704
57.4,12900,3.62,117000000,0.0706
57.6,13000,3.63,117000000,0.0708
57.7,12900,3.64,117000000,0.0710
57.8,12900,3.65,116000000,0.0712
57.9,12800,3.66,116000000,0.0714
58.0,12800,3.68,116000000,0.0716
58.2,12800,3.69,116000000,0.0718
58.3,12800,3.70,115000000,0.0720
58.4,12800,3.71,115000000,0.0722
58.5,12800,3.72,116000000,0.0724
58.6,12800,3.73,116000000,0.0726
58.8,12800,3.74,116000000,0.0728
58.9,12800,3.75,115000000,0.0730
59.0,12800,3.76,115000000,0.0732
59.1,12800,3.77,115000000,0.0734
59.2,12800,3.78,115000000,0.0736
59.4,12800,3.79,115000000,0.0738
59.5,12800,3.80,115000000,0.0740
59.6,12800,3.81,115000000,0.0742
59.7,12800,3.82,115000000,0.0744
59.8,12800,3.83,115000000,0.0746
60.0,12800,3.84,115000000,0.0748
60.1,12800,3.85,115000000,0.0750
60.2,12800,3.86,116000000,0.0752
60.3,12800,3.87,116000000,0.0754
60.4,12900,3.88,116000000,0.0756
60.6,12900,3.89,116000000,0.0758
60.7,12900,3.90,116000000,0.0760
60.8,12900,3.91,116000000,0.0762
60.9,12900,3.92,117000000,0.0764
61.0,13000,3.93,117000000,0.0766
61.2,13000,3.94,117000000,0.0768
61.3,13000,3.95,117000000,0.0770
61.4,13000,3.96,117000000,0.0772
61.5,13000,3.97,117000000,0.0774
61.6,13100,3.98,118000000,0.0776
61.8,13100,3.99,118000000,0.0778
61.9,13100,4.00,118000000,0.0780
62.0,13100,4.01,118000000,0.0782
62.1,13100,4.02,118000000,0.0784
62.2,13200,4.03,119000000,0.0786
62.4,13200,4.04,119000000,0.0788
62.5,13200,4.05,119000000,0.0790
62.6,13200,4.06,119000000,0.0792
62.7,13300,4.07,119000000,0.0794
62.8,13300,4.08,120000000,0.0796
63.0,13300,4.10,120000000,0.0798
63.1,13300,4.11,120000000,0.0800
63.2,13400,4.12,120000000,0.0802
63.3,13400,4.13,121000000,0.0804
63.4,13400,4.14,121000000,0.0806
63.6,13400,4.15,121000000,0.0808
63.7,13500,4.16,121000000,0.0810
63.8,13500,4.17,121000000,0.0812
63.9,13500,4.18,122000000,0.0814
64.0,13500,4.19,122000000,0.0816
64.2,13500,4.20,122000000,0.0818
64.3,13600,4.21,122000000,0.0820
64.4,13600,4.22,122000000,0.0822
64.5,13600,4.23,122000000,0.0824
64.6,13600,4.24,123000000,0.0826
64.8,13600,4.25,123000000,0.0828
64.9,13600,4.26,123000000,0.0830
65.0,13600,4.27,123000000,0.0832
65.1,13700,4.28,123000000,0.0834
65.2,13700,4.29,123000000,0.0836
65.4,13700,4.30,123000000,0.0838
65.5,13700,4.31,123000000,0.0840
65.6,13700,4.32,124000000,0.0842
65.7,13700,4.33,124000000,0.0844
65.8,13800,4.34,124000000,0.0846
65.9,13800,4.35,124000000,0.0848
66.1,13800,4.36,124000000,0.0850
66.2,13800,4.37,125000000,0.0852
66.3,13900,4.38,125000000,0.0854
66.4,13900,4.39,125000000,0.0856
66.5,13900,4.40,125000000,0.0858
66.7,13900,4.41,125000000,0.0860
66.8,13900,4.42,126000000,0.0862
66.9,14000,4.43,126000000,0.0864
67.0,14000,4.44,126000000,0.0866
67.1,14000,4.45,126000000,0.0868
67.3,14100,4.46,127000000,0.0870
67.4,14100,4.47,127000000,0.0872
67.5,14200,4.48,128000000,0.0874
67.6,14200,4.49,128000000,0.0876
67.7,14200,4.50,128000000,0.0878
67.9,14300,4.51,129000000,0.0880
68.0,14300,4.52,129000000,0.0882
68.1,14400,4.54,130000000,0.0884
68.2,14400,4.55,130000000,0.0886
68.3,14500,4.56,130000000,0.0888
68.5,14500,4.57,131000000,0.0890
68.6,14500,4.58,131000000,0.0892
68.7,14600,4.59,131000000,0.0894
68.8,14600,4.60,132000000,0.0896
68.9,14600,4.61,132000000,0.0898
69.1,14600,4.62,132000000,0.0900
69.2,14600,4.63,132000000,0.0902
69.3,14600,4.64,131000000,0.0904
69.4,14600,4.65,131000000,0.0906
69.5,14500,4.66,131000000,0.0908
69.7,14400,4.67,130000000,0.0910
69.8,14300,4.68,128000000,0.0912
69.9,14100,4.69,127000000,0.0914
70.0,14000,4.70,126000000,0.0916
70.1,13900,4.71,125000000,0.0918
70.3,13900,4.72,125000000,0.0920
70.4,13800,4.73,124000000,0.0922
70.5,13800,4.74,124000000,0.0924
70.6,13700,4.75,124000000,0.0926
70.7,13700,4.76,123000000,0.0928
70.9,13700,4.77,123000000,0.0930
71.0,13700,4.78,123000000,0.0932
71.1,13700,4.79,123000000,0.0934
71.2,13700,4.80,123000000,0.0936
71.3,13700,4.81,123000000,0.0938
71.5,13700,4.82,123000000,0.0940
71.6,13700,4.83,124000000,0.0942
71.7,13700,4.84,124000000,0.0944
71.8,13800,4.85,124000000,0.0946
71.9,13800,4.86,124000000,0.0948
72.1,13800,4.87,124000000,0.0950
72.2,13800,4.88,125000000,0.0952
72.3,13900,4.89,125000000,0.0954
72.4,13900,4.90,125000000,0.0956
72.5,13900,4.91,125000000,0.0958
72.7,13900,4.92,126000000,0.0960
72.8,14000,4.93,126000000,0.0962
72.9,14000,4.95,126000000,0.0964
73.0,14000,4.96,126000000,0.0966
73.1,14000,4.97,126000000,0.0968
73.3,14000,4.98,126000000,0.0970
73.4,14000,4.99,126000000,0.0972
73.5,13900,5.00,126000000,0.0974
73.6,13900,5.01,125000000,0.0976
73.7,13800,5.02,125000000,0.0978
73.9,13800,5.03,124000000,0.0980
74.0,13700,5.04,123000000,0.0982
74.1,13600,5.05,123000000,0.0984
74.2,13600,5.06,122000000,0.0986
74.3,13500,5.07,122000000,0.0988
74.5,13400,5.08,121000000,0.0990
74.6,13400,5.09,121000000,0.0992
74.7,13300,5.10,120000000,0.0994
74.8,13300,5.11,120000000,0.0996
74.9,13200,5.12,119000000,0.0998
75.1,13200,5.13,119000000,0.100
75.2,13100,5.14,118000000,0.100
75.3,13100,5.15,118000000,0.100
75.4,13000,5.16,117000000,0.101
75.5,13000,5.17,117000000,0.101
75.7,12900,5.18,116000000,0.101
75.8,12900,5.19,116000000,0.101
75.9,12800,5.20,115000000,0.101
76.0,12700,5.21,115000000,0.102
76.1,12700,5.22,114000000,0.102
76.2,12500,5.23,113000000,0.102
76.4,12400,5.24,112000000,0.102
76.5,12300,5.25,111000000,0.102
76.6,12300,5.26,111000000,0.103
76.7,12200,5.27,110000000,0.103
76.8,12200,5.28,110000000,0.103
77.0,12200,5.29,110000000,0.103
77.1,12200,5.30,110000000,0.103
77.2,12300,5.31,110000000,0.104
77.3,12300,5.32,111000000,0.104
77.4,12300,5.33,111000000,0.104
77.6,12400,5.34,112000000,0.104
77.7,12400,5.35,112000000,0.104
77.8,12500,5.36,113000000,0.105
77.9,12600,5.38,113000000,0.105
78.0,12700,5.39,114000000,0.105
78.2,12700,5.40,115000000,0.105
78.3,12800,5.41,115000000,0.105
78.4,12900,5.42,116000000,0.106
78.5,12900,5.43,117000000,0.106
78.6,13000,5.44,117000000,0.106
78.8,13100,5.45,118000000,0.106
78.9,13100,5.46,118000000,0.106
79.0,13200,5.47,119000000,0.107
79.1,13200,5.48,119000000,0.107
79.2,13300,5.49,120000000,0.107
79.4,13400,5.50,120000000,0.107
79.5,13400,5.51,121000000,0.107
79.6,13500,5.52,121000000,0.108
79.7,13500,5.53,122000000,0.108
79.8,13600,5.54,123000000,0.108
80.0,13700,5.55,123000000,0.108
80.1,13700,5.56,124000000,0.108
80.2,13800,5.57,124000000,0.109
80.3,13900,5.58,125000000,0.109
80.4,14000,5.59,126000000,0.109
80.6,14000,5.60,126000000,0.109
80.7,14100,5.61,127000000,0.109
80.8,14100,5.62,127000000,0.110
80.9,14200,5.63,128000000,0.110
81.0,14200,5.64,128000000,0.110
81.2,14300,5.65,129000000,0.110
81.3,14300,5.66,129000000,0.110
81.4,14400,5.67,129000000,0.111
81.5,14400,5.68,130000000,0.111
81.6,14500,5.69,130000000,0.111
81.8,14500,5.70,131000000,0.111
81.9,14500,5.71,131000000,0.111
82.0,14500,5.72,131000000,0.112
82.1,14500,5.73,131000000,0.112
82.2,14400,5.74,130000000,0.112
82.4,14300,5.75,129000000,0.112
82.5,14200,5.76,128000000,0.112
82.6,14100,5.77,127000000,0.113
82.7,14000,5.79,126000000,0.113
82.8,13900,5.80,125000000,0.113
83.0,13900,5.81,125000000,0.113
83.1,13900,5.82,125000000,0.113
83.2,13800,5.83,125000000,0.114
83.3,13800,5.84,125000000,0.114
83.4,13800,5.85,125000000,0.114
83.6,13900,5.86,125000000,0.114
83.7,13900,5.87,125000000,0.114
83.8,13900,5.88,126000000,0.115
83.9,14000,5.89,126000000,0.115
84.0,14000,5.90,126000000,0.115
84.2,14100,5.91,127000000,0.115
84.3,14100,5.92,127000000,0.115
84.4,14200,5.93,128000000,0.116
84.5,14200,5.94,128000000,0.116
84.6,14300,5.95,128000000,0.116
84.8,14300,5.96,129000000,0.116
84.9,14300,5.97,128000000,0.116
85.0,14100,5.98,127000000,0.117
85.1,14100,5.99,127000000,0.117
85.2,14000,6.00,126000000,0.117
85.4,14000,6.01,126000000,0.117
85.5,14000,6.02,126000000,0.117
85.6,14000,6.03,126000000,0.118
85.7,14000,6.04,127000000,0.118
85.8,14100,6.05,127000000,0.118
86.0,14100,6.06,127000000,0.118
86.1,14100,6.07,127000000,0.118
86.2,14200,6.08,128000000,0.119
86.3,14200,6.09,128000000,0.119
86.4,14300,6.10,128000000,0.119
86.5,14300,6.11,129000000,0.119
86.7,14300,6.12,129000000,0.119
86.8,14400,6.13,129000000,0.120
86.9,14400,6.14,130000000,0.120
87.0,14400,6.15,130000000,0.120
87.1,14400,6.16,130000000,0.120
87.3,14400,6.17,130000000,0.120
87.4,14400,6.18,130000000,0.121
87.5,14400,6.19,130000000,0.121
87.6,14400,6.21,130000000,0.121
87.7,14400,6.22,130000000,0.121
87.9,14300,6.23,129000000,0.121
88.0,14100,6.24,127000000,0.122
88.1,13900,6.25,126000000,0.122
88.2,13800,6.26,124000000,0.122
88.3,13700,6.27,123000000,0.122
88.5,13600,6.28,123000000,0.122
88.6,13600,6.29,123000000,0.123
88.7,13600,6.30,122000000,0.123
88.8,13600,6.31,122000000,0.123
88.9,13600,6.32,122000000,0.123
89.1,13600,6.33,122000000,0.123
89.2,13600,6.34,123000000,0.124
89.3,13600,6.35,123000000,0.124
89.4,13600,6.36,123000000,0.124
89.5,13600,6.37,123000000,0.124
89.7,13700,6.38,123000000,0.124
89.8,13700,6.39,123000000,0.125
89.9,13700,6.40,123000000,0.125
90.0,13700,6.41,124000000,0.125
90.1,13800,6.42,124000000,0.125
90.3,13800,6.43,124000000,0.125
90.4,13800,6.44,124000000,0.126
90.5,13800,6.45,125000000,0.126
90.6,13900,6.46,125000000,0.126
90.7,13900,6.47,125000000,0.126
90.9,13900,6.48,125000000,0.126
91.0,13900,6.49,125000000,0.127
91.1,13900,6.50,126000000,0.127
91.2,14000,6.51,126000000,0.127
91.3,14000,6.52,126000000,0.127
91.5,14000,6.53,126000000,0.127
91.6,14000,6.54,126000000,0.128
91.7,14000,6.55,126000000,0.128
91.8,14000,6.56,126000000,0.128
91.9,14000,6.57,126000000,0.128
92.1,14000,6.58,126000000,0.128
92.2,13900,6.59,126000000,0.129
92.3,13900,6.60,126000000,0.129
92.4,13900,6.61,125000000,0.129
92.5,13900,6.63,125000000,0.129
92.7,13900,6.64,125000000,0.129
92.8,13800,6.65,125000000,0.130
92.9,13800,6.66,124000000,0.130
93.0,13700,6.67,124000000,0.130
93.1,13700,6.68,123000000,0.130
93.3,13600,6.69,122000000,0.130
93.4,13500,6.70,122000000,0.131
93.5,13400,6.71,121000000,0.131
93.6,13300,6.72,120000000,0.131
93.7,13200,6.73,119000000,0.131
93.9,13100,6.74,118000000,0.131
94.0,13000,6.75,117000000,0.132
94.1,12900,6.76,116000000,0.132
94.2,12700,6.77,115000000,0.132
94.3,12600,6.78,114000000,0.132
94.5,12500,6.79,113000000,0.132
94.6,12400,6.80,112000000,0.133
94.7,12300,6.81,111000000,0.133
94.8,12300,6.82,111000000,0.133
94.9,12300,6.83,110000000,0.133
95.1,12200,6.84,110000000,0.133
95.2,12200,6.85,110000000,0.134
95.3,12200,6.86,110000000,0.134
95.4,12300,6.87,110000000,0.134
95.5,12300,6.88,111000000,0.134
95.7,12300,6.89,111000000,0.134
95.8,12400,6.90,111000000,0.135
95.9,12400,6.91,112000000,0.135
96.0,12400,6.92,112000000,0.135
96.1,12500,6.93,112000000,0.135
96.2,12500,6.94,113000000,0.135
96.4,12500,6.95,113000000,0.136
96.5,12600,6.96,113000000,0.136
96.6,12600,6.97,113000000,0.136
96.7,12600,6.98,113000000,0.136
96.8,12600,6.99,113000000,0.136
97.0,12500,7.00,113000000,0.137
97.1,12500,7.01,113000000,0.137
97.2,12500,7.02,113000000,0.137
97.3,12500,7.03,113000000,0.137
97.4,12500,7.05,113000000,0.137
97.6,12600,7.06,113000000,0.138
97.7,12600,7.07,113000000,0.138
97.8,12600,7.08,114000000,0.138
97.9,12700,7.09,114000000,0.138
98.0,12700,7.10,114000000,0.138
98.2,12700,7.11,115000000,0.139
98.3,12800,7.12,115000000,0.139
98.4,12800,7.13,115000000,0.139
98.5,12900,7.14,116000000,0.139
98.6,12900,7.15,116000000,0.139
98.8,12900,7.16,116000000,0.140
98.9,13000,7.17,117000000,0.140
99.0,13000,7.18,117000000,0.140
99.1,13000,7.19,117000000,0.140
99.2,13000,7.20,117000000,0.140
99.4,13100,7.21,118000000,0.141
99.5,13100,7.22,118000000,0.141
99.6,13100,7.23,118000000,0.141
99.7,13100,7.24,118000000,0.141
99.8,13200,7.25,119000000,0.141
100,13200,7.26,119000000,0.142
100,13200,7.27,119000000,0.142
