Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
21.7,2670,1.24,26600000,0.0255
21.9,2740,1.25,27200000,0.0257
22.0,2810,1.26,27900000,0.0259
22.1,2880,1.27,28600000,0.0261
22.3,2940,1.29,29300000,0.0264
22.4,3010,1.30,29900000,0.0266
22.5,3070,1.31,30500000,0.0268
22.7,3130,1.32,31200000,0.0270
22.8,3200,1.33,31800000,0.0272
22.9,3260,1.34,32500000,0.0275
23.1,3330,1.35,33100000,0.0277
23.2,3400,1.36,33800000,0.0279
23.3,3470,1.37,34500000,0.0281
23.5,3540,1.38,35200000,0.0284
23.6,3610,1.39,35900000,0.0286
23.7,3680,1.40,36600000,0.0288
23.9,3750,1.42,37300000,0.0290
24.0,3820,1.43,38000000,0.0292
24.1,3890,1.44,38600000,0.0295
24.3,3950,1.45,39300000,0.0297
24.4,4010,1.46,39900000,0.0299
24.5,4080,1.47,40600000,0.0301
24.7,4140,1.48,41200000,0.0304
24.8,4210,1.49,41900000,0.0306
24.9,4290,1.50,42700000,0.0308
25.1,4370,1.51,43500000,0.0310
25.2,4450,1.52,44300000,0.0312
25.3,4540,1.53,45100000,0.0315
25.5,4620,1.55,46000000,0.0317
25.6,4710,1.56,46900000,0.0319
25.7,4800,1.57,47800000,0.0321
25.9,4890,1.58,48600000,0.0324
26.0,4970,1.59,49500000,0.0326
26.1,5050,1.60,50200000,0.0328
26.3,5130,1.61,51100000,0.0330
26.4,5210,1.62,51800000,0.0332
26.5,5280,1.63,52600000,0.0335
26.7,5360,1.64,53300000,0.0337
26.8,5430,1.65,54000000,0.0339
26.9,5490,1.66,54600000,0.0341
27.1,5550,1.68,55200000,0.0344
27.2,5600,1.69,55700000,0.0346
27.3,5650,1.70,56200000,0.0348
27.5,5700,1.71,56700000,0.0350
27.6,5760,1.72,57300000,0.0352
27.7,5840,1.73,58000000,0.0355
27.9,5910,1.74,58800000,0.0357
28.0,6000,1.75,59700000,0.0359
28.1,6090,1.76,60500000,0.0361
28.3,6190,1.77,61500000,0.0364
28.4,6280,1.78,62500000,0.0366
28.5,6380,1.79,63500000,0.0368
28.7,6480,1.81,64500000,0.0370
28.8,6580,1.82,65400000,0.0372
28.9,6680,1.83,66400000,0.0375
29.1,6770,1.84,67400000,0.0377
29.2,6870,1.85,68400000,0.0379
29.3,6970,1.86,69300000,0.0381
29.5,7070,1.87,70300000,0.0384
29.6,7170,1.88,71300000,0.0386
29.7,7260,1.89,72200000,0.0388
29.9,7350,1.90,73200000,0.0390
30.0,7450,1.91,74100000,0.0392
30.1,7550,1.92,75100000,0.0395
30.3,7660,1.94,76200000,0.0397
30.4,7760,1.95,77200000,0.0399
30.5,7870,1.96,78300000,0.0401
30.7,7980,1.97,79300000,0.0404
30.8,8080,1.98,80400000,0.0406
30.9,8180,1.99,81400000,0.0408
31.1,8280,2.00,82400000,0.0410
31.2,8390,2.01,83400000,0.0412
31.3,8490,2.02,84400000,0.0415
31.5,8580,2.03,85400000,0.0417
31.6,8680,2.04,86300000,0.0419
31.7,8770,2.05,87300000,0.0421
31.9,8860,2.07,88200000,0.0424
32.0,8960,2.08,89100000,0.0426
32.1,9050,2.09,90100000,0.0428
32.3,9150,2.10,91000000,0.0430
32.4,9250,2.11,92000000,0.0432
32.5,9360,2.12,93100000,0.0435
32.7,9460,2.13,94100000,0.0437
32.8,9560,2.14,95100000,0.0439
32.9,9660,2.15,96100000,0.0441
33.1,9760,2.16,97100000,0.0444
33.2,9850,2.17,98000000,0.0446
33.3,9950,2.18,98900000,0.0448
33.5,10000,2.20,99700000,0.0450
33.6,10100,2.21,100000000,0.0452
33.7,10200,2.22,101000000,0.0455
33.9,10200,2.23,102000000,0.0457
34.0,10300,2.24,102000000,0.0459
34.1,10300,2.25,103000000,0.0461
34.3,10300,2.26,103000000,0.0464
34.4,10300,2.27,103000000,0.0466
34.5,10300,2.28,103000000,0.0468
34.7,10300,2.29,102000000,0.0470
34.8,10200,2.30,101000000,0.0472
34.9,10100,2.32,100000000,0.0475
35.1,9980,2.33,99300000,0.0477
35.2,9960,2.34,99100000,0.0479
35.3,9980,2.35,99300000,0.0481
35.5,10000,2.36,99700000,0.0484
35.6,10100,2.37,100000000,0.0486
35.7,10200,2.38,101000000,0.0488
35.9,10200,2.39,102000000,0.0490
36.0,10300,2.40,102000000,0.0493
36.1,10400,2.41,103000000,0.0495
36.3,10500,2.42,104000000,0.0497
36.4,10500,2.43,105000000,0.0499
36.5,10600,2.45,105000000,0.0501
36.7,10700,2.46,106000000,0.0504
36.8,10700,2.47,107000000,0.0506
36.9,10800,2.48,108000000,0.0508
37.1,10900,2.49,108000000,0.0510
37.2,10900,2.50,109000000,0.0513
37.3,11000,2.51,110000000,0.0515
37.5,11100,2.52,110000000,0.0517
37.6,11100,2.53,111000000,0.0519
37.7,11200,2.54,111000000,0.0521
37.9,11300,2.55,112000000,0.0524
38.0,11300,2.56,113000000,0.0526
38.1,11400,2.58,114000000,0.0528
38.3,11500,2.59,114000000,0.0530
38.4,11500,2.60,115000000,0.0533
38.5,11600,2.61,115000000,0.0535
38.7,11700,2.62,116000000,0.0537
38.8,11700,2.63,117000000,0.0539
38.9,11800,2.64,117000000,0.0541
39.1,11800,2.65,118000000,0.0544
39.2,11900,2.66,118000000,0.0546
39.3,12000,2.67,119000000,0.0548
39.5,12000,2.68,119000000,0.0550
39.6,12100,2.69,120000000,0.0553
39.7,12100,2.71,121000000,0.0555
39.9,12200,2.72,121000000,0.0557
40.0,12200,2.73,122000000,0.0559
40.1,12300,2.74,122000000,0.0561
40.3,12400,2.75,123000000,0.0564
40.4,12400,2.76,123000000,0.0566
40.5,12500,2.77,124000000,0.0568
40.7,12500,2.78,125000000,0.0570
40.8,12600,2.79,125000000,0.0573
40.9,12600,2.80,125000000,0.0575
41.1,12600,2.81,126000000,0.0577
41.2,12700,2.82,126000000,0.0579
41.3,12700,2.84,126000000,0.0581
41.5,12700,2.85,126000000,0.0584
41.6,12800,2.86,127000000,0.0586
41.7,12800,2.87,127000000,0.0588
41.9,12800,2.88,128000000,0.0590
42.0,12900,2.89,128000000,0.0593
42.1,12900,2.90,128000000,0.0595
42.3,12900,2.91,129000000,0.0597
42.4,13000,2.92,129000000,0.0599
42.5,13000,2.93,129000000,0.0601
42.7,13000,2.94,129000000,0.0604
42.8,13000,2.96,129000000,0.0606
42.9,13000,2.97,129000000,0.0608
43.1,13000,2.98,129000000,0.0610
43.2,12900,2.99,128000000,0.0613
43.3,12800,3.00,128000000,0.0615
43.5,12700,3.01,126000000,0.0617
43.6,12600,3.02,125000000,0.0619
43.7,12500,3.03,124000000,0.0621
43.9,12400,3.04,123000000,0.0624
44.0,12300,3.05,122000000,0.0626
44.1,12100,3.06,121000000,0.0628
44.3,12000,3.07,119000000,0.0630
44.4,11900,3.08,118000000,0.0632
44.5,11800,3.10,117000000,0.0635
44.7,11700,3.11,116000000,0.0637
44.8,11700,3.12,116000000,0.0639
44.9,11700,3.13,116000000,0.0642
45.1,11700,3.14,116000000,0.0644
45.2,11700,3.15,116000000,0.0646
45.3,11700,3.16,116000000,0.0648
45.5,11700,3.17,117000000,0.0650
45.6,11800,3.18,117000000,0.0653
45.7,11800,3.19,118000000,0.0655
45.9,11900,3.20,118000000,0.0657
46.0,11900,3.22,118000000,0.0659
46.1,11900,3.23,119000000,0.0661
46.3,12000,3.24,119000000,0.0664
46.4,12000,3.25,119000000,0.0666
46.5,12000,3.26,120000000,0.0668
46.7,12100,3.27,120000000,0.0670
46.8,12100,3.28,120000000,0.0673
46.9,12100,3.29,120000000,0.0675
47.1,12100,3.30,120000000,0.0677
47.2,12100,3.31,120000000,0.0679
47.3,12100,3.32,120000000,0.0681
47.5,12100,3.33,120000000,0.0684
47.6,12000,3.35,120000000,0.0686
47.7,12000,3.36,120000000,0.0688
47.9,12000,3.37,119000000,0.0690
48.0,11900,3.38,118000000,0.0693
48.1,11800,3.39,117000000,0.0695
48.3,11700,3.40,117000000,0.0697
48.4,11700,3.41,116000000,0.0699
48.5,11700,3.42,116000000,0.0701
48.7,11700,3.43,116000000,0.0704
48.8,11700,3.44,116000000,0.0706
48.9,11700,3.45,116000000,0.0708
49.1,11700,3.46,116000000,0.0710
49.2,11700,3.47,117000000,0.0713
49.3,11800,3.49,117000000,0.0715
49.5,11800,3.50,117000000,0.0717
49.6,11800,3.51,117000000,0.0719
49.7,11800,3.52,118000000,0.0721
49.9,11800,3.53,118000000,0.0724
50.0,11900,3.54,118000000,0.0726
50.1,11900,3.55,118000000,0.0728
50.3,11900,3.56,118000000,0.0730
50.4,11900,3.57,119000000,0.0733
50.5,11900,3.58,119000000,0.0735
50.7,12000,3.59,119000000,0.0737
50.8,12000,3.61,119000000,0.0739
50.9,12000,3.62,120000000,0.0741
51.1,12100,3.63,120000000,0.0744
51.2,12100,3.64,120000000,0.0746
51.3,12100,3.65,121000000,0.0748
51.5,12200,3.66,121000000,0.0750
51.6,12200,3.67,121000000,0.0753
51.7,12200,3.68,122000000,0.0755
51.9,12200,3.69,122000000,0.0757
52.0,12300,3.70,122000000,0.0759
52.1,12300,3.71,122000000,0.0761
52.3,12300,3.72,123000000,0.0764
52.4,12400,3.74,123000000,0.0766
52.5,12400,3.75,123000000,0.0768
52.7,12500,3.76,124000000,0.0770
52.8,12500,3.77,124000000,0.0773
52.9,12500,3.78,125000000,0.0775
53.1,12600,3.79,125000000,0.0777
53.2,12600,3.80,125000000,0.0779
53.3,12600,3.81,126000000,0.0781
53.5,12600,3.82,126000000,0.0784
53.6,12600,3.83,126000000,0.0786
53.7,12600,3.84,126000000,0.0788
53.9,12600,3.85,125000000,0.0790
54.0,12600,3.87,125000000,0.0793
54.1,12600,3.88,125000000,0.0795
54.3,12600,3.89,125000000,0.0797
54.4,12600,3.90,125000000,0.0799
54.5,12600,3.91,126000000,0.0801
54.7,12600,3.92,126000000,0.0804
54.8,12600,3.93,126000000,0.0806
54.9,12700,3.94,126000000,0.0808
55.1,12700,3.95,126000000,0.0810
55.2,12700,3.96,126000000,0.0813
55.3,12700,3.97,126000000,0.0815
55.5,12700,3.98,126000000,0.0817
55.6,12700,4.00,126000000,0.0819
55.7,12700,4.01,126000000,0.0821
55.9,12600,4.02,126000000,0.0824
56.0,12600,4.03,125000000,0.0826
56.1,12500,4.04,125000000,0.0828
56.3,12500,4.05,124000000,0.0830
56.4,12400,4.06,123000000,0.0833
56.5,12300,4.07,122000000,0.0835
56.7,12200,4.08,121000000,0.0837
56.8,12100,4.09,120000000,0.0839
56.9,12000,4.10,119000000,0.0841
57.1,11800,4.11,118000000,0.0844
57.2,11700,4.13,117000000,0.0846
57.3,11600,4.14,116000000,0.0848
57.5,11500,4.15,114000000,0.0850
57.6,11400,4.16,113000000,0.0853
57.7,11400,4.17,113000000,0.0855
57.9,11300,4.18,113000000,0.0857
58.0,11300,4.19,113000000,0.0859
58.1,11400,4.20,113000000,0.0861
58.3,11400,4.21,113000000,0.0864
58.4,11400,4.22,113000000,0.0866
58.5,11400,4.23,114000000,0.0868
58.7,11500,4.24,114000000,0.0870
58.8,11600,4.26,115000000,0.0873
58.9,11600,4.27,116000000,0.0875
59.1,11700,4.28,117000000,0.0877
59.2,11800,4.29,117000000,0.0879
59.3,11900,4.30,118000000,0.0881
59.5,11900,4.31,119000000,0.0884
59.6,12000,4.32,119000000,0.0886
59.7,12000,4.33,119000000,0.0888
59.9,11700,4.34,116000000,0.0890
60.0,9440,4.35,93900000,0.0893
60.1,9280,4.36,92300000,0.0895
60.3,9310,4.38,92600000,0.0897
60.4,9370,4.39,93200000,0.0899
60.5,9460,4.40,94100000,0.0901
60.7,9550,4.41,95000000,0.0904
60.8,9650,4.42,96000000,0.0906
60.9,9740,4.43,96900000,0.0908
61.1,9840,4.44,97900000,0.0910
61.2,9940,4.45,98900000,0.0913
61.3,10000,4.46,99800000,0.0915
61.4,10100,4.47,101000000,0.0917
61.6,10200,4.48,102000000,0.0919
61.7,10300,4.49,102000000,0.0921
61.8,10400,4.50,103000000,0.0924
62.0,10400,4.52,104000000,0.0926
62.1,10500,4.53,104000000,0.0928
62.2,10500,4.54,105000000,0.0930
62.4,10600,4.55,105000000,0.0933
62.5,10600,4.56,106000000,0.0935
62.6,10700,4.57,106000000,0.0937
62.8,10700,4.58,107000000,0.0939
62.9,10800,4.59,107000000,0.0942
63.0,10900,4.60,108000000,0.0944
63.2,10900,4.61,109000000,0.0946
63.3,11000,4.62,110000000,0.0948
63.4,11100,4.63,111000000,0.0950
63.6,11200,4.65,112000000,0.0953
63.7,11300,4.66,113000000,0.0955
63.8,11400,4.67,114000000,0.0957
64.0,11500,4.68,115000000,0.0959
64.1,11600,4.69,115000000,0.0961
64.2,11700,4.70,116000000,0.0964
64.4,11700,4.71,117000000,0.0966
64.5,11800,4.72,117000000,0.0968
64.6,11900,4.73,118000000,0.0970
64.8,11900,4.74,118000000,0.0973
64.9,11900,4.75,118000000,0.0975
65.0,11900,4.77,118000000,0.0977
65.2,11900,4.78,118000000,0.0979
65.3,11900,4.79,119000000,0.0981
65.4,11900,4.80,119000000,0.0984
65.6,12000,4.81,119000000,0.0986
65.7,12000,4.82,119000000,0.0988
65.8,12000,4.83,120000000,0.0990
66.0,12000,4.84,120000000,0.0993
66.1,12100,4.85,120000000,0.0995
66.2,12100,4.86,120000000,0.0997
66.4,12100,4.87,120000000,0.0999
66.5,12100,4.88,121000000,0.100
66.6,12100,4.90,121000000,0.100
66.8,12100,4.91,121000000,0.101
66.9,12100,4.92,121000000,0.101
67.0,12100,4.93,121000000,0.101
67.2,12100,4.94,121000000,0.101
67.3,12100,4.95,120000000,0.101
67.4,12100,4.96,120000000,0.102
67.6,12100,4.97,120000000,0.102
67.7,12100,4.98,120000000,0.102
67.8,12100,4.99,120000000,0.102
68.0,12000,5.00,120000000,0.103
68.1,12000,5.01,120000000,0.103
68.2,12000,5.03,119000000,0.103
68.4,12000,5.04,119000000,0.103
68.5,11900,5.05,119000000,0.103
68.6,11900,5.06,118000000,0.104
68.8,11800,5.07,117000000,0.104
68.9,11700,5.08,116000000,0.104
69.0,11600,5.09,115000000,0.104
69.2,11400,5.10,114000000,0.105
69.3,11300,5.11,112000000,0.105
69.4,11100,5.12,110000000,0.105
69.6,10900,5.13,109000000,0.105
69.7,10800,5.14,108000000,0.105
69.8,10700,5.16,107000000,0.106
70.0,10600,5.17,106000000,0.106
70.1,10600,5.18,105000000,0.106
70.2,10600,5.19,105000000,0.106
70.4,10500,5.20,105000000,0.107
70.5,10500,5.21,105000000,0.107
70.6,10500,5.22,104000000,0.107
70.8,10500,5.23,104000000,0.107
70.9,10500,5.24,104000000,0.107
71.0,10500,5.25,104000000,0.108
71.2,10500,5.26,104000000,0.108
71.3,10500,5.27,104000000,0.108
71.4,10500,5.29,104000000,0.108
71.6,10500,5.30,105000000,0.109
71.7,10500,5.31,105000000,0.109
71.8,10600,5.32,105000000,0.109
72.0,10600,5.33,105000000,0.109
72.1,10600,5.34,106000000,0.109
72.2,10700,5.35,106000000,0.110
72.4,10700,5.36,107000000,0.110
72.5,10800,5.37,107000000,0.110
72.6,10900,5.38,108000000,0.110
72.8,10900,5.39,108000000,0.111
72.9,11000,5.40,109000000,0.111
73.0,11000,5.42,110000000,0.111
73.2,11100,5.43,110000000,0.111
73.3,11100,5.44,111000000,0.111
73.4,11200,5.45,111000000,0.112
73.6,11300,5.46,112000000,0.112
73.7,11300,5.47,113000000,0.112
73.8,11400,5.48,113000000,0.112
74.0,11400,5.49,114000000,0.113
74.1,11500,5.50,114000000,0.113
74.2,11600,5.51,115000000,0.113
74.4,11600,5.52,116000000,0.113
74.5,11700,5.53,116000000,0.113
74.6,11800,5.55,117000000,0.114
74.8,11800,5.56,117000000,0.114
74.9,11800,5.57,118000000,0.114
75.0,11900,5.58,118000000,0.114
75.2,11900,5.59,119000000,0.115
75.3,12000,5.60,119000000,0.115
75.4,12000,5.61,120000000,0.115
75.6,12100,5.62,120000000,0.115
75.7,12100,5.63,121000000,0.115
75.8,12200,5.64,121000000,0.116
76.0,12200,5.65,121000000,0.116
76.1,12200,5.66,122000000,0.116
76.2,12300,5.68,122000000,0.116
76.4,12300,5.69,122000000,0.117
76.5,12300,5.70,123000000,0.117
76.6,12400,5.71,123000000,0.117
76.8,12400,5.72,123000000,0.117
76.9,12400,5.73,123000000,0.117
77.0,12400,5.74,123000000,0.118
77.2,12400,5.75,124000000,0.118
77.3,12400,5.76,123000000,0.118
77.4,12400,5.77,123000000,0.118
77.6,12400,5.78,123000000,0.119
77.7,12400,5.79,123000000,0.119
77.8,12400,5.81,123000000,0.119
78.0,12400,5.82,123000000,0.119
78.1,12300,5.83,123000000,0.119
78.2,12300,5.84,122000000,0.120
78.4,12300,5.85,122000000,0.120
78.5,12200,5.86,122000000,0.120
78.6,12200,5.87,121000000,0.120
78.8,12100,5.88,121000000,0.121
78.9,12100,5.89,120000000,0.121
79.0,12000,5.90,120000000,0.121
79.2,12000,5.91,119000000,0.121
79.3,11900,5.92,119000000,0.121
79.4,11900,5.94,118000000,0.122
79.6,11900,5.95,118000000,0.122
79.7,11900,5.96,118000000,0.122
79.8,11900,5.97,118000000,0.122
80.0,11900,5.98,118000000,0.123
80.1,11900,5.99,118000000,0.123
80.2,11900,6.00,118000000,0.123
80.4,11900,6.01,118000000,0.123
80.5,11900,6.02,118000000,0.123
80.6,11900,6.03,118000000,0.124
80.8,11900,6.04,119000000,0.124
80.9,11900,6.05,119000000,0.124
81.0,12000,6.07,119000000,0.124
81.2,12000,6.08,119000000,0.125
81.3,12000,6.09,119000000,0.125
81.4,12000,6.10,119000000,0.125
81.6,12000,6.11,119000000,0.125
81.7,12000,6.12,119000000,0.125
81.8,12000,6.13,119000000,0.126
82.0,12000,6.14,119000000,0.126
82.1,12000,6.15,119000000,0.126
82.2,12000,6.16,119000000,0.126
82.4,11900,6.17,119000000,0.127
82.5,11900,6.18,118000000,0.127
82.6,11900,6.20,118000000,0.127
82.8,11800,6.21,118000000,0.127
82.9,11800,6.22,117000000,0.127
83.0,11700,6.23,117000000,0.128
83.2,11700,6.24,116000000,0.128
83.3,11600,6.25,116000000,0.128
83.4,11600,6.26,115000000,0.128
83.6,11500,6.27,115000000,0.129
83.7,11500,6.28,114000000,0.129
83.8,11500,6.29,114000000,0.129
84.0,11500,6.30,114000000,0.129
84.1,11500,6.31,114000000,0.129
84.2,11400,6.33,114000000,0.130
84.4,11400,6.34,114000000,0.130
84.5,11500,6.35,114000000,0.130
84.6,11500,6.36,114000000,0.130
84.8,11500,6.37,114000000,0.131
84.9,11500,6.38,114000000,0.131
85.0,11500,6.39,114000000,0.131
85.2,11500,6.40,114000000,0.131
85.3,11500,6.41,114000000,0.131
85.4,11500,6.42,114000000,0.132
85.6,11500,6.43,114000000,0.132
85.7,11500,6.44,114000000,0.132
85.8,11500,6.46,114000000,0.132
86.0,11500,6.47,114000000,0.133
86.1,11500,6.48,114000000,0.133
86.2,11500,6.49,114000000,0.133
86.4,11400,6.50,114000000,0.133
86.5,11400,6.51,113000000,0.133
86.6,11400,6.52,113000000,0.134
86.8,11300,6.53,112000000,0.134
86.9,11200,6.54,112000000,0.134
87.0,11100,6.55,111000000,0.134
87.2,11000,6.56,109000000,0.135
87.3,10900,6.57,108000000,0.135
87.4,10800,6.59,107000000,0.135
87.6,10700,6.60,107000000,0.135
87.7,10700,6.61,106000000,0.135
87.8,10700,6.62,106000000,0.136
88.0,10700,6.63,106000000,0.136
88.1,10600,6.64,106000000,0.136
88.2,10600,6.65,106000000,0.136
88.4,10600,6.66,106000000,0.137
88.5,10600,6.67,106000000,0.137
88.6,10600,6.68,106000000,0.137
88.8,10600,6.69,106000000,0.137
88.9,10600,6.70,106000000,0.137
89.0,10600,6.72,106000000,0.138
89.2,10600,6.73,106000000,0.138
89.3,10600,6.74,106000000,0.138
89.4,10600,6.75,106000000,0.138
89.6,10600,6.76,106000000,0.139
89.7,10600,6.77,106000000,0.139
89.8,10600,6.78,106000000,0.139
90.0,10600,6.79,105000000,0.139
90.1,10500,6.80,105000000,0.139
90.2,10400,6.81,103000000,0.140
90.4,9870,6.82,98200000,0.140
90.5,9730,6.84,96700000,0.140
90.6,9690,6.85,96400000,0.140
90.8,9690,6.86,96400000,0.141
90.9,9710,6.87,96600000,0.141
91.0,9740,6.88,96900000,0.141
91.2,9780,6.89,97300000,0.141
91.3,9820,6.90,97700000,0.141
91.4,9870,6.91,98100000,0.142
91.6,9910,6.92,98600000,0.142
91.7,9950,6.93,99000000,0.142
91.8,9990,6.94,99400000,0.142
92.0,10000,6.95,99800000,0.143
92.1,10100,6.96,100000000,0.143
92.2,10100,6.98,101000000,0.143
92.4,10100,6.99,101000000,0.143
92.5,10200,7.00,101000000,0.143
92.6,10200,7.01,102000000,0.144
92.8,10200,7.02,102000000,0.144
92.9,10300,7.03,102000000,0.144
93.0,10300,7.04,103000000,0.144
93.2,10300,7.05,103000000,0.145
93.3,10400,7.06,103000000,0.145
93.4,10400,7.07,103000000,0.145
93.6,10400,7.08,104000000,0.145
93.7,10400,7.09,104000000,0.145
93.8,10500,7.11,104000000,0.146
94.0,10500,7.12,104000000,0.146
94.1,10500,7.13,105000000,0.146
94.2,10500,7.14,105000000,0.146
94.4,10600,7.15,105000000,0.147
94.5,10600,7.16,105000000,0.147
94.6,10600,7.17,105000000,0.147
94.8,10600,7.18,106000000,0.147
94.9,10600,7.19,106000000,0.147
95.0,10700,7.20,106000000,0.148
95.2,10700,7.21,106000000,0.148
95.3,10700,7.23,106000000,0.148
95.4,10700,7.24,107000000,0.148
95.6,10700,7.25,107000000,0.149
95.7,10700,7.26,107000000,0.149
95.8,10700,7.27,107000000,0.149
96.0,10800,7.28,107000000,0.149
96.1,10800,7.29,107000000,0.149
96.2,10800,7.30,107000000,0.150
96.4,10800,7.31,107000000,0.150
96.5,10800,7.32,107000000,0.150
96.6,10800,7.33,107000000,0.150
96.8,10800,7.34,108000000,0.151
96.9,10800,7.35,108000000,0.151
97.0,10800,7.37,108000000,0.151
97.2,10800,7.38,108000000,0.151
97.3,10800,7.39,108000000,0.151
97.4,10800,7.40,108000000,0.152
97.6,10800,7.41,108000000,0.152
97.7,10800,7.42,108000000,0.152
97.8,10800,7.43,108000000,0.152
98.0,10800,7.44,108000000,0.153
98.1,10800,7.45,108000000,0.153
98.2,10800,7.46,108000000,0.153
98.4,10800,7.47,108000000,0.153
98.5,10800,7.48,108000000,0.153
98.6,10800,7.50,108000000,0.154
98.8,10800,7.51,108000000,0.154
98.9,10800,7.52,108000000,0.154
99.0,10800,7.53,108000000,0.154
99.2,10800,7.54,108000000,0.155
99.3,10800,7.55,108000000,0.155
99.4,10800,7.56,108000000,0.155
99.6,10800,7.57,108000000,0.155
99.7,10800,7.58,108000000,0.155
99.8,10800,7.59,108000000,0.156
100,10800,7.60,108000000,0.156
100,10800,7.62,108000000,0.156
100,10800,7.63,108000000,0.156
100,10800,7.64,108000000,0.157
100,10800,7.65,108000000,0.157
101,10800,7.66,108000000,0.157
101,10800,7.67,108000000,0.157
101,10800,7.68,108000000,0.157
101,10800,7.69,108000000,0.158
101,10800,7.70,108000000,0.158
101,10800,7.71,107000000,0.158
101,10800,7.72,107000000,0.158
