Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
102,10800,7.73,107000000,0.159
102,10800,7.75,107000000,0.159
102,10800,7.76,107000000,0.159
102,10800,7.77,107000000,0.159
102,10800,7.78,107000000,0.159
102,10800,7.79,107000000,0.160
102,10800,7.80,107000000,0.160
102,10800,7.81,107000000,0.160
103,10800,7.82,107000000,0.160
103,10800,7.83,107000000,0.161
103,10800,7.84,107000000,0.161
103,10800,7.85,107000000,0.161
103,10800,7.86,107000000,0.161
103,10800,7.87,107000000,0.161
103,10800,7.89,107000000,0.162
104,10800,7.90,107000000,0.162
104,10700,7.91,107000000,0.162
104,10700,7.92,107000000,0.162
104,10700,7.93,107000000,0.163
104,10700,7.94,107000000,0.163
104,10700,7.95,107000000,0.163
104,10700,7.96,107000000,0.163
104,10700,7.97,107000000,0.163
105,10700,7.98,107000000,0.164
105,10700,7.99,107000000,0.164
105,10700,8.01,107000000,0.164
105,10700,8.02,106000000,0.164
105,10700,8.03,106000000,0.165
105,10700,8.04,106000000,0.165
105,10700,8.05,106000000,0.165
106,10700,8.06,106000000,0.165
106,10700,8.07,106000000,0.165
106,10700,8.08,106000000,0.166
106,10700,8.09,106000000,0.166
106,10700,8.10,106000000,0.166
106,10700,8.11,106000000,0.166
106,10700,8.12,106000000,0.167
106,10700,8.14,106000000,0.167
107,10700,8.15,106000000,0.167
107,10700,8.16,106000000,0.167
107,10700,8.17,107000000,0.167
107,10700,8.18,107000000,0.168
107,10700,8.19,107000000,0.168
107,10700,8.20,107000000,0.168
107,10700,8.21,107000000,0.168
108,10800,8.22,107000000,0.169
108,10800,8.23,107000000,0.169
108,10800,8.24,107000000,0.169
108,10800,8.25,107000000,0.169
108,10800,8.27,107000000,0.169
108,10800,8.28,108000000,0.170
108,10800,8.29,108000000,0.170
108,10800,8.30,108000000,0.170
109,10900,8.31,108000000,0.170
109,10900,8.32,108000000,0.171
109,10900,8.33,108000000,0.171
109,10900,8.34,108000000,0.171
109,10900,8.35,109000000,0.171
109,10900,8.36,109000000,0.171
109,11000,8.37,109000000,0.172
110,11000,8.39,109000000,0.172
110,11000,8.40,109000000,0.172
110,11000,8.41,109000000,0.172
110,11000,8.42,110000000,0.173
110,11000,8.43,110000000,0.173
110,11000,8.44,110000000,0.173
110,11100,8.45,110000000,0.173
110,11100,8.46,110000000,0.173
111,11100,8.47,110000000,0.174
111,11100,8.48,111000000,0.174
111,11100,8.49,111000000,0.174
111,11100,8.50,111000000,0.174
111,11200,8.51,111000000,0.175
111,11200,8.53,111000000,0.175
111,11200,8.54,111000000,0.175
112,11200,8.55,111000000,0.175
112,11200,8.56,112000000,0.175
112,11200,8.57,112000000,0.176
112,11200,8.58,112000000,0.176
112,11300,8.59,112000000,0.176
112,11300,8.60,112000000,0.176
112,11300,8.61,112000000,0.177
112,11300,8.62,112000000,0.177
113,11300,8.63,112000000,0.177
113,11300,8.64,113000000,0.177
113,11300,8.66,113000000,0.177
113,11300,8.67,113000000,0.178
113,11400,8.68,113000000,0.178
113,11400,8.69,113000000,0.178
113,11400,8.70,113000000,0.178
114,11400,8.71,113000000,0.179
114,11400,8.72,113000000,0.179
114,11400,8.73,113000000,0.179
114,11400,8.74,114000000,0.179
114,11400,8.75,114000000,0.179
114,11400,8.76,114000000,0.180
114,11400,8.78,114000000,0.180
114,11400,8.79,114000000,0.180
115,11400,8.80,114000000,0.180
115,11500,8.81,114000000,0.181
115,11500,8.82,114000000,0.181
115,11500,8.83,114000000,0.181
115,11500,8.84,114000000,0.181
115,11500,8.85,114000000,0.181
115,11500,8.86,114000000,0.182
116,11500,8.87,114000000,0.182
116,11500,8.88,114000000,0.182
116,11500,8.89,114000000,0.182
116,11500,8.91,114000000,0.183
116,11500,8.92,114000000,0.183
116,11500,8.93,114000000,0.183
116,11500,8.94,114000000,0.183
116,11500,8.95,114000000,0.183
117,11500,8.96,115000000,0.184
117,11500,8.97,115000000,0.184
117,11500,8.98,115000000,0.184
117,11500,8.99,115000000,0.184
117,11500,9.00,115000000,0.185
117,11500,9.01,115000000,0.185
117,11500,9.02,115000000,0.185
118,11500,9.04,115000000,0.185
118,11500,9.05,115000000,0.185
118,11500,9.06,115000000,0.186
118,11500,9.07,115000000,0.186
118,11500,9.08,115000000,0.186
118,11500,9.09,115000000,0.186
118,11500,9.10,115000000,0.187
118,11500,9.11,115000000,0.187
119,11500,9.12,115000000,0.187
119,11500,9.13,115000000,0.187
119,11500,9.14,115000000,0.187
119,11500,9.15,115000000,0.188
119,11500,9.17,115000000,0.188
119,11500,9.18,114000000,0.188
119,11500,9.19,114000000,0.188
120,11500,9.20,114000000,0.189
120,11500,9.21,114000000,0.189
120,11500,9.22,114000000,0.189
120,11500,9.23,114000000,0.189
120,11400,9.24,114000000,0.189
120,11400,9.25,114000000,0.190
120,11400,9.26,113000000,0.190
120,11300,9.27,113000000,0.190
121,11200,9.28,112000000,0.190
121,11200,9.30,111000000,0.191
121,11100,9.31,110000000,0.191
121,11000,9.32,110000000,0.191
121,10900,9.33,109000000,0.191
121,10800,9.34,108000000,0.191
121,10700,9.35,107000000,0.192
122,10600,9.36,106000000,0.192
122,10600,9.37,105000000,0.192
122,10600,9.38,105000000,0.192
122,10500,9.39,105000000,0.193
122,10500,9.40,105000000,0.193
122,10600,9.41,105000000,0.193
122,10600,9.43,105000000,0.193
122,10600,9.44,105000000,0.193
123,10600,9.45,105000000,0.194
123,10600,9.46,105000000,0.194
123,10600,9.47,106000000,0.194
123,10600,9.48,106000000,0.194
123,10600,9.49,106000000,0.195
123,10600,9.50,106000000,0.195
123,10600,9.51,106000000,0.195
124,10600,9.52,106000000,0.195
124,10600,9.53,105000000,0.195
124,10600,9.54,105000000,0.196
124,10600,9.56,105000000,0.196
124,10600,9.57,105000000,0.196
124,10600,9.58,105000000,0.196
124,10600,9.59,105000000,0.197
124,10600,9.60,105000000,0.197
125,10600,9.61,106000000,0.197
125,10600,9.62,106000000,0.197
125,10600,9.63,106000000,0.197
125,10600,9.64,106000000,0.198
125,10600,9.65,106000000,0.198
125,10700,9.66,106000000,0.198
125,10700,9.67,106000000,0.198
126,10700,9.69,106000000,0.199
126,10700,9.70,106000000,0.199
126,10700,9.71,106000000,0.199
126,10700,9.72,107000000,0.199
126,10700,9.73,107000000,0.199
126,10700,9.74,107000000,0.200
126,10700,9.75,107000000,0.200
126,10700,9.76,107000000,0.200
127,10700,9.77,107000000,0.200
127,10700,9.78,107000000,0.201
127,10700,9.79,107000000,0.201
127,10700,9.80,106000000,0.201
127,10700,9.82,106000000,0.201
127,10600,9.83,106000000,0.201
127,10500,9.84,105000000,0.202
128,10500,9.85,104000000,0.202
128,10500,9.86,104000000,0.202
128,10400,9.87,104000000,0.202
128,10400,9.88,104000000,0.203
128,10400,9.89,104000000,0.203
128,10400,9.90,104000000,0.203
128,10400,9.91,104000000,0.203
128,10400,9.92,104000000,0.203
129,10400,9.93,104000000,0.204
129,10500,9.95,104000000,0.204
129,10500,9.96,104000000,0.204
129,10500,9.97,104000000,0.204
129,10500,9.98,105000000,0.205
129,10500,9.99,105000000,0.205
129,10600,10.0,105000000,0.205
130,10600,10.0,105000000,0.205
130,10600,10.0,105000000,0.205
130,10600,10.0,106000000,0.206
130,10600,10.0,106000000,0.206
130,10600,10.1,106000000,0.206
130,10600,10.1,106000000,0.206
130,10700,10.1,106000000,0.207
130,10700,10.1,106000000,0.207
131,10600,10.1,106000000,0.207
131,10600,10.1,106000000,0.207
131,10600,10.1,106000000,0.207
131,10700,10.1,106000000,0.208
131,10700,10.1,106000000,0.208
131,10700,10.2,106000000,0.208
131,10700,10.2,106000000,0.208
132,10700,10.2,106000000,0.209
132,10700,10.2,107000000,0.209
132,10700,10.2,107000000,0.209
132,10800,10.2,107000000,0.209
132,10800,10.2,107000000,0.209
132,10800,10.2,107000000,0.210
132,10800,10.2,108000000,0.210
132,10800,10.2,108000000,0.210
133,10800,10.3,108000000,0.210
133,10900,10.3,108000000,0.211
133,10900,10.3,108000000,0.211
133,10900,10.3,108000000,0.211
133,10900,10.3,108000000,0.211
133,10900,10.3,108000000,0.211
133,10900,10.3,108000000,0.212
134,10900,10.3,109000000,0.212
134,10900,10.3,109000000,0.212
134,10900,10.4,109000000,0.212
134,10900,10.4,109000000,0.213
134,10900,10.4,109000000,0.213
134,10900,10.4,108000000,0.213
134,10900,10.4,108000000,0.213
134,10900,10.4,108000000,0.213
135,10900,10.4,108000000,0.214
135,10800,10.4,108000000,0.214
135,10800,10.4,108000000,0.214
135,10800,10.5,108000000,0.214
135,10800,10.5,107000000,0.215
135,10800,10.5,107000000,0.215
135,10800,10.5,107000000,0.215
136,10800,10.5,107000000,0.215
136,10700,10.5,107000000,0.215
136,10700,10.5,107000000,0.216
136,10700,10.5,106000000,0.216
136,10600,10.5,106000000,0.216
136,10500,10.6,105000000,0.216
136,10500,10.6,104000000,0.217
136,10400,10.6,104000000,0.217
137,10400,10.6,103000000,0.217
137,10300,10.6,103000000,0.217
137,10300,10.6,102000000,0.217
137,10200,10.6,102000000,0.218
137,10200,10.6,102000000,0.218
137,10200,10.6,101000000,0.218
137,10100,10.6,101000000,0.218
138,10100,10.7,100000000,0.219
138,10100,10.7,100000000,0.219
138,10000,10.7,99800000,0.219
138,10000,10.7,99400000,0.219
138,9960,10.7,99100000,0.219
138,9920,10.7,98700000,0.220
138,9890,10.7,98400000,0.220
138,9860,10.7,98100000,0.220
139,9820,10.7,97700000,0.220
139,9790,10.8,97300000,0.221
139,9740,10.8,96900000,0.221
139,9660,10.8,96100000,0.221
139,9570,10.8,95200000,0.221
139,9470,10.8,94200000,0.221
139,9380,10.8,93300000,0.222
140,9300,10.8,92500000,0.222
140,9230,10.8,91800000,0.222
140,9110,10.9,90600000,0.223
