Time (sec),Force (N),Position (mm),Stress (Pa),Strain (%)
2.43,37.2,0.0468,318000,0.0469
2.43,37.2,0.0469,318000,0.0470
2.43,37.2,0.0471,318000,0.0472
2.43,37.3,0.0473,318000,0.0474
2.43,37.3,0.0474,318000,0.0475
2.44,37.3,0.0476,319000,0.0477
2.44,37.3,0.0477,319000,0.0478
2.44,37.4,0.0479,319000,0.0480
2.44,37.4,0.0481,320000,0.0482
2.44,37.5,0.0482,320000,0.0483
2.44,37.5,0.0484,320000,0.0485
2.44,37.5,0.0486,321000,0.0487
2.44,37.6,0.0487,321000,0.0488
2.44,37.6,0.0489,321000,0.0490
2.44,37.7,0.0491,322000,0.0492
2.44,37.7,0.0492,322000,0.0493
2.45,37.7,0.0494,322000,0.0495
2.45,37.8,0.0495,323000,0.0496
2.45,37.8,0.0497,323000,0.0498
2.45,37.8,0.0499,323000,0.0500
2.45,37.9,0.0501,323000,0.0502
2.45,37.9,0.0502,324000,0.0503
2.45,37.9,0.0504,324000,0.0505
2.45,38.0,0.0506,325000,0.0507
2.45,38.0,0.0507,325000,0.0508
2.46,38.1,0.0509,325000,0.0510
2.46,38.1,0.0510,326000,0.0511
2.46,38.1,0.0512,326000,0.0513
2.46,38.2,0.0514,326000,0.0515
2.46,38.2,0.0515,327000,0.0516
2.46,38.3,0.0517,327000,0.0518
2.46,38.3,0.0519,327000,0.0520
2.46,38.3,0.0520,328000,0.0521
2.46,38.4,0.0522,328000,0.0523
2.46,38.4,0.0523,328000,0.0524
2.47,38.5,0.0525,329000,0.0526
2.47,38.5,0.0527,329000,0.0528
2.47,38.6,0.0528,330000,0.0529
2.47,38.7,0.0530,331000,0.0531
2.47,38.7,0.0532,331000,0.0533
2.47,38.8,0.0533,331000,0.0534
2.47,38.8,0.0535,331000,0.0536
2.47,38.8,0.0537,332000,0.0538
2.47,38.9,0.0538,332000,0.0539
2.47,38.9,0.0540,333000,0.0541
2.48,39.0,0.0542,333000,0.0543
2.48,39.0,0.0543,333000,0.0544
2.48,39.1,0.0545,334000,0.0546
2.48,39.1,0.0547,334000,0.0548
2.48,39.2,0.0549,335000,0.0550
2.48,39.2,0.0550,335000,0.0551
2.48,39.3,0.0552,336000,0.0553
2.48,39.3,0.0554,336000,0.0555
2.48,39.3,0.0556,336000,0.0557
2.48,39.4,0.0558,336000,0.0559
2.49,39.4,0.0559,337000,0.0560
2.49,39.5,0.0561,337000,0.0562
2.49,39.5,0.0563,338000,0.0564
2.49,39.6,0.0565,338000,0.0566
2.49,39.6,0.0567,338000,0.0568
2.49,39.7,0.0569,339000,0.0570
2.49,39.7,0.0570,340000,0.0571
2.49,39.8,0.0572,340000,0.0573
2.49,39.8,0.0574,340000,0.0575
2.49,39.9,0.0575,341000,0.0576
2.50,40.0,0.0577,341000,0.0578
2.50,40.0,0.0579,342000,0.0580
2.50,40.1,0.0581,342000,0.0582
2.50,40.1,0.0582,343000,0.0583
2.50,40.2,0.0584,343000,0.0585
2.50,40.3,0.0585,344000,0.0586
2.50,40.3,0.0587,344000,0.0588
2.50,40.3,0.0589,345000,0.0590
2.50,40.4,0.0590,345000,0.0591
2.50,40.4,0.0592,345000,0.0593
2.51,40.5,0.0593,346000,0.0594
2.51,40.5,0.0595,346000,0.0596
2.51,40.5,0.0597,346000,0.0598
2.51,40.6,0.0598,347000,0.0599
2.51,40.6,0.0600,347000,0.0601
2.51,40.7,0.0602,348000,0.0603
2.51,40.7,0.0603,348000,0.0604
2.51,40.7,0.0605,348000,0.0606
2.51,40.8,0.0607,348000,0.0608
2.51,40.8,0.0608,349000,0.0609
2.52,40.8,0.0610,349000,0.0611
2.52,40.9,0.0611,349000,0.0612
2.52,40.9,0.0613,349000,0.0614
2.52,40.9,0.0614,350000,0.0615
2.52,41.0,0.0616,350000,0.0617
2.52,41.0,0.0618,351000,0.0619
2.52,41.1,0.0619,351000,0.0620
2.52,41.1,0.0621,351000,0.0622
2.52,41.2,0.0622,352000,0.0623
2.52,41.2,0.0624,352000,0.0625
2.53,41.3,0.0626,353000,0.0627
2.53,41.3,0.0627,353000,0.0628
2.53,41.3,0.0629,353000,0.0630
2.53,41.4,0.0631,354000,0.0632
2.53,41.5,0.0632,354000,0.0633
2.53,41.5,0.0634,355000,0.0635
2.53,41.6,0.0636,355000,0.0637
2.53,41.6,0.0637,355000,0.0638
2.53,41.7,0.0639,356000,0.0640
2.53,41.7,0.0641,357000,0.0642
2.54,41.8,0.0642,357000,0.0643
2.54,41.8,0.0644,357000,0.0645
2.54,41.9,0.0646,358000,0.0647
2.54,41.9,0.0647,358000,0.0648
2.54,42.0,0.0649,359000,0.0650
2.54,42.0,0.0651,359000,0.0652
2.54,42.0,0.0652,359000,0.0653
2.54,42.1,0.0654,360000,0.0655
2.54,42.2,0.0656,360000,0.0657
2.54,42.2,0.0657,361000,0.0658
2.55,42.2,0.0659,361000,0.0660
2.55,42.3,0.0661,361000,0.0662
2.55,42.4,0.0662,362000,0.0663
2.55,42.4,0.0664,363000,0.0665
2.55,42.5,0.0665,363000,0.0666
2.55,42.5,0.0667,363000,0.0668
2.55,42.5,0.0669,363000,0.0670
2.55,42.6,0.0671,364000,0.0672
2.55,42.7,0.0672,365000,0.0673
2.55,42.7,0.0674,365000,0.0675
2.56,42.7,0.0676,365000,0.0677
2.56,42.8,0.0677,366000,0.0678
2.56,42.9,0.0679,367000,0.0680
2.56,43.0,0.0681,367000,0.0682
2.56,43.0,0.0682,368000,0.0683
2.56,43.1,0.0684,368000,0.0685
2.56,43.2,0.0686,369000,0.0687
2.56,43.2,0.0687,369000,0.0688
2.56,43.3,0.0689,370000,0.0690
2.56,43.3,0.0691,370000,0.0692
2.57,43.4,0.0692,371000,0.0693
2.57,43.5,0.0694,371000,0.0695
2.57,43.5,0.0696,372000,0.0697
2.57,43.6,0.0698,372000,0.0699
2.57,43.6,0.0700,373000,0.0701
2.57,43.7,0.0702,374000,0.0703
2.57,43.8,0.0703,374000,0.0704
2.57,43.9,0.0705,375000,0.0706
2.57,43.9,0.0707,375000,0.0708
2.57,44.0,0.0708,376000,0.0709
2.58,44.1,0.0710,376000,0.0711
2.58,44.1,0.0712,377000,0.0713
2.58,44.1,0.0714,377000,0.0715
2.58,44.2,0.0715,378000,0.0716
2.58,44.2,0.0717,378000,0.0718
2.58,44.3,0.0718,379000,0.0719
2.58,44.4,0.0720,379000,0.0721
2.58,44.4,0.0722,379000,0.0723
2.58,44.4,0.0723,380000,0.0724
2.58,44.5,0.0725,380000,0.0726
2.59,44.5,0.0726,380000,0.0727
2.59,44.6,0.0728,381000,0.0729
2.59,44.6,0.0729,381000,0.0730
2.59,44.6,0.0731,381000,0.0732
2.59,44.7,0.0732,382000,0.0733
2.59,44.7,0.0734,382000,0.0735
2.59,44.7,0.0735,382000,0.0736
2.59,44.8,0.0737,383000,0.0738
2.59,44.8,0.0738,383000,0.0739
2.59,44.9,0.0740,383000,0.0741
2.60,44.9,0.0741,383000,0.0742
2.60,44.9,0.0743,384000,0.0744
2.60,44.9,0.0745,384000,0.0746
2.60,45.0,0.0746,384000,0.0747
2.60,45.0,0.0748,385000,0.0749
2.60,45.1,0.0749,385000,0.0751
2.60,45.1,0.0751,385000,0.0753
2.60,45.2,0.0753,386000,0.0755
2.60,45.2,0.0754,386000,0.0756
2.60,45.2,0.0756,387000,0.0758
2.61,45.2,0.0757,387000,0.0759
2.61,45.2,0.0759,387000,0.0761
2.61,45.3,0.0761,387000,0.0763
2.61,45.3,0.0763,387000,0.0765
2.61,45.3,0.0765,387000,0.0767
2.61,45.4,0.0766,388000,0.0768
2.61,45.4,0.0768,388000,0.0770
2.61,45.5,0.0770,389000,0.0772
2.61,45.5,0.0771,389000,0.0773
2.61,45.6,0.0773,389000,0.0775
2.62,45.6,0.0775,390000,0.0777
2.62,45.6,0.0776,390000,0.0778
2.62,45.7,0.0778,390000,0.0780
2.62,45.7,0.0780,391000,0.0782
2.62,45.8,0.0781,391000,0.0783
2.62,45.8,0.0783,391000,0.0785
2.62,45.8,0.0785,391000,0.0787
2.62,45.9,0.0786,392000,0.0788
2.62,46.0,0.0788,393000,0.0790
2.62,46.0,0.0789,393000,0.0791
2.63,46.1,0.0791,394000,0.0793
2.63,46.1,0.0793,394000,0.0795
2.63,46.2,0.0794,395000,0.0796
2.63,46.2,0.0796,395000,0.0798
2.63,46.3,0.0798,395000,0.0800
2.63,46.3,0.0799,396000,0.0801
2.63,46.4,0.0801,396000,0.0803
2.63,46.4,0.0803,397000,0.0805
2.63,46.5,0.0804,397000,0.0806
2.63,46.5,0.0806,397000,0.0808
2.64,46.5,0.0808,398000,0.0810
2.64,46.6,0.0809,398000,0.0811
2.64,46.7,0.0811,399000,0.0813
2.64,46.7,0.0813,399000,0.0815
2.64,46.8,0.0814,399000,0.0816
2.64,46.8,0.0816,400000,0.0818
2.64,46.9,0.0818,400000,0.0820
2.64,46.9,0.0819,401000,0.0821
2.64,46.9,0.0821,401000,0.0823
2.64,47.0,0.0823,402000,0.0825
2.65,47.1,0.0825,402000,0.0827
2.65,47.1,0.0826,402000,0.0828
2.65,47.1,0.0828,403000,0.0830
2.65,47.2,0.0830,403000,0.0832
2.65,47.2,0.0832,403000,0.0834
2.65,47.3,0.0834,404000,0.0836
2.65,47.3,0.0836,404000,0.0838
2.65,47.4,0.0837,405000,0.0839
2.65,47.4,0.0839,405000,0.0841
2.65,47.5,0.0841,406000,0.0843
2.66,47.6,0.0843,406000,0.0845
2.66,47.6,0.0844,407000,0.0846
2.66,47.6,0.0846,407000,0.0848
2.66,47.7,0.0847,407000,0.0849
2.66,47.7,0.0849,408000,0.0851
2.66,47.8,0.0850,408000,0.0852
2.66,47.8,0.0852,409000,0.0854
2.66,47.9,0.0854,409000,0.0856
2.66,47.9,0.0855,409000,0.0857
2.66,47.9,0.0857,410000,0.0859
2.67,48.0,0.0859,410000,0.0861
2.67,48.0,0.0860,410000,0.0862
2.67,48.0,0.0862,410000,0.0864
2.67,48.1,0.0863,411000,0.0865
2.67,48.1,0.0865,411000,0.0867
2.67,48.1,0.0867,411000,0.0869
2.67,48.1,0.0868,411000,0.0870
2.67,48.1,0.0870,411000,0.0872
2.67,48.1,0.0871,411000,0.0873
2.67,48.1,0.0873,411000,0.0875
2.68,48.2,0.0875,412000,0.0877
2.68,48.2,0.0876,412000,0.0878
2.68,48.2,0.0878,412000,0.0880
2.68,48.2,0.0879,412000,0.0881
2.68,48.2,0.0881,412000,0.0883
2.68,48.3,0.0882,412000,0.0884
2.68,48.3,0.0884,413000,0.0886
2.68,48.3,0.0885,413000,0.0887
2.68,48.4,0.0887,413000,0.0889
2.68,48.4,0.0889,413000,0.0891
2.69,48.4,0.0890,414000,0.0892
2.69,48.4,0.0892,414000,0.0894
2.69,48.4,0.0894,414000,0.0896
2.69,48.5,0.0895,414000,0.0897
2.69,48.5,0.0897,415000,0.0899
2.69,48.6,0.0899,415000,0.0901
2.69,48.6,0.0901,415000,0.0903
2.69,48.7,0.0902,416000,0.0904
2.69,48.7,0.0904,416000,0.0906
2.69,48.7,0.0906,416000,0.0908
2.70,48.8,0.0907,417000,0.0909
2.70,48.8,0.0909,417000,0.0911
2.70,48.8,0.0910,417000,0.0912
2.70,48.9,0.0912,418000,0.0914
2.70,48.9,0.0914,418000,0.0916
2.70,48.9,0.0915,418000,0.0917
2.70,49.0,0.0917,418000,0.0919
2.70,49.0,0.0918,419000,0.0920
2.70,49.0,0.0920,419000,0.0922
2.70,49.1,0.0922,419000,0.0924
2.71,49.1,0.0923,420000,0.0925
2.71,49.2,0.0925,420000,0.0927
2.71,49.2,0.0927,420000,0.0929
2.71,49.2,0.0928,420000,0.0930
2.71,49.2,0.0930,421000,0.0932
2.71,49.3,0.0932,421000,0.0934
2.71,49.3,0.0934,421000,0.0936
2.71,49.4,0.0935,422000,0.0937
2.71,49.4,0.0937,422000,0.0939
2.71,49.4,0.0939,422000,0.0941
2.72,49.5,0.0941,423000,0.0943
2.72,49.5,0.0942,423000,0.0944
2.72,49.6,0.0944,424000,0.0946
2.72,49.6,0.0946,424000,0.0948
2.72,49.7,0.0948,424000,0.0950
2.72,49.8,0.0949,425000,0.0951
2.72,49.8,0.0951,426000,0.0953
2.72,49.8,0.0953,426000,0.0955
2.72,49.9,0.0955,426000,0.0957
2.72,49.9,0.0956,426000,0.0958
2.73,49.9,0.0958,427000,0.0960
2.73,50.0,0.0960,427000,0.0962
2.73,50.0,0.0961,427000,0.0963
2.73,50.0,0.0963,427000,0.0965
2.73,50.1,0.0965,428000,0.0967
2.73,50.1,0.0967,428000,0.0969
2.73,50.1,0.0969,428000,0.0971
2.73,50.1,0.0970,428000,0.0972
2.73,50.1,0.0972,428000,0.0974
2.73,50.2,0.0974,429000,0.0976
2.74,50.2,0.0975,429000,0.0977
2.74,50.2,0.0977,429000,0.0979
2.74,50.2,0.0979,429000,0.0981
2.74,50.3,0.0980,429000,0.0982
2.74,50.3,0.0982,430000,0.0984
2.74,50.3,0.0983,430000,0.0985
2.74,50.4,0.0985,430000,0.0987
2.74,50.4,0.0987,430000,0.0989
2.74,50.4,0.0988,431000,0.0990
2.74,50.4,0.0990,431000,0.0992
2.75,50.4,0.0991,431000,0.0993
2.75,50.4,0.0993,431000,0.0995
2.75,50.5,0.0994,431000,0.0996
2.75,50.5,0.0996,431000,0.0998
2.75,50.5,0.0998,432000,0.100
2.75,50.5,0.0999,432000,0.100
2.75,50.6,0.100,432000,0.100
2.75,50.6,0.100,432000,0.100
2.75,50.6,0.100,432000,0.101
2.75,50.6,0.101,432000,0.101
2.76,50.6,0.101,433000,0.101
2.76,50.6,0.101,433000,0.101
2.76,50.7,0.101,433000,0.101
2.76,50.7,0.101,433000,0.101
2.76,50.7,0.101,433000,0.102
2.76,50.7,0.102,434000,0.102
2.76,50.8,0.102,434000,0.102
2.76,50.8,0.102,434000,0.102
2.76,50.8,0.102,434000,0.102
2.76,50.9,0.102,435000,0.102
2.77,50.9,0.102,435000,0.103
2.77,50.9,0.103,435000,0.103
2.77,50.9,0.103,435000,0.103
2.77,51.0,0.103,435000,0.103
2.77,51.0,0.103,436000,0.103
2.77,51.0,0.103,436000,0.103
2.77,51.1,0.103,436000,0.104
2.77,51.1,0.104,437000,0.104
2.77,51.1,0.104,437000,0.104
2.77,51.2,0.104,437000,0.104
2.78,51.2,0.104,437000,0.104
2.78,51.2,0.104,437000,0.104
2.78,51.2,0.104,438000,0.105
2.78,51.3,0.105,438000,0.105
2.78,51.3,0.105,438000,0.105
2.78,51.3,0.105,438000,0.105
2.78,51.3,0.105,439000,0.105
2.78,51.4,0.105,439000,0.105
2.78,51.4,0.105,439000,0.106
2.78,51.4,0.106,440000,0.106
2.79,51.5,0.106,440000,0.106
2.79,51.5,0.106,440000,0.106
2.79,51.6,0.106,441000,0.106
2.79,51.6,0.106,441000,0.107
2.79,51.6,0.106,441000,0.107
2.79,51.6,0.107,441000,0.107
2.79,51.7,0.107,441000,0.107
2.79,51.7,0.107,442000,0.107
2.79,51.7,0.107,442000,0.107
2.79,51.8,0.107,443000,0.108
2.80,51.8,0.107,443000,0.108
2.80,51.8,0.108,443000,0.108
2.80,51.9,0.108,443000,0.108
2.80,51.9,0.108,444000,0.108
2.80,52.0,0.108,444000,0.108
2.80,52.0,0.108,444000,0.109
2.80,52.0,0.109,444000,0.109
2.80,52.0,0.109,445000,0.109
2.80,52.1,0.109,445000,0.109
2.80,52.1,0.109,445000,0.109
2.81,52.1,0.109,445000,0.109
2.81,52.2,0.109,446000,0.110
2.81,52.2,0.110,446000,0.110
2.81,52.2,0.110,446000,0.110
2.81,52.3,0.110,447000,0.110
2.81,52.3,0.110,447000,0.110
2.81,52.3,0.110,447000,0.110
2.81,52.3,0.110,447000,0.111
2.81,52.3,0.111,447000,0.111
2.81,52.4,0.111,447000,0.111
2.82,52.4,0.111,448000,0.111
2.82,52.4,0.111,448000,0.111
2.82,52.4,0.111,448000,0.111
2.82,52.5,0.111,448000,0.112
2.82,52.5,0.111,449000,0.112
2.82,52.5,0.112,449000,0.112
2.82,52.5,0.112,449000,0.112
2.82,52.6,0.112,449000,0.112
2.82,52.6,0.112,449000,0.112
2.82,52.6,0.112,450000,0.112
2.83,52.7,0.112,450000,0.113
2.83,52.7,0.113,450000,0.113
2.83,52.8,0.113,451000,0.113
2.83,52.8,0.113,451000,0.113
2.83,52.8,0.113,451000,0.113
2.83,52.8,0.113,452000,0.113
2.83,52.9,0.113,452000,0.114
2.83,52.9,0.113,452000,0.114
2.83,53.0,0.114,453000,0.114
2.83,53.0,0.114,453000,0.114
2.84,53.0,0.114,453000,0.114
2.84,53.0,0.114,453000,0.114
2.84,53.1,0.114,454000,0.115
2.84,53.2,0.115,455000,0.115
2.84,53.2,0.115,455000,0.115
2.84,53.3,0.115,455000,0.115
2.84,53.4,0.115,456000,0.115
2.84,53.4,0.115,456000,0.115
2.84,53.4,0.115,457000,0.116
2.84,53.5,0.115,457000,0.116
2.85,53.5,0.116,457000,0.116
2.85,53.6,0.116,458000,0.116
2.85,53.7,0.116,458000,0.116
2.85,53.7,0.116,459000,0.116
2.85,53.8,0.116,459000,0.116
2.85,53.8,0.116,459000,0.117
2.85,53.9,0.117,461000,0.117
2.85,54.0,0.117,461000,0.117
2.85,54.0,0.117,462000,0.117
2.85,54.1,0.117,462000,0.117
2.86,54.2,0.117,463000,0.118
2.86,54.2,0.118,464000,0.118
2.86,54.3,0.118,464000,0.118
2.86,54.3,0.118,464000,0.118
2.86,54.4,0.118,465000,0.118
2.86,54.6,0.118,466000,0.118
2.86,54.6,0.118,467000,0.119
2.86,54.7,0.119,467000,0.119
2.86,54.8,0.119,468000,0.119
2.86,54.8,0.119,468000,0.119
2.87,55.0,0.119,470000,0.119
2.87,55.1,0.119,471000,0.119
2.87,55.1,0.119,471000,0.120
2.87,55.2,0.120,472000,0.120
2.87,55.2,0.120,472000,0.120
2.87,55.4,0.120,474000,0.120
2.87,55.5,0.120,474000,0.120
2.87,55.6,0.120,475000,0.120
2.87,55.7,0.120,476000,0.121
2.87,55.8,0.121,477000,0.121
2.88,55.9,0.121,477000,0.121
2.88,55.9,0.121,478000,0.121
2.88,56.0,0.121,478000,0.121
2.88,56.0,0.121,478000,0.121
2.88,56.1,0.121,480000,0.122
2.88,56.2,0.122,480000,0.122
2.88,56.2,0.122,481000,0.122
2.88,56.3,0.122,481000,0.122
2.88,56.3,0.122,481000,0.122
2.88,56.5,0.122,483000,0.122
2.89,56.5,0.122,483000,0.123
2.89,56.6,0.123,483000,0.123
2.89,56.6,0.123,484000,0.123
2.89,56.7,0.123,485000,0.123
2.89,56.8,0.123,485000,0.123
2.89,56.8,0.123,486000,0.123
2.89,56.9,0.123,486000,0.124
2.89,56.9,0.124,486000,0.124
2.89,57.1,0.124,488000,0.124
2.89,57.1,0.124,488000,0.124
2.90,57.2,0.124,489000,0.124
2.90,57.2,0.124,489000,0.124
2.90,57.2,0.124,489000,0.125
2.90,57.4,0.124,490000,0.125
2.90,57.4,0.125,490000,0.125
2.90,57.5,0.125,491000,0.125
2.90,57.5,0.125,491000,0.125
2.90,57.6,0.125,492000,0.125
2.90,57.6,0.125,492000,0.126
2.90,57.7,0.126,493000,0.126
2.91,57.8,0.126,494000,0.126
2.91,57.8,0.126,494000,0.126
2.91,57.9,0.126,495000,0.126
2.91,57.9,0.126,495000,0.126
2.91,58.0,0.126,495000,0.127
2.91,58.0,0.126,496000,0.127
2.91,58.1,0.127,496000,0.127
2.91,58.2,0.127,497000,0.127
2.91,58.2,0.127,497000,0.127
2.91,58.2,0.127,498000,0.127
2.92,58.3,0.127,498000,0.127
2.92,58.4,0.127,499000,0.128
2.92,58.5,0.128,500000,0.128
2.92,58.5,0.128,500000,0.128
2.92,58.6,0.128,501000,0.128
2.92,58.7,0.128,501000,0.128
2.92,58.8,0.128,502000,0.128
2.92,58.8,0.128,503000,0.129
2.92,58.9,0.129,503000,0.129
2.92,58.9,0.129,504000,0.129
2.93,59.0,0.129,504000,0.129
2.93,59.1,0.129,505000,0.129
2.93,59.1,0.129,505000,0.129
2.93,59.2,0.129,506000,0.130
2.93,59.3,0.130,506000,0.130
2.93,59.3,0.130,507000,0.130
2.93,59.4,0.130,508000,0.130
2.93,59.5,0.130,508000,0.130
2.93,59.5,0.130,508000,0.131
2.93,59.6,0.130,509000,0.131
2.94,59.7,0.131,510000,0.131
2.94,59.7,0.131,510000,0.131
2.94,59.8,0.131,511000,0.131
2.94,59.9,0.131,511000,0.131
2.94,59.9,0.131,512000,0.132
2.94,60.0,0.132,513000,0.132
2.94,60.1,0.132,514000,0.132
2.94,60.2,0.132,514000,0.132
2.94,60.3,0.132,515000,0.132
2.94,60.3,0.132,515000,0.132
2.95,60.4,0.132,516000,0.133
2.95,60.5,0.133,517000,0.133
2.95,60.5,0.133,517000,0.133
2.95,60.6,0.133,518000,0.133
2.95,60.7,0.133,519000,0.133
2.95,60.8,0.133,519000,0.133
2.95,60.8,0.133,520000,0.134
2.95,60.9,0.133,520000,0.134
2.95,61.0,0.134,521000,0.134
2.95,61.1,0.134,522000,0.134
2.96,61.1,0.134,522000,0.134
2.96,61.2,0.134,523000,0.134
2.96,61.2,0.134,523000,0.135
2.96,61.2,0.134,523000,0.135
2.96,61.4,0.135,524000,0.135
2.96,61.4,0.135,525000,0.135
2.96,61.5,0.135,525000,0.135
2.96,61.5,0.135,526000,0.135
2.96,61.7,0.135,527000,0.136
2.96,61.7,0.135,527000,0.136
2.97,61.8,0.136,528000,0.136
2.97,61.8,0.136,528000,0.136
2.97,61.9,0.136,529000,0.136
2.97,62.0,0.136,529000,0.136
