8.09,37.9,0.0289,316000,0.0291
8.11,39.4,0.0318,329000,0.0320
8.12,41.0,0.0345,342000,0.0347
8.14,42.4,0.0372,353000,0.0374
8.16,43.9,0.0399,366000,0.0402
8.17,45.4,0.0429,378000,0.0432
8.19,47.0,0.0456,392000,0.0460
8.21,48.5,0.0483,405000,0.0487
8.23,50.2,0.0511,418000,0.0515
8.24,51.7,0.0538,431000,0.0542
8.26,53.3,0.0566,445000,0.0570
8.28,54.9,0.0594,458000,0.0598
8.29,56.4,0.0622,471000,0.0626
8.31,57.9,0.0648,483000,0.0653
8.33,59.5,0.0676,496000,0.0681
8.34,61.2,0.0705,510000,0.0710
8.36,62.9,0.0733,525000,0.0738
8.38,64.3,0.0759,536000,0.0765
8.39,65.9,0.0786,550000,0.0792
8.41,67.6,0.0816,564000,0.0822
8.43,69.3,0.0843,578000,0.0850
8.44,70.8,0.0870,591000,0.0877
8.46,72.3,0.0897,603000,0.0904
8.48,73.9,0.0926,616000,0.0932
8.49,75.7,0.0954,631000,0.0961
8.51,77.4,0.0981,646000,0.0988
8.53,79.2,0.101,660000,0.102
8.54,80.8,0.104,674000,0.104
8.56,82.6,0.106,689000,0.107
8.58,84.4,0.109,704000,0.110
8.59,86.2,0.112,719000,0.113
8.61,87.9,0.115,734000,0.116
8.63,89.6,0.117,747000,0.118
8.64,91.6,0.120,764000,0.121
8.66,93.3,0.123,778000,0.124
8.68,95.1,0.126,793000,0.127
8.69,96.6,0.129,806000,0.130
8.71,98.2,0.131,819000,0.132
8.73,100,0.134,834000,0.135
8.75,102,0.137,848000,0.138
8.76,103,0.140,862000,0.141
8.78,105,0.143,876000,0.144
8.80,107,0.145,891000,0.147
8.81,109,0.148,908000,0.149
8.83,110,0.151,921000,0.152
8.85,112,0.154,935000,0.155
8.86,114,0.156,948000,0.158
8.88,115,0.159,962000,0.161
8.90,117,0.162,975000,0.163
8.91,118,0.165,987000,0.166
8.93,120,0.167,999000,0.169
8.95,121,0.170,1010000,0.172
8.96,123,0.173,1030000,0.174
8.98,125,0.176,1040000,0.177
9.00,126,0.179,1050000,0.180
9.01,127,0.181,1060000,0.183
9.03,129,0.184,1080000,0.186
9.05,131,0.187,1090000,0.188
9.06,133,0.190,1110000,0.191
9.08,134,0.192,1120000,0.194
9.10,136,0.195,1130000,0.197
9.11,138,0.198,1150000,0.200
