Time (sec),Force (N),Position (mm),Stress (Pa),Strain (%)
28.8,8840,3.95,66100000,4.01
28.8,8850,3.95,66100000,4.01
28.9,8850,3.96,66100000,4.02
28.9,8850,3.96,66100000,4.02
28.9,8860,3.97,66200000,4.03
29.0,8860,3.97,66200000,4.03
29.0,8870,3.98,66200000,4.04
29.0,8880,3.98,66300000,4.05
29.1,8880,3.99,66300000,4.05
29.1,8890,3.99,66400000,4.06
29.1,8890,4.00,66400000,4.06
29.2,8890,4.00,66400000,4.07
29.2,8900,4.01,66500000,4.07
29.2,8900,4.02,66500000,4.08
29.3,8910,4.02,66500000,4.08
29.3,8910,4.03,66600000,4.09
29.3,8920,4.03,66600000,4.09
29.4,8920,4.04,66600000,4.10
29.4,8930,4.04,66700000,4.10
29.4,8930,4.05,66700000,4.11
29.4,8940,4.05,66700000,4.12
29.5,8940,4.06,66800000,4.12
29.5,8940,4.06,66800000,4.13
29.5,8950,4.07,66900000,4.13
29.6,8950,4.07,66900000,4.14
29.6,8960,4.08,66900000,4.14
29.6,8970,4.08,67000000,4.15
29.7,8970,4.09,67000000,4.15
29.7,8980,4.10,67000000,4.16
29.7,8980,4.10,67000000,4.16
29.8,8980,4.11,67100000,4.17
29.8,8990,4.11,67100000,4.17
29.8,8990,4.12,67200000,4.18
29.9,9000,4.12,67200000,4.19
29.9,9000,4.13,67200000,4.19
29.9,9010,4.13,67300000,4.20
30.0,9010,4.14,67300000,4.20
30.0,9010,4.14,67300000,4.21
30.0,9020,4.15,67300000,4.21
30.1,9020,4.15,67300000,4.22
30.1,9020,4.16,67400000,4.22
30.1,9020,4.16,67400000,4.23
30.2,9030,4.17,67400000,4.23
30.2,9030,4.17,67500000,4.24
30.2,9030,4.18,67500000,4.24
30.3,9040,4.19,67500000,4.25
30.3,9040,4.19,67500000,4.26
30.3,9050,4.20,67600000,4.26
30.4,9050,4.20,67600000,4.27
30.4,9050,4.21,67600000,4.27
30.4,9060,4.21,67600000,4.28
30.5,9060,4.22,67700000,4.28
30.5,9070,4.22,67700000,4.29
30.5,9070,4.23,67700000,4.29
30.5,9070,4.23,67800000,4.30
30.6,9080,4.24,67800000,4.30
30.6,9080,4.24,67800000,4.31
30.6,9090,4.25,67900000,4.32
30.7,9090,4.25,67900000,4.32
30.7,9090,4.26,67900000,4.33
30.7,9090,4.27,67900000,4.33
30.8,9100,4.27,68000000,4.34
30.8,9100,4.28,68000000,4.34
30.8,9110,4.28,68000000,4.35
30.9,9110,4.29,68000000,4.35
30.9,9110,4.29,68100000,4.36
30.9,9120,4.30,68100000,4.36
31.0,9120,4.30,68100000,4.37
31.0,9130,4.31,68100000,4.37
31.0,9130,4.31,68200000,4.38
31.1,9130,4.32,68200000,4.39
31.1,9140,4.32,68300000,4.39
31.1,9140,4.33,68300000,4.40
31.2,9150,4.33,68300000,4.40
31.2,9150,4.34,68300000,4.41
31.2,9150,4.35,68300000,4.41
31.3,9160,4.35,68400000,4.42
31.3,9150,4.36,68400000,4.42
31.3,9160,4.36,68400000,4.43
31.4,9160,4.37,68400000,4.43
31.4,9170,4.37,68500000,4.44
31.4,9170,4.38,68500000,4.44
31.5,9170,4.38,68500000,4.45
31.5,9170,4.39,68500000,4.46
31.5,9170,4.39,68500000,4.46
31.6,9180,4.40,68500000,4.47
31.6,9180,4.40,68500000,4.47
31.6,9180,4.41,68600000,4.48
31.7,9180,4.41,68600000,4.48
31.7,9180,4.42,68600000,4.49
31.7,9190,4.43,68600000,4.49
31.7,9190,4.43,68600000,4.50
31.8,9190,4.44,68700000,4.50
31.8,9190,4.44,68700000,4.51
31.8,9190,4.45,68700000,4.51
31.9,9200,4.45,68700000,4.52
31.9,9200,4.46,68700000,4.53
31.9,9210,4.46,68800000,4.53
32.0,9210,4.47,68800000,4.54
32.0,9210,4.47,68800000,4.54
32.0,9210,4.48,68800000,4.55
32.1,9210,4.48,68800000,4.55
32.1,9220,4.49,68800000,4.56
32.1,9220,4.49,68800000,4.56
32.2,9220,4.50,68900000,4.57
32.2,9220,4.50,68900000,4.57
32.2,9230,4.51,68900000,4.58
32.3,9230,4.52,68900000,4.59
32.3,9230,4.52,68900000,4.59
32.3,9240,4.53,69000000,4.60
32.4,9230,4.53,69000000,4.60
32.4,9240,4.54,69000000,4.61
32.4,9230,4.54,69000000,4.61
32.5,9240,4.55,69000000,4.62
32.5,9240,4.55,69000000,4.62
32.5,9240,4.56,69000000,4.63
32.6,9240,4.56,69000000,4.63
32.6,9240,4.57,69000000,4.64
32.6,9250,4.57,69100000,4.64
32.7,9250,4.58,69100000,4.65
32.7,9250,4.58,69100000,4.65
32.7,9250,4.59,69100000,4.66
32.8,9250,4.59,69100000,4.67
32.8,9260,4.60,69100000,4.67
32.8,9260,4.61,69100000,4.68
32.8,9260,4.61,69200000,4.68
32.9,9260,4.62,69200000,4.69
32.9,9260,4.62,69200000,4.69
32.9,9270,4.63,69200000,4.70
33.0,9270,4.63,69200000,4.70
33.0,9280,4.64,69300000,4.71
33.0,9270,4.64,69300000,4.71
33.1,9280,4.65,69300000,4.72
33.1,9280,4.65,69300000,4.73
33.1,9280,4.66,69300000,4.73
33.2,9280,4.66,69300000,4.74
33.2,9280,4.67,69300000,4.74
33.2,9280,4.68,69300000,4.75
33.3,9280,4.68,69300000,4.75
33.3,9280,4.69,69300000,4.76
33.3,9280,4.69,69300000,4.76
33.4,9280,4.70,69300000,4.77
33.4,9290,4.70,69400000,4.77
33.4,9290,4.71,69300000,4.78
33.5,9290,4.71,69400000,4.79
33.5,9290,4.72,69400000,4.79
33.5,9290,4.72,69400000,4.80
33.6,9290,4.73,69400000,4.80
33.6,9290,4.73,69400000,4.81
33.6,9300,4.74,69500000,4.81
33.7,9300,4.74,69500000,4.82
33.7,9300,4.75,69500000,4.82
33.7,9310,4.75,69500000,4.83
33.8,9310,4.76,69500000,4.83
33.8,9310,4.77,69500000,4.84
33.8,9310,4.77,69500000,4.84
33.9,9320,4.78,69600000,4.85
33.9,9320,4.78,69600000,4.86
33.9,9320,4.79,69600000,4.86
33.9,9320,4.79,69600000,4.87
34.0,9320,4.80,69600000,4.87
34.0,9320,4.80,69600000,4.88
34.0,9320,4.81,69600000,4.88
34.1,9320,4.81,69600000,4.89
34.1,9330,4.82,69600000,4.89
34.1,9330,4.82,69700000,4.90
34.2,9330,4.83,69700000,4.90
34.2,9330,4.83,69700000,4.91
34.2,9330,4.84,69700000,4.91
34.3,9330,4.85,69700000,4.92
34.3,9330,4.85,69700000,4.93
34.3,9340,4.86,69700000,4.93
34.4,9330,4.86,69700000,4.94
34.4,9340,4.87,69700000,4.94
34.4,9340,4.87,69700000,4.95
34.5,9340,4.88,69700000,4.95
34.5,9340,4.88,69700000,4.96
34.5,9340,4.89,69800000,4.96
34.6,9340,4.89,69800000,4.97
34.6,9340,4.90,69800000,4.97
34.6,9350,4.90,69800000,4.98
34.7,9340,4.91,69800000,4.98
34.7,9350,4.91,69800000,4.99
34.7,9350,4.92,69800000,5.00
34.8,9340,4.92,69800000,5.00
34.8,9350,4.93,69800000,5.01
34.8,9350,4.94,69800000,5.01
34.9,9350,4.94,69800000,5.02
34.9,9350,4.95,69800000,5.02
34.9,9350,4.95,69800000,5.03
35.0,9350,4.96,69800000,5.03
35.0,9350,4.96,69800000,5.04
35.0,9360,4.97,69900000,5.04
35.1,9350,4.97,69900000,5.05
35.1,9360,4.98,69900000,5.05
35.1,9350,4.98,69900000,5.06
35.1,9350,4.99,69900000,5.07
35.2,9360,4.99,69900000,5.07
35.2,9360,5.00,69900000,5.08
35.2,9360,5.00,69900000,5.08
35.3,9360,5.01,69900000,5.09
35.3,9360,5.02,69900000,5.09
35.3,9360,5.02,69900000,5.10
35.4,9360,5.03,69900000,5.10
35.4,9360,5.03,69900000,5.11
35.4,9360,5.04,69900000,5.11
35.5,9360,5.04,69900000,5.12
35.5,9360,5.05,69900000,5.13
35.5,9360,5.05,69900000,5.13
35.6,9360,5.06,69900000,5.14
35.6,9360,5.06,69900000,5.14
35.6,9360,5.07,69900000,5.15
35.7,9360,5.07,69900000,5.15
35.7,9360,5.08,69900000,5.16
35.7,9360,5.08,69900000,5.16
35.8,9360,5.09,69900000,5.17
35.8,9360,5.10,69900000,5.17
35.8,9350,5.10,69900000,5.18
35.9,9350,5.11,69900000,5.18
35.9,9350,5.11,69800000,5.19
35.9,9350,5.12,69800000,5.20
36.0,9350,5.12,69800000,5.20
36.0,9340,5.13,69800000,5.21
36.0,9340,5.13,69700000,5.21
36.1,9330,5.14,69700000,5.22
36.1,9320,5.14,69600000,5.22
36.1,9310,5.15,69500000,5.23
36.2,9300,5.15,69400000,5.23
36.2,9290,5.16,69400000,5.24
36.2,9270,5.16,69200000,5.24
36.2,9240,5.17,69000000,5.25
36.3,9200,5.17,68700000,5.25
36.3,9150,5.18,68400000,5.26
36.3,9080,5.19,67800000,5.27
36.4,8950,5.19,66800000,5.27
36.4,8760,5.20,65400000,5.28
36.4,8500,5.20,63500000,5.28
36.5,8120,5.21,60600000,5.29
36.5,7320,5.21,54700000,5.29
36.5,6900,5.22,51500000,5.30
36.6,6670,5.22,49800000,5.30
36.6,6560,5.23,49000000,5.31
36.6,6500,5.23,48500000,5.31
36.7,6440,5.24,48100000,5.32
36.7,6410,5.24,47900000,5.33
36.7,6380,5.25,47600000,5.33
36.8,6350,5.26,47500000,5.34
36.8,6340,5.26,47300000,5.34
36.8,6320,5.27,47200000,5.35
36.9,6300,5.27,47100000,5.35
36.9,6290,5.28,47000000,5.36
36.9,6280,5.28,46900000,5.36
37.0,6270,5.29,46800000,5.37
37.0,6250,5.29,46700000,5.37
37.0,6240,5.30,46600000,5.38
37.1,6220,5.30,46500000,5.38
37.1,6210,5.31,46400000,5.39
37.1,6200,5.31,46300000,5.40
37.2,6180,5.32,46200000,5.40
37.2,6170,5.32,46100000,5.41
37.2,6150,5.33,45900000,5.41
37.3,6130,5.33,45800000,5.42
37.3,6110,5.34,45700000,5.42
37.4,6070,5.35,45400000,5.43
