Time (sec),Force (N),Position (mm),Stress (Pa),Strain (%)
8.66,994,0.638,7420000,0.648
8.69,1020,0.643,7650000,0.653
8.72,1050,0.648,7860000,0.658
8.75,1080,0.654,8090000,0.664
8.79,1110,0.659,8310000,0.669
8.82,1140,0.665,8540000,0.675
8.85,1170,0.670,8770000,0.680
8.88,1200,0.675,8990000,0.685
8.92,1240,0.680,9240000,0.691
8.95,1270,0.686,9470000,0.696
8.98,1300,0.691,9710000,0.702
9.01,1330,0.696,9940000,0.707
9.05,1360,0.702,10200000,0.713
9.08,1400,0.707,10400000,0.718
9.11,1430,0.712,10700000,0.723
9.14,1460,0.718,10900000,0.729
9.18,1500,0.723,11200000,0.734
9.21,1530,0.729,11400000,0.740
9.24,1560,0.734,11700000,0.745
9.27,1600,0.739,11900000,0.750
9.31,1630,0.744,12200000,0.756
9.34,1670,0.750,12500000,0.761
9.37,1700,0.755,12700000,0.767
9.40,1740,0.760,13000000,0.772
9.43,1780,0.766,13300000,0.778
9.47,1810,0.771,13500000,0.783
9.50,1850,0.776,13800000,0.788
9.53,1880,0.782,14100000,0.794
9.56,1920,0.787,14300000,0.799
9.60,1960,0.792,14600000,0.805
9.63,1990,0.798,14900000,0.810
9.66,2030,0.803,15200000,0.815
9.69,2070,0.808,15500000,0.821
9.73,2110,0.814,15700000,0.826
9.76,2150,0.819,16000000,0.832
9.79,2190,0.824,16300000,0.837
9.82,2230,0.830,16600000,0.843
9.86,2270,0.835,16900000,0.848
9.89,2300,0.840,17200000,0.853
9.92,2340,0.846,17500000,0.859
9.95,2380,0.851,17800000,0.864
9.99,2420,0.857,18100000,0.870
10.0,2460,0.862,18400000,0.875
10.1,2500,0.867,18700000,0.881
10.1,2550,0.872,19000000,0.886
10.1,2590,0.878,19300000,0.891
10.1,2630,0.883,19600000,0.897
10.2,2670,0.888,19900000,0.902
10.2,2710,0.894,20200000,0.907
10.2,2750,0.899,20500000,0.913
10.3,2790,0.904,20900000,0.918
10.3,2840,0.909,21200000,0.923
10.3,2880,0.915,21500000,0.929
10.4,2920,0.920,21800000,0.934
10.4,2970,0.925,22200000,0.939
10.4,3010,0.931,22500000,0.945
10.5,3060,0.936,22900000,0.950
10.5,3110,0.941,23200000,0.956
10.5,3160,0.946,23600000,0.961
10.6,3200,0.952,23900000,0.966
10.6,3250,0.957,24300000,0.972
10.6,3300,0.962,24600000,0.977
10.7,3350,0.968,25000000,0.983
10.7,3400,0.973,25400000,0.988
10.7,3450,0.978,25700000,0.993
10.8,3500,0.984,26100000,0.999
10.8,3550,0.989,26500000,1.00
10.8,3600,0.994,26900000,1.01
10.9,3650,1.00,27200000,1.02
10.9,3700,1.01,27600000,1.02
10.9,3750,1.01,28000000,1.03
11.0,3800,1.02,28300000,1.03
11.0,3850,1.02,28700000,1.04
11.0,3900,1.03,29100000,1.04
11.1,3950,1.03,29500000,1.05
11.1,4000,1.04,29900000,1.05
11.1,4050,1.04,30200000,1.06
11.2,4100,1.05,30600000,1.06
11.2,4150,1.05,31000000,1.07
11.2,4200,1.06,31400000,1.07
11.2,4260,1.06,31800000,1.08
11.3,4310,1.07,32200000,1.09
11.3,4360,1.07,32600000,1.09
11.3,4410,1.08,32900000,1.10
11.4,4470,1.09,33400000,1.10
11.4,4520,1.09,33700000,1.11
11.4,4570,1.10,34100000,1.11
11.5,4620,1.10,34500000,1.12
11.5,4670,1.11,34900000,1.12
11.5,4730,1.11,35300000,1.13
11.6,4780,1.12,35700000,1.13
11.6,4840,1.12,36100000,1.14
11.6,4890,1.13,36500000,1.14
11.7,4940,1.13,36900000,1.15
11.7,5000,1.14,37300000,1.16
11.7,5050,1.14,37700000,1.16
11.8,5100,1.15,38100000,1.17
11.8,5160,1.15,38500000,1.17
11.8,5210,1.16,38900000,1.18
11.9,5270,1.16,39300000,1.18
11.9,5320,1.17,39700000,1.19
11.9,5380,1.18,40200000,1.19
12.0,5430,1.18,40600000,1.20
12.0,5490,1.19,41000000,1.20
12.0,5540,1.19,41400000,1.21
12.1,5600,1.20,41800000,1.21
12.1,5660,1.20,42200000,1.22
12.1,5710,1.21,42700000,1.23
12.2,5770,1.21,43100000,1.23
12.2,5830,1.22,43500000,1.24
12.2,5890,1.22,44000000,1.24
12.3,5940,1.23,44400000,1.25
12.3,6000,1.23,44800000,1.25
12.3,6060,1.24,45300000,1.26
12.3,6120,1.24,45700000,1.26
12.4,6180,1.25,46200000,1.27
12.4,6240,1.25,46600000,1.27
12.4,6300,1.26,47000000,1.28
12.5,6360,1.27,47500000,1.29
12.5,6420,1.27,47900000,1.29
12.5,6480,1.28,48400000,1.30
12.6,6540,1.28,48800000,1.30
12.6,6600,1.29,49300000,1.31
12.6,6660,1.29,49700000,1.31
12.7,6720,1.30,50200000,1.32
12.7,6780,1.30,50600000,1.32
12.7,6840,1.31,51100000,1.33
12.8,6900,1.31,51500000,1.33
12.8,6960,1.32,52000000,1.34
12.8,7020,1.32,52500000,1.34
12.9,7080,1.33,52900000,1.35
12.9,7150,1.33,53400000,1.36
12.9,7210,1.34,53800000,1.36
13.0,7270,1.35,54300000,1.37
13.0,7330,1.35,54800000,1.37
13.0,7390,1.36,55200000,1.38
13.1,7460,1.36,55700000,1.38
13.1,7520,1.37,56200000,1.39
13.1,7580,1.37,56600000,1.39
13.2,7650,1.38,57100000,1.40
13.2,7710,1.38,57600000,1.40
13.2,7780,1.39,58100000,1.41
13.3,7840,1.39,58500000,1.41
13.3,7900,1.40,59000000,1.42
13.3,7970,1.40,59500000,1.43
13.4,8030,1.41,60000000,1.43
13.4,8090,1.41,60400000,1.44
13.4,8150,1.42,60900000,1.44
13.5,8220,1.42,61400000,1.45
13.5,8280,1.43,61800000,1.45
13.5,8350,1.44,62300000,1.46
13.5,8410,1.44,62800000,1.46
13.6,8470,1.45,63300000,1.47
13.6,8540,1.45,63800000,1.47
13.6,8600,1.46,64300000,1.48
13.7,8670,1.46,64800000,1.48
13.7,8740,1.47,65300000,1.49
13.7,8800,1.47,65800000,1.50
13.8,8870,1.48,66200000,1.50
13.8,8930,1.48,66700000,1.51
13.8,9000,1.49,67200000,1.51
13.9,9060,1.49,67700000,1.52
13.9,9130,1.50,68200000,1.52
13.9,9190,1.50,68600000,1.53
14.0,9250,1.51,69100000,1.53
14.0,9320,1.52,69600000,1.54
14.0,9380,1.52,70100000,1.54
14.1,9450,1.53,70600000,1.55
14.1,9520,1.53,71100000,1.56
14.1,9580,1.54,71600000,1.56
14.2,9650,1.54,72100000,1.57
14.2,9720,1.55,72600000,1.57
14.2,9780,1.55,73100000,1.58
14.3,9850,1.56,73600000,1.58
14.3,9920,1.56,74100000,1.59
14.3,9990,1.57,74600000,1.59
14.4,10100,1.57,75100000,1.60
14.4,10100,1.58,75600000,1.60
14.4,10200,1.58,76100000,1.61
14.5,10300,1.59,76700000,1.61
14.5,10300,1.60,77200000,1.62
14.5,10400,1.60,77700000,1.63
14.6,10500,1.61,78200000,1.63
14.6,10500,1.61,78700000,1.64
14.6,10600,1.62,79200000,1.64
14.6,10700,1.62,79700000,1.65
14.7,10700,1.63,80200000,1.65
14.7,10800,1.63,80700000,1.66
14.7,10900,1.64,81300000,1.66
14.8,10900,1.64,81800000,1.67
14.8,11000,1.65,82300000,1.67
14.8,11100,1.65,82800000,1.68
14.9,11200,1.66,83300000,1.68
14.9,11200,1.66,83900000,1.69
14.9,11300,1.67,84400000,1.70
15.0,11400,1.68,84900000,1.70
15.0,11400,1.68,85400000,1.71
15.0,11500,1.69,85900000,1.71
15.1,11600,1.69,86400000,1.72
15.1,11600,1.70,86900000,1.72
15.1,11700,1.70,87500000,1.73
15.2,11800,1.71,88000000,1.73
15.2,11900,1.71,88500000,1.74
15.2,11900,1.72,89000000,1.74
15.3,12000,1.72,89500000,1.75
15.3,12100,1.73,90100000,1.75
15.3,12100,1.73,90500000,1.76
15.4,12200,1.74,91100000,1.77
15.4,12300,1.74,91600000,1.77
15.4,12300,1.75,92100000,1.78
15.5,12400,1.75,92600000,1.78
15.5,12500,1.76,93100000,1.79
15.5,12500,1.77,93700000,1.79
15.6,12600,1.77,94200000,1.80
15.6,12700,1.78,94700000,1.80
15.6,12700,1.78,95200000,1.81
15.7,12800,1.79,95700000,1.81
15.7,12900,1.79,96200000,1.82
15.7,13000,1.80,96700000,1.83
15.7,13000,1.80,97300000,1.83
15.8,13100,1.81,97700000,1.84
15.8,13200,1.81,98200000,1.84
15.8,13200,1.82,98700000,1.85
15.9,13300,1.82,99200000,1.85
15.9,13400,1.83,99800000,1.86
15.9,13400,1.83,100000000,1.86
16.0,13500,1.84,101000000,1.87
16.0,13600,1.85,101000000,1.87
16.0,13600,1.85,102000000,1.88
16.1,13700,1.86,102000000,1.88
16.1,13800,1.86,103000000,1.89
16.1,13800,1.87,103000000,1.90
16.2,13900,1.87,104000000,1.90
16.2,14000,1.88,104000000,1.91
16.2,14000,1.88,105000000,1.91
16.3,14100,1.89,105000000,1.92
16.3,14100,1.89,106000000,1.92
16.3,14200,1.90,106000000,1.93
16.4,14300,1.90,107000000,1.93
16.4,14300,1.91,107000000,1.94
16.4,14400,1.91,108000000,1.94
16.5,14500,1.92,108000000,1.95
16.5,14500,1.93,109000000,1.95
16.5,14600,1.93,109000000,1.96
16.6,14700,1.94,110000000,1.97
16.6,14700,1.94,110000000,1.97
16.6,14800,1.95,111000000,1.98
16.7,14900,1.95,111000000,1.98
16.7,14900,1.96,111000000,1.99
16.7,15000,1.96,112000000,1.99
16.8,15100,1.97,112000000,2.00
16.8,15100,1.97,113000000,2.00
16.8,15200,1.98,113000000,2.01
16.9,15200,1.98,114000000,2.01
16.9,15300,1.99,114000000,2.02
16.9,15400,1.99,115000000,2.02
16.9,15400,2.00,115000000,2.03
17.0,15500,2.00,116000000,2.04
17.0,15500,2.01,116000000,2.04
17.0,15600,2.02,116000000,2.05
17.1,15600,2.02,117000000,2.05
17.1,15700,2.03,117000000,2.06
17.1,15700,2.03,118000000,2.06
17.2,15800,2.04,118000000,2.07
17.2,15800,2.04,118000000,2.07
17.2,15900,2.05,119000000,2.08
17.3,15900,2.05,119000000,2.08
17.3,15900,2.06,119000000,2.09
17.3,16000,2.06,119000000,2.10
17.4,16000,2.07,120000000,2.10
17.4,16000,2.07,120000000,2.11
17.4,16100,2.08,120000000,2.11
17.5,16100,2.08,120000000,2.12
17.5,16200,2.09,121000000,2.12
17.5,16200,2.10,121000000,2.13
17.6,16300,2.10,121000000,2.13
17.6,16300,2.11,122000000,2.14
17.6,16300,2.11,122000000,2.14
17.7,16400,2.12,122000000,2.15
17.7,16400,2.12,123000000,2.15
17.7,16500,2.13,123000000,2.16
17.8,16500,2.13,123000000,2.17
17.8,16600,2.14,124000000,2.17
17.8,16600,2.14,124000000,2.18
17.9,16700,2.15,124000000,2.18
17.9,16700,2.15,125000000,2.19
17.9,16800,2.16,125000000,2.19
18.0,16800,2.16,126000000,2.20
18.0,16800,2.17,126000000,2.20
18.0,16900,2.17,126000000,2.21
18.0,16900,2.18,127000000,2.21
18.1,17000,2.19,127000000,2.22
18.1,17000,2.19,127000000,2.22
18.1,17100,2.20,128000000,2.23
18.2,17100,2.20,128000000,2.24
18.2,17200,2.21,128000000,2.24
18.2,17200,2.21,129000000,2.25
18.3,17300,2.22,129000000,2.25
18.3,17300,2.22,129000000,2.26
18.3,17400,2.23,130000000,2.26
18.4,17400,2.23,130000000,2.27
18.4,17500,2.24,130000000,2.27
18.4,17500,2.24,131000000,2.28
18.5,17500,2.25,131000000,2.28
18.5,17600,2.25,131000000,2.29
18.5,17600,2.26,132000000,2.30
18.6,17700,2.27,132000000,2.30
18.6,17700,2.27,132000000,2.31
18.6,17800,2.28,133000000,2.31
18.7,17800,2.28,133000000,2.32
18.7,17900,2.29,133000000,2.32
18.7,17900,2.29,134000000,2.33
18.8,17900,2.30,134000000,2.33
18.8,18000,2.30,134000000,2.34
18.8,18000,2.31,135000000,2.34
18.9,18100,2.31,135000000,2.35
18.9,18100,2.32,135000000,2.35
18.9,18200,2.32,136000000,2.36
19.0,18200,2.33,136000000,2.37
19.0,18300,2.33,136000000,2.37
19.0,18300,2.34,137000000,2.38
19.1,18400,2.35,137000000,2.38
19.1,18400,2.35,138000000,2.39
19.1,18500,2.36,138000000,2.39
19.2,18500,2.36,138000000,2.40
19.2,18500,2.37,139000000,2.40
19.2,18600,2.37,139000000,2.41
19.2,18600,2.38,139000000,2.41
19.3,18700,2.38,139000000,2.42
19.3,18700,2.39,140000000,2.42
19.3,18800,2.39,140000000,2.43
19.4,18800,2.40,140000000,2.44
19.4,18800,2.40,141000000,2.44
19.4,18900,2.41,141000000,2.45
19.5,18900,2.41,141000000,2.45
19.5,19000,2.42,142000000,2.46
19.5,19000,2.43,142000000,2.46
19.6,19000,2.43,142000000,2.47
19.6,19100,2.44,143000000,2.47
19.6,19100,2.44,143000000,2.48
19.7,19200,2.45,143000000,2.48
19.7,19200,2.45,143000000,2.49
19.7,19200,2.46,144000000,2.49
19.8,19300,2.46,144000000,2.50
19.8,19300,2.47,144000000,2.51
19.8,19300,2.47,144000000,2.51
19.9,19400,2.48,145000000,2.52
19.9,19400,2.48,145000000,2.52
19.9,19400,2.49,145000000,2.53
20.0,19500,2.49,145000000,2.53
20.0,19500,2.50,146000000,2.54
20.0,19500,2.50,146000000,2.54
20.1,19600,2.51,146000000,2.55
20.1,19600,2.52,146000000,2.55
20.1,19600,2.52,147000000,2.56
20.2,19700,2.53,147000000,2.57
20.2,19700,2.53,147000000,2.57
20.2,19700,2.54,147000000,2.58
20.3,19700,2.54,147000000,2.58
20.3,19800,2.55,148000000,2.59
20.3,19800,2.55,148000000,2.59
20.3,19800,2.56,148000000,2.60
20.4,19800,2.56,148000000,2.60
20.4,19900,2.57,148000000,2.61
20.4,19900,2.57,149000000,2.61
20.5,19900,2.58,149000000,2.62
20.5,19900,2.58,149000000,2.62
20.5,20000,2.59,149000000,2.63
20.6,20000,2.60,149000000,2.64
20.6,20000,2.60,149000000,2.64
20.6,20000,2.61,150000000,2.65
20.7,20100,2.61,150000000,2.65
20.7,20100,2.62,150000000,2.66
20.7,20100,2.62,150000000,2.66
20.8,20100,2.63,150000000,2.67
20.8,20100,2.63,150000000,2.67
20.8,20200,2.64,151000000,2.68
20.9,20200,2.64,151000000,2.68
20.9,20200,2.65,151000000,2.69
20.9,20200,2.65,151000000,2.69
21.0,20200,2.66,151000000,2.70
21.0,20200,2.66,151000000,2.71
21.0,20200,2.67,151000000,2.71
21.1,20300,2.68,151000000,2.72
21.1,20300,2.68,151000000,2.72
21.1,20300,2.69,151000000,2.73
21.2,20300,2.69,151000000,2.73
21.2,20300,2.70,151000000,2.74
21.2,20300,2.70,151000000,2.74
21.3,20200,2.71,151000000,2.75
21.3,20200,2.71,151000000,2.75
21.3,20200,2.72,151000000,2.76
21.4,20100,2.72,150000000,2.77
21.4,20100,2.73,150000000,2.77
21.4,20000,2.73,149000000,2.78
21.4,19900,2.74,149000000,2.78
21.5,19700,2.74,147000000,2.79
21.5,19400,2.75,145000000,2.79
21.5,19100,2.76,142000000,2.80
21.6,18700,2.76,140000000,2.80
21.6,18600,2.77,139000000,2.81
21.6,18500,2.77,138000000,2.81
21.7,18400,2.78,138000000,2.82
21.7,18400,2.78,138000000,2.82
21.7,18400,2.79,138000000,2.83
21.8,18400,2.79,138000000,2.84
21.8,18500,2.80,138000000,2.84
21.8,18500,2.80,138000000,2.85
21.9,18500,2.81,138000000,2.85
21.9,18500,2.81,138000000,2.86
21.9,18600,2.82,139000000,2.86
22.0,18600,2.82,139000000,2.87
22.0,18600,2.83,139000000,2.87
22.0,18700,2.83,139000000,2.88
22.1,18700,2.84,140000000,2.88
22.1,18700,2.85,140000000,2.89
22.1,18700,2.85,140000000,2.89
22.2,18800,2.86,140000000,2.90
22.2,18800,2.86,140000000,2.91
22.2,18800,2.87,141000000,2.91
22.3,18900,2.87,141000000,2.92
22.3,18900,2.88,141000000,2.92
22.3,18900,2.88,141000000,2.93
22.4,18900,2.89,141000000,2.93
22.4,19000,2.89,142000000,2.94
22.4,19000,2.90,142000000,2.94
22.5,19000,2.90,142000000,2.95
22.5,19000,2.91,142000000,2.95
22.5,19000,2.91,142000000,2.96
22.6,19100,2.92,142000000,2.96
22.6,19100,2.92,142000000,2.97
22.6,19100,2.93,142000000,2.98
22.6,19100,2.94,142000000,2.98
22.7,19100,2.94,142000000,2.99
22.7,19100,2.95,142000000,2.99
22.7,19000,2.95,142000000,3.00
22.8,19000,2.96,142000000,3.00
22.8,19000,2.96,142000000,3.01
22.8,19000,2.97,142000000,3.01
22.9,18900,2.97,141000000,3.02
22.9,18900,2.98,141000000,3.02
22.9,18800,2.98,141000000,3.03
23.0,18800,2.99,140000000,3.04
23.0,18700,2.99,140000000,3.04
23.0,18600,3.00,139000000,3.05
23.1,18600,3.01,139000000,3.05
23.1,18400,3.01,138000000,3.06
23.1,18300,3.02,137000000,3.06
23.2,18100,3.02,135000000,3.07
23.2,17800,3.03,133000000,3.07
23.2,17200,3.03,128000000,3.08
23.3,16100,3.04,120000000,3.08
23.3,8200,3.05,61200000,3.09
23.3,7380,3.05,55100000,3.10
23.4,7250,3.06,54100000,3.10
23.4,7190,3.06,53700000,3.11
23.4,7170,3.07,53600000,3.11
23.5,7170,3.07,53600000,3.12
23.5,7170,3.08,53600000,3.12
23.5,7190,3.08,53700000,3.13
23.6,7210,3.09,53800000,3.13
23.6,7220,3.09,53900000,3.14
23.6,7250,3.10,54100000,3.14
23.7,7270,3.10,54300000,3.15
23.7,7290,3.11,54500000,3.15
23.7,7320,3.11,54700000,3.16
23.7,7340,3.12,54800000,3.17
23.8,7370,3.12,55000000,3.17
23.8,7390,3.13,55200000,3.18
23.8,7410,3.13,55400000,3.18
23.9,7430,3.14,55500000,3.19
23.9,7450,3.14,55700000,3.19
23.9,7480,3.15,55800000,3.20
24.0,7490,3.15,56000000,3.20
24.0,7520,3.16,56100000,3.21
24.0,7540,3.16,56300000,3.21
24.1,7550,3.17,56400000,3.22
24.1,7570,3.17,56600000,3.22
24.1,7590,3.18,56700000,3.23
24.2,7610,3.19,56800000,3.23
24.2,7620,3.19,56900000,3.24
24.2,7640,3.20,57000000,3.25
24.3,7650,3.20,57200000,3.25
24.3,7670,3.21,57300000,3.26
24.3,7690,3.21,57400000,3.26
24.4,7700,3.22,57500000,3.27
24.4,7720,3.22,57600000,3.27
24.4,7730,3.23,57700000,3.28
24.5,7740,3.23,57800000,3.28
24.5,7760,3.24,58000000,3.29
24.5,7770,3.24,58100000,3.29
24.6,7790,3.25,58200000,3.30
24.6,7800,3.25,58300000,3.30
24.6,7820,3.26,58400000,3.31
24.7,7830,3.27,58500000,3.32
24.7,7840,3.27,58600000,3.32
24.7,7860,3.28,58700000,3.33
24.8,7870,3.28,58800000,3.33
24.8,7890,3.29,58900000,3.34
24.8,7900,3.29,59000000,3.34
24.8,7910,3.30,59100000,3.35
24.9,7930,3.30,59200000,3.35
24.9,7940,3.31,59300000,3.36
24.9,7950,3.31,59400000,3.36
25.0,7960,3.32,59500000,3.37
25.0,7980,3.32,59600000,3.38
25.0,7990,3.33,59700000,3.38
25.1,8000,3.33,59800000,3.39
25.1,8020,3.34,59900000,3.39
25.1,8030,3.34,60000000,3.40
25.2,8050,3.35,60100000,3.40
25.2,8060,3.36,60200000,3.41
25.2,8070,3.36,60300000,3.41
25.3,8080,3.37,60400000,3.42
25.3,8090,3.37,60500000,3.42
25.3,8110,3.38,60600000,3.43
25.4,8120,3.38,60700000,3.43
25.4,8140,3.39,60800000,3.44
25.4,8150,3.39,60800000,3.45
25.5,8160,3.40,60900000,3.45
25.5,8170,3.40,61000000,3.46
25.5,8180,3.41,61100000,3.46
25.6,8190,3.41,61200000,3.47
25.6,8200,3.42,61300000,3.47
25.6,8220,3.42,61400000,3.48
25.7,8230,3.43,61400000,3.48
25.7,8230,3.44,61500000,3.49
25.7,8250,3.44,61600000,3.49
25.8,8260,3.45,61700000,3.50
25.8,8270,3.45,61800000,3.50
25.8,8280,3.46,61800000,3.51
25.9,8290,3.46,61900000,3.52
25.9,8300,3.47,62000000,3.52
25.9,8310,3.47,62000000,3.53
26.0,8320,3.48,62100000,3.53
26.0,8330,3.48,62200000,3.54
26.0,8340,3.49,62300000,3.54
26.0,8350,3.49,62300000,3.55
26.1,8360,3.50,62400000,3.55
26.1,8360,3.50,62500000,3.56
26.1,8370,3.51,62500000,3.56
26.2,8380,3.52,62600000,3.57
26.2,8390,3.52,62600000,3.58
26.2,8400,3.53,62700000,3.58
26.3,8400,3.53,62800000,3.59
26.3,8410,3.54,62800000,3.59
26.3,8420,3.54,62900000,3.60
26.4,8430,3.55,62900000,3.60
26.4,8440,3.55,63000000,3.61
26.4,8440,3.56,63000000,3.61
26.5,8450,3.56,63100000,3.62
26.5,8460,3.57,63200000,3.62
26.5,8470,3.57,63200000,3.63
26.6,8480,3.58,63300000,3.63
26.6,8480,3.58,63300000,3.64
26.6,8490,3.59,63400000,3.65
26.7,8500,3.60,63500000,3.65
26.7,8500,3.60,63500000,3.66
26.7,8510,3.61,63600000,3.66
26.8,8520,3.61,63600000,3.67
26.8,8530,3.62,63700000,3.67
26.8,8540,3.62,63800000,3.68
26.9,8550,3.63,63800000,3.68
26.9,8550,3.63,63900000,3.69
26.9,8560,3.64,63900000,3.69
27.0,8570,3.64,64000000,3.70
27.0,8580,3.65,64000000,3.70
27.0,8590,3.65,64100000,3.71
27.1,8590,3.66,64200000,3.72
27.1,8600,3.66,64200000,3.72
27.1,8610,3.67,64300000,3.73
27.1,8610,3.68,64300000,3.73
27.2,8620,3.68,64400000,3.74
27.2,8620,3.69,64400000,3.74
27.2,8630,3.69,64500000,3.75
27.3,8640,3.70,64500000,3.75
27.3,8640,3.70,64500000,3.76
27.3,8650,3.71,64600000,3.76
27.4,8650,3.71,64600000,3.77
27.4,8660,3.72,64700000,3.78
27.4,8670,3.72,64700000,3.78
27.5,8670,3.73,64800000,3.79
27.5,8680,3.73,64800000,3.79
27.5,8680,3.74,64800000,3.80
27.6,8690,3.74,64900000,3.80
27.6,8690,3.75,64900000,3.81
27.6,8700,3.75,65000000,3.81
27.7,8700,3.76,65000000,3.82
27.7,8710,3.77,65000000,3.82
27.7,8710,3.77,65000000,3.83
27.8,8710,3.78,65100000,3.83
27.8,8720,3.78,65100000,3.84
27.8,8720,3.79,65100000,3.85
27.9,8730,3.79,65200000,3.85
27.9,8720,3.80,65200000,3.86
27.9,8730,3.80,65200000,3.86
28.0,8730,3.81,65200000,3.87
28.0,8730,3.81,65200000,3.87
28.0,8740,3.82,65300000,3.88
28.1,8740,3.82,65300000,3.88
28.1,8750,3.83,65300000,3.89
28.1,8750,3.83,65400000,3.89
28.2,8750,3.84,65400000,3.90
28.2,8760,3.85,65400000,3.90
28.2,8760,3.85,65400000,3.91
28.3,8770,3.86,65500000,3.92
28.3,8770,3.86,65500000,3.92
28.3,8780,3.87,65600000,3.93
28.3,8780,3.87,65600000,3.93
28.4,8790,3.88,65600000,3.94
28.4,8800,3.88,65700000,3.94
28.4,8800,3.89,65700000,3.95
28.5,8810,3.89,65800000,3.95
28.5,8810,3.90,65800000,3.96
28.5,8810,3.90,65800000,3.96
28.6,8810,3.91,65800000,3.97
28.6,8820,3.91,65900000,3.97
28.6,8830,3.92,65900000,3.98
28.7,8830,3.93,65900000,3.99
28.7,8830,3.93,66000000,3.99
28.7,8840,3.94,66000000,4.00
28.8,8840,3.94,66000000,4.00
