5.61,21.4,0.0190,162000,0.0192
5.64,23.0,0.0247,174000,0.0250
5.68,24.1,0.0301,183000,0.0305
5.71,25.3,0.0357,191000,0.0361
5.74,26.5,0.0412,200000,0.0417
5.78,27.6,0.0466,209000,0.0471
5.81,28.8,0.0521,218000,0.0527
5.84,30.0,0.0575,227000,0.0582
5.88,31.2,0.0631,236000,0.0639
5.91,32.8,0.0685,248000,0.0693
5.95,34.7,0.0741,263000,0.0750
5.98,37.0,0.0797,280000,0.0807
6.01,39.2,0.0852,297000,0.0863
6.05,41.5,0.0908,314000,0.0919
6.08,43.8,0.0961,332000,0.0973
6.11,46.2,0.102,350000,0.103
6.15,48.9,0.107,370000,0.109
6.18,51.2,0.113,388000,0.114
6.21,53.4,0.118,404000,0.120
6.25,55.6,0.124,421000,0.125
6.28,58.0,0.129,439000,0.131
6.31,60.1,0.135,455000,0.136
6.35,62.3,0.141,472000,0.142
6.38,64.1,0.146,485000,0.148
6.41,66.5,0.152,503000,0.153
6.45,68.9,0.157,521000,0.159
6.48,70.9,0.163,536000,0.165
6.51,73.5,0.168,557000,0.170
6.55,75.5,0.173,572000,0.176
6.58,77.8,0.179,589000,0.181
6.62,80.1,0.184,606000,0.187
6.65,82.7,0.190,626000,0.192
6.68,85.3,0.195,646000,0.198
6.72,88.3,0.201,668000,0.203
6.75,90.9,0.207,689000,0.209
6.78,93.5,0.212,708000,0.215
6.82,96.2,0.218,728000,0.220
6.85,98.6,0.223,747000,0.226
6.88,102,0.229,770000,0.231
6.92,104,0.234,790000,0.237
6.95,107,0.240,814000,0.243
6.98,111,0.245,840000,0.248
7.02,114,0.251,866000,0.254
7.05,118,0.256,893000,0.259
7.08,122,0.262,923000,0.265
7.12,126,0.267,956000,0.271
7.15,131,0.273,989000,0.276
7.18,135,0.278,1020000,0.282
7.22,140,0.284,1060000,0.287
7.25,145,0.289,1100000,0.293
7.29,150,0.295,1140000,0.299
7.32,155,0.300,1170000,0.304
7.35,161,0.306,1220000,0.310
7.39,166,0.311,1260000,0.315
7.42,172,0.317,1300000,0.321
7.45,177,0.322,1340000,0.326
7.49,183,0.328,1390000,0.332
7.52,190,0.334,1440000,0.338
7.55,198,0.339,1500000,0.343
7.59,206,0.345,1560000,0.349
7.62,214,0.350,1620000,0.354
7.65,224,0.356,1690000,0.360
7.69,236,0.361,1780000,0.366
7.72,250,0.367,1900000,0.371
7.75,266,0.372,2010000,0.377
7.79,281,0.378,2130000,0.382
7.82,296,0.383,2240000,0.388
7.85,311,0.389,2350000,0.393
7.89,326,0.394,2470000,0.399
7.92,340,0.400,2570000,0.405
7.96,354,0.405,2680000,0.410
7.99,375,0.411,2840000,0.416
8.02,400,0.416,3030000,0.422
8.06,428,0.422,3240000,0.427
8.09,456,0.427,3450000,0.433
8.12,487,0.433,3680000,0.438
8.16,516,0.438,3910000,0.444
8.19,547,0.444,4140000,0.449
8.22,579,0.449,4380000,0.455
8.26,611,0.455,4630000,0.460
8.29,645,0.460,4880000,0.466
8.32,679,0.466,5140000,0.472
8.36,714,0.471,5410000,0.477
8.39,749,0.477,5670000,0.483
8.42,787,0.482,5960000,0.488
8.46,824,0.488,6240000,0.494
8.49,865,0.493,6550000,0.500
8.52,906,0.499,6860000,0.505
8.56,945,0.504,7160000,0.511
8.59,989,0.510,7480000,0.516
8.63,1030,0.515,7790000,0.522
8.66,1070,0.521,8130000,0.528
8.69,1120,0.526,8450000,0.533
8.73,1160,0.532,8790000,0.539
8.76,1200,0.537,9120000,0.544
8.79,1250,0.543,9450000,0.550
8.83,1290,0.548,9790000,0.555
8.86,1340,0.554,10100000,0.561
8.89,1390,0.560,10500000,0.566
8.93,1430,0.565,10800000,0.572
8.96,1480,0.571,11200000,0.578
8.99,1530,0.576,11600000,0.583
9.03,1580,0.582,11900000,0.589
9.06,1630,0.587,12300000,0.594
9.09,1670,0.593,12700000,0.600
9.13,1730,0.598,13100000,0.606
9.16,1770,0.604,13400000,0.611
9.19,1830,0.609,13800000,0.617
9.23,1880,0.615,14200000,0.622
9.26,1930,0.620,14600000,0.628
9.30,1980,0.626,15000000,0.634
9.33,2030,0.632,15400000,0.639
9.36,2090,0.637,15800000,0.645
9.40,2140,0.642,16200000,0.650
9.43,2200,0.648,16600000,0.656
9.46,2250,0.653,17000000,0.661
9.50,2310,0.659,17500000,0.667
9.53,2360,0.664,17900000,0.673
9.56,2420,0.670,18300000,0.678
9.60,2480,0.675,18800000,0.684
9.63,2540,0.681,19200000,0.689
9.66,2600,0.687,19700000,0.695
9.70,2660,0.692,20100000,0.700
9.73,2720,0.698,20600000,0.706
9.76,2780,0.703,21100000,0.712
9.80,2840,0.709,21500000,0.717
9.83,2910,0.714,22000000,0.723
9.86,2970,0.720,22500000,0.729
9.90,3030,0.725,23000000,0.734
9.93,3100,0.731,23400000,0.740
9.97,3160,0.736,23900000,0.745
10.0,3230,0.742,24400000,0.751
10.0,3290,0.747,24900000,0.757
10.1,3360,0.753,25400000,0.762
10.1,3420,0.758,25900000,0.768
10.1,3490,0.764,26400000,0.773
10.2,3560,0.769,26900000,0.779
10.2,3630,0.775,27500000,0.785
10.2,3690,0.780,28000000,0.790
10.3,3760,0.786,28500000,0.796
10.3,3830,0.792,29000000,0.801
10.3,3900,0.797,29600000,0.807
10.4,3970,0.803,30100000,0.812
10.4,4040,0.808,30600000,0.818
10.4,4110,0.814,31100000,0.824
10.5,4180,0.819,31700000,0.829
10.5,4260,0.825,32200000,0.835
10.5,4330,0.830,32800000,0.840
10.6,4400,0.836,33300000,0.846
10.6,4480,0.841,33900000,0.851
10.6,4550,0.847,34400000,0.857
10.7,4630,0.852,35000000,0.863
10.7,4700,0.858,35600000,0.868
10.7,4780,0.863,36200000,0.874
10.8,4850,0.869,36800000,0.879
10.8,4940,0.874,37400000,0.885
10.8,5010,0.880,37900000,0.891
10.9,5090,0.886,38600000,0.897
10.9,5170,0.891,39100000,0.902
10.9,5250,0.897,39700000,0.908
11.0,5330,0.902,40300000,0.913
11.0,5410,0.908,40900000,0.919
11.0,5490,0.913,41500000,0.924
11.1,5560,0.919,42100000,0.930
11.1,5650,0.924,42800000,0.936
11.1,5730,0.930,43400000,0.941
11.2,5810,0.935,44000000,0.947
11.2,5890,0.940,44600000,0.952
11.2,5970,0.946,45200000,0.958
11.3,6050,0.951,45800000,0.963
11.3,6130,0.957,46400000,0.969
11.3,6220,0.963,47100000,0.974
11.4,6300,0.968,47700000,0.980
11.4,6390,0.973,48300000,0.986
11.4,6470,0.979,49000000,0.991
11.5,6550,0.985,49600000,0.997
11.5,6640,0.990,50300000,1.00
11.5,6720,0.995,50900000,1.01
11.6,6810,1.00,51600000,1.01
11.6,6890,1.01,52200000,1.02
11.6,6980,1.01,52900000,1.02
11.7,7060,1.02,53500000,1.03
11.7,7150,1.02,54100000,1.04
11.7,7240,1.03,54800000,1.04
11.8,7320,1.03,55400000,1.05
11.8,7410,1.04,56100000,1.05
11.8,7500,1.05,56800000,1.06
11.9,7590,1.05,57500000,1.06
11.9,7680,1.06,58100000,1.07
11.9,7770,1.06,58800000,1.08
12.0,7850,1.07,59400000,1.08
12.0,7940,1.07,60100000,1.09
12.0,8030,1.08,60800000,1.09
12.1,8110,1.08,61400000,1.10
12.1,8210,1.09,62200000,1.10
12.1,8300,1.10,62800000,1.11
12.2,8390,1.10,63500000,1.11
12.2,8480,1.11,64200000,1.12
12.2,8570,1.11,64900000,1.13
12.3,8650,1.12,65500000,1.13
12.3,8740,1.12,66200000,1.14
12.3,8830,1.13,66900000,1.14
12.4,8920,1.13,67600000,1.15
12.4,9010,1.14,68200000,1.15
12.4,9100,1.15,68900000,1.16
12.5,9200,1.15,69600000,1.16
12.5,9280,1.16,70300000,1.17
12.5,9380,1.16,71000000,1.18
12.6,9470,1.17,71700000,1.18
12.6,9550,1.17,72300000,1.19
12.6,9650,1.18,73000000,1.19
12.7,9740,1.18,73700000,1.20
12.7,9830,1.19,74400000,1.20
12.7,9920,1.19,75100000,1.21
12.8,10000,1.20,75800000,1.22
12.8,10100,1.21,76400000,1.22
12.8,10200,1.21,77100000,1.23
12.9,10300,1.22,77800000,1.23
12.9,10400,1.22,78500000,1.24
12.9,10500,1.23,79200000,1.24
13.0,10500,1.23,79800000,1.25
13.0,10600,1.24,80500000,1.25
13.0,10700,1.24,81200000,1.26
13.1,10800,1.25,81900000,1.27
13.1,10900,1.26,82600000,1.27
13.1,11000,1.26,83300000,1.28
13.2,11100,1.27,84000000,1.28
13.2,11200,1.27,84700000,1.29
13.2,11300,1.28,85400000,1.29
13.3,11400,1.28,86100000,1.30
13.3,11500,1.29,86800000,1.30
13.3,11500,1.29,87400000,1.31
13.4,11600,1.30,88100000,1.32
13.4,11700,1.30,88800000,1.32
13.4,11800,1.31,89500000,1.33
13.5,11900,1.32,90200000,1.33
13.5,12000,1.32,90900000,1.34
13.5,12100,1.33,91600000,1.34
13.6,12200,1.33,92200000,1.35
13.6,12300,1.34,92900000,1.35
13.7,12400,1.34,93600000,1.36
13.7,12500,1.35,94300000,1.37
13.7,12500,1.35,94900000,1.37
13.8,12600,1.36,95600000,1.38
13.8,12700,1.37,96300000,1.38
